Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | Similarity
883 | Revision_883/Jmol/src/com/obrador/JpegEncoder.java | U | 963 | 983 | 19 | 152692 | 1 | 100
883 | Revision_883/Jmol/src/com/obrador/JpegEncoder.java | U | 992 | 1011 | 19 | 152693 | 1 | 100
883 | Revision_883/Jmol/src/com/obrador/JpegEncoder.java | U | 1062 | 1070 | 8 | 152694 | 2 | 100
883 | Revision_883/Jmol/src/com/obrador/JpegEncoder.java | U | 1169 | 1177 | 8 | 152695 | 2 | 100
883 | Revision_883/Jmol/src/com/obrador/JpegEncoder.java | U | 1133 | 1141 | 8 | 152696 | 2 | 100
883 | Revision_883/Jmol/src/com/obrador/JpegEncoder.java | U | 1098 | 1106 | 8 | 152697 | 2 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 479 | 483 | 5 | 152698 | 3 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 532 | 536 | 5 | 152699 | 3 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 669 | 687 | 20 | 152700 | 4 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 697 | 715 | 20 | 152701 | 4 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 725 | 743 | 20 | 152702 | 4 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 752 | 770 | 20 | 152703 | 4 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 1277 | 1283 | 7 | 152704 | 5 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 1599 | 1605 | 7 | 152705 | 5 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 1293 | 1299 | 8 | 152706 | 6 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 1618 | 1624 | 8 | 152707 | 6 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 1302 | 1327 | 27 | 152708 | 7 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 1627 | 1652 | 27 | 152709 | 7 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 1306 | 1310 | 5 | 152710 | 8 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 1318 | 1322 | 5 | 152711 | 8 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 1631 | 1635 | 5 | 152712 | 9 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 1643 | 1647 | 5 | 152713 | 9 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 2082 | 2095 | 17 | 152714 | 10 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 2225 | 2238 | 17 | 152715 | 10 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 2095 | 2104 | 12 | 152716 | 11 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 2238 | 2247 | 12 | 152717 | 11 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 2265 | 2269 | 5 | 152718 | 12 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 2277 | 2281 | 5 | 152719 | 12 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 3438 | 3445 | 9 | 152720 | 13 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 3470 | 3477 | 9 | 152721 | 13 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 3492 | 3496 | 5 | 152722 | 14 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 3514 | 3518 | 5 | 152723 | 14 | 100
883 | Revision_883/Jmol/src/freeware/PrintfFormat.java | U | 3538 | 3542 | 5 | 152724 | 14 | 100
883 | Revision_883/Jmol/src/org/openscience/jmol/AboutDialog.java | U | 122 | 126 | 5 | 152725 | 15 | 100
883 | Revision_883/Jmol/src/org/openscience/jmol/HelpDialog.java | U | 122 | 126 | 5 | 152726 | 15 | 100
883 | Revision_883/Jmol/src/org/openscience/jmol/WhatsNewDialog.java | U | 121 | 125 | 5 | 152727 | 15 | 100
883 | Revision_883/Jmol/src/org/openscience/jmol/AboutDialog.java | U | 140 | 145 | 6 | 152728 | 16 | 100
883 | Revision_883/Jmol/src/org/openscience/jmol/WhatsNewDialog.java | U | 139 | 144 | 6 | 152729 | 16 | 100
883 | Revision_883/Jmol/src/org/openscience/jmol/HelpDialog.java | U | 140 | 145 | 6 | 152730 | 16 | 100
883 | Revision_883/Jmol/src/org/openscience/jmol/AboutDialog.java | U | 158 | 184 | 21 | 152731 | 17 | 100
883 | Revision_883/Jmol/src/org/openscience/jmol/WhatsNewDialog.java | U | 157 | 183 | 21 | 152732 | 17 | 100
