Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | globalCloneId | Similarity
1359 | Revision_1359/jnamed.java | U | 180 | 188 | 8 | 314572 | 1 | 710 | 100
1359 | Revision_1359/jnamed.java | U | 189 | 197 | 8 | 314573 | 1 | 1071 | 100
1359 | Revision_1359/jnamed.java | U | 473 | 482 | 10 | 314574 | 2 | 711 | 70
1359 | Revision_1359/org/xbill/DNS/MINFORecord.java | U | 60 | 66 | 10 | 314575 | 2 | 1208 | 70
1359 | Revision_1359/org/xbill/DNS/Cache.java | U | 62 | 68 | 10 | 314576 | 2 | 841 | 70
1359 | Revision_1359/org/xbill/DNS/RPRecord.java | U | 55 | 61 | 10 | 314577 | 2 | 1046 | 70
1359 | Revision_1359/org/xbill/DNS/U16NameBase.java | U | 50 | 56 | 10 | 314578 | 2 | 1237 | 70
1359 | Revision_1359/org/xbill/DNS/SSHFPRecord.java | U | 72 | 80 | 10 | 314579 | 2 | 1238 | 70
1359 | Revision_1359/org/xbill/DNS/PXRecord.java | U | 60 | 68 | 10 | 314580 | 2 | 1211 | 70
1359 | Revision_1359/org/xbill/DNS/Cache.java | U | 98 | 107 | 10 | 314581 | 2 | 839 | 70
1359 | Revision_1359/org/xbill/DNS/NSECRecord.java | U | 113 | 121 | 10 | 314582 | 2 | 1190 | 70
1359 | Revision_1359/org/xbill/DNS/DSRecord.java | U | 71 | 84 | 10 | 314583 | 2 | 1173 | 70
1359 | Revision_1359/org/xbill/DNS/NXTRecord.java | U | 73 | 83 | 10 | 314584 | 2 | 51 | 70
1359 | Revision_1359/org/xbill/DNS/Record.java | U | 466 | 473 | 10 | 314585 | 2 | 1239 | 70
1359 | Revision_1359/org/xbill/DNS/A6Record.java | U | 78 | 90 | 10 | 314586 | 2 | 1056 | 70
1359 | Revision_1359/org/xbill/DNS/APLRecord.java | U | 57 | 70 | 10 | 314587 | 2 | 1264 | 70
1359 | Revision_1359/org/xbill/DNS/CERTRecord.java | U | 143 | 160 | 10 | 314588 | 2 | 1184 | 70
1359 | Revision_1359/org/xbill/DNS/security/DHPubKey.java | U | 61 | 70 | 10 | 314589 | 2 | 1265 | 70
1359 | Revision_1359/org/xbill/DNS/KEYBase.java | U | 46 | 65 | 10 | 314590 | 2 | 1192 | 70
1359 | Revision_1359/jnamed.java | U | 537 | 542 | 7 | 314591 | 3 | 711 | 75
1359 | Revision_1359/org/xbill/DNS/Tokenizer.java | U | 626 | 634 | 7 | 314592 | 3 | 1228 | 75
1359 | Revision_1359/org/xbill/DNS/ExtendedResolver.java | U | 108 | 114 | 7 | 314593 | 3 | 1131 | 75
1359 | Revision_1359/org/xbill/DNS/Name.java | U | 204 | 210 | 7 | 314594 | 3 | 120 | 75
1359 | Revision_1359/org/xbill/DNS/dns.java | U | 85 | 91 | 7 | 314595 | 3 | 1072 | 75
1359 | Revision_1359/org/xbill/DNS/ResolverConfig.java | U | 256 | 262 | 7 | 314596 | 3 | 1254 | 75
1359 | Revision_1359/org/xbill/DNS/Options.java | U | 31 | 37 | 7 | 314597 | 3 | 1253 | 75
1359 | Revision_1359/org/xbill/DNS/SimpleResolver.java | U | 404 | 409 | 7 | 314598 | 3 | 1050 | 75
1359 | Revision_1359/org/xbill/DNS/Tokenizer.java | U | 627 | 633 | 7 | 314599 | 3 | 1228 | 75
1359 | Revision_1359/org/xbill/DNS/Name.java | U | 194 | 201 | 7 | 314600 | 3 | 120 | 75
1359 | Revision_1359/org/xbill/DNS/ExtendedResolver.java | U | 107 | 115 | 7 | 314601 | 3 | 979 | 75
1359 | Revision_1359/jnamed.java | U | 549 | 555 | 11 | 314602 | 4 | 711 | 75
1359 | Revision_1359/jnamed.java | U | 631 | 636 | 11 | 314603 | 4 | 710 | 75
1359 | Revision_1359/jnamed.java | U | 623 | 628 | 11 | 314604 | 4 | 711 | 75
1359 | Revision_1359/jnamed.java | U | 557 | 565 | 6 | 314605 | 5 | 711 | 100
1359 | Revision_1359/jnamed.java | U | 611 | 619 | 6 | 314606 | 5 | 710 | 100
1359 | Revision_1359/org/xbill/DNS/A6Record.java | U | 65 | 71 | 5 | 314607 | 6 | 1199 | 100
1359 | Revision_1359/org/xbill/DNS/AAAARecord.java | U | 43 | 48 | 5 | 314608 | 6 | 1092 | 100
1359 | Revision_1359/org/xbill/DNS/AAAARecord.java | U | 30 | 35 | 5 | 314609 | 7 | 1266 | 75
1359 | Revision_1359/org/xbill/DNS/ARecord.java | U | 54 | 59 | 5 | 314610 | 7 | 482 | 75
1359 | Revision_1359/org/xbill/DNS/NXTRecord.java | U | 36 | 40 | 5 | 314611 | 7 | 124 | 75
1359 | Revision_1359/org/xbill/DNS/RPRecord.java | U | 34 | 39 | 5 | 314612 | 7 | 1048 | 75
1359 | Revision_1359/org/xbill/DNS/MINFORecord.java | U | 38 | 44 | 5 | 314613 | 7 | 1215 | 75
1359 | Revision_1359/org/xbill/DNS/SSHFPRecord.java | U | 50 | 55 | 5 | 314614 | 7 | 1240 | 75
1359 | Revision_1359/org/xbill/DNS/PXRecord.java | U | 36 | 42 | 5 | 314615 | 7 | 1212 | 75
1359 | Revision_1359/org/xbill/DNS/CERTRecord.java | U | 108 | 114 | 5 | 314616 | 7 | 585 | 75
1359 | Revision_1359/org/xbill/DNS/DSRecord.java | U | 43 | 49 | 5 | 314617 | 7 | 1082 | 75
1359 | Revision_1359/org/xbill/DNS/SRVRecord.java | U | 40 | 46 | 5 | 314618 | 7 | 470 | 75
1359 | Revision_1359/org/xbill/DNS/KEYBase.java | U | 27 | 33 | 5 | 314619 | 7 | 1216 | 75
1359 | Revision_1359/org/xbill/DNS/Address.java | U | 99 | 104 | 6 | 314620 | 8 | 1263 | 75
1359 | Revision_1359/org/xbill/DNS/Record.java | U | 384 | 389 | 6 | 314621 | 8 | 1166 | 75
1359 | Revision_1359/org/xbill/DNS/APLRecord.java | U | 32 | 41 | 6 | 314622 | 9 | 1245 | 71
1359 | Revision_1359/org/xbill/DNS/ResolveThread.java | U | 23 | 28 | 6 | 314623 | 9 | 1030 | 71
1359 | Revision_1359/org/xbill/DNS/Message.java | U | 520 | 524 | 6 | 314624 | 9 | 1121 | 71
1359 | Revision_1359/org/xbill/DNS/TSIG.java | U | 64 | 69 | 6 | 314625 | 9 | 1069 | 71
1359 | Revision_1359/org/xbill/DNS/security/SIG0Signer.java | U | 44 | 49 | 6 | 314626 | 9 | 1068 | 71
1359 | Revision_1359/org/xbill/DNS/SetResponse.java | U | 68 | 73 | 6 | 314627 | 9 | 1097 | 71
1359 | Revision_1359/org/xbill/DNS/SetResponse.java | U | 75 | 80 | 6 | 314628 | 9 | 1021 | 71
