Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | Similarity
45 | Revision_45/args.c | U | 85 | 92 | 8 | 5335 | 1 | 100
45 | Revision_45/args.c | U | 159 | 166 | 8 | 5336 | 1 | 100
45 | Revision_45/args.c | U | 181 | 189 | 9 | 5337 | 2 | 75
45 | Revision_45/args.c | U | 202 | 210 | 9 | 5338 | 2 | 75
45 | Revision_45/args.c | U | 192 | 199 | 9 | 5339 | 2 | 75
45 | Revision_45/args.c | U | 265 | 271 | 6 | 5340 | 3 | 80
45 | Revision_45/options.c | U | 565 | 570 | 6 | 5341 | 3 | 80
45 | Revision_45/fortran.c | U | 781 | 786 | 6 | 5342 | 3 | 80
45 | Revision_45/asm.c | U | 96 | 104 | 9 | 5343 | 4 | 70
45 | Revision_45/vim.c | U | 131 | 139 | 9 | 5344 | 4 | 70
45 | Revision_45/scheme.c | U | 99 | 109 | 9 | 5345 | 4 | 70
45 | Revision_45/ruby.c | U | 131 | 139 | 9 | 5346 | 4 | 70
45 | Revision_45/asp.c | U | 162 | 170 | 9 | 5347 | 4 | 70
45 | Revision_45/awk.c | U | 71 | 79 | 9 | 5348 | 4 | 70
45 | Revision_45/sh.c | U | 98 | 108 | 9 | 5349 | 4 | 70
45 | Revision_45/rexx.c | U | 30 | 37 | 9 | 5350 | 4 | 70
45 | Revision_45/tcl.c | U | 73 | 81 | 9 | 5351 | 4 | 70
45 | Revision_45/pascal.c | U | 247 | 255 | 9 | 5352 | 4 | 70
45 | Revision_45/perl.c | U | 108 | 116 | 9 | 5353 | 4 | 70
45 | Revision_45/cobol.c | U | 72 | 80 | 9 | 5354 | 4 | 70
45 | Revision_45/beta.c | U | 314 | 322 | 9 | 5355 | 4 | 70
45 | Revision_45/fortran.c | U | 1667 | 1682 | 9 | 5356 | 4 | 70
45 | Revision_45/python.c | U | 108 | 116 | 9 | 5357 | 4 | 70
45 | Revision_45/lisp.c | U | 127 | 137 | 9 | 5358 | 4 | 70
45 | Revision_45/lua.c | U | 121 | 129 | 9 | 5359 | 4 | 70
45 | Revision_45/php.c | U | 98 | 106 | 9 | 5360 | 4 | 70
45 | Revision_45/make.c | U | 91 | 101 | 9 | 5361 | 4 | 70
45 | Revision_45/yacc.c | U | 31 | 38 | 9 | 5362 | 4 | 70
45 | Revision_45/slang.c | U | 30 | 37 | 9 | 5363 | 4 | 70
45 | Revision_45/keyword.c | U | 107 | 116 | 9 | 5364 | 4 | 70
45 | Revision_45/options.c | U | 612 | 618 | 9 | 5365 | 4 | 70
45 | Revision_45/asp.c | U | 70 | 89 | 15 | 5366 | 5 | 100
45 | Revision_45/asp.c | U | 93 | 112 | 15 | 5367 | 5 | 100
45 | Revision_45/asp.c | U | 116 | 132 | 13 | 5368 | 6 | 72
45 | Revision_45/ruby.c | U | 77 | 92 | 13 | 5369 | 6 | 72
45 | Revision_45/ruby.c | U | 94 | 118 | 13 | 5370 | 6 | 72
45 | Revision_45/tcl.c | U | 55 | 67 | 13 | 5371 | 6 | 72
45 | Revision_45/python.c | U | 80 | 95 | 13 | 5372 | 6 | 72
45 | Revision_45/php.c | U | 78 | 91 | 13 | 5373 | 6 | 72
45 | Revision_45/python.c | U | 63 | 78 | 13 | 5374 | 6 | 72
45 | Revision_45/asp.c | U | 136 | 151 | 13 | 5375 | 6 | 72
45 | Revision_45/awk.c | U | 47 | 65 | 17 | 5376 | 7 | 73
45 | Revision_45/php.c | U | 55 | 75 | 17 | 5377 | 7 | 73
45 | Revision_45/beta.c | U | 71 | 82 | 9 | 5378 | 8 | 71
45 | Revision_45/parse.c | U | 45 | 56 | 9 | 5379 | 8 | 71
45 | Revision_45/beta.c | U | 136 | 143 | 6 | 5380 | 9 | 75
45 | Revision_45/beta.c | U | 208 | 216 | 6 | 5381 | 9 | 75
45 | Revision_45/beta.c | U | 154 | 158 | 5 | 5382 | 10 | 75
45 | Revision_45/beta.c | U | 275 | 279 | 5 | 5383 | 10 | 75
45 | Revision_45/beta.c | U | 167 | 171 | 5 | 5384 | 10 | 75
45 | Revision_45/beta.c | U | 160 | 164 | 5 | 5385 | 10 | 75
45 | Revision_45/beta.c | U | 281 | 285 | 5 | 5386 | 10 | 75
45 | Revision_45/fortran.c | U | 467 | 471 | 5 | 5387 | 11 | 75
45 | Revision_45/fortran.c | U | 1125 | 1129 | 5 | 5388 | 11 | 75
45 | Revision_45/fortran.c | U | 1161 | 1165 | 5 | 5389 | 11 | 75
45 | Revision_45/fortran.c | U | 1305 | 1310 | 5 | 5390 | 11 | 75
45 | Revision_45/fortran.c | U | 1116 | 1120 | 5 | 5391 | 11 | 75
45 | Revision_45/fortran.c | U | 1236 | 1240 | 5 | 5392 | 11 | 75
45 | Revision_45/fortran.c | U | 1144 | 1149 | 5 | 5393 | 11 | 75
45 | Revision_45/fortran.c | U | 647 | 651 | 5 | 5394 | 12 | 75
45 | Revision_45/fortran.c | U | 836 | 840 | 5 | 5395 | 12 | 75
45 | Revision_45/fortran.c | U | 857 | 861 | 5 | 5396 | 13 | 75
45 | Revision_45/strlist.c | U | 136 | 140 | 5 | 5397 | 13 | 75
45 | Revision_45/fortran.c | U | 931 | 949 | 18 | 5398 | 14 | 70
45 | Revision_45/fortran.c | U | 1393 | 1409 | 18 | 5399 | 14 | 70
45 | Revision_45/fortran.c | U | 1464 | 1478 | 18 | 5400 | 14 | 70
45 | Revision_45/fortran.c | U | 1015 | 1023 | 8 | 5401 | 15 | 83
45 | Revision_45/fortran.c | U | 1026 | 1035 | 8 | 5402 | 15 | 83
45 | Revision_45/fortran.c | U | 1107 | 1122 | 16 | 5403 | 16 | 92
45 | Revision_45/fortran.c | U | 1228 | 1242 | 16 | 5404 | 16 | 92
45 | Revision_45/fortran.c | U | 1363 | 1382 | 28 | 5405 | 17 | 73
45 | Revision_45/fortran.c | U | 1608 | 1624 | 28 | 5406 | 17 | 73
45 | Revision_45/fortran.c | U | 1432 | 1447 | 15 | 5407 | 18 | 78
45 | Revision_45/fortran.c | U | 1497 | 1511 | 15 | 5408 | 18 | 78
45 | Revision_45/get.c | U | 301 | 313 | 10 | 5409 | 19 | 70
45 | Revision_45/read.c | U | 212 | 223 | 10 | 5410 | 19 | 70
45 | Revision_45/parse.c | U | 558 | 572 | 10 | 5411 | 19 | 70
45 | Revision_45/get.c | U | 442 | 453 | 11 | 5412 | 20 | 72
45 | Revision_45/get.c | U | 476 | 492 | 11 | 5413 | 20 | 72
45 | Revision_45/get.c | U | 459 | 470 | 11 | 5414 | 20 | 72
45 | Revision_45/get.c | U | 506 | 511 | 6 | 5415 | 21 | 80
45 | Revision_45/read.c | U | 412 | 416 | 6 | 5416 | 21 | 80
45 | Revision_45/keyword.c | U | 185 | 189 | 5 | 5417 | 22 | 75
45 | Revision_45/options.c | U | 796 | 800 | 5 | 5418 | 22 | 75
45 | Revision_45/lisp.c | U | 91 | 97 | 7 | 5419 | 23 | 83
45 | Revision_45/lisp.c | U | 112 | 118 | 7 | 5420 | 23 | 83
45 | Revision_45/main.c | U | 297 | 304 | 8 | 5421 | 24 | 83
45 | Revision_45/readtags.c | U | 498 | 505 | 8 | 5422 | 24 | 83
45 | Revision_45/readtags.c | U | 510 | 517 | 8 | 5423 | 24 | 83
45 | Revision_45/main.c | U | 309 | 316 | 8 | 5424 | 24 | 83
45 | Revision_45/main.c | U | 334 | 338 | 5 | 5425 | 25 | 75
45 | Revision_45/vstring.c | U | 116 | 120 | 5 | 5426 | 25 | 75
45 | Revision_45/vstring.c | U | 109 | 113 | 5 | 5427 | 25 | 75
45 | Revision_45/main.c | U | 341 | 348 | 6 | 5428 | 26 | 80
45 | Revision_45/main.c | U | 351 | 358 | 6 | 5429 | 26 | 80
45 | Revision_45/main.c | U | 381 | 387 | 6 | 5430 | 27 | 100
45 | Revision_45/main.c | U | 390 | 396 | 6 | 5431 | 27 | 100
45 | Revision_45/main.c | U | 401 | 408 | 8 | 5432 | 28 | 100
45 | Revision_45/main.c | U | 413 | 420 | 8 | 5433 | 28 | 100
45 | Revision_45/main.c | U | 434 | 446 | 7 | 5434 | 29 | 83
