counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_991/org/xbill/DNS/SimpleResolver.java | 331 | 331 | a | Revision_992/org/xbill/DNS/SimpleResolver.java | 332 | 332 | 1 | 1
2 | Revision_991/org/xbill/DNS/SimpleResolver.java | 333 | 333 | d | Revision_992/org/xbill/DNS/SimpleResolver.java | 333 | 333 | 0 | 0
3 | Revision_991/org/xbill/DNS/SimpleResolver.java | 340 | 341 | d | Revision_992/org/xbill/DNS/SimpleResolver.java | 339 | 339 | -1 | -2
4 | Revision_991/org/xbill/DNS/SimpleResolver.java | 348 | 348 | c | Revision_992/org/xbill/DNS/SimpleResolver.java | 346 | 347 | -2 | -1
5 | Revision_991/org/xbill/DNS/SimpleResolver.java | 363 | 363 | c | Revision_992/org/xbill/DNS/SimpleResolver.java | 362 | 362 | -1 | -1
6 | Revision_991/org/xbill/DNS/SimpleResolver.java | 369 | 370 | c | Revision_992/org/xbill/DNS/SimpleResolver.java | 368 | 368 | -1 | -2
7 | Revision_991/org/xbill/DNS/SimpleResolver.java | 377 | 378 | d | Revision_992/org/xbill/DNS/SimpleResolver.java | 374 | 374 | -3 | -4
8 | Revision_991/org/xbill/DNS/TSIG.java | 35 | 35 | d | Revision_992/org/xbill/DNS/TSIG.java | 34 | 34 | -1 | -1
9 | Revision_991/org/xbill/DNS/TSIG.java | 306 | 311 | d | Revision_992/org/xbill/DNS/TSIG.java | 304 | 304 | -2 | -7
10 | Revision_991/org/xbill/DNS/TSIG.java | 338 | 420 | d | Revision_992/org/xbill/DNS/TSIG.java | 330 | 330 | -8 | -90
11 | Revision_991/org/xbill/DNS/TSIG.java | 434 | 434 | a | Revision_992/org/xbill/DNS/TSIG.java | 345 | 451 | -89 | 17
