counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_1288/org/xbill/DNS/LOCRecord.java | 16 | 16 | a | Revision_1289/org/xbill/DNS/LOCRecord.java | 17 | 18 | 1 | 2
2 | Revision_1288/org/xbill/DNS/LOCRecord.java | 19 | 19 | a | Revision_1289/org/xbill/DNS/LOCRecord.java | 22 | 31 | 3 | 12
3 | Revision_1288/org/xbill/DNS/LOCRecord.java | 150 | 150 | c | Revision_1289/org/xbill/DNS/LOCRecord.java | 162 | 162 | 12 | 12
4 | Revision_1288/org/xbill/DNS/LOCRecord.java | 169 | 169 | c | Revision_1289/org/xbill/DNS/LOCRecord.java | 181 | 181 | 12 | 12
5 | Revision_1288/org/xbill/DNS/LOCRecord.java | 184 | 186 | d | Revision_1289/org/xbill/DNS/LOCRecord.java | 195 | 195 | 11 | 9
6 | Revision_1288/org/xbill/DNS/LOCRecord.java | 189 | 189 | c | Revision_1289/org/xbill/DNS/LOCRecord.java | 198 | 198 | 9 | 9
7 | Revision_1288/org/xbill/DNS/LOCRecord.java | 193 | 193 | c | Revision_1289/org/xbill/DNS/LOCRecord.java | 202 | 202 | 9 | 9
8 | Revision_1288/org/xbill/DNS/LOCRecord.java | 196 | 197 | d | Revision_1289/org/xbill/DNS/LOCRecord.java | 204 | 204 | 8 | 7
9 | Revision_1288/org/xbill/DNS/LOCRecord.java | 199 | 199 | c | Revision_1289/org/xbill/DNS/LOCRecord.java | 206 | 206 | 7 | 7
10 | Revision_1288/org/xbill/DNS/LOCRecord.java | 203 | 203 | c | Revision_1289/org/xbill/DNS/LOCRecord.java | 210 | 210 | 7 | 7
11 | Revision_1288/org/xbill/DNS/LOCRecord.java | 207 | 207 | c | Revision_1289/org/xbill/DNS/LOCRecord.java | 214 | 214 | 7 | 7
12 | Revision_1288/org/xbill/DNS/LOCRecord.java | 211 | 211 | c | Revision_1289/org/xbill/DNS/LOCRecord.java | 218 | 218 | 7 | 7
