counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_547/jnamed.java | 185 | 186 | c | Revision_548/jnamed.java | 185 | 189 | 0 | 3
2 | Revision_547/jnamed.java | 260 | 260 | a | Revision_548/jnamed.java | 264 | 341 | 4 | 81
3 | Revision_547/jnamed.java | 312 | 312 | c | Revision_548/jnamed.java | 393 | 393 | 81 | 81
4 | Revision_547/jnamed.java | 349 | 354 | d | Revision_548/jnamed.java | 429 | 429 | 80 | 75
5 | Revision_547/jnamed.java | 356 | 405 | c | Revision_548/jnamed.java | 431 | 435 | 75 | 30
6 | Revision_547/org/xbill/DNS/Cache.java | 163 | 163 | c | Revision_548/org/xbill/DNS/Cache.java | 163 | 163 | 0 | 0
7 | Revision_547/org/xbill/DNS/Cache.java | 178 | 178 | a | Revision_548/org/xbill/DNS/Cache.java | 179 | 179 | 1 | 1
8 | Revision_547/org/xbill/DNS/Cache.java | 243 | 243 | c | Revision_548/org/xbill/DNS/Cache.java | 244 | 246 | 1 | 3
9 | Revision_547/org/xbill/DNS/Cache.java | 263 | 263 | c | Revision_548/org/xbill/DNS/Cache.java | 266 | 266 | 3 | 3
10 | Revision_547/org/xbill/DNS/Cache.java | 265 | 265 | c | Revision_548/org/xbill/DNS/Cache.java | 268 | 272 | 3 | 7
11 | Revision_547/org/xbill/DNS/Cache.java | 266 | 266 | a | Revision_548/org/xbill/DNS/Cache.java | 274 | 276 | 8 | 10
12 | Revision_547/org/xbill/DNS/Cache.java | 287 | 287 | c | Revision_548/org/xbill/DNS/Cache.java | 297 | 298 | 10 | 11
13 | Revision_547/org/xbill/DNS/Cache.java | 288 | 288 | a | Revision_548/org/xbill/DNS/Cache.java | 300 | 300 | 12 | 12
14 | Revision_547/org/xbill/DNS/Cache.java | 296 | 296 | a | Revision_548/org/xbill/DNS/Cache.java | 309 | 317 | 13 | 21
15 | Revision_547/org/xbill/DNS/Cache.java | 303 | 304 | c | Revision_548/org/xbill/DNS/Cache.java | 324 | 324 | 21 | 20
16 | Revision_547/org/xbill/DNS/Cache.java | 306 | 307 | c | Revision_548/org/xbill/DNS/Cache.java | 326 | 328 | 20 | 21
17 | Revision_547/org/xbill/DNS/Cache.java | 309 | 310 | c | Revision_548/org/xbill/DNS/Cache.java | 330 | 331 | 21 | 21
18 | Revision_547/org/xbill/DNS/Cache.java | 312 | 317 | c | Revision_548/org/xbill/DNS/Cache.java | 333 | 336 | 21 | 19
19 | Revision_547/org/xbill/DNS/Cache.java | 320 | 332 | c | Revision_548/org/xbill/DNS/Cache.java | 339 | 366 | 19 | 34
20 | Revision_547/org/xbill/DNS/Cache.java | 334 | 338 | d | Revision_548/org/xbill/DNS/Cache.java | 367 | 367 | 33 | 29
21 | Revision_547/org/xbill/DNS/Cache.java | 343 | 344 | c | Revision_548/org/xbill/DNS/Cache.java | 372 | 373 | 29 | 29
22 | Revision_547/org/xbill/DNS/Cache.java | 347 | 347 | c | Revision_548/org/xbill/DNS/Cache.java | 376 | 376 | 29 | 29
23 | Revision_547/org/xbill/DNS/Cache.java | 444 | 444 | c | Revision_548/org/xbill/DNS/Cache.java | 473 | 473 | 29 | 29
24 | Revision_547/org/xbill/DNS/Cache.java | 452 | 452 | c | Revision_548/org/xbill/DNS/Cache.java | 481 | 481 | 29 | 29
25 | Revision_547/org/xbill/DNS/Name.java | 35 | 35 | a | Revision_548/org/xbill/DNS/Name.java | 36 | 39 | 1 | 4
26 | Revision_547/org/xbill/DNS/Name.java | 229 | 229 | a | Revision_548/org/xbill/DNS/Name.java | 234 | 259 | 5 | 30
27 | Revision_547/org/xbill/DNS/NameSet.java | 1 | 2 | c | Revision_548/org/xbill/DNS/NameSet.java | 1 | 1 | 0 | -1
28 | Revision_547/org/xbill/DNS/NameSet.java | 11 | 11 | c | Revision_548/org/xbill/DNS/NameSet.java | 10 | 10 | -1 | -1
29 | Revision_547/org/xbill/DNS/NameSet.java | 18 | 18 | a | Revision_548/org/xbill/DNS/NameSet.java | 18 | 19 | 0 | 1
30 | Revision_547/org/xbill/DNS/NameSet.java | 20 | 20 | c | Revision_548/org/xbill/DNS/NameSet.java | 21 | 23 | 1 | 3
31 | Revision_547/org/xbill/DNS/NameSet.java | 22 | 22 | c | Revision_548/org/xbill/DNS/NameSet.java | 25 | 25 | 3 | 3
32 | Revision_547/org/xbill/DNS/NameSet.java | 23 | 23 | a | Revision_548/org/xbill/DNS/NameSet.java | 27 | 33 | 4 | 10
33 | Revision_547/org/xbill/DNS/NameSet.java | 33 | 34 | c | Revision_548/org/xbill/DNS/NameSet.java | 43 | 43 | 10 | 9
34 | Revision_547/org/xbill/DNS/NameSet.java | 36 | 36 | c | Revision_548/org/xbill/DNS/NameSet.java | 45 | 45 | 9 | 9
35 | Revision_547/org/xbill/DNS/NameSet.java | 38 | 38 | c | Revision_548/org/xbill/DNS/NameSet.java | 47 | 47 | 9 | 9
36 | Revision_547/org/xbill/DNS/NameSet.java | 39 | 39 | a | Revision_548/org/xbill/DNS/NameSet.java | 49 | 52 | 10 | 13
37 | Revision_547/org/xbill/DNS/NameSet.java | 41 | 42 | c | Revision_548/org/xbill/DNS/NameSet.java | 54 | 54 | 13 | 12
38 | Revision_547/org/xbill/DNS/NameSet.java | 44 | 45 | c | Revision_548/org/xbill/DNS/NameSet.java | 56 | 71 | 12 | 26
