counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 61 | 61 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 62 | 62 | 1 | 1
2 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 68 | 68 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 70 | 70 | 2 | 2
3 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 71 | 77 | c | Revision_961/org/xbill/DNS/ExtendedResolver.java | 73 | 105 | 2 | 28
4 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 80 | 80 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 109 | 109 | 29 | 29
5 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 90 | 90 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 120 | 120 | 30 | 30
6 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 96 | 96 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 127 | 130 | 31 | 34
7 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 101 | 101 | c | Revision_961/org/xbill/DNS/ExtendedResolver.java | 135 | 135 | 34 | 34
8 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 114 | 114 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 149 | 152 | 35 | 38
9 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 118 | 119 | c | Revision_961/org/xbill/DNS/ExtendedResolver.java | 156 | 156 | 38 | 37
10 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 127 | 127 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 165 | 165 | 38 | 38
11 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 131 | 131 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 170 | 173 | 39 | 42
12 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 135 | 135 | c | Revision_961/org/xbill/DNS/ExtendedResolver.java | 177 | 177 | 42 | 42
13 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 140 | 140 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 183 | 186 | 43 | 46
14 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 144 | 144 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 191 | 194 | 47 | 50
15 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 149 | 149 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 200 | 203 | 51 | 54
16 | Revision_960/org/xbill/DNS/ExtendedResolver.java | 158 | 158 | a | Revision_961/org/xbill/DNS/ExtendedResolver.java | 213 | 213 | 55 | 55
