counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_251/DNS/ExtendedResolver.java | 62 | 62 | c | Revision_252/DNS/ExtendedResolver.java | 62 | 62 | 0 | 0
2 | Revision_251/DNS/FindServer.java | 12 | 12 | c | Revision_252/DNS/FindServer.java | 12 | 13 | 0 | 1
3 | Revision_251/DNS/FindServer.java | 14 | 14 | c | Revision_252/DNS/FindServer.java | 15 | 15 | 1 | 1
4 | Revision_251/DNS/FindServer.java | 17 | 17 | d | Revision_252/DNS/FindServer.java | 17 | 17 | 0 | 0
5 | Revision_251/DNS/FindServer.java | 20 | 21 | c | Revision_252/DNS/FindServer.java | 20 | 21 | 0 | 0
6 | Revision_251/DNS/FindServer.java | 25 | 25 | c | Revision_252/DNS/FindServer.java | 25 | 25 | 0 | 0
7 | Revision_251/DNS/FindServer.java | 32 | 32 | a | Revision_252/DNS/FindServer.java | 33 | 43 | 1 | 11
8 | Revision_251/DNS/FindServer.java | 34 | 35 | c | Revision_252/DNS/FindServer.java | 45 | 49 | 11 | 14
9 | Revision_251/DNS/FindServer.java | 37 | 37 | c | Revision_252/DNS/FindServer.java | 51 | 51 | 14 | 14
10 | Revision_251/DNS/FindServer.java | 39 | 39 | d | Revision_252/DNS/FindServer.java | 52 | 52 | 13 | 13
11 | Revision_251/DNS/FindServer.java | 42 | 42 | c | Revision_252/DNS/FindServer.java | 55 | 55 | 13 | 13
12 | Revision_251/DNS/FindServer.java | 45 | 45 | d | Revision_252/DNS/FindServer.java | 57 | 57 | 12 | 12
13 | Revision_251/DNS/FindServer.java | 50 | 50 | c | Revision_252/DNS/FindServer.java | 62 | 62 | 12 | 12
14 | Revision_251/DNS/FindServer.java | 54 | 54 | c | Revision_252/DNS/FindServer.java | 66 | 67 | 12 | 13
15 | Revision_251/DNS/FindServer.java | 58 | 64 | c | Revision_252/DNS/FindServer.java | 71 | 98 | 13 | 34
16 | Revision_251/DNS/FindServer.java | 69 | 74 | c | Revision_252/DNS/FindServer.java | 103 | 112 | 34 | 38
17 | Revision_251/DNS/FindServer.java | 77 | 87 | c | Revision_252/DNS/FindServer.java | 115 | 120 | 38 | 33
18 | Revision_251/DNS/FindServer.java | 89 | 89 | c | Revision_252/DNS/FindServer.java | 122 | 125 | 33 | 36
19 | Revision_251/DNS/FindServer.java | 91 | 91 | c | Revision_252/DNS/FindServer.java | 127 | 130 | 36 | 39
20 | Revision_251/DNS/FindServer.java | 95 | 96 | c | Revision_252/DNS/FindServer.java | 134 | 135 | 39 | 39
21 | Revision_251/DNS/FindServer.java | 102 | 102 | a | Revision_252/DNS/FindServer.java | 142 | 150 | 40 | 48
22 | Revision_251/DNS/SimpleResolver.java | 27 | 27 | c | Revision_252/DNS/SimpleResolver.java | 27 | 27 | 0 | 0
23 | Revision_251/org/xbill/DNS/ExtendedResolver.java | 62 | 62 | c | Revision_252/org/xbill/DNS/ExtendedResolver.java | 62 | 62 | 0 | 0
24 | Revision_251/org/xbill/DNS/FindServer.java | 12 | 12 | c | Revision_252/org/xbill/DNS/FindServer.java | 12 | 13 | 0 | 1
25 | Revision_251/org/xbill/DNS/FindServer.java | 14 | 14 | c | Revision_252/org/xbill/DNS/FindServer.java | 15 | 15 | 1 | 1
26 | Revision_251/org/xbill/DNS/FindServer.java | 17 | 17 | d | Revision_252/org/xbill/DNS/FindServer.java | 17 | 17 | 0 | 0
27 | Revision_251/org/xbill/DNS/FindServer.java | 20 | 21 | c | Revision_252/org/xbill/DNS/FindServer.java | 20 | 21 | 0 | 0
28 | Revision_251/org/xbill/DNS/FindServer.java | 25 | 25 | c | Revision_252/org/xbill/DNS/FindServer.java | 25 | 25 | 0 | 0
29 | Revision_251/org/xbill/DNS/FindServer.java | 32 | 32 | a | Revision_252/org/xbill/DNS/FindServer.java | 33 | 43 | 1 | 11
30 | Revision_251/org/xbill/DNS/FindServer.java | 34 | 35 | c | Revision_252/org/xbill/DNS/FindServer.java | 45 | 49 | 11 | 14
31 | Revision_251/org/xbill/DNS/FindServer.java | 37 | 37 | c | Revision_252/org/xbill/DNS/FindServer.java | 51 | 51 | 14 | 14
