counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 21 | 23 | c | Revision_957/org/xbill/DNS/ExtendedResolver.java | 21 | 30 | 0 | 7
2 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 26 | 28 | c | Revision_957/org/xbill/DNS/ExtendedResolver.java | 33 | 58 | 7 | 30
3 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 30 | 30 | d | Revision_957/org/xbill/DNS/ExtendedResolver.java | 59 | 59 | 29 | 29
4 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 32 | 39 | c | Revision_957/org/xbill/DNS/ExtendedResolver.java | 61 | 65 | 29 | 26
5 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 42 | 56 | c | Revision_957/org/xbill/DNS/ExtendedResolver.java | 68 | 78 | 26 | 22
6 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 57 | 57 | a | Revision_957/org/xbill/DNS/ExtendedResolver.java | 80 | 87 | 23 | 30
7 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 60 | 60 | d | Revision_957/org/xbill/DNS/ExtendedResolver.java | 89 | 89 | 29 | 29
8 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 66 | 66 | c | Revision_957/org/xbill/DNS/ExtendedResolver.java | 95 | 101 | 29 | 35
9 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 74 | 74 | c | Revision_957/org/xbill/DNS/ExtendedResolver.java | 109 | 142 | 35 | 68
10 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 144 | 155 | d | Revision_957/org/xbill/DNS/ExtendedResolver.java | 211 | 211 | 67 | 56
11 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 214 | 297 | c | Revision_957/org/xbill/DNS/ExtendedResolver.java | 270 | 271 | 56 | -26
12 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 328 | 328 | c | Revision_957/org/xbill/DNS/ExtendedResolver.java | 302 | 302 | -26 | -26
13 | Revision_956/org/xbill/DNS/ExtendedResolver.java | 330 | 332 | c | Revision_957/org/xbill/DNS/ExtendedResolver.java | 304 | 306 | -26 | -26
