counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_1149/org/xbill/DNS/Master.java | 20 | 20 | c | Revision_1150/org/xbill/DNS/Master.java | 20 | 20 | 0 | 0
2 | Revision_1149/org/xbill/DNS/Master.java | 24 | 24 | c | Revision_1150/org/xbill/DNS/Master.java | 24 | 24 | 0 | 0
3 | Revision_1149/org/xbill/DNS/Master.java | 28 | 28 | c | Revision_1150/org/xbill/DNS/Master.java | 28 | 29 | 0 | 1
4 | Revision_1149/org/xbill/DNS/Master.java | 31 | 31 | c | Revision_1150/org/xbill/DNS/Master.java | 32 | 49 | 1 | 18
5 | Revision_1149/org/xbill/DNS/Master.java | 34 | 34 | c | Revision_1150/org/xbill/DNS/Master.java | 52 | 52 | 18 | 18
6 | Revision_1149/org/xbill/DNS/Master.java | 37 | 37 | c | Revision_1150/org/xbill/DNS/Master.java | 55 | 59 | 18 | 22
7 | Revision_1149/org/xbill/DNS/Master.java | 40 | 40 | c | Revision_1150/org/xbill/DNS/Master.java | 62 | 62 | 22 | 22
8 | Revision_1149/org/xbill/DNS/Master.java | 43 | 43 | c | Revision_1150/org/xbill/DNS/Master.java | 65 | 70 | 22 | 27
9 | Revision_1149/org/xbill/DNS/Master.java | 45 | 45 | c | Revision_1150/org/xbill/DNS/Master.java | 72 | 72 | 27 | 27
10 | Revision_1149/org/xbill/DNS/Master.java | 47 | 47 | c | Revision_1150/org/xbill/DNS/Master.java | 74 | 85 | 27 | 38
11 | Revision_1149/org/xbill/DNS/Master.java | 50 | 50 | c | Revision_1150/org/xbill/DNS/Master.java | 88 | 91 | 38 | 41
12 | Revision_1149/org/xbill/DNS/Master.java | 53 | 53 | c | Revision_1150/org/xbill/DNS/Master.java | 94 | 94 | 41 | 41
13 | Revision_1149/org/xbill/DNS/Master.java | 66 | 66 | c | Revision_1150/org/xbill/DNS/Master.java | 107 | 113 | 41 | 47
14 | Revision_1149/org/xbill/DNS/Master.java | 123 | 123 | c | Revision_1150/org/xbill/DNS/Master.java | 170 | 171 | 47 | 48
