counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_268/DNS/Address.java | 4 | 5 | d | Revision_269/DNS/Address.java | 3 | 3 | -1 | -2
2 | Revision_268/DNS/Address.java | 10 | 10 | a | Revision_269/DNS/Address.java | 9 | 10 | -1 | 0
3 | Revision_268/DNS/Address.java | 12 | 12 | a | Revision_269/DNS/Address.java | 13 | 18 | 1 | 6
4 | Revision_268/DNS/Address.java | 21 | 21 | a | Revision_269/DNS/Address.java | 28 | 33 | 7 | 12
5 | Revision_268/DNS/Address.java | 34 | 34 | a | Revision_269/DNS/Address.java | 47 | 52 | 13 | 18
6 | Revision_268/DNS/Header.java | 9 | 9 | a | Revision_269/DNS/Header.java | 10 | 14 | 1 | 5
7 | Revision_268/DNS/Header.java | 14 | 14 | c | Revision_269/DNS/Header.java | 19 | 19 | 5 | 5
8 | Revision_268/DNS/Header.java | 16 | 16 | a | Revision_269/DNS/Header.java | 22 | 25 | 6 | 9
9 | Revision_268/DNS/Header.java | 23 | 23 | a | Revision_269/DNS/Header.java | 33 | 35 | 10 | 12
10 | Revision_268/DNS/Header.java | 28 | 28 | a | Revision_269/DNS/Header.java | 41 | 44 | 13 | 16
11 | Revision_268/DNS/Header.java | 37 | 37 | c | Revision_269/DNS/Header.java | 53 | 53 | 16 | 16
12 | Revision_268/DNS/Header.java | 51 | 51 | a | Revision_269/DNS/Header.java | 68 | 71 | 17 | 20
13 | Revision_268/DNS/Header.java | 57 | 61 | c | Revision_269/DNS/Header.java | 77 | 80 | 20 | 19
14 | Revision_268/DNS/Header.java | 66 | 66 | a | Revision_269/DNS/Header.java | 86 | 89 | 20 | 23
15 | Revision_268/DNS/Header.java | 76 | 76 | a | Revision_269/DNS/Header.java | 100 | 102 | 24 | 26
16 | Revision_268/DNS/Header.java | 81 | 81 | a | Revision_269/DNS/Header.java | 108 | 110 | 27 | 29
17 | Revision_268/DNS/Header.java | 86 | 86 | a | Revision_269/DNS/Header.java | 116 | 118 | 30 | 32
18 | Revision_268/DNS/Header.java | 92 | 92 | a | Revision_269/DNS/Header.java | 125 | 128 | 33 | 36
19 | Revision_268/DNS/Header.java | 97 | 97 | a | Revision_269/DNS/Header.java | 134 | 137 | 37 | 40
20 | Revision_268/DNS/Header.java | 102 | 102 | a | Revision_269/DNS/Header.java | 143 | 146 | 41 | 44
21 | Revision_268/DNS/Header.java | 107 | 107 | a | Revision_269/DNS/Header.java | 152 | 155 | 45 | 48
22 | Revision_268/DNS/Header.java | 113 | 113 | c | Revision_269/DNS/Header.java | 161 | 161 | 48 | 48
23 | Revision_268/DNS/Header.java | 118 | 118 | c | Revision_269/DNS/Header.java | 166 | 166 | 48 | 48
24 | Revision_268/DNS/Header.java | 123 | 123 | c | Revision_269/DNS/Header.java | 171 | 171 | 48 | 48
25 | Revision_268/DNS/Header.java | 127 | 127 | a | Revision_269/DNS/Header.java | 176 | 179 | 49 | 52
