counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 33 | 34 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 33 | 34 | 0 | 0
2 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 37 | 39 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 37 | 39 | 0 | 0
3 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 55 | 55 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 55 | 55 | 0 | 0
4 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 82 | 82 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 82 | 82 | 0 | 0
5 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 89 | 89 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 89 | 89 | 0 | 0
6 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 107 | 107 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 107 | 107 | 0 | 0
7 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 111 | 111 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 111 | 111 | 0 | 0
8 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 127 | 127 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 127 | 127 | 0 | 0
9 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 141 | 141 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 141 | 141 | 0 | 0
10 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 145 | 146 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 145 | 146 | 0 | 0
11 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 160 | 160 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 160 | 160 | 0 | 0
12 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 167 | 167 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 167 | 167 | 0 | 0
13 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 174 | 174 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 174 | 174 | 0 | 0
14 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 181 | 181 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 181 | 181 | 0 | 0
15 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 188 | 188 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 188 | 188 | 0 | 0
16 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 195 | 195 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 195 | 195 | 0 | 0
17 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 205 | 205 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 205 | 205 | 0 | 0
18 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 212 | 212 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 212 | 212 | 0 | 0
19 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 229 | 230 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 229 | 230 | 0 | 0
20 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 272 | 273 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 272 | 273 | 0 | 0
21 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 332 | 332 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 332 | 332 | 0 | 0
22 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 339 | 342 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 339 | 339 | 0 | -3
23 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 348 | 348 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 345 | 345 | -3 | -3
24 | Revision_731/org/xbill/DNS/ExtendedResolver.java | 354 | 354 | c | Revision_732/org/xbill/DNS/ExtendedResolver.java | 351 | 351 | -3 | -3
