counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_309/DNS/RRset.java | 17 | 17 | a | Revision_310/DNS/RRset.java | 18 | 50 | 1 | 33
2 | Revision_309/DNS/RRset.java | 19 | 19 | a | Revision_310/DNS/RRset.java | 53 | 53 | 34 | 34
3 | Revision_309/DNS/RRset.java | 25 | 25 | a | Revision_310/DNS/RRset.java | 60 | 60 | 35 | 35
4 | Revision_309/DNS/RRset.java | 45 | 45 | a | Revision_310/DNS/RRset.java | 81 | 81 | 36 | 36
5 | Revision_309/DNS/RRset.java | 48 | 48 | c | Revision_310/DNS/RRset.java | 84 | 87 | 36 | 39
6 | Revision_309/DNS/RRset.java | 51 | 51 | c | Revision_310/DNS/RRset.java | 90 | 90 | 39 | 39
7 | Revision_309/org/xbill/DNS/RRset.java | 17 | 17 | a | Revision_310/org/xbill/DNS/RRset.java | 18 | 50 | 1 | 33
8 | Revision_309/org/xbill/DNS/RRset.java | 19 | 19 | a | Revision_310/org/xbill/DNS/RRset.java | 53 | 53 | 34 | 34
9 | Revision_309/org/xbill/DNS/RRset.java | 25 | 25 | a | Revision_310/org/xbill/DNS/RRset.java | 60 | 60 | 35 | 35
10 | Revision_309/org/xbill/DNS/RRset.java | 45 | 45 | a | Revision_310/org/xbill/DNS/RRset.java | 81 | 81 | 36 | 36
11 | Revision_309/org/xbill/DNS/RRset.java | 48 | 48 | c | Revision_310/org/xbill/DNS/RRset.java | 84 | 87 | 36 | 39
12 | Revision_309/org/xbill/DNS/RRset.java | 51 | 51 | c | Revision_310/org/xbill/DNS/RRset.java | 90 | 90 | 39 | 39
