counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_1114/org/xbill/DNS/Lookup.java | 39 | 39 | c | Revision_1115/org/xbill/DNS/Lookup.java | 39 | 39 | 0 | 0
2 | Revision_1114/org/xbill/DNS/Lookup.java | 329 | 329 | c | Revision_1115/org/xbill/DNS/Lookup.java | 329 | 329 | 0 | 0
3 | Revision_1114/org/xbill/DNS/Lookup.java | 450 | 451 | d | Revision_1115/org/xbill/DNS/Lookup.java | 449 | 449 | -1 | -2
4 | Revision_1114/org/xbill/DNS/Lookup.java | 473 | 473 | a | Revision_1115/org/xbill/DNS/Lookup.java | 472 | 473 | -1 | 0
5 | Revision_1114/org/xbill/DNS/Lookup.java | 500 | 500 | a | Revision_1115/org/xbill/DNS/Lookup.java | 501 | 511 | 1 | 11
6 | Revision_1114/org/xbill/DNS/Lookup.java | 508 | 509 | c | Revision_1115/org/xbill/DNS/Lookup.java | 519 | 519 | 11 | 10
7 | Revision_1114/org/xbill/DNS/Lookup.java | 521 | 522 | c | Revision_1115/org/xbill/DNS/Lookup.java | 531 | 531 | 10 | 9
8 | Revision_1114/org/xbill/DNS/Lookup.java | 534 | 535 | c | Revision_1115/org/xbill/DNS/Lookup.java | 543 | 543 | 9 | 8
9 | Revision_1114/org/xbill/DNS/Lookup.java | 547 | 548 | c | Revision_1115/org/xbill/DNS/Lookup.java | 555 | 555 | 8 | 7
10 | Revision_1114/org/xbill/DNS/Lookup.java | 558 | 558 | c | Revision_1115/org/xbill/DNS/Lookup.java | 565 | 565 | 7 | 7
