counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_1184/org/xbill/DNS/KEYRecord.java | 16 | 16 | c | Revision_1185/org/xbill/DNS/KEYRecord.java | 16 | 16 | 0 | 0
2 | Revision_1184/org/xbill/DNS/KEYRecord.java | 20 | 23 | d | Revision_1185/org/xbill/DNS/KEYRecord.java | 19 | 19 | -1 | -4
3 | Revision_1184/org/xbill/DNS/KEYRecord.java | 81 | 81 | c | Revision_1185/org/xbill/DNS/KEYRecord.java | 77 | 77 | -4 | -4
4 | Revision_1184/org/xbill/DNS/KEYRecord.java | 83 | 87 | c | Revision_1185/org/xbill/DNS/KEYRecord.java | 79 | 79 | -4 | -8
5 | Revision_1184/org/xbill/DNS/KEYRecord.java | 95 | 105 | c | Revision_1185/org/xbill/DNS/KEYRecord.java | 87 | 87 | -8 | -18
6 | Revision_1184/org/xbill/DNS/KEYRecord.java | 112 | 233 | c | Revision_1185/org/xbill/DNS/KEYRecord.java | 94 | 94 | -18 | -139
7 | Revision_1184/org/xbill/DNS/RRset.java | 9 | 9 | c | Revision_1185/org/xbill/DNS/RRset.java | 9 | 9 | 0 | 0
8 | Revision_1184/org/xbill/DNS/RRset.java | 11 | 11 | c | Revision_1185/org/xbill/DNS/RRset.java | 11 | 11 | 0 | 0
9 | Revision_1184/org/xbill/DNS/RRset.java | 35 | 35 | c | Revision_1185/org/xbill/DNS/RRset.java | 35 | 35 | 0 | 0
10 | Revision_1184/org/xbill/DNS/RRset.java | 53 | 53 | c | Revision_1185/org/xbill/DNS/RRset.java | 53 | 53 | 0 | 0
11 | Revision_1184/org/xbill/DNS/SIGRecord.java | 21 | 21 | c | Revision_1185/org/xbill/DNS/SIGRecord.java | 21 | 21 | 0 | 0
12 | Revision_1184/org/xbill/DNS/SIGRecord.java | 25 | 32 | d | Revision_1185/org/xbill/DNS/SIGRecord.java | 24 | 24 | -1 | -8
13 | Revision_1184/org/xbill/DNS/SIGRecord.java | 63 | 79 | c | Revision_1185/org/xbill/DNS/SIGRecord.java | 55 | 56 | -8 | -23
14 | Revision_1184/org/xbill/DNS/SIGRecord.java | 87 | 101 | c | Revision_1185/org/xbill/DNS/SIGRecord.java | 64 | 64 | -23 | -37
15 | Revision_1184/org/xbill/DNS/SIGRecord.java | 108 | 236 | c | Revision_1185/org/xbill/DNS/SIGRecord.java | 71 | 71 | -37 | -165
16 | Revision_1184/org/xbill/DNS/security/KEYConverter.java | 97 | 101 | c | Revision_1185/org/xbill/DNS/security/KEYConverter.java | 97 | 99 | 0 | -2
17 | Revision_1184/org/xbill/DNS/security/KEYConverter.java | 122 | 122 | a | Revision_1185/org/xbill/DNS/security/KEYConverter.java | 121 | 136 | -1 | 14
