Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | Similarity
2907 | Revision_2907/Jmol/examples/CDKIntegration.java | U | 48 | 71 | 17 | 1938432 | 1 | 76
2907 | Revision_2907/Jmol/examples/Integration.java | U | 46 | 63 | 17 | 1938433 | 1 | 76
2907 | Revision_2907/Jmol/examples/CDKIntegration.java | U | 97 | 102 | 6 | 1938434 | 2 | 100
2907 | Revision_2907/Jmol/examples/CDKIntegration2.java | U | 120 | 125 | 6 | 1938435 | 2 | 100
2907 | Revision_2907/Jmol/examples/JmolTable.java | U | 242 | 247 | 6 | 1938436 | 2 | 100
2907 | Revision_2907/Jmol/examples/JmolTable.java | U | 177 | 182 | 6 | 1938437 | 3 | 100
2907 | Revision_2907/Jmol/examples/JmolTable.java | U | 215 | 220 | 6 | 1938438 | 3 | 100
2907 | Revision_2907/Jmol/src/com/obrador/JpegEncoder.java | U | 319 | 325 | 7 | 1938439 | 4 | 71
2907 | Revision_2907/Jmol/src/com/obrador/JpegEncoder.java | U | 982 | 990 | 7 | 1938440 | 4 | 71
2907 | Revision_2907/Jmol/src/com/obrador/JpegEncoder.java | U | 1011 | 1018 | 7 | 1938441 | 4 | 71
2907 | Revision_2907/Jmol/src/org/openscience/jmol/app/LoopedStreams.java | U | 110 | 118 | 7 | 1938442 | 4 | 71
2907 | Revision_2907/Jmol/src/com/obrador/JpegEncoder.java | U | 1301 | 1307 | 7 | 1938443 | 4 | 71
2907 | Revision_2907/Jmol/src/org/openscience/jmol/app/JmolResourceHandler.java | U | 122 | 127 | 7 | 1938444 | 4 | 71
2907 | Revision_2907/Jmol/src/org/jmol/viewer/Eval.java | U | 3171 | 3176 | 7 | 1938445 | 4 | 71
2907 | Revision_2907/Jmol/src/org/jmol/viewer/Eval.java | U | 1909 | 1914 | 7 | 1938446 | 4 | 71
2907 | Revision_2907/Jmol/src/org/jmol/viewer/Eval.java | U | 3100 | 3105 | 7 | 1938447 | 4 | 71
2907 | Revision_2907/Jmol/src/org/jmol/viewer/Eval.java | U | 3161 | 3166 | 7 | 1938448 | 4 | 71
2907 | Revision_2907/Jmol/src/org/jmol/adapter/smarter/AtomSetCollection.java | U | 72 | 75 | 7 | 1938449 | 4 | 71
2907 | Revision_2907/Jmol/src/org/jmol/applet/JmolAppletRegistry.java | U | 79 | 85 | 7 | 1938450 | 4 | 71
2907 | Revision_2907/Jmol/src/org/jmol/viewer/Eval.java | U | 178 | 181 | 7 | 1938451 | 4 | 71
2907 | Revision_2907/Jmol/src/org/openscience/jmol/app/Jmol.java | U | 994 | 1000 | 7 | 1938452 | 4 | 71
2907 | Revision_2907/Jmol/src/org/jmol/applet/JmolAppletRegistry.java | U | 94 | 100 | 7 | 1938453 | 4 | 71
2907 | Revision_2907/Jmol/src/org/openscience/jmol/app/HistoryFile.java | U | 109 | 118 | 7 | 1938454 | 4 | 71
2907 | Revision_2907/Jmol/src/org/openscience/jmol/app/HistoryFile.java | U | 95 | 104 | 7 | 1938455 | 4 | 71
2907 | Revision_2907/Jmol/src/com/obrador/JpegEncoder.java | U | 483 | 488 | 6 | 1938456 | 5 | 80
2907 | Revision_2907/Jmol/src/com/obrador/JpegEncoder.java | U | 571 | 576 | 6 | 1938457 | 5 | 80
2907 | Revision_2907/Jmol/src/com/obrador/JpegEncoder.java | U | 490 | 500 | 6 | 1938458 | 6 | 75
