counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_161/Jmol/src/org/openscience/jmol/FileTyper.java | 54 | 55 | d | Revision_162/Jmol/src/org/openscience/jmol/FileTyper.java | 53 | 53 | -1 | -2
2 | Revision_161/Jmol/src/org/openscience/jmol/FileTyper.java | 62 | 66 | d | Revision_162/Jmol/src/org/openscience/jmol/FileTyper.java | 59 | 59 | -3 | -7
3 | Revision_161/Jmol/src/org/openscience/jmol/FileTyper.java | 70 | 70 | d | Revision_162/Jmol/src/org/openscience/jmol/FileTyper.java | 62 | 62 | -8 | -8
4 | Revision_161/Jmol/src/org/openscience/jmol/FileTyper.java | 117 | 128 | d | Revision_162/Jmol/src/org/openscience/jmol/FileTyper.java | 108 | 108 | -9 | -20
5 | Revision_161/Jmol/src/org/openscience/jmol/FileTyper.java | 132 | 149 | c | Revision_162/Jmol/src/org/openscience/jmol/FileTyper.java | 112 | 112 | -20 | -37
6 | Revision_161/Jmol/src/org/openscience/jmol/FileTyper.java | 153 | 163 | d | Revision_162/Jmol/src/org/openscience/jmol/FileTyper.java | 115 | 115 | -38 | -48
7 | Revision_161/Jmol/src/org/openscience/jmol/FileTyper.java | 171 | 182 | d | Revision_162/Jmol/src/org/openscience/jmol/FileTyper.java | 122 | 122 | -49 | -60
8 | Revision_161/Jmol/src/org/openscience/jmol/FileTyper.java | 198 | 201 | d | Revision_162/Jmol/src/org/openscience/jmol/FileTyper.java | 137 | 137 | -61 | -64
9 | Revision_161/Jmol/src/org/openscience/jmol/FileTyper.java | 203 | 203 | c | Revision_162/Jmol/src/org/openscience/jmol/FileTyper.java | 139 | 139 | -64 | -64
10 | Revision_161/Jmol/src/org/openscience/jmol/Jmol.java | 267 | 268 | d | Revision_162/Jmol/src/org/openscience/jmol/Jmol.java | 266 | 266 | -1 | -2
