counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_129/Jmol/src/org/openscience/jmol/AtomPropsMenu.java | 58 | 58 | c | Revision_130/Jmol/src/org/openscience/jmol/AtomPropsMenu.java | 58 | 58 | 0 | 0
2 | Revision_129/Jmol/src/org/openscience/jmol/AtomPropsMenu.java | 61 | 61 | c | Revision_130/Jmol/src/org/openscience/jmol/AtomPropsMenu.java | 61 | 61 | 0 | 0
3 | Revision_129/Jmol/src/org/openscience/jmol/AtomPropsMenu.java | 74 | 74 | c | Revision_130/Jmol/src/org/openscience/jmol/AtomPropsMenu.java | 74 | 74 | 0 | 0
4 | Revision_129/Jmol/src/org/openscience/jmol/AtomPropsMenu.java | 82 | 82 | c | Revision_130/Jmol/src/org/openscience/jmol/AtomPropsMenu.java | 82 | 82 | 0 | 0
5 | Revision_129/Jmol/src/org/openscience/jmol/AtomPropsMenu.java | 93 | 108 | c | Revision_130/Jmol/src/org/openscience/jmol/AtomPropsMenu.java | 93 | 109 | 0 | 1
6 | Revision_129/Jmol/src/org/openscience/jmol/AtomType.java | 234 | 234 | c | Revision_130/Jmol/src/org/openscience/jmol/AtomType.java | 234 | 235 | 0 | 1
7 | Revision_129/Jmol/src/org/openscience/jmol/CMLReader.java | 44 | 44 | c | Revision_130/Jmol/src/org/openscience/jmol/CMLReader.java | 44 | 45 | 0 | 1
8 | Revision_129/Jmol/src/org/openscience/jmol/CMLReader.java | 52 | 52 | c | Revision_130/Jmol/src/org/openscience/jmol/CMLReader.java | 53 | 76 | 1 | 24
9 | Revision_129/Jmol/src/org/openscience/jmol/ChemFrame.java | 210 | 210 | c | Revision_130/Jmol/src/org/openscience/jmol/ChemFrame.java | 210 | 210 | 0 | 0
10 | Revision_129/Jmol/src/org/openscience/jmol/ChemFrame.java | 223 | 224 | c | Revision_130/Jmol/src/org/openscience/jmol/ChemFrame.java | 223 | 230 | 0 | 6
11 | Revision_129/Jmol/src/org/openscience/jmol/ChemFrame.java | 225 | 225 | a | Revision_130/Jmol/src/org/openscience/jmol/ChemFrame.java | 232 | 233 | 7 | 8
12 | Revision_129/Jmol/src/org/openscience/jmol/ChemFrame.java | 605 | 605 | c | Revision_130/Jmol/src/org/openscience/jmol/ChemFrame.java | 613 | 613 | 8 | 8
13 | Revision_129/Jmol/src/org/openscience/jmol/DisplaySettings.java | 27 | 27 | a | Revision_130/Jmol/src/org/openscience/jmol/DisplaySettings.java | 28 | 77 | 1 | 50
14 | Revision_129/Jmol/src/org/openscience/jmol/DisplaySettings.java | 29 | 249 | c | Revision_130/Jmol/src/org/openscience/jmol/DisplaySettings.java | 79 | 94 | 50 | -155
15 | Revision_129/Jmol/src/org/openscience/jmol/DisplaySettings.java | 251 | 252 | c | Revision_130/Jmol/src/org/openscience/jmol/DisplaySettings.java | 96 | 130 | -155 | -122
16 | Revision_129/Jmol/src/org/openscience/jmol/DisplaySettings.java | 254 | 254 | c | Revision_130/Jmol/src/org/openscience/jmol/DisplaySettings.java | 132 | 171 | -122 | -83
17 | Revision_129/Jmol/src/org/openscience/jmol/DisplaySettings.java | 256 | 259 | c | Revision_130/Jmol/src/org/openscience/jmol/DisplaySettings.java | 173 | 193 | -83 | -66
18 | Revision_129/Jmol/src/org/openscience/jmol/DisplaySettings.java | 261 | 264 | c | Revision_130/Jmol/src/org/openscience/jmol/DisplaySettings.java | 195 | 233 | -66 | -31
19 | Revision_129/Jmol/src/org/openscience/jmol/DisplaySettings.java | 266 | 269 | c | Revision_130/Jmol/src/org/openscience/jmol/DisplaySettings.java | 235 | 244 | -31 | -25
20 | Revision_129/Jmol/src/org/openscience/jmol/DisplaySettings.java | 271 | 274 | c | Revision_130/Jmol/src/org/openscience/jmol/DisplaySettings.java | 246 | 259 | -25 | -15
21 | Revision_129/Jmol/src/org/openscience/jmol/DisplaySettings.java | 275 | 275 | a | Revision_130/Jmol/src/org/openscience/jmol/DisplaySettings.java | 261 | 275 | -14 | 0
22 | Revision_129/Jmol/src/org/openscience/jmol/DisplaySettings.java | 280 | 280 | c | Revision_130/Jmol/src/org/openscience/jmol/DisplaySettings.java | 280 | 280 | 0 | 0
23 | Revision_129/Jmol/src/org/openscience/jmol/DisplaySettings.java | 362 | 362 | c | Revision_130/Jmol/src/org/openscience/jmol/DisplaySettings.java | 362 | 362 | 0 | 0
24 | Revision_129/Jmol/src/org/openscience/jmol/Gaussian94Reader.java | 102 | 104 | c | Revision_130/Jmol/src/org/openscience/jmol/Gaussian94Reader.java | 102 | 104 | 0 | 0
25 | Revision_129/Jmol/src/org/openscience/jmol/Gaussian98Reader.java | 103 | 105 | c | Revision_130/Jmol/src/org/openscience/jmol/Gaussian98Reader.java | 103 | 105 | 0 | 0
26 | Revision_129/Jmol/src/org/openscience/jmol/Gaussian98Reader.java | 242 | 264 | c | Revision_130/Jmol/src/org/openscience/jmol/Gaussian98Reader.java | 242 | 264 | 0 | 0
27 | Revision_129/Jmol/src/org/openscience/jmol/JMolCDO.java | 110 | 110 | c | Revision_130/Jmol/src/org/openscience/jmol/JMolCDO.java | 110 | 110 | 0 | 0
28 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 64 | 67 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 64 | 67 | 0 | 0
29 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 72 | 75 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 72 | 75 | 0 | 0
30 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 87 | 90 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 87 | 90 | 0 | 0
31 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 98 | 98 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 98 | 98 | 0 | 0
32 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 171 | 171 | a | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 172 | 172 | 1 | 1
33 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 174 | 176 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 175 | 176 | 1 | 0
34 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 177 | 177 | a | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 178 | 178 | 1 | 1
35 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 180 | 180 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 181 | 181 | 1 | 1
36 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 185 | 186 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 186 | 186 | 1 | 0
37 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 189 | 195 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 189 | 195 | 0 | 0
38 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 203 | 203 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 203 | 203 | 0 | 0
39 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 205 | 205 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 205 | 205 | 0 | 0
40 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 218 | 219 | d | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 217 | 217 | -1 | -2
41 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 245 | 246 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 243 | 245 | -2 | -1
42 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 249 | 249 | a | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 249 | 249 | 0 | 0
43 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 252 | 252 | a | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 253 | 307 | 1 | 55
44 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 924 | 926 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 979 | 979 | 55 | 53
45 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 930 | 971 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 983 | 984 | 53 | 13
46 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 1057 | 1058 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 1070 | 1071 | 13 | 13
47 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 1065 | 1065 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 1078 | 1078 | 13 | 13
48 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 1069 | 1069 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 1082 | 1082 | 13 | 13
49 | Revision_129/Jmol/src/org/openscience/jmol/Jmol.java | 1088 | 1088 | c | Revision_130/Jmol/src/org/openscience/jmol/Jmol.java | 1101 | 1101 | 13 | 13
