counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_847/Jmol/src/org/openscience/jmol/DisplayControl.java | 3 | 4 | c | Revision_848/Jmol/src/org/openscience/jmol/DisplayControl.java | 3 | 4 | 0 | 0
2 | Revision_847/Jmol/src/org/openscience/jmol/DisplayControl.java | 157 | 157 | a | Revision_848/Jmol/src/org/openscience/jmol/DisplayControl.java | 158 | 161 | 1 | 4
3 | Revision_847/Jmol/src/org/openscience/jmol/DisplayControl.java | 638 | 638 | a | Revision_848/Jmol/src/org/openscience/jmol/DisplayControl.java | 643 | 652 | 5 | 14
4 | Revision_847/Jmol/src/org/openscience/jmol/DisplayControl.java | 780 | 780 | a | Revision_848/Jmol/src/org/openscience/jmol/DisplayControl.java | 795 | 799 | 15 | 19
5 | Revision_847/Jmol/src/org/openscience/jmol/DisplayControl.java | 941 | 941 | a | Revision_848/Jmol/src/org/openscience/jmol/DisplayControl.java | 961 | 964 | 20 | 23
6 | Revision_847/Jmol/src/org/openscience/jmol/DisplayControl.java | 961 | 961 | a | Revision_848/Jmol/src/org/openscience/jmol/DisplayControl.java | 985 | 1002 | 24 | 41
7 | Revision_847/Jmol/src/org/openscience/jmol/DisplayControl.java | 1110 | 1110 | a | Revision_848/Jmol/src/org/openscience/jmol/DisplayControl.java | 1152 | 1161 | 42 | 51
8 | Revision_847/Jmol/src/org/openscience/jmol/ModelManager.java | 3 | 4 | c | Revision_848/Jmol/src/org/openscience/jmol/ModelManager.java | 3 | 4 | 0 | 0
9 | Revision_847/Jmol/src/org/openscience/jmol/ModelManager.java | 158 | 158 | a | Revision_848/Jmol/src/org/openscience/jmol/ModelManager.java | 159 | 174 | 1 | 16
10 | Revision_847/Jmol/src/org/openscience/jmol/SelectionManager.java | 3 | 4 | c | Revision_848/Jmol/src/org/openscience/jmol/SelectionManager.java | 3 | 4 | 0 | 0
11 | Revision_847/Jmol/src/org/openscience/jmol/SelectionManager.java | 110 | 110 | a | Revision_848/Jmol/src/org/openscience/jmol/SelectionManager.java | 111 | 130 | 1 | 20
12 | Revision_847/Jmol/src/org/openscience/jmol/StyleManager.java | 3 | 4 | c | Revision_848/Jmol/src/org/openscience/jmol/StyleManager.java | 3 | 4 | 0 | 0
13 | Revision_847/Jmol/src/org/openscience/jmol/StyleManager.java | 95 | 95 | a | Revision_848/Jmol/src/org/openscience/jmol/StyleManager.java | 96 | 100 | 1 | 5
14 | Revision_847/Jmol/src/org/openscience/jmol/render/Angle.java | 43 | 43 | c | Revision_848/Jmol/src/org/openscience/jmol/render/Angle.java | 43 | 43 | 0 | 0
15 | Revision_847/Jmol/src/org/openscience/jmol/render/Angle.java | 46 | 46 | c | Revision_848/Jmol/src/org/openscience/jmol/render/Angle.java | 46 | 47 | 0 | 1
16 | Revision_847/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 3 | 4 | c | Revision_848/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 3 | 4 | 0 | 0
17 | Revision_847/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 319 | 319 | d | Revision_848/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 318 | 318 | -1 | -1
18 | Revision_847/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 320 | 320 | a | Revision_848/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 320 | 320 | 0 | 0
19 | Revision_847/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 325 | 325 | a | Revision_848/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 326 | 328 | 1 | 3
20 | Revision_847/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 327 | 327 | d | Revision_848/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 329 | 329 | 2 | 2
21 | Revision_847/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 329 | 329 | d | Revision_848/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 330 | 330 | 1 | 1
22 | Revision_847/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 767 | 767 | a | Revision_848/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 769 | 770 | 2 | 3
23 | Revision_847/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 773 | 781 | c | Revision_848/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 776 | 784 | 3 | 3
24 | Revision_847/Jmol/src/org/openscience/jmol/render/Dihedral.java | 49 | 49 | c | Revision_848/Jmol/src/org/openscience/jmol/render/Dihedral.java | 49 | 49 | 0 | 0
25 | Revision_847/Jmol/src/org/openscience/jmol/render/Dihedral.java | 53 | 53 | c | Revision_848/Jmol/src/org/openscience/jmol/render/Dihedral.java | 53 | 54 | 0 | 1
26 | Revision_847/Jmol/src/org/openscience/jmol/render/Distance.java | 46 | 46 | c | Revision_848/Jmol/src/org/openscience/jmol/render/Distance.java | 46 | 46 | 0 | 0
27 | Revision_847/Jmol/src/org/openscience/jmol/render/Distance.java | 49 | 49 | c | Revision_848/Jmol/src/org/openscience/jmol/render/Distance.java | 49 | 50 | 0 | 1
28 | Revision_847/Jmol/src/org/openscience/jmol/render/MeasureRenderer.java | 43 | 43 | a | Revision_848/Jmol/src/org/openscience/jmol/render/MeasureRenderer.java | 44 | 44 | 1 | 1
29 | Revision_847/Jmol/src/org/openscience/jmol/render/MeasureRenderer.java | 52 | 53 | c | Revision_848/Jmol/src/org/openscience/jmol/render/MeasureRenderer.java | 53 | 55 | 1 | 2
30 | Revision_847/Jmol/src/org/openscience/jmol/render/MeasureRenderer.java | 67 | 70 | c | Revision_848/Jmol/src/org/openscience/jmol/render/MeasureRenderer.java | 69 | 72 | 2 | 2
31 | Revision_847/Jmol/src/org/openscience/jmol/render/MeasureRenderer.java | 85 | 89 | c | Revision_848/Jmol/src/org/openscience/jmol/render/MeasureRenderer.java | 87 | 91 | 2 | 2
