counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_308/Jmol/src/org/openscience/jmol/DisplayPanel.java | 125 | 125 | a | Revision_309/Jmol/src/org/openscience/jmol/DisplayPanel.java | 126 | 151 | 1 | 26
2 | Revision_308/Jmol/src/org/openscience/jmol/Jmol.java | 92 | 92 | c | Revision_309/Jmol/src/org/openscience/jmol/Jmol.java | 92 | 92 | 0 | 0
3 | Revision_308/Jmol/src/org/openscience/jmol/PovrayDialog.java | 22 | 22 | c | Revision_309/Jmol/src/org/openscience/jmol/PovrayDialog.java | 22 | 22 | 0 | 0
4 | Revision_308/Jmol/src/org/openscience/jmol/PovrayDialog.java | 24 | 24 | a | Revision_309/Jmol/src/org/openscience/jmol/PovrayDialog.java | 25 | 26 | 1 | 2
5 | Revision_308/Jmol/src/org/openscience/jmol/PovrayDialog.java | 26 | 28 | d | Revision_309/Jmol/src/org/openscience/jmol/PovrayDialog.java | 27 | 27 | 1 | -1
6 | Revision_308/Jmol/src/org/openscience/jmol/PovrayDialog.java | 30 | 30 | c | Revision_309/Jmol/src/org/openscience/jmol/PovrayDialog.java | 29 | 29 | -1 | -1
7 | Revision_308/Jmol/src/org/openscience/jmol/PovrayDialog.java | 33 | 35 | c | Revision_309/Jmol/src/org/openscience/jmol/PovrayDialog.java | 32 | 43 | -1 | 8
8 | Revision_308/Jmol/src/org/openscience/jmol/PovrayDialog.java | 38 | 39 | c | Revision_309/Jmol/src/org/openscience/jmol/PovrayDialog.java | 46 | 48 | 8 | 9
9 | Revision_308/Jmol/src/org/openscience/jmol/PovrayDialog.java | 41 | 41 | a | Revision_309/Jmol/src/org/openscience/jmol/PovrayDialog.java | 51 | 51 | 10 | 10
10 | Revision_308/Jmol/src/org/openscience/jmol/PovrayDialog.java | 43 | 43 | d | Revision_309/Jmol/src/org/openscience/jmol/PovrayDialog.java | 52 | 52 | 9 | 9
11 | Revision_308/Jmol/src/org/openscience/jmol/PovrayDialog.java | 46 | 400 | c | Revision_309/Jmol/src/org/openscience/jmol/PovrayDialog.java | 55 | 481 | 9 | 81
12 | Revision_308/Jmol/src/org/openscience/jmol/PovraySaver.java | 21 | 21 | a | Revision_309/Jmol/src/org/openscience/jmol/PovraySaver.java | 22 | 23 | 1 | 2
13 | Revision_308/Jmol/src/org/openscience/jmol/PovraySaver.java | 23 | 23 | d | Revision_309/Jmol/src/org/openscience/jmol/PovraySaver.java | 24 | 24 | 1 | 1
14 | Revision_308/Jmol/src/org/openscience/jmol/PovraySaver.java | 24 | 24 | a | Revision_309/Jmol/src/org/openscience/jmol/PovraySaver.java | 26 | 28 | 2 | 4
15 | Revision_308/Jmol/src/org/openscience/jmol/PovraySaver.java | 27 | 29 | c | Revision_309/Jmol/src/org/openscience/jmol/PovraySaver.java | 31 | 33 | 4 | 4
16 | Revision_308/Jmol/src/org/openscience/jmol/PovraySaver.java | 36 | 227 | c | Revision_309/Jmol/src/org/openscience/jmol/PovraySaver.java | 40 | 422 | 4 | 195
17 | Revision_308/Jmol/src/org/openscience/jmol/PovraySaver.java | 229 | 230 | d | Revision_309/Jmol/src/org/openscience/jmol/PovraySaver.java | 423 | 423 | 194 | 193
18 | Revision_308/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 21 | 21 | a | Revision_309/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 22 | 24 | 1 | 3
19 | Revision_308/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 23 | 23 | a | Revision_309/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 27 | 91 | 4 | 68
20 | Revision_308/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 25 | 82 | c | Revision_309/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 93 | 126 | 68 | 44
21 | Revision_308/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 84 | 85 | d | Revision_309/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 127 | 127 | 43 | 42
22 | Revision_308/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 89 | 207 | c | Revision_309/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 131 | 429 | 42 | 222
23 | Revision_308/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 210 | 211 | d | Revision_309/Jmol/src/org/openscience/jmol/PovrayStyleWriter.java | 431 | 431 | 221 | 220
24 | Revision_308/Jmol/src/org/openscience/jmol/RecentFilesDialog.java | 137 | 137 | c | Revision_309/Jmol/src/org/openscience/jmol/RecentFilesDialog.java | 137 | 137 | 0 | 0
