counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 3 | 4 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 3 | 4 | 0 | 0
2 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 91 | 106 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 91 | 106 | 0 | 0
3 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 108 | 130 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 108 | 130 | 0 | 0
4 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 132 | 140 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 132 | 140 | 0 | 0
5 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 142 | 149 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 142 | 149 | 0 | 0
6 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 152 | 153 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 152 | 153 | 0 | 0
7 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 155 | 158 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 155 | 158 | 0 | 0
8 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 160 | 163 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 160 | 163 | 0 | 0
9 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 165 | 169 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 165 | 169 | 0 | 0
10 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 171 | 178 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 171 | 178 | 0 | 0
11 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 182 | 184 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 182 | 184 | 0 | 0
12 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 188 | 190 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 188 | 190 | 0 | 0
13 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 192 | 194 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 192 | 194 | 0 | 0
14 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 196 | 197 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 196 | 197 | 0 | 0
15 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 199 | 200 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 199 | 200 | 0 | 0
16 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 202 | 207 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 202 | 207 | 0 | 0
17 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 210 | 211 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 210 | 211 | 0 | 0
18 | Revision_770/Jmol/src/org/openscience/jmol/script/Token.java | 218 | 230 | c | Revision_771/Jmol/src/org/openscience/jmol/script/Token.java | 218 | 230 | 0 | 0
