counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_868/Jmol/src/org/openscience/jmol/DisplayPanel.java | 723 | 724 | d | Revision_869/Jmol/src/org/openscience/jmol/DisplayPanel.java | 722 | 722 | -1 | -2
2 | Revision_868/Jmol/src/org/openscience/jmol/DisplayPanel.java | 728 | 741 | d | Revision_869/Jmol/src/org/openscience/jmol/DisplayPanel.java | 725 | 725 | -3 | -16
3 | Revision_868/Jmol/src/org/openscience/jmol/Jmol.java | 3 | 4 | c | Revision_869/Jmol/src/org/openscience/jmol/Jmol.java | 3 | 4 | 0 | 0
4 | Revision_868/Jmol/src/org/openscience/jmol/Jmol.java | 888 | 888 | a | Revision_869/Jmol/src/org/openscience/jmol/Jmol.java | 889 | 890 | 1 | 2
5 | Revision_868/Jmol/src/org/openscience/jmol/Jmol.java | 890 | 906 | c | Revision_869/Jmol/src/org/openscience/jmol/Jmol.java | 892 | 901 | 2 | -5
6 | Revision_868/Jmol/src/org/openscience/jmol/Jmol.java | 908 | 909 | c | Revision_869/Jmol/src/org/openscience/jmol/Jmol.java | 903 | 905 | -5 | -4
7 | Revision_868/Jmol/src/org/openscience/jmol/Jmol.java | 910 | 910 | a | Revision_869/Jmol/src/org/openscience/jmol/Jmol.java | 907 | 909 | -3 | -1
8 | Revision_868/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 78 | 79 | d | Revision_869/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 77 | 77 | -1 | -2
9 | Revision_868/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 117 | 117 | c | Revision_869/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 115 | 115 | -2 | -2
10 | Revision_868/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 142 | 143 | d | Revision_869/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 139 | 139 | -3 | -4
11 | Revision_868/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 287 | 287 | c | Revision_869/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 283 | 283 | -4 | -4
12 | Revision_868/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 290 | 293 | d | Revision_869/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 285 | 285 | -5 | -8
13 | Revision_868/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 302 | 303 | d | Revision_869/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 293 | 293 | -9 | -10
14 | Revision_868/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 1188 | 1189 | d | Revision_869/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 1177 | 1177 | -11 | -12
15 | Revision_868/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 1265 | 1266 | d | Revision_869/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 1252 | 1252 | -13 | -14
16 | Revision_868/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 1324 | 1325 | d | Revision_869/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 1309 | 1309 | -15 | -16
17 | Revision_868/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 1371 | 1379 | c | Revision_869/Jmol/src/org/openscience/jmol/PreferencesDialog.java | 1355 | 1355 | -16 | -24
