counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_842/Jmol/src/org/openscience/jmol/DisplayControl.java | 3 | 4 | c | Revision_843/Jmol/src/org/openscience/jmol/DisplayControl.java | 3 | 4 | 0 | 0
2 | Revision_842/Jmol/src/org/openscience/jmol/DisplayControl.java | 356 | 367 | d | Revision_843/Jmol/src/org/openscience/jmol/DisplayControl.java | 355 | 355 | -1 | -12
3 | Revision_842/Jmol/src/org/openscience/jmol/DisplayControl.java | 1158 | 1158 | a | Revision_843/Jmol/src/org/openscience/jmol/DisplayControl.java | 1147 | 1150 | -11 | -8
4 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 3 | 4 | c | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 3 | 4 | 0 | 0
5 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 53 | 53 | a | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 54 | 54 | 1 | 1
6 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 60 | 60 | a | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 62 | 62 | 2 | 2
7 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 211 | 212 | d | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 212 | 212 | 1 | 0
8 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 238 | 238 | a | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 239 | 241 | 1 | 3
9 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 244 | 245 | c | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 247 | 248 | 3 | 3
10 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 261 | 261 | c | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 264 | 265 | 3 | 4
11 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 272 | 272 | c | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 276 | 276 | 4 | 4
12 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 538 | 538 | a | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 543 | 543 | 5 | 5
13 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 568 | 569 | c | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 573 | 574 | 5 | 5
14 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 609 | 609 | c | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 614 | 614 | 5 | 5
15 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 617 | 620 | c | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 622 | 625 | 5 | 5
16 | Revision_842/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 710 | 710 | c | Revision_843/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 715 | 720 | 5 | 10
