counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_587/Jmol/src/org/openscience/jmol/ChemFrame.java | 613 | 613 | a | Revision_588/Jmol/src/org/openscience/jmol/ChemFrame.java | 614 | 620 | 1 | 7
2 | Revision_587/Jmol/src/org/openscience/jmol/ChemFrameRenderer.java | 98 | 98 | a | Revision_588/Jmol/src/org/openscience/jmol/ChemFrameRenderer.java | 99 | 122 | 1 | 24
3 | Revision_587/Jmol/src/org/openscience/jmol/CrystalBox.java | 26 | 26 | c | Revision_588/Jmol/src/org/openscience/jmol/CrystalBox.java | 26 | 26 | 0 | 0
4 | Revision_587/Jmol/src/org/openscience/jmol/CrystalBox.java | 33 | 33 | c | Revision_588/Jmol/src/org/openscience/jmol/CrystalBox.java | 33 | 33 | 0 | 0
5 | Revision_587/Jmol/src/org/openscience/jmol/CrystalBox.java | 50 | 50 | a | Revision_588/Jmol/src/org/openscience/jmol/CrystalBox.java | 51 | 52 | 1 | 2
6 | Revision_587/Jmol/src/org/openscience/jmol/CrystalBox.java | 52 | 52 | a | Revision_588/Jmol/src/org/openscience/jmol/CrystalBox.java | 55 | 55 | 3 | 3
7 | Revision_587/Jmol/src/org/openscience/jmol/CrystalBox.java | 54 | 56 | c | Revision_588/Jmol/src/org/openscience/jmol/CrystalBox.java | 57 | 57 | 3 | 1
8 | Revision_587/Jmol/src/org/openscience/jmol/CrystalBox.java | 58 | 58 | a | Revision_588/Jmol/src/org/openscience/jmol/CrystalBox.java | 60 | 60 | 2 | 2
9 | Revision_587/Jmol/src/org/openscience/jmol/CrystalBox.java | 82 | 82 | a | Revision_588/Jmol/src/org/openscience/jmol/CrystalBox.java | 85 | 91 | 3 | 9
10 | Revision_587/Jmol/src/org/openscience/jmol/CrystalBox.java | 103 | 103 | a | Revision_588/Jmol/src/org/openscience/jmol/CrystalBox.java | 113 | 121 | 10 | 18
11 | Revision_587/Jmol/src/org/openscience/jmol/CrystalBox.java | 122 | 122 | a | Revision_588/Jmol/src/org/openscience/jmol/CrystalBox.java | 141 | 149 | 19 | 27
12 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 59 | 59 | c | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 59 | 59 | 0 | 0
13 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 221 | 221 | d | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 220 | 220 | -1 | -1
14 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 223 | 231 | c | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 222 | 223 | -1 | -8
15 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 233 | 233 | a | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 226 | 271 | -7 | 38
16 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 234 | 234 | a | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 273 | 290 | 39 | 56
17 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 236 | 236 | c | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 292 | 295 | 56 | 59
18 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 243 | 243 | a | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 303 | 303 | 60 | 60
19 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 263 | 263 | d | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 322 | 322 | 59 | 59
20 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 270 | 270 | c | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 329 | 329 | 59 | 59
21 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 283 | 283 | a | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 343 | 343 | 60 | 60
22 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 284 | 284 | a | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 345 | 345 | 61 | 61
23 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 286 | 286 | d | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 346 | 346 | 60 | 60
24 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 288 | 288 | c | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 348 | 348 | 60 | 60
25 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 290 | 293 | c | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 350 | 356 | 60 | 63
26 | Revision_587/Jmol/src/org/openscience/jmol/CrystalFile.java | 295 | 296 | c | Revision_588/Jmol/src/org/openscience/jmol/CrystalFile.java | 358 | 360 | 63 | 64
