counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 54 | 54 | a | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 55 | 55 | 1 | 1
2 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 121 | 121 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 122 | 124 | 1 | 3
3 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 155 | 155 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 158 | 158 | 3 | 3
4 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 258 | 258 | a | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 262 | 286 | 4 | 28
5 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 263 | 263 | a | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 292 | 293 | 29 | 30
6 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 270 | 270 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 300 | 300 | 30 | 30
7 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 288 | 291 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 318 | 325 | 30 | 34
8 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 301 | 301 | a | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 336 | 336 | 35 | 35
9 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 303 | 321 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 338 | 338 | 35 | 17
10 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 326 | 326 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 343 | 347 | 17 | 21
11 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 332 | 332 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 353 | 353 | 21 | 21
12 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 384 | 384 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 405 | 405 | 21 | 21
13 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 397 | 397 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 418 | 418 | 21 | 21
14 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 427 | 427 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 448 | 448 | 21 | 21
15 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 430 | 430 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 451 | 451 | 21 | 21
16 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 466 | 466 | a | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 488 | 526 | 22 | 60
17 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 475 | 475 | a | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 536 | 536 | 61 | 61
18 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 487 | 487 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 548 | 548 | 61 | 61
19 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 497 | 497 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 558 | 558 | 61 | 61
20 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 977 | 977 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 1038 | 1038 | 61 | 61
21 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 1131 | 1131 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 1192 | 1192 | 61 | 61
22 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 1166 | 1166 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 1227 | 1227 | 61 | 61
23 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 1232 | 1232 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 1293 | 1293 | 61 | 61
24 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 1292 | 1292 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 1353 | 1353 | 61 | 61
25 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 1294 | 1294 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 1355 | 1355 | 61 | 61
26 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 1304 | 1304 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 1365 | 1365 | 61 | 61
27 | Revision_496/Jmol/src/org/openscience/jmol/Jmol.java | 1314 | 1314 | c | Revision_497/Jmol/src/org/openscience/jmol/Jmol.java | 1375 | 1375 | 61 | 61
