counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_581/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 20 | 20 | a | Revision_582/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 21 | 21 | 1 | 1
2 | Revision_581/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 22 | 22 | a | Revision_582/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 24 | 24 | 2 | 2
3 | Revision_581/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 37 | 37 | c | Revision_582/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 39 | 40 | 2 | 3
4 | Revision_581/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 40 | 41 | c | Revision_582/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 43 | 51 | 3 | 10
5 | Revision_581/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 53 | 53 | d | Revision_582/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 62 | 62 | 9 | 9
6 | Revision_581/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 57 | 57 | d | Revision_582/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 65 | 65 | 8 | 8
7 | Revision_581/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 61 | 61 | c | Revision_582/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 69 | 70 | 8 | 9
8 | Revision_581/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 77 | 77 | c | Revision_582/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 86 | 86 | 9 | 9
9 | Revision_581/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 79 | 79 | a | Revision_582/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 89 | 94 | 10 | 15
10 | Revision_581/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 100 | 109 | d | Revision_582/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 114 | 114 | 14 | 5
