counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_773/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 21 | 21 | a | Revision_774/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 22 | 24 | 1 | 3
2 | Revision_773/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 25 | 26 | c | Revision_774/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 28 | 30 | 3 | 4
3 | Revision_773/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 92 | 92 | c | Revision_774/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 96 | 96 | 4 | 4
4 | Revision_773/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 348 | 349 | c | Revision_774/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 352 | 355 | 4 | 6
5 | Revision_773/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 416 | 416 | c | Revision_774/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 422 | 422 | 6 | 6
6 | Revision_773/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 423 | 423 | c | Revision_774/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 429 | 430 | 6 | 7
7 | Revision_773/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 474 | 474 | a | Revision_774/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 482 | 493 | 8 | 19
8 | Revision_773/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 476 | 476 | c | Revision_774/Jmol/src/org/openscience/jmol/io/ABINITOutputReader.java | 495 | 495 | 19 | 19
9 | Revision_773/Jmol/src/org/openscience/jmol/io/ABINITReader.java | 88 | 88 | c | Revision_774/Jmol/src/org/openscience/jmol/io/ABINITReader.java | 88 | 88 | 0 | 0
10 | Revision_773/Jmol/src/org/openscience/jmol/io/ABINITReader.java | 98 | 98 | a | Revision_774/Jmol/src/org/openscience/jmol/io/ABINITReader.java | 99 | 99 | 1 | 1
