n,n_pos,n_neg,mcc,auc_roc,pr_auc,balanced_acc,f1,gmean,sensitivity,specificity,TP,TN,FP,FN,model,revision,threshold,train_size,precision,npv
24,15,9,0.6024640760767094,0.9703703703703703,0.981498778998779,0.8111111111111111,0.8148148148148148,0.8073734277593311,0.7333,0.8889,11,8,1,4,CatBoost,2557,0.737,7669,0.9167,0.6667
2,1,1,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0,1,0,1,RandomForest,2563,0.214,7693,0.0,0.5
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0,1,0,1,LightGBM,2563,0.329,7693,0.0,0.5
2,1,1,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0,1,0,1,XGBoost,2563,0.182,7693,0.0,0.5
2,1,1,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0,1,0,1,CatBoost,2563,0.182,7693,0.0,0.5
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,2569,0.296,7695,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,2569,0.329,7695,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,2569,0.182,7695,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,2569,0.296,7695,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,2573,0.198,7697,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,2573,0.182,7697,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,2573,0.165,7697,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,2573,0.182,7697,,
10,8,2,0.6666666666666666,1.0,1.0,0.75,0.9411764705882353,0.7071067811865476,1.0,0.5,8,1,1,0,RandomForest,2575,0.198,7698,0.8889,1.0
10,8,2,0.6666666666666666,0.75,0.9317956349206349,0.75,0.9411764705882353,0.7071067811865476,1.0,0.5,8,1,1,0,LightGBM,2575,0.182,7698,0.8889,1.0
10,8,2,0.6666666666666666,1.0,1.0,0.75,0.9411764705882353,0.7071067811865476,1.0,0.5,8,1,1,0,XGBoost,2575,0.165,7698,0.8889,1.0
10,8,2,0.6666666666666666,1.0,1.0,0.75,0.9411764705882353,0.7071067811865476,1.0,0.5,8,1,1,0,CatBoost,2575,0.182,7698,0.8889,1.0
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,2588,0.149,7708,,
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,2588,0.165,7708,,
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,2588,0.165,7708,,
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,2588,0.133,7708,,
4,2,2,0.5773502691896258,0.5,0.5833333333333333,0.75,0.8,0.7071067811865476,1.0,0.5,2,1,1,0,RandomForest,2590,0.427,7709,0.6667,1.0
4,2,2,0.5773502691896258,0.5,0.5833333333333333,0.75,0.8,0.7071067811865476,1.0,0.5,2,1,1,0,LightGBM,2590,0.165,7709,0.6667,1.0
4,2,2,0.5773502691896258,0.5,0.5833333333333333,0.75,0.8,0.7071067811865476,1.0,0.5,2,1,1,0,XGBoost,2590,0.165,7709,0.6667,1.0
4,2,2,0.5773502691896258,0.5,0.5833333333333333,0.75,0.8,0.7071067811865476,1.0,0.5,2,1,1,0,CatBoost,2590,0.133,7709,0.6667,1.0
8,2,6,0.3333333333333333,0.5,0.39285714285714285,0.6666666666666667,0.5,0.6454972243679028,0.5,0.8333,1,5,1,1,RandomForest,2593,0.427,7713,0.5,0.8333
8,2,6,0.0,0.4166666666666667,0.375,0.5,0.3333333333333333,0.5,0.5,0.5,1,3,3,1,LightGBM,2593,0.165,7713,0.25,0.75
8,2,6,-0.14907119849998599,0.4166666666666667,0.375,0.41666666666666663,0.2857142857142857,0.408248290463863,0.5,0.3333,1,2,4,1,XGBoost,2593,0.165,7713,0.2,0.6667
8,2,6,-0.3333333333333333,0.5,0.39285714285714285,0.3333333333333333,0.25,0.28867513459481287,0.5,0.1667,1,1,5,1,CatBoost,2593,0.133,7713,0.1667,0.5
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,2598,0.427,7721,,
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,2598,0.231,7721,,
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,2598,0.214,7721,,
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,2598,0.443,7721,,
11,7,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,4,0,0,RandomForest,2608,0.427,7727,1.0,1.0
11,7,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,4,0,0,LightGBM,2608,0.231,7727,1.0,1.0
11,7,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,4,0,0,XGBoost,2608,0.214,7727,1.0,1.0
11,7,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,4,0,0,CatBoost,2608,0.443,7727,1.0,1.0
9,4,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,0,0,RandomForest,2612,0.427,7738,1.0,1.0
9,4,5,0.47809144373375745,1.0,1.0,0.7,0.7272727272727273,0.6324555320336759,1.0,0.4,4,2,3,0,LightGBM,2612,0.231,7738,0.5714,1.0
9,4,5,0.8,0.9500000000000001,0.95,0.9,0.8888888888888888,0.8944271909999159,1.0,0.8,4,4,1,0,XGBoost,2612,0.214,7738,0.8,1.0
9,4,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,0,0,CatBoost,2612,0.443,7738,1.0,1.0
5,2,3,0.6666666666666666,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,1.0,0.6667,2,2,1,0,RandomForest,2614,0.427,7747,0.6667,1.0
5,2,3,0.6666666666666666,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,1.0,0.6667,2,2,1,0,LightGBM,2614,0.41,7747,0.6667,1.0
5,2,3,0.6666666666666666,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,1.0,0.6667,2,2,1,0,XGBoost,2614,0.214,7747,0.6667,1.0
5,2,3,0.6666666666666666,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,1.0,0.6667,2,2,1,0,CatBoost,2614,0.443,7747,0.6667,1.0
17,11,6,0.7424242424242424,0.9545454545454546,0.9750688705234158,0.8712121212121212,0.9090909090909091,0.8703882797784892,0.9091,0.8333,10,5,1,1,RandomForest,2622,0.427,7752,0.9091,0.8333
17,11,6,0.7424242424242424,0.9696969696969697,0.9841597796143251,0.8712121212121212,0.9090909090909091,0.8703882797784892,0.9091,0.8333,10,5,1,1,LightGBM,2622,0.41,7752,0.9091,0.8333
17,11,6,0.7424242424242424,0.9393939393939394,0.9722550177095631,0.8712121212121212,0.9090909090909091,0.8703882797784892,0.9091,0.8333,10,5,1,1,XGBoost,2622,0.214,7752,0.9091,0.8333
17,11,6,0.6326266278117372,0.9545454545454546,0.9750688705234158,0.8257575757575758,0.8571428571428571,0.8257228238447705,0.8182,0.8333,9,5,1,2,CatBoost,2622,0.443,7752,0.9,0.7143
11,4,7,0.6900655593423543,0.8928571428571428,0.8541666666666666,0.8571428571428572,0.8,0.8451542547285166,1.0,0.7143,4,5,2,0,RandomForest,2625,0.378,7769,0.6667,1.0
11,4,7,0.6900655593423543,1.0,1.0,0.8571428571428572,0.8,0.8451542547285166,1.0,0.7143,4,5,2,0,LightGBM,2625,0.41,7769,0.6667,1.0
11,4,7,0.6900655593423543,0.8928571428571428,0.8541666666666666,0.8571428571428572,0.8,0.8451542547285166,1.0,0.7143,4,5,2,0,XGBoost,2625,0.214,7769,0.6667,1.0
11,4,7,0.6900655593423543,1.0,1.0,0.8571428571428572,0.8,0.8451542547285166,1.0,0.7143,4,5,2,0,CatBoost,2625,0.198,7769,0.6667,1.0
14,9,5,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,9,5,0,0,RandomForest,2626,0.378,7780,1.0,1.0
14,9,5,0.8606629658238705,1.0,1.0000000000000002,0.9444444444444444,0.9411764705882353,0.9428090415820634,0.8889,1.0,8,5,0,1,LightGBM,2626,0.41,7780,1.0,0.8333
14,9,5,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,9,5,0,0,XGBoost,2626,0.133,7780,1.0,1.0
14,9,5,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,9,5,0,0,CatBoost,2626,0.165,7780,1.0,1.0
12,7,5,0.8366600265340756,0.942857142857143,0.9617346938775508,0.9,0.9333333333333333,0.8944271909999159,1.0,0.8,7,4,1,0,RandomForest,2630,0.378,7794,0.875,1.0
12,7,5,0.8366600265340756,1.0,0.9999999999999998,0.9,0.9333333333333333,0.8944271909999159,1.0,0.8,7,4,1,0,LightGBM,2630,0.133,7794,0.875,1.0
12,7,5,0.8366600265340756,0.8857142857142858,0.9093537414965986,0.9,0.9333333333333333,0.8944271909999159,1.0,0.8,7,4,1,0,XGBoost,2630,0.133,7794,0.875,1.0
12,7,5,0.8366600265340756,0.9142857142857144,0.9379251700680271,0.9,0.9333333333333333,0.8944271909999159,1.0,0.8,7,4,1,0,CatBoost,2630,0.149,7794,0.875,1.0
8,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,0,0,RandomForest,2633,0.149,7806,1.0,1.0
8,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,0,0,LightGBM,2633,0.1,7806,1.0,1.0
8,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,0,0,XGBoost,2633,0.116,7806,1.0,1.0
8,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,0,0,CatBoost,2633,0.116,7806,1.0,1.0
8,6,2,0.6546536707079772,0.8333333333333333,0.9484126984126984,0.75,0.9230769230769231,0.7071067811865476,1.0,0.5,6,1,1,0,RandomForest,2643,0.149,7814,0.8571,1.0
8,6,2,0.6546536707079772,0.9166666666666667,0.976190476190476,0.75,0.9230769230769231,0.7071067811865476,1.0,0.5,6,1,1,0,LightGBM,2643,0.149,7814,0.8571,1.0
8,6,2,0.6546536707079772,0.8333333333333333,0.9484126984126984,0.75,0.9230769230769231,0.7071067811865476,1.0,0.5,6,1,1,0,XGBoost,2643,0.116,7814,0.8571,1.0
8,6,2,0.6546536707079772,0.9166666666666667,0.976190476190476,0.75,0.9230769230769231,0.7071067811865476,1.0,0.5,6,1,1,0,CatBoost,2643,0.116,7814,0.8571,1.0
6,3,3,0.4472135954999579,1.0,1.0,0.6666666666666666,0.75,0.5773502691896257,1.0,0.3333,3,1,2,0,RandomForest,2664,0.149,7822,0.6,1.0
6,3,3,0.7071067811865476,1.0,1.0,0.8333333333333333,0.8571428571428571,0.816496580927726,1.0,0.6667,3,2,1,0,LightGBM,2664,0.1,7822,0.75,1.0
6,3,3,0.7071067811865476,1.0,1.0,0.8333333333333333,0.8571428571428571,0.816496580927726,1.0,0.6667,3,2,1,0,XGBoost,2664,0.116,7822,0.75,1.0
6,3,3,0.7071067811865476,1.0,1.0,0.8333333333333333,0.8571428571428571,0.816496580927726,1.0,0.6667,3,2,1,0,CatBoost,2664,0.116,7822,0.75,1.0
94,59,35,0.7472953654319863,0.9554479418886198,0.9734905766445551,0.8602905569007264,0.9105691056910569,0.855688839374751,0.9492,0.7714,56,27,8,3,RandomForest,2666,0.312,7828,0.875,0.9
94,59,35,0.7097686064426713,0.9520581113801453,0.9710425929219757,0.8200968523002421,0.8992248062015504,0.8037442644367747,0.9831,0.6571,58,23,12,1,LightGBM,2666,0.1,7828,0.8286,0.9583
94,59,35,0.6365923140075441,0.9476997578692494,0.9683315636782712,0.7830508474576271,0.8769230769230769,0.7613547247828389,0.9661,0.6,57,21,14,2,XGBoost,2666,0.116,7828,0.8028,0.913
94,59,35,0.7472953654319863,0.9525423728813559,0.9722129797650285,0.8602905569007264,0.9105691056910569,0.855688839374751,0.9492,0.7714,56,27,8,3,CatBoost,2666,0.165,7828,0.875,0.9
93,70,23,0.7914160004158911,0.9652173913043478,0.989478483592981,0.9357142857142857,0.9312977099236641,0.933503385868831,0.8714,1.0,61,23,0,9,RandomForest,2667,0.557,7922,1.0,0.7188
93,70,23,0.731483473514333,0.962111801242236,0.9882113904685148,0.8847826086956522,0.9264705882352942,0.8846517369293828,0.9,0.8696,63,20,3,7,LightGBM,2667,0.443,7922,0.9545,0.7407
93,70,23,0.8106434833777776,0.9683229813664597,0.9902318757456562,0.9428571428571428,0.9393939393939394,0.9411239481143202,0.8857,1.0,62,23,0,8,XGBoost,2667,0.427,7922,1.0,0.7419
93,70,23,0.8106434833777776,0.9732919254658385,0.9917483839234342,0.9428571428571428,0.9393939393939394,0.9411239481143202,0.8857,1.0,62,23,0,8,CatBoost,2667,0.459,7922,1.0,0.7419
4,2,2,0.5773502691896258,1.0,1.0,0.75,0.8,0.7071067811865476,1.0,0.5,2,1,1,0,RandomForest,2669,0.443,8015,0.6667,1.0
4,2,2,0.5773502691896258,0.5,0.5833333333333333,0.75,0.8,0.7071067811865476,1.0,0.5,2,1,1,0,LightGBM,2669,0.508,8015,0.6667,1.0
4,2,2,0.5773502691896258,0.75,0.8333333333333333,0.75,0.8,0.7071067811865476,1.0,0.5,2,1,1,0,XGBoost,2669,0.41,8015,0.6667,1.0
4,2,2,0.5773502691896258,1.0,1.0,0.75,0.8,0.7071067811865476,1.0,0.5,2,1,1,0,CatBoost,2669,0.427,8015,0.6667,1.0
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,2671,0.508,8019,,
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,2671,0.557,8019,,
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,2671,0.41,8019,,
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,2671,0.427,8019,,
23,14,9,0.8174603174603174,0.992063492063492,0.995238095238095,0.9087301587301587,0.9285714285714286,0.9085135251589959,0.9286,0.8889,13,8,1,1,RandomForest,2672,0.508,8020,0.9286,0.8889
23,14,9,0.8174603174603174,0.992063492063492,0.995238095238095,0.9087301587301587,0.9285714285714286,0.9085135251589959,0.9286,0.8889,13,8,1,1,LightGBM,2672,0.557,8020,0.9286,0.8889
23,14,9,0.8174603174603174,0.992063492063492,0.9952380952380951,0.9087301587301587,0.9285714285714286,0.9085135251589959,0.9286,0.8889,13,8,1,1,XGBoost,2672,0.41,8020,0.9286,0.8889
23,14,9,0.8174603174603174,0.992063492063492,0.995238095238095,0.9087301587301587,0.9285714285714286,0.9085135251589959,0.9286,0.8889,13,8,1,1,CatBoost,2672,0.427,8020,0.9286,0.8889
4,2,2,-0.5773502691896258,0.5,0.5833333333333333,0.25,0.0,0.0,0.0,0.5,0,1,1,2,RandomForest,2673,0.508,8043,0.0,0.3333
4,2,2,0.5773502691896258,0.5,0.5833333333333333,0.75,0.8,0.7071067811865476,1.0,0.5,2,1,1,0,LightGBM,2673,0.231,8043,0.6667,1.0
4,2,2,0.0,0.5,0.5833333333333333,0.5,0.5,0.5,0.5,0.5,1,1,1,1,XGBoost,2673,0.41,8043,0.5,0.5
4,2,2,-0.5773502691896258,0.5,0.5833333333333333,0.25,0.0,0.0,0.0,0.5,0,1,1,2,CatBoost,2673,0.671,8043,0.0,0.3333
6,2,4,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,2,0,4,0,RandomForest,2674,0.214,8047,0.3333,0.0
6,2,4,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,2,0,4,0,LightGBM,2674,0.231,8047,0.3333,0.0
6,2,4,0.31622776601683794,0.75,0.5833333333333333,0.625,0.5714285714285714,0.5,1.0,0.25,2,1,3,0,XGBoost,2674,0.198,8047,0.4,1.0
6,2,4,0.5,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,1.0,0.5,2,2,2,0,CatBoost,2674,0.671,8047,0.5,1.0
5,3,2,0.6123724356957946,1.0,1.0,0.75,0.8571428571428571,0.7071067811865476,1.0,0.5,3,1,1,0,RandomForest,2675,0.312,8053,0.75,1.0
5,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,0,0,LightGBM,2675,0.247,8053,1.0,1.0
5,3,2,0.6123724356957946,1.0,1.0,0.75,0.8571428571428571,0.7071067811865476,1.0,0.5,3,1,1,0,XGBoost,2675,0.198,8053,0.75,1.0
5,3,2,0.6123724356957946,1.0,1.0,0.75,0.8571428571428571,0.7071067811865476,1.0,0.5,3,1,1,0,CatBoost,2675,0.263,8053,0.75,1.0
7,4,3,0.7302967433402214,1.0,1.0,0.8333333333333333,0.8888888888888888,0.816496580927726,1.0,0.6667,4,2,1,0,RandomForest,2676,0.312,8058,0.8,1.0
7,4,3,0.7302967433402214,1.0,1.0,0.8333333333333333,0.8888888888888888,0.816496580927726,1.0,0.6667,4,2,1,0,LightGBM,2676,0.247,8058,0.8,1.0
7,4,3,0.7302967433402214,0.8333333333333334,0.9,0.8333333333333333,0.8888888888888888,0.816496580927726,1.0,0.6667,4,2,1,0,XGBoost,2676,0.198,8058,0.8,1.0
7,4,3,0.16666666666666666,0.8333333333333334,0.9,0.5833333333333333,0.5714285714285714,0.5773502691896257,0.5,0.6667,2,2,1,2,CatBoost,2676,0.671,8058,0.6667,0.5
4,3,1,0.5773502691896258,0.6666666666666666,0.9166666666666665,0.8333333333333333,0.8,0.816496580927726,0.6667,1.0,2,1,0,1,RandomForest,2681,0.312,8065,1.0,0.5
4,3,1,0.5773502691896258,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,0.6667,1.0,2,1,0,1,LightGBM,2681,0.247,8065,1.0,0.5
4,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,0,0,XGBoost,2681,0.198,8065,1.0,1.0
4,3,1,0.5773502691896258,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,0.6667,1.0,2,1,0,1,CatBoost,2681,0.688,8065,1.0,0.5
12,7,5,0.8366600265340756,0.9142857142857144,0.9379251700680271,0.9,0.9333333333333333,0.8944271909999159,1.0,0.8,7,4,1,0,RandomForest,2682,0.312,8069,0.875,1.0
12,7,5,0.8366600265340756,0.8571428571428572,0.8736394557823128,0.9,0.9333333333333333,0.8944271909999159,1.0,0.8,7,4,1,0,LightGBM,2682,0.247,8069,0.875,1.0
12,7,5,0.8366600265340756,0.8857142857142858,0.9093537414965986,0.9,0.9333333333333333,0.8944271909999159,1.0,0.8,7,4,1,0,XGBoost,2682,0.198,8069,0.875,1.0
12,7,5,0.8366600265340756,0.8571428571428572,0.8736394557823128,0.9,0.9333333333333333,0.8944271909999159,1.0,0.8,7,4,1,0,CatBoost,2682,0.59,8069,0.875,1.0
15,10,5,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,10,5,0,0,RandomForest,2683,0.312,8081,1.0,1.0
15,10,5,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,10,5,0,0,LightGBM,2683,0.247,8081,1.0,1.0
15,10,5,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,10,5,0,0,XGBoost,2683,0.198,8081,1.0,1.0
15,10,5,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,10,5,0,0,CatBoost,2683,0.263,8081,1.0,1.0
6,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0,0,RandomForest,2685,0.312,8096,1.0,1.0
6,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0,0,LightGBM,2685,0.247,8096,1.0,1.0
6,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0,0,XGBoost,2685,0.198,8096,1.0,1.0
6,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0,0,CatBoost,2685,0.263,8096,1.0,1.0
5,5,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,2688,0.557,8102,,
5,5,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,2688,0.133,8102,,
5,5,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,2688,0.198,8102,,
5,5,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,2688,0.345,8102,,
26,16,10,0.8432740427115678,0.9500000000000001,0.9686181363571069,0.9,0.9411764705882353,0.8944271909999159,1.0,0.8,16,8,2,0,RandomForest,2690,0.182,8107,0.8889,1.0
26,16,10,0.8432740427115678,0.9437500000000001,0.9634098030237737,0.9,0.9411764705882353,0.8944271909999159,1.0,0.8,16,8,2,0,LightGBM,2690,0.133,8107,0.8889,1.0
26,16,10,0.8432740427115678,0.9500000000000001,0.967055636357107,0.9,0.9411764705882353,0.8944271909999159,1.0,0.8,16,8,2,0,XGBoost,2690,0.198,8107,0.8889,1.0
26,16,10,0.8432740427115678,0.9500000000000001,0.967055636357107,0.9,0.9411764705882353,0.8944271909999159,1.0,0.8,16,8,2,0,CatBoost,2690,0.133,8107,0.8889,1.0
18,15,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,3,0,0,RandomForest,2693,0.149,8133,1.0,1.0
18,15,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,3,0,0,LightGBM,2693,0.133,8133,1.0,1.0
18,15,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,3,0,0,XGBoost,2693,0.133,8133,1.0,1.0
18,15,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,3,0,0,CatBoost,2693,0.133,8133,1.0,1.0
60,47,13,0.9018003273322422,0.9901800327332242,0.997259967071073,0.9509001636661212,0.9787234042553191,0.9504930239319863,0.9787,0.9231,46,12,1,1,RandomForest,2703,0.116,8151,0.9787,0.9231
60,47,13,0.7620164693974939,0.9819967266775778,0.9953266036691902,0.8911620294599019,0.946236559139785,0.8900247334690083,0.9362,0.8462,44,11,2,3,LightGBM,2703,0.1,8151,0.9565,0.7857
60,47,13,0.7620164693974939,0.9639934533551555,0.9912771919464002,0.8911620294599019,0.946236559139785,0.8900247334690083,0.9362,0.8462,44,11,2,3,XGBoost,2703,0.1,8151,0.9565,0.7857
60,47,13,0.7620164693974939,0.9623567921440261,0.99066910237123,0.8911620294599019,0.946236559139785,0.8900247334690083,0.9362,0.8462,44,11,2,3,CatBoost,2703,0.1,8151,0.9565,0.7857
63,48,15,0.8227533512074424,0.9944444444444445,0.9982446411921229,0.8666666666666667,0.96,0.8563488385776752,1.0,0.7333,48,11,4,0,RandomForest,2705,0.116,8211,0.9231,1.0
63,48,15,0.8677218312746248,0.9930555555555556,0.99778167822916,0.9,0.9696969696969697,0.8944271909999159,1.0,0.8,48,12,3,0,LightGBM,2705,0.149,8211,0.9412,1.0
63,48,15,0.8677218312746248,0.9944444444444445,0.9983163265306123,0.9,0.9696969696969697,0.8944271909999159,1.0,0.8,48,12,3,0,XGBoost,2705,0.133,8211,0.9412,1.0
63,48,15,0.8677218312746248,0.9888888888888889,0.9965617461523617,0.9,0.9696969696969697,0.8944271909999159,1.0,0.8,48,12,3,0,CatBoost,2705,0.116,8211,0.9412,1.0
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,2708,0.231,8274,,
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,2708,0.263,8274,,
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,2708,0.28,8274,,
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,2708,0.214,8274,,
6,2,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,0,0,RandomForest,2709,0.329,8279,1.0,1.0
6,2,4,0.7071067811865476,1.0,1.0,0.875,0.8,0.8660254037844386,1.0,0.75,2,3,1,0,LightGBM,2709,0.345,8279,0.6667,1.0
6,2,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,0,0,XGBoost,2709,0.28,8279,1.0,1.0
6,2,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,0,0,CatBoost,2709,0.263,8279,1.0,1.0
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,2711,0.329,8285,,
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,2711,0.361,8285,,
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,2711,0.28,8285,,
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,2711,0.263,8285,,
66,53,13,0.7537095126573191,0.9651669085631349,0.9924312915560736,0.9143686502177069,0.9411764705882353,0.9143271813113513,0.9057,0.9231,48,12,1,5,RandomForest,2712,0.329,8291,0.9796,0.7059
66,53,13,0.8087571021725036,0.9840348330914369,0.9962462697694543,0.9528301886792453,0.9504950495049505,0.951661902861773,0.9057,1.0,48,13,0,5,LightGBM,2712,0.361,8291,1.0,0.7222
66,53,13,0.7537095126573191,0.9782293178519594,0.9949062153991542,0.9143686502177069,0.9411764705882353,0.9143271813113513,0.9057,0.9231,48,12,1,5,XGBoost,2712,0.28,8291,0.9796,0.7059
66,53,13,0.7232154855965657,0.9622641509433962,0.991470439556129,0.9049346879535559,0.9306930693069307,0.9047528108640106,0.8868,0.9231,47,12,1,6,CatBoost,2712,0.263,8291,0.9792,0.6667
69,51,18,0.8110105395357665,0.9989106753812635,0.9996229260935143,0.8611111111111112,0.9532710280373832,0.8498365855987975,1.0,0.7222,51,13,5,0,RandomForest,2713,0.1,8357,0.9107,1.0
69,51,18,0.8492420863405918,0.9967320261437908,0.9988756138785517,0.8888888888888888,0.9622641509433962,0.8819171036881969,1.0,0.7778,51,14,4,0,LightGBM,2713,0.1,8357,0.9273,1.0
69,51,18,0.8492420863405918,0.9934640522875817,0.9978198272315919,0.8888888888888888,0.9622641509433962,0.8819171036881969,1.0,0.7778,51,14,4,0,XGBoost,2713,0.1,8357,0.9273,1.0
69,51,18,0.8492420863405918,0.9989106753812635,0.9996229260935142,0.8888888888888888,0.9622641509433962,0.8819171036881969,1.0,0.7778,51,14,4,0,CatBoost,2713,0.1,8357,0.9273,1.0
12,9,3,0.7745966692414834,0.888888888888889,0.9626543209876546,0.8333333333333333,0.9473684210526315,0.816496580927726,1.0,0.6667,9,2,1,0,RandomForest,2753,0.41,8426,0.9,1.0
12,9,3,0.7745966692414834,0.925925925925926,0.9765432098765434,0.8333333333333333,0.9473684210526315,0.816496580927726,1.0,0.6667,9,2,1,0,LightGBM,2753,0.476,8426,0.9,1.0
