globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
710 | Revision_949/jnamed.java | 171 | 179 | 1 | 277 | addRRset | addRRset(Name name, Message response, RRset rrset, byte section, int flags) | 167 | 189 |  | jnamed
1071 | Revision_949/jnamed.java | 180 | 188 | 1 | 277 | addRRset | addRRset(Name name, Message response, RRset rrset, byte section, int flags) | 167 | 189 |  | jnamed
711 | Revision_949/jnamed.java | 464 | 473 | 2 | 342 | buildErrorMessage | buildErrorMessage(Header header, short rcode, Record question) | 464 | 473 |  | jnamed
1031 | Revision_949/org/xbill/DNS/MX_KXRecord.java | 60 | 68 | 2 | 81 | rdataToString | rdataToString() | 60 | 68 | org.xbill.DNS | MX_KXRecord
1046 | Revision_949/org/xbill/DNS/RPRecord.java | 76 | 84 | 2 | 81 | rdataToString | rdataToString() | 76 | 84 | org.xbill.DNS | RPRecord
841 | Revision_949/org/xbill/DNS/Cache.java | 60 | 66 | 2 | 81 | toString | toString() | 60 | 66 | org.xbill.DNS | Cache
839 | Revision_949/org/xbill/DNS/Cache.java | 94 | 103 | 2 | 81 | toString | toString() | 94 | 103 | org.xbill.DNS | Cache
44 | Revision_949/org/xbill/DNS/Header.java | 226 | 236 | 2 | 54 | printFlags | printFlags() | 226 | 236 | org.xbill.DNS | Header
1056 | Revision_949/org/xbill/DNS/A6Record.java | 90 | 102 | 2 | 81 | rdataToString | rdataToString() | 90 | 102 | org.xbill.DNS | A6Record
492 | Revision_949/org/xbill/DNS/HINFORecord.java | 100 | 110 | 2 | 81 | rdataToString | rdataToString() | 100 | 110 | org.xbill.DNS | HINFORecord
583 | Revision_949/org/xbill/DNS/CERTRecord.java | 107 | 121 | 2 | 81 | rdataToString | rdataToString() | 107 | 121 | org.xbill.DNS | CERTRecord
711 | Revision_949/jnamed.java | 476 | 485 | 3 | NULL | NULL | NULL | NULL | NULL |  | 
719 | Revision_949/org/xbill/DNS/dns.java | 56 | 65 | 3 | 310 | inaddrString | inaddrString(String s) | 56 | 65 | org.xbill.DNS | dns
711 | Revision_949/jnamed.java | 517 | 523 | 4 | 206 | serveTCP | serveTCP(InetAddress addr, short port) | 494 | 542 |  | jnamed
711 | Revision_949/jnamed.java | 562 | 569 | 4 | 207 | serveUDP | serveUDP(InetAddress addr, short port) | 545 | 596 |  | jnamed
711 | Revision_949/jnamed.java | 533 | 541 | 5 | 206 | serveTCP | serveTCP(InetAddress addr, short port) | 494 | 542 |  | jnamed
710 | Revision_949/jnamed.java | 587 | 595 | 5 | 207 | serveUDP | serveUDP(InetAddress addr, short port) | 545 | 596 |  | jnamed
710 | Revision_949/jnamed.java | 599 | 604 | 6 | 209 | addTCP | addTCP(final InetAddress addr, final short port) | 599 | 604 |  | jnamed
711 | Revision_949/jnamed.java | 607 | 612 | 6 | 210 | addUDP | addUDP(final InetAddress addr, final short port) | 607 | 612 |  | jnamed
1055 | Revision_949/org/xbill/DNS/A6Record.java | 47 | 52 | 7 | NULL | NULL | NULL | NULL | NULL |  | 
307 | Revision_949/org/xbill/DNS/HINFORecord.java | 41 | 45 | 7 | 88 | HINFORecord | HINFORecord(Name name, short dclass, int ttl, String cpu, String os) | 41 | 45 | org.xbill.DNS | HINFORecord
1048 | Revision_949/org/xbill/DNS/RPRecord.java | 44 | 48 | 7 | 480 | RPRecord | RPRecord(Name name, short dclass, int ttl, Name mailbox, Name textDomain) | 44 | 48 | org.xbill.DNS | RPRecord
124 | Revision_949/org/xbill/DNS/NXTRecord.java | 45 | 49 | 7 | 244 | NXTRecord | NXTRecord(Name name, short dclass, int ttl, Name next, BitSet bitmap) | 45 | 49 | org.xbill.DNS | NXTRecord
1116 | Revision_949/org/xbill/DNS/Lookup.java | 183 | 187 | 7 | 609 | Lookup | Lookup(Name name, short type, short dclass) | 176 | 192 | org.xbill.DNS | Lookup
243 | Revision_949/org/xbill/DNS/TXTRecord.java | 40 | 46 | 7 | 190 | TXTRecord | TXTRecord(Name name, short dclass, int ttl, List strings) | 40 | 46 | org.xbill.DNS | TXTRecord
1069 | Revision_949/org/xbill/DNS/TSIG.java | 48 | 52 | 7 | NULL | NULL | NULL | NULL | NULL |  | 
1097 | Revision_949/org/xbill/DNS/SetResponse.java | 70 | 75 | 7 | 386 | SetResponse | SetResponse(byte type, RRset rrset) | 70 | 75 | org.xbill.DNS | SetResponse
1121 | Revision_949/org/xbill/DNS/Message.java | 504 | 508 | 7 | 630 | setTSIG | setTSIG(TSIG key, byte error, TSIGRecord querytsig) | 504 | 508 | org.xbill.DNS | Message
1068 | Revision_949/org/xbill/DNS/security/SIG0Signer.java | 43 | 48 | 7 | 515 | SIG0Signer | SIG0Signer(int algorithm, PrivateKey privateKey, Name name, int keyFootprint) | 43 | 48 | org.xbill.DNS.security | SIG0Signer
141 | Revision_949/org/xbill/DNS/Record.java | 30 | 35 | 7 | 26 | Record | Record(Name name, short type, short dclass, int ttl) | 30 | 35 | org.xbill.DNS | Record
1030 | Revision_949/org/xbill/DNS/ResolveThread.java | 28 | 33 | 7 | NULL | NULL | NULL | NULL | NULL |  | 
1021 | Revision_949/org/xbill/DNS/SetResponse.java | 77 | 82 | 7 | 386 | SetResponse | SetResponse(byte type) | 77 | 82 | org.xbill.DNS | SetResponse
1092 | Revision_949/org/xbill/DNS/AAAARecord.java | 50 | 60 | 8 | NULL | NULL | NULL | NULL | NULL |  | 
1093 | Revision_949/org/xbill/DNS/RPRecord.java | 54 | 61 | 8 | NULL | NULL | NULL | NULL | NULL |  | 
1060 | Revision_949/org/xbill/DNS/AAAARecord.java | 74 | 79 | 9 | 81 | rdataToString | rdataToString() | 74 | 79 | org.xbill.DNS | AAAARecord
342 | Revision_949/org/xbill/DNS/Header.java | 77 | 81 | 9 | 155 | toWire | toWire() | 77 | 81 | org.xbill.DNS | Header
477 | Revision_949/org/xbill/DNS/Record.java | 244 | 248 | 9 | 78 | toWireCanonical | toWireCanonical() | 244 | 248 | org.xbill.DNS | Record
479 | Revision_949/org/xbill/DNS/Record.java | 221 | 225 | 9 | 155 | toWire | toWire(int section) | 221 | 225 | org.xbill.DNS | Record
154 | Revision_949/org/xbill/DNS/Record.java | 255 | 259 | 9 | 284 | rdataToWireCanonical | rdataToWireCanonical() throws IOException | 255 | 259 | org.xbill.DNS | Record
1104 | Revision_949/org/xbill/DNS/Name.java | 649 | 653 | 9 | 155 | toWire | toWire() | 649 | 653 | org.xbill.DNS | Name
568 | Revision_949/org/xbill/DNS/NS_CNAME_PTRRecord.java | 54 | 59 | 9 | 81 | rdataToString | rdataToString() | 54 | 59 | org.xbill.DNS | NS_CNAME_PTRRecord
