globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
710 | Revision_1129/jnamed.java | 173 | 181 | 1 | 277 | addRRset | addRRset(Name name, Message response, RRset rrset, byte section, int flags) | 169 | 191 |  | jnamed
1071 | Revision_1129/jnamed.java | 182 | 190 | 1 | 277 | addRRset | addRRset(Name name, Message response, RRset rrset, byte section, int flags) | 169 | 191 |  | jnamed
711 | Revision_1129/jnamed.java | 466 | 475 | 2 | 342 | buildErrorMessage | buildErrorMessage(Header header, short rcode, Record question) | 466 | 475 |  | jnamed
841 | Revision_1129/org/xbill/DNS/Cache.java | 62 | 68 | 2 | 81 | toString | toString() | 62 | 68 | org.xbill.DNS | Cache
1046 | Revision_1129/org/xbill/DNS/RPRecord.java | 77 | 85 | 2 | 81 | rdataToString | rdataToString() | 77 | 85 | org.xbill.DNS | RPRecord
1031 | Revision_1129/org/xbill/DNS/MX_KXRecord.java | 61 | 69 | 2 | 81 | rdataToString | rdataToString() | 61 | 69 | org.xbill.DNS | MX_KXRecord
44 | Revision_1129/org/xbill/DNS/Header.java | 225 | 235 | 2 | 54 | printFlags | printFlags() | 225 | 235 | org.xbill.DNS | Header
839 | Revision_1129/org/xbill/DNS/Cache.java | 98 | 107 | 2 | 81 | toString | toString() | 98 | 107 | org.xbill.DNS | Cache
492 | Revision_1129/org/xbill/DNS/HINFORecord.java | 108 | 116 | 2 | 81 | rdataToString | rdataToString() | 108 | 116 | org.xbill.DNS | HINFORecord
1056 | Revision_1129/org/xbill/DNS/A6Record.java | 94 | 106 | 2 | 81 | rdataToString | rdataToString() | 94 | 106 | org.xbill.DNS | A6Record
1173 | Revision_1129/org/xbill/DNS/DSRecord.java | 100 | 113 | 2 | 81 | rdataToString | rdataToString() | 100 | 113 | org.xbill.DNS | DSRecord
711 | Revision_1129/jnamed.java | 530 | 535 | 3 | 206 | TCPclient | TCPclient(Socket s) | 496 | 536 |  | jnamed
120 | Revision_1129/org/xbill/DNS/Name.java | 193 | 199 | 3 | NULL | NULL | NULL | NULL | NULL |  | 
1061 | Revision_1129/org/xbill/DNS/FindServer.java | 238 | 244 | 3 | 227 | findWin | findWin(InputStream in) | 170 | 246 | org.xbill.DNS | FindServer
1072 | Revision_1129/org/xbill/DNS/dns.java | 85 | 91 | 3 | NULL | NULL | NULL | NULL | NULL |  | 
1131 | Revision_1129/org/xbill/DNS/ExtendedResolver.java | 98 | 104 | 3 | 634 | start | start() throws IOException | 70 | 116 | org.xbill.DNS | ExtendedResolver
1050 | Revision_1129/org/xbill/DNS/SimpleResolver.java | 403 | 408 | 3 | 645 | close | close() | 403 | 408 | org.xbill.DNS | SimpleResolver
120 | Revision_1129/org/xbill/DNS/Name.java | 183 | 190 | 3 | NULL | NULL | NULL | NULL | NULL |  | 
711 | Revision_1129/jnamed.java | 542 | 548 | 4 | 206 | serveTCP | serveTCP(InetAddress addr, int port) | 539 | 559 |  | jnamed
710 | Revision_1129/jnamed.java | 624 | 629 | 4 | 210 | addUDP | addUDP(final InetAddress addr, final int port) | 624 | 629 |  | jnamed
711 | Revision_1129/jnamed.java | 616 | 621 | 4 | 209 | addTCP | addTCP(final InetAddress addr, final int port) | 616 | 621 |  | jnamed
711 | Revision_1129/jnamed.java | 550 | 558 | 5 | 206 | serveTCP | serveTCP(InetAddress addr, int port) | 539 | 559 |  | jnamed
710 | Revision_1129/jnamed.java | 604 | 612 | 5 | 207 | serveUDP | serveUDP(InetAddress addr, int port) | 562 | 613 |  | jnamed
1160 | Revision_1129/org/xbill/DNS/A6Record.java | 78 | 90 | 6 | NULL | NULL | NULL | NULL | NULL |  | 
1161 | Revision_1129/org/xbill/DNS/AAAARecord.java | 62 | 71 | 6 | NULL | NULL | NULL | NULL | NULL |  | 
494 | Revision_1129/org/xbill/DNS/HINFORecord.java | 67 | 77 | 6 | NULL | NULL | NULL | NULL | NULL |  | 
1092 | Revision_1129/org/xbill/DNS/AAAARecord.java | 47 | 57 | 7 | NULL | NULL | NULL | NULL | NULL |  | 
1093 | Revision_1129/org/xbill/DNS/RPRecord.java | 56 | 63 | 7 | NULL | NULL | NULL | NULL | NULL |  | 
1060 | Revision_1129/org/xbill/DNS/AAAARecord.java | 75 | 80 | 8 | 81 | rdataToString | rdataToString() | 75 | 80 | org.xbill.DNS | AAAARecord
568 | Revision_1129/org/xbill/DNS/NS_CNAME_PTRRecord.java | 54 | 59 | 8 | 81 | rdataToString | rdataToString() | 54 | 59 | org.xbill.DNS | NS_CNAME_PTRRecord
342 | Revision_1129/org/xbill/DNS/Header.java | 76 | 80 | 8 | 155 | toWire | toWire() | 76 | 80 | org.xbill.DNS | Header
1104 | Revision_1129/org/xbill/DNS/Name.java | 690 | 694 | 8 | 155 | toWire | toWire() | 690 | 694 | org.xbill.DNS | Name
479 | Revision_1129/org/xbill/DNS/Record.java | 242 | 246 | 8 | 155 | toWire | toWire(int section) | 242 | 246 | org.xbill.DNS | Record
154 | Revision_1129/org/xbill/DNS/Record.java | 290 | 294 | 8 | 284 | rdataToWireCanonical | rdataToWireCanonical() | 290 | 294 | org.xbill.DNS | Record
477 | Revision_1129/org/xbill/DNS/Record.java | 270 | 274 | 8 | 78 | toWireCanonical | toWireCanonical(boolean noTTL) | 270 | 274 | org.xbill.DNS | Record
1124 | Revision_1129/org/xbill/DNS/Message.java | 479 | 484 | 8 | 155 | toWire | toWire() | 479 | 484 | org.xbill.DNS | Message
1125 | Revision_1129/org/xbill/DNS/Message.java | 500 | 505 | 8 | 155 | toWire | toWire(int maxLength) | 500 | 505 | org.xbill.DNS | Message
1009 | Revision_1129/org/xbill/DNS/Cache.java | 247 | 251 | 8 | 3 | addRecord | addRecord(Record r, byte cred, Object o) | 240 | 258 | org.xbill.DNS | Cache
1009 | Revision_1129/org/xbill/DNS/Cache.java | 352 | 359 | 9 | 323 | lookupRecords | lookupRecords(Name name, int type, byte minCred) | 325 | 491 | org.xbill.DNS | Cache
836 | Revision_1129/org/xbill/DNS/Cache.java | 360 | 366 | 9 | 323 | lookupRecords | lookupRecords(Name name, int type, byte minCred) | 325 | 491 | org.xbill.DNS | Cache
1079 | Revision_1129/org/xbill/DNS/Cache.java | 699 | 708 | 10 | 300 | addMessage | addMessage(Message in) | 596 | 730 | org.xbill.DNS | Cache
1120 | Revision_1129/org/xbill/DNS/Cache.java | 709 | 714 | 10 | 300 | addMessage | addMessage(Message in) | 596 | 730 | org.xbill.DNS | Cache
585 | Revision_1129/org/xbill/DNS/CERTRecord.java | 62 | 71 | 11 | NULL | NULL | NULL | NULL | NULL |  | 
455 | Revision_1129/org/xbill/DNS/SRVRecord.java | 48 | 59 | 11 | NULL | NULL | NULL | NULL | NULL |  | 
1082 | Revision_1129/org/xbill/DNS/DSRecord.java | 50 | 59 | 11 | NULL | NULL | NULL | NULL | NULL |  | 
580 | Revision_1129/org/xbill/DNS/CERTRecord.java | 77 | 89 | 12 | NULL | NULL | NULL | NULL | NULL |  | 
505 | Revision_1129/org/xbill/DNS/KEYRecord.java | 94 | 106 | 12 | NULL | NULL | NULL | NULL | NULL |  | 
1094 | Revision_1129/org/xbill/DNS/DSRecord.java | 65 | 79 | 12 | NULL | NULL | NULL | NULL | NULL |  | 
1095 | Revision_1129/org/xbill/DNS/NAPTRRecord.java | 72 | 83 | 12 | NULL | NULL | NULL | NULL | NULL |  | 
468 | Revision_1129/org/xbill/DNS/SRVRecord.java | 65 | 74 | 12 | NULL | NULL | NULL | NULL | NULL |  | 
