gcid,filePath,folder,all_files,num_files,total_changes,first_revision,last_revision
253,dnsSOARecord.java,,dnsSOARecord.java,1,1,4,4
254,dnsSOARecord.java,,dnsSOARecord.java,1,3,4,44
255,dnsRecord.java,,dnsRecord.java,1,2,4,41
256,SOARecord.java,,SOARecord.java,1,1,4,4
257,Record.java,,Record.java,1,5,4,682
258,SIGRecord.java,,SIGRecord.java,1,7,4,248
259,dnsSIGRecord.java,,dnsSIGRecord.java,1,3,4,44
260,TSIGRecord.java,,TSIGRecord.java,1,3,4,18
261,dnsTSIGRecord.java,,dnsTSIGRecord.java,1,3,4,20
262,TSIGRecord.java,,TSIGRecord.java,1,2,4,7
263,hmacSigner.java,,hmacSigner.java,1,2,7,32
264,hmacSigner.java,,hmacSigner.java,1,2,7,32
265,hmacSigner.java,,hmacSigner.java,1,2,7,32
266,hmacSigner.java,,hmacSigner.java,1,2,7,32
271,hmacSigner.java,,hmacSigner.java,1,3,20,233
272,hmacSigner.java,,hmacSigner.java,1,2,20,32
273,hmacSigner.java,,hmacSigner.java,1,4,15,233
274,hmacSigner.java,,hmacSigner.java,1,1,15,15
282,dnsMessage.java,,dnsMessage.java,1,2,9,20
283,Message.java,,Message.java,1,7,20,281
284,dnsResolver.java,,dnsResolver.java,1,1,7,7
285,SimpleResolver.java,,SimpleResolver.java,1,1,7,7
286,SimpleResolver.java,,SimpleResolver.java,1,1,7,7
287,Resolver.java,,Resolver.java,1,1,7,7
288,dnsResolver.java,,dnsResolver.java,1,1,7,7
289,Resolver.java,,Resolver.java,1,1,7,7
298,HINFORecord.java,,HINFORecord.java,1,3,94,756
299,HINFORecord.java,,HINFORecord.java,1,2,94,248
300,dnsHINFORecord.java,,dnsHINFORecord.java,1,1,41,41
302,dnsHINFORecord.java,,dnsHINFORecord.java,1,1,41,41
303,HINFORecord.java,,HINFORecord.java,1,3,41,248
306,HINFORecord.java,,HINFORecord.java,1,1,94,94
307,HINFORecord.java,,HINFORecord.java,1,5,94,1210
308,dnsMessage.java,,dnsMessage.java,1,1,9,9
309,Message.java,,Message.java,1,2,9,206
310,dnsMessage.java,,dnsMessage.java,1,1,9,9
311,Message.java,,Message.java,1,4,9,991
312,hmacSigner.java,,hmacSigner.java,1,1,15,15
313,dnsResolver.java,,dnsResolver.java,1,5,14,41
314,SimpleResolver.java,,SimpleResolver.java,1,12,14,281
315,Resolver.java,,Resolver.java,1,8,14,144
