gcid,filePath,folder,all_files,num_files,total_changes,first_revision,last_revision
632,MyStringTokenizer.java,,MyStringTokenizer.java,1,1,44,44
633,update.java,,update.java,1,9,47,281
634,update.java,,update.java,1,10,47,691
635,update.java,,update.java,1,8,47,281
636,update.java,,update.java,1,9,47,513
637,update.java,,update.java,1,9,47,691
638,CountedDataOutputStream.java,,CountedDataOutputStream.java,1,1,95,95
639,CountedDataOutputStream.java,,CountedDataOutputStream.java,1,1,95,95
642,dnsName.java,,dnsName.java,1,2,48,57
643,Name.java,,Name.java,1,6,48,253
644,dnsName.java,,dnsName.java,1,2,48,57
645,Name.java,,Name.java,1,6,48,253
647,Name.java,,Name.java,1,1,171,171
648,Name.java,,Name.java,1,4,171,693
650,dnsNS_CNAME_PTRRecord.java,,dnsNS_CNAME_PTRRecord.java,1,1,48,48
651,dnsNS_CNAME_PTRRecord.java,,dnsNS_CNAME_PTRRecord.java,1,1,48,48
652,NS_CNAME_PTRRecord.java,,NS_CNAME_PTRRecord.java,1,2,48,87
653,NS_CNAME_PTRRecord.java,,NS_CNAME_PTRRecord.java,1,3,48,1048
654,dnsUNKRecord.java,,dnsUNKRecord.java,1,1,48,48
655,dnsUNKRecord.java,,dnsUNKRecord.java,1,1,48,48
656,UNKRecord.java,,UNKRecord.java,1,2,48,178
657,UNKRecord.java,,UNKRecord.java,1,2,48,178
660,Header.java,,Header.java,1,1,94,94
661,Header.java,,Header.java,1,1,94,94
662,dnsMessage.java,,dnsMessage.java,1,1,72,72
663,dnsMessage.java,,dnsMessage.java,1,1,72,72
664,Message.java,,Message.java,1,4,72,113
665,Message.java,,Message.java,1,4,72,113
666,dnsMessage.java,,dnsMessage.java,1,1,53,53
667,Message.java,,Message.java,1,3,53,280
668,Message.java,,Message.java,1,3,53,280
669,dnsMessage.java,,dnsMessage.java,1,1,53,53
670,dns.java,,dns.java,1,2,55,69
671,dns.java,,dns.java,1,1,55,55
672,dns.java,,dns.java,1,1,55,55
673,dns.java,,dns.java,1,1,55,55
674,dns.java,,dns.java,1,3,55,82
675,dns.java,,dns.java,1,3,55,82
676,base16.java,,base16.java,1,1,232,232
677,base16.java,,base16.java,1,1,232,232
684,jnamed.java,,jnamed.java,1,3,120,449
685,dnsServer.java,,dnsServer.java,1,1,120,120
687,Zone.java,,Zone.java,1,1,87,87
688,Zone.java,,Zone.java,1,1,87,87
691,Zone.java,,Zone.java,1,5,87,299
693,Zone.java,,Zone.java,1,5,87,299
694,dnsServer.java,,dnsServer.java,1,1,87,87
695,jnamed.java,,jnamed.java,1,1,87,87
696,dnsServer.java,,dnsServer.java,1,3,87,120
697,jnamed.java,,jnamed.java,1,3,87,120
698,dnsServer.java,,dnsServer.java,1,2,87,120
699,jnamed.java,,jnamed.java,1,2,87,120
700,dnsServer.java,,dnsServer.java,1,5,72,94
701,jnamed.java,,jnamed.java,1,5,72,94
702,dnsServer.java,,dnsServer.java,1,2,65,87
703,jnamed.java,,jnamed.java,1,2,65,87
704,dnsServer.java,,dnsServer.java,1,2,65,87
705,jnamed.java,,jnamed.java,1,2,65,87
706,dnsServer.java,,dnsServer.java,1,1,92,92
707,jnamed.java,,jnamed.java,1,1,92,92
708,dnsServer.java,,dnsServer.java,1,1,65,65
710,jnamed.java,,jnamed.java,1,26,65,1485
711,jnamed.java,,jnamed.java,1,21,216,1485
714,OPTRecord.java,,OPTRecord.java,1,2,87,108
715,OPTRecord.java,,OPTRecord.java,1,2,87,108
716,dns.java,,dns.java,1,7,71,162
717,dns.java,,dns.java,1,7,71,162
718,dns.java,,dns.java,1,3,87,162
719,dns.java,,dns.java,1,4,87,909
722,FindResolver.java,,FindResolver.java,1,1,207,207
723,FindServer.java,,FindServer.java,1,1,207,207
724,FindResolver.java,,FindResolver.java,1,1,207,207
727,FindServer.java,,FindServer.java,1,1,204,204
728,FindServer.java,,FindServer.java,1,1,204,204
730,FindResolver.java,,FindResolver.java,1,1,204,204
731,FindResolver.java,,FindResolver.java,1,1,204,204
732,RRset.java,,RRset.java,1,1,102,102
733,RRset.java,,RRset.java,1,1,102,102
734,Zone.java,,Zone.java,1,2,92,109
735,Zone.java,,Zone.java,1,2,92,109
736,DClass.java,,DClass.java,1,1,247,247
737,DClass.java,,DClass.java,1,1,247,247
738,Flags.java,,Flags.java,1,2,117,238
739,Flags.java,,Flags.java,1,2,117,238
740,Section.java,,Section.java,1,1,238,238
741,Section.java,,Section.java,1,1,238,238
742,DClass.java,,DClass.java,1,3,535,1169
746,Section.java,,Section.java,1,1,320,320
749,Type.java,,Type.java,1,1,535,535
750,Flags.java,,Flags.java,1,2,117,1181
752,Flags.java,,Flags.java,1,1,117,117
754,Flags.java,,Flags.java,1,1,238,238
755,Flags.java,,Flags.java,1,1,238,238
756,Opcode.java,,Opcode.java,1,1,237,237
757,Opcode.java,,Opcode.java,1,1,237,237
758,Rcode.java,,Rcode.java,1,2,237,429
759,Rcode.java,,Rcode.java,1,1,237,237
762,StringValueTable.java,,StringValueTable.java,1,1,232,232
763,StringValueTable.java,,StringValueTable.java,1,1,232,232
764,CountedDataInputStream.java,,CountedDataInputStream.java,1,1,95,95
765,CountedDataInputStream.java,,CountedDataInputStream.java,1,1,95,95
766,Zone.java,,Zone.java,1,4,109,299
767,Zone.java,,Zone.java,1,7,109,1390
768,Zone.java,,Zone.java,1,2,119,156
769,Zone.java,,Zone.java,1,2,119,156
771,Record.java,,Record.java,1,11,576,1458
772,Record.java,,Record.java,1,1,155,155
773,Record.java,,Record.java,1,4,155,996
776,RRset.java,,RRset.java,1,9,154,1429
777,RRset.java,,RRset.java,1,8,194,1429
778,RRset.java,,RRset.java,1,7,154,1453
779,RRset.java,,RRset.java,1,2,194,285
780,dnsServer.java,,dnsServer.java,1,1,120,120
781,jnamed.java,,jnamed.java,1,1,120,120
782,dnsServer.java,,dnsServer.java,1,1,120,120
783,jnamed.java,,jnamed.java,1,7,120,654
784,dnsServer.java,,dnsServer.java,1,1,120,120
785,jnamed.java,,jnamed.java,1,3,120,147
786,dnsServer.java,,dnsServer.java,1,1,120,120
787,jnamed.java,,jnamed.java,1,1,120,120
788,dnsServer.java,,dnsServer.java,1,1,120,120
789,jnamed.java,,jnamed.java,1,1,120,120
792,Record.java,,Record.java,1,2,131,155
793,Record.java,,Record.java,1,2,131,155
794,DataByteOutputStream.java,,DataByteOutputStream.java,1,1,232,232
795,DataByteOutputStream.java,,DataByteOutputStream.java,1,1,232,232
796,DataByteOutputStream.java,,DataByteOutputStream.java,1,1,232,232
797,DataByteOutputStream.java,,DataByteOutputStream.java,1,1,232,232
798,DataByteOutputStream.java,,DataByteOutputStream.java,1,1,232,232
799,DataByteOutputStream.java,,DataByteOutputStream.java,1,1,232,232
801,DataByteOutputStream.java,,DataByteOutputStream.java,1,2,386,560
804,Resolver.java,,Resolver.java,1,4,144,210
805,update.java,,update.java,1,3,133,321
806,Resolver.java,,Resolver.java,1,4,144,210
807,SimpleResolver.java,,SimpleResolver.java,1,11,144,771
808,SimpleResolver.java,,SimpleResolver.java,1,7,144,230
809,DataByteInputStream.java,,DataByteInputStream.java,1,5,232,1101
810,DataByteInputStream.java,,DataByteInputStream.java,1,4,232,829
813,DataByteInputStream.java,,DataByteInputStream.java,1,1,139,139
814,DataByteInputStream.java,,DataByteInputStream.java,1,1,139,139
820,DataByteInputStream.java,,DataByteInputStream.java,1,4,412,1096
821,jnamed.java,,jnamed.java,1,9,141,541
822,TSIG.java,,TSIG.java,1,2,143,272
823,RRset.java,,RRset.java,1,3,154,310
824,RRset.java,,RRset.java,1,3,154,310
825,Record.java,,Record.java,1,2,155,247
826,Record.java,,Record.java,1,2,155,247
827,Cache.java,,Cache.java,1,5,159,290
828,Cache.java,,Cache.java,1,5,159,290
831,Cache.java,,Cache.java,1,1,159,159
832,Cache.java,,Cache.java,1,2,159,580
835,Cache.java,,Cache.java,1,19,159,828
836,Cache.java,,Cache.java,1,31,370,1500
839,Cache.java,,Cache.java,1,5,159,1408
840,Cache.java,,Cache.java,1,8,838,954
841,Cache.java,,Cache.java,1,9,159,1408
842,Cache.java,,Cache.java,1,5,159,838
843,Cache.java,,Cache.java,1,4,159,290
844,Cache.java,,Cache.java,1,5,159,840
845,Cache.java,,Cache.java,1,7,159,290
846,Cache.java,,Cache.java,1,8,159,844
847,NameSet.java,,NameSet.java,1,5,169,239
848,NameSet.java,,NameSet.java,1,6,169,704
849,NameSet.java,,NameSet.java,1,7,185,370
850,NameSet.java,,NameSet.java,1,5,185,290
851,NameSet.java,,NameSet.java,1,1,239,239
852,NameSet.java,,NameSet.java,1,1,239,239
853,Zone.java,,Zone.java,1,2,159,172
854,Zone.java,,Zone.java,1,2,159,172
855,Zone.java,,Zone.java,1,4,159,290
856,Zone.java,,Zone.java,1,4,159,290
857,Zone.java,,Zone.java,1,1,285,285
858,Zone.java,,Zone.java,1,1,285,285
861,Master.java,,Master.java,1,1,267,267
862,Master.java,,Master.java,1,1,267,267
863,Master.java,,Master.java,1,1,247,247
864,Master.java,,Master.java,1,1,247,247
865,dns.java,,dns.java,1,3,165,294
866,dns.java,,dns.java,1,3,165,294
867,dns.java,,dns.java,1,2,165,232
868,dns.java,,dns.java,1,3,165,590
869,Address.java,,Address.java,1,1,269,269
870,Address.java,,Address.java,1,1,269,269
871,Address.java,,Address.java,1,2,269,298
872,Address.java,,Address.java,1,2,269,298
875,Cache.java,,Cache.java,1,2,170,174
876,Cache.java,,Cache.java,1,2,170,174
877,Cache.java,,Cache.java,1,4,174,290
878,Cache.java,,Cache.java,1,4,174,290
879,Cache.java,,Cache.java,1,1,174,174
880,Cache.java,,Cache.java,1,1,174,174
881,Cache.java,,Cache.java,1,3,176,194
882,Cache.java,,Cache.java,1,3,176,194
885,Cache.java,,Cache.java,1,1,194,194
886,Cache.java,,Cache.java,1,1,194,194
887,dns.java,,dns.java,1,11,182,299
888,dns.java,,dns.java,1,11,182,299
889,dns.java,,dns.java,1,4,182,266
890,dns.java,,dns.java,1,4,182,266
891,NameSet.java,,NameSet.java,1,6,192,290
892,NameSet.java,,NameSet.java,1,6,192,290
893,TypeClass.java,,TypeClass.java,1,1,285,285
894,TypeClass.java,,TypeClass.java,1,1,285,285
895,OPTRecord.java,,OPTRecord.java,1,1,195,195
896,OPTRecord.java,,OPTRecord.java,1,1,195,195
897,OPTRecord.java,,OPTRecord.java,1,2,196,248
898,OPTRecord.java,,OPTRecord.java,1,6,196,756
899,OPTRecord.java,,OPTRecord.java,1,1,278,278
900,OPTRecord.java,,OPTRecord.java,1,1,278,278
901,Resolver.java,,Resolver.java,1,1,199,199
902,Resolver.java,,Resolver.java,1,1,199,199
903,SimpleResolver.java,,SimpleResolver.java,1,1,199,199
904,SimpleResolver.java,,SimpleResolver.java,1,1,199,199
907,FindServer.java,,FindServer.java,1,2,230,244
908,FindServer.java,,FindServer.java,1,2,230,244
911,FindServer.java,,FindServer.java,1,1,276,276
912,FindServer.java,,FindServer.java,1,1,276,276
913,Resolver.java,,Resolver.java,1,1,208,208
914,SimpleResolver.java,,SimpleResolver.java,1,1,208,208
915,Resolver.java,,Resolver.java,1,1,208,208
916,SimpleResolver.java,,SimpleResolver.java,1,1,208,208
917,Resolver.java,,Resolver.java,1,2,208,210
918,SimpleResolver.java,,SimpleResolver.java,1,3,208,222
919,Resolver.java,,Resolver.java,1,2,208,210
920,SimpleResolver.java,,SimpleResolver.java,1,3,208,222
926,ExtendedResolver.java,,ExtendedResolver.java,1,1,220,220
927,ExtendedResolver.java,,ExtendedResolver.java,1,1,220,220
928,ExtendedResolver.java,,ExtendedResolver.java,1,1,231,231
929,ExtendedResolver.java,,ExtendedResolver.java,1,1,231,231
930,ExtendedResolver.java,,ExtendedResolver.java,1,4,215,230
931,ExtendedResolver.java,,ExtendedResolver.java,1,4,215,230
932,Message.java,,Message.java,1,1,226,226
933,Message.java,,Message.java,1,2,226,704
934,ExtendedResolver.java,,ExtendedResolver.java,1,1,222,222
935,ExtendedResolver.java,,ExtendedResolver.java,1,1,222,222
939,WorkerThread.java,,WorkerThread.java,1,5,230,305
940,WorkerThread.java,,WorkerThread.java,1,5,230,305
942,WorkerThread.java,,WorkerThread.java,1,1,223,223
943,WorkerThread.java,,WorkerThread.java,1,1,223,223
944,WorkerThread.java,,WorkerThread.java,1,1,223,223
947,ExtendedResolver.java,,ExtendedResolver.java,1,9,230,957
948,ExtendedResolver.java,,ExtendedResolver.java,1,3,230,256
949,WorkerThread.java,,WorkerThread.java,1,1,230,230
950,WorkerThread.java,,WorkerThread.java,1,1,230,230
951,WorkerThread.java,,WorkerThread.java,1,1,230,230
952,WorkerThread.java,,WorkerThread.java,1,3,243,305
953,WorkerThread.java,,WorkerThread.java,1,3,243,305
954,WorkerThread.java,,WorkerThread.java,1,3,243,305
955,ExtendedResolver.java,,ExtendedResolver.java,1,2,231,241
956,ExtendedResolver.java,,ExtendedResolver.java,1,3,231,732
957,ExtendedResolver.java,,ExtendedResolver.java,1,12,231,1158
958,ExtendedResolver.java,,ExtendedResolver.java,1,12,231,1158
959,ExtendedResolver.java,,ExtendedResolver.java,1,2,241,256
960,ExtendedResolver.java,,ExtendedResolver.java,1,2,241,256
963,ExtendedResolver.java,,ExtendedResolver.java,1,2,241,259
964,ExtendedResolver.java,,ExtendedResolver.java,1,2,241,259
965,ExtendedResolver.java,,ExtendedResolver.java,1,4,241,309
966,ExtendedResolver.java,,ExtendedResolver.java,1,4,241,309
967,FindServer.java,,FindServer.java,1,3,252,276
968,FindServer.java,,FindServer.java,1,3,252,276
969,FindServer.java,,FindServer.java,1,3,252,473
970,FindServer.java,,FindServer.java,1,1,252,252
971,FindServer.java,,FindServer.java,1,2,252,265
972,FindServer.java,,FindServer.java,1,2,252,265
973,FindServer.java,,FindServer.java,1,1,265,265
974,FindServer.java,,FindServer.java,1,4,265,812
977,FindServer.java,,FindServer.java,1,2,252,276
978,FindServer.java,,FindServer.java,1,2,252,473
979,ExtendedResolver.java,,ExtendedResolver.java,1,7,259,1158
980,ExtendedResolver.java,,ExtendedResolver.java,1,2,259,283
984,dns.java,,dns.java,1,1,266,266
985,dns.java,,dns.java,1,1,266,266
990,base64.java,,base64.java,1,1,267,267
991,base64.java,,base64.java,1,1,267,267
992,SRVRecord.java,,SRVRecord.java,1,1,279,279
997,SOARecord.java,,SOARecord.java,1,2,858,866
998,SOARecord.java,,SOARecord.java,1,3,756,866
999,Section.java,,Section.java,1,1,280,280
1000,Section.java,,Section.java,1,1,280,280
1001,Cache.java,,Cache.java,1,3,285,299
1002,Cache.java,,Cache.java,1,3,285,299
1003,CacheResponse.java,,CacheResponse.java,1,2,285,288
1004,CacheResponse.java,,CacheResponse.java,1,2,285,288
1005,CacheResponse.java,,CacheResponse.java,1,2,285,288
1006,CacheResponse.java,,CacheResponse.java,1,2,285,288
1007,NameSet.java,,NameSet.java,1,2,285,286
1008,NameSet.java,,NameSet.java,1,2,285,286
1009,Cache.java,,Cache.java,1,24,288,1500
1010,Cache.java,,Cache.java,1,3,288,299
1017,jnamed.java,,jnamed.java,1,6,288,541
1018,Address.java,,Address.java,1,1,298,298
1019,Address.java,,Address.java,1,1,298,298
1021,SetResponse.java,,SetResponse.java,1,3,704,1183
1026,ExtendedResolver.java,,ExtendedResolver.java,1,1,309,309
1027,ExtendedResolver.java,,ExtendedResolver.java,1,1,309,309
1028,RRset.java,,RRset.java,1,1,310,310
1029,RRset.java,,RRset.java,1,3,310,1453
1030,ResolveThread.java,,ResolveThread.java,1,2,363,759
1031,MX_KXRecord.java,,MX_KXRecord.java,1,2,1210,1212
1032,MX_KXRecord.java,,MX_KXRecord.java,1,1,866,866
1034,MX_KXRecord.java,,MX_KXRecord.java,1,7,675,1222
1035,MyStringTokenizer.java,,MyStringTokenizer.java,1,4,337,887
1036,LOCRecord.java,,LOCRecord.java,1,5,343,1210
1037,LOCRecord.java,,LOCRecord.java,1,4,343,977
1039,Name.java,,Name.java,1,23,387,767
1040,Name.java,,Name.java,1,25,389,826
1041,DSAPubKey.java,,DSAPubKey.java,1,1,1057,1057
1046,RPRecord.java,,RPRecord.java,1,3,756,1212
1047,RPRecord.java,,RPRecord.java,1,1,866,866
1048,RPRecord.java,,RPRecord.java,1,7,756,1222
1049,SimpleResolver.java,,SimpleResolver.java,1,4,420,771
1050,SimpleResolver.java,,SimpleResolver.java,1,5,420,995
1051,jnamed.java,,jnamed.java,1,2,441,466
1052,TSIG.java,,TSIG.java,1,1,456,456
1054,TSIG.java,,TSIG.java,1,1,456,456
1055,A6Record.java,,A6Record.java,1,4,756,1222
1056,A6Record.java,,A6Record.java,1,6,460,1351
1057,TKEYRecord.java,,TKEYRecord.java,1,3,481,758
1058,FindServer.java,,FindServer.java,1,1,473,473
1059,FindServer.java,,FindServer.java,1,1,473,473
1060,AAAARecord.java,,AAAARecord.java,1,3,599,1210
1061,FindServer.java,,FindServer.java,1,7,494,986
1062,TKEYRecord.java,,TKEYRecord.java,1,1,495,495
1063,update.java,,update.java,1,5,514,1013
1064,update.java,,update.java,1,4,514,1013
1065,NAPTRRecord.java,,NAPTRRecord.java,1,2,599,760
1066,NAPTRRecord.java,,NAPTRRecord.java,1,1,756,756
1069,TSIG.java,,TSIG.java,1,2,1333,1335
1070,SIG0Signer.java,,SIG0Signer.java,1,1,858,858
1071,jnamed.java,,jnamed.java,1,9,541,731
1072,dns.java,,dns.java,1,7,542,1126
1073,NameSet.java,,NameSet.java,1,1,542,542
1074,Zone.java,,Zone.java,1,5,548,1475
1075,SimpleResolver.java,,SimpleResolver.java,1,2,617,697
1076,jnamed.java,,jnamed.java,1,1,554,554
1077,Cache.java,,Cache.java,1,8,582,850
1078,Cache.java,,Cache.java,1,1,582,582
1079,Cache.java,,Cache.java,1,15,586,1500
1080,TSIG.java,,TSIG.java,1,1,670,670
1081,DSRecord.java,,DSRecord.java,1,2,756,758
1082,DSRecord.java,,DSRecord.java,1,2,1096,1210
1083,DSRecord.java,,DSRecord.java,1,4,866,1216
1084,KEYRecord.java,,KEYRecord.java,1,2,866,871
1085,WorkerThread.java,,WorkerThread.java,1,3,677,894
1086,ARecord.java,,ARecord.java,1,1,683,683
1087,update.java,,update.java,1,1,691,691
1088,Name.java,,Name.java,1,3,697,704
1089,Zone.java,,Zone.java,1,4,889,1390
1090,Zone.java,,Zone.java,1,3,832,1387
1091,Type.java,,Type.java,1,3,727,1153
1092,AAAARecord.java,,AAAARecord.java,1,7,756,1490
1093,RPRecord.java,,RPRecord.java,1,1,756,756
1094,DSRecord.java,,DSRecord.java,1,3,756,1210
1095,NAPTRRecord.java,,NAPTRRecord.java,1,6,756,1210
1096,DSRecord.java,,DSRecord.java,1,7,756,1160
1097,SetResponse.java,,SetResponse.java,1,3,817,1183
1098,Cache.java,,Cache.java,1,1,840,840
1099,Cache.java,,Cache.java,1,2,843,844
1100,Name.java,,Name.java,1,11,884,1295
1102,NameSet.java,,NameSet.java,1,2,903,972
1103,AAAARecord.java,,AAAARecord.java,1,1,866,866
1104,Name.java,,Name.java,1,12,871,1295
1107,WorkerThread.java,,WorkerThread.java,1,1,894,894
1108,Opcode.java,,Opcode.java,1,3,896,1172
1109,Lookup.java,,Lookup.java,1,1,907,907
1110,Inet6Address.java,,Inet6Address.java,1,1,1006,1006
1111,Lookup.java,,Lookup.java,1,6,908,1326
1112,Lookup.java,,Lookup.java,1,6,907,1326
1113,Lookup.java,,Lookup.java,1,6,907,1326
1114,Lookup.java,,Lookup.java,1,1,1115,1115
1115,TKEYRecord.java,,TKEYRecord.java,1,3,1054,1492
1116,Lookup.java,,Lookup.java,1,2,907,1316
1117,Lookup.java,,Lookup.java,1,1,907,907
1118,Lookup.java,,Lookup.java,1,2,907,1316
1119,Lookup.java,,Lookup.java,1,3,919,1326
1120,Cache.java,,Cache.java,1,10,926,1500
1121,Message.java,,Message.java,1,8,937,1327
1122,Message.java,,Message.java,1,5,935,1216
1123,Message.java,,Message.java,1,5,935,1216
1124,Message.java,,Message.java,1,5,950,1327
1125,Message.java,,Message.java,1,6,938,1327
1126,Message.java,,Message.java,1,2,950,991
1127,MyStringTokenizer.java,,MyStringTokenizer.java,1,1,996,996
1128,Message.java,,Message.java,1,5,950,1454
1130,MX_KXRecord.java,,MX_KXRecord.java,1,1,977,977
1131,ExtendedResolver.java,,ExtendedResolver.java,1,3,957,1158
1132,ExtendedResolver.java,,ExtendedResolver.java,1,1,960,960
1133,TSIG.java,,TSIG.java,1,1,983,983
1134,ZoneTransferIn.java,,ZoneTransferIn.java,1,6,1361,1500
1135,ZoneTransferIn.java,,ZoneTransferIn.java,1,5,1361,1500
1136,ZoneTransferIn.java,,ZoneTransferIn.java,1,5,1361,1500
1137,ZoneTransferIn.java,,ZoneTransferIn.java,1,5,1361,1500
1138,ZoneTransferIn.java,,ZoneTransferIn.java,1,7,1361,1500
1139,ZoneTransferIn.java,,ZoneTransferIn.java,1,7,1361,1500
1140,Name.java,,Name.java,1,2,1027,1411
1141,CERTRecord.java,,CERTRecord.java,1,1,998,998
1142,KEYRecord.java,,KEYRecord.java,1,2,998,1096
1143,SOARecord.java,,SOARecord.java,1,3,998,1212
1145,Master.java,,Master.java,1,11,1013,1342
1146,Tokenizer.java,,Tokenizer.java,1,1,1302,1302
1147,Tokenizer.java,,Tokenizer.java,1,1,1302,1302
1148,Tokenizer.java,,Tokenizer.java,1,1,1302,1302
1149,Tokenizer.java,,Tokenizer.java,1,2,1024,1302
1150,Tokenizer.java,,Tokenizer.java,1,2,1024,1302
1151,Tokenizer.java,,Tokenizer.java,1,3,1024,1461
1152,Tokenizer.java,,Tokenizer.java,1,1,1024,1024
1153,Tokenizer.java,,Tokenizer.java,1,5,1104,1461
1154,Tokenizer.java,,Tokenizer.java,1,1,1302,1302
1155,Tokenizer.java,,Tokenizer.java,1,1,1302,1302
1156,Tokenizer.java,,Tokenizer.java,1,1,1302,1302
1157,update.java,,update.java,1,2,1013,1026
1158,update.java,,update.java,1,1,1013,1013
1159,update.java,,update.java,1,3,1013,1049
1160,A6Record.java,,A6Record.java,1,2,1024,1105
1161,AAAARecord.java,,AAAARecord.java,1,1,1024,1024
1163,Record.java,,Record.java,1,13,1040,1458
1164,Record.java,,Record.java,1,18,1033,1458
1166,Record.java,,Record.java,1,11,1040,1458
1167,Name.java,,Name.java,1,3,1045,1295
1168,DClass.java,,DClass.java,1,1,1046,1046
1169,Type.java,,Type.java,1,1,1046,1046
1170,DClass.java,,DClass.java,1,1,1047,1047
1171,Type.java,,Type.java,1,1,1153,1153
1172,TKEYRecord.java,,TKEYRecord.java,1,4,1096,1222
1173,DSRecord.java,,DSRecord.java,1,2,1210,1212
1175,SOARecord.java,,SOARecord.java,1,3,1208,1437
1176,SOARecord.java,,SOARecord.java,1,1,1110,1110
1177,Type.java,,Type.java,1,1,1153,1153
1178,Tokenizer.java,,Tokenizer.java,1,4,1270,1437
1179,Tokenizer.java,,Tokenizer.java,1,4,1270,1437
1180,DNSSEC.java,,DNSSEC.java,1,1,1163,1163
1181,DNSSEC.java,,DNSSEC.java,1,3,1163,1177
1182,DNSSEC.java,,DNSSEC.java,1,1,1163,1163
1184,CERTRecord.java,,CERTRecord.java,1,2,1178,1212
1185,KEYRecord.java,,KEYRecord.java,1,1,1164,1164
1186,Mnemonic.java,,Mnemonic.java,1,1,1166,1166
1187,Mnemonic.java,,Mnemonic.java,1,1,1167,1167
1189,Mnemonic.java,,Mnemonic.java,1,1,1167,1167
1190,NSECRecord.java,,NSECRecord.java,1,2,1210,1212
1191,KEYBase.java,,KEYBase.java,1,3,1208,1211
1192,KEYBase.java,,KEYBase.java,1,2,1212,1280
1193,KEYBase.java,,KEYBase.java,1,2,1216,1280
1194,KEYConverter.java,,KEYConverter.java,1,2,1185,1216
1195,KEYConverter.java,,KEYConverter.java,1,3,1185,1216
1196,SIGBase.java,,SIGBase.java,1,2,1208,1210
1199,A6Record.java,,A6Record.java,1,6,1210,1490
1212,PXRecord.java,,PXRecord.java,1,2,1221,1222
1213,AFSDBRecord.java,,AFSDBRecord.java,1,2,1221,1222
1214,RTRecord.java,,RTRecord.java,1,2,1221,1222
1215,MINFORecord.java,,MINFORecord.java,1,2,1221,1222
1216,KEYBase.java,,KEYBase.java,1,1,1222,1222
1220,NSAPRecord.java,,NSAPRecord.java,1,1,1475,1475
1221,X25Record.java,,X25Record.java,1,2,1229,1475
1224,NSECRecord.java,,NSECRecord.java,1,1,1475,1475
1226,Type.java,,Type.java,1,1,1234,1234
1228,Tokenizer.java,,Tokenizer.java,1,1,1287,1287
1229,Master.java,,Master.java,1,2,1300,1344
1230,Master.java,,Master.java,1,1,1300,1300
1235,GPOSRecord.java,,GPOSRecord.java,1,2,1243,1444
1236,ISDNRecord.java,,ISDNRecord.java,1,1,1243,1243
1239,Record.java,,Record.java,1,2,1417,1458
1246,APLRecord.java,,APLRecord.java,1,2,1283,1348
1248,LOCRecord.java,,LOCRecord.java,1,1,1289,1289
1251,Generator.java,,Generator.java,1,1,1309,1309
1252,Generator.java,,Generator.java,1,1,1309,1309
1253,Options.java,,Options.java,1,1,1324,1324
1254,ResolverConfig.java,,ResolverConfig.java,1,4,1329,1477
1255,ResolverConfig.java,,ResolverConfig.java,1,2,1465,1476
1256,ResolverConfig.java,,ResolverConfig.java,1,2,1465,1476
1257,ResolverConfig.java,,ResolverConfig.java,1,3,1329,1476
1258,ResolverConfig.java,,ResolverConfig.java,1,3,1329,1476
1259,ResolverConfig.java,,ResolverConfig.java,1,4,1329,1477
1260,Master.java,,Master.java,1,1,1342,1342
1261,Address.java,,Address.java,1,1,1349,1349
1263,Address.java,,Address.java,1,1,1349,1349
1266,AAAARecord.java,,AAAARecord.java,1,1,1351,1351
1267,ARecord.java,,ARecord.java,1,2,1354,1402
1268,WKSRecord.java,,WKSRecord.java,1,1,1354,1354
1273,ZoneTransferIn.java,,ZoneTransferIn.java,1,2,1361,1363
1274,ZoneTransferIn.java,,ZoneTransferIn.java,1,1,1363,1363
1275,TCPClient.java,,TCPClient.java,1,1,1373,1373
1276,UDPClient.java,,UDPClient.java,1,1,1373,1373
1277,Zone.java,,Zone.java,1,1,1387,1387
1278,Zone.java,,Zone.java,1,1,1387,1387
1279,Cache.java,,Cache.java,1,1,1390,1390
1280,Cache.java,,Cache.java,1,5,1390,1500
1281,Zone.java,,Zone.java,1,1,1390,1390
1282,Cache.java,,Cache.java,1,3,1390,1408
1283,Zone.java,,Zone.java,1,2,1390,1475
1284,Zone.java,,Zone.java,1,1,1390,1390
1285,Cache.java,,Cache.java,1,2,1390,1392
1286,Zone.java,,Zone.java,1,1,1390,1390
1288,Zone.java,,Zone.java,1,1,1390,1390
1289,ExtendedResolver.java,,ExtendedResolver.java,1,2,1494,1500
1291,Zone.java,,Zone.java,1,1,1390,1390
1296,Tokenizer.java,,Tokenizer.java,1,2,1437,1461
1361,HeaderTest.java,,HeaderTest.java,1,1,1479,1479
1724,ResolverConfig.java,,ResolverConfig.java,1,1,1476,1476
1725,ResolverConfig.java,,ResolverConfig.java,1,2,1465,1476
1727,Zone.java,,Zone.java,1,1,1474,1474
1728,Address.java,,Address.java,1,1,1482,1482
1729,Address.java,,Address.java,1,1,1482,1482
