author,total_changes,dependent_count,independent_count,dep_ratio,same_author_dep_count,diff_author_dep_count,same_author_indep_count,diff_author_indep_count,co_change_trigger_rate,solo_change_rate
dfishburn,14084,2430,11654,0.17253621130360694,2340,0,0,0,1.0,0.827463788696393
elliotth,1435,243,1192,0.16933797909407666,243,0,0,0,1.0,0.8306620209059233
darren,1142,546,596,0.47810858143607704,543,0,0,0,1.0,0.521891418563923
dhiebert,246,39,207,0.15853658536585366,17,0,0,0,1.0,0.8414634146341463
vberthoux,125,6,119,0.048,6,0,0,0,1.0,0.952
elias,87,11,76,0.12643678160919541,10,0,0,0,1.0,0.8735632183908046
jafl,25,0,25,0.0,0,0,0,0,,1.0
perlguy0,16,1,15,0.0625,0,0,0,0,,0.9375
