cloneType,granularity,gcid1,gcid2,no_of_revision_paired,couplingStrength,latePropagationCount,dominantChangeCategory,made_pair_in_revisions,gcid1_changed_revs,gcid2_changed_revs
"Type3","Block",456,458,1,0.2500,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 268, 599, 756]"
"Type3","Block",457,458,1,0.2500,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 268, 599, 756]"
"Type3","Block",670,671,1,0.5000,0,"SIMILARITY_PRESERVING","[55]","[55, 69]","[55]"
"Type3","Block",670,672,1,0.5000,0,"SIMILARITY_PRESERVING","[55]","[55, 69]","[55]"
"Type3","Block",670,673,1,0.5000,0,"RESYNCHRONIZING","[55]","[55, 69]","[55]"
"Type3","Block",671,672,1,1.0000,0,"RESYNCHRONIZING","[55]","[55]","[55]"
"Type3","Block",671,673,1,1.0000,0,"SIMILARITY_PRESERVING","[55]","[55]","[55]"
"Type3","Block",672,673,1,1.0000,0,"SIMILARITY_PRESERVING","[55]","[55]","[55]"
"Type3","Block",754,755,1,1.0000,0,"SIMILARITY_PRESERVING","[238]","[238]","[238]"
"Type3","Block",877,878,4,1.0000,0,"SIMILARITY_PRESERVING","[174, 194, 285, 290]","[174, 194, 285, 290]","[174, 194, 285, 290]"
"Type3","Block",1141,1142,1,0.5000,0,"SIMILARITY_PRESERVING","[998]","[998]","[998, 1096]"
"Type3","Block",68,70,1,1.0000,0,"SIMILARITY_PRESERVING","[13]","[13]","[13]"
"Type3","Block",68,74,1,1.0000,0,"SIMILARITY_PRESERVING","[13]","[13]","[13]"
"Type3","Block",68,78,1,1.0000,0,"SIMILARITY_PRESERVING","[13]","[13]","[13]"
"Type3","Block",69,73,2,0.6667,0,"SIMILARITY_PRESERVING","[7, 20]","[7, 20, 1096]","[7, 20]"
"Type3","Block",69,75,2,0.6667,0,"SIMILARITY_PRESERVING","[7, 20]","[7, 20, 1096]","[7, 20]"
"Type3","Block",69,76,2,0.6667,0,"SIMILARITY_PRESERVING","[7, 20]","[7, 20, 1096]","[7, 20]"
"Type3","Block",70,74,1,1.0000,0,"SIMILARITY_PRESERVING","[13]","[13]","[13]"
"Type3","Block",70,78,1,1.0000,0,"SIMILARITY_PRESERVING","[13]","[13]","[13]"
"Type3","Block",73,75,2,1.0000,0,"SIMILARITY_PRESERVING","[7, 20]","[7, 20]","[7, 20]"
"Type3","Block",73,76,2,1.0000,0,"SIMILARITY_PRESERVING","[7, 20]","[7, 20]","[7, 20]"
"Type3","Block",74,78,1,1.0000,0,"SIMILARITY_PRESERVING","[13]","[13]","[13]"
"Type3","Block",75,76,2,1.0000,0,"SIMILARITY_PRESERVING","[7, 20]","[7, 20]","[7, 20]"
"Type3","Block",881,882,3,1.0000,0,"SIMILARITY_PRESERVING","[176, 192, 194]","[176, 192, 194]","[176, 192, 194]"
"Type3","Block",1001,1002,3,1.0000,0,"SIMILARITY_PRESERVING","[285, 288, 299]","[285, 288, 299]","[285, 288, 299]"
"Type3","Block",79,80,1,0.5000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87]"
"Type3","Block",79,82,1,0.3333,0,"SIMILARITY_PRESERVING","[41]","[41]","[21, 41, 87]"
"Type3","Block",80,82,2,0.6667,0,"SIMILARITY_PRESERVING","[41, 87]","[41, 87]","[21, 41, 87]"
"Type3","Block",81,82,1,0.3333,0,"SIMILARITY_PRESERVING","[21]","[21]","[21, 41, 87]"
"Type3","Block",879,880,1,1.0000,0,"SIMILARITY_PRESERVING","[174]","[174]","[174]"
"Type3","Block",1009,1010,3,0.1200,0,"SIMILARITY_PRESERVING","[288, 290, 299]","[288, 290, 299, 375, 380, 384, 515, 828, 838, 839, 840, 843, 850, 853, 855, 912, 954, 1108, 1109, 1385, 1390, 1391, 1392, 1408, 1500]","[288, 290, 299]"
"Type3","Block",1285,1286,1,0.5000,0,"SIMILARITY_PRESERVING","[1390]","[1390, 1392]","[1390]"
"Type3","Block",83,84,1,0.1429,0,"SIMILARITY_PRESERVING","[41]","[21, 41]","[41, 87, 128, 135, 206, 281]"
"Type3","Block",83,85,2,0.2500,0,"SIMILARITY_PRESERVING","[21, 41]","[21, 41]","[21, 41, 87, 128, 135, 206, 281, 991]"
"Type3","Block",83,86,1,0.5000,0,"SIMILARITY_PRESERVING","[41]","[21, 41]","[41]"
"Type3","Block",84,85,6,0.7500,0,"SIMILARITY_PRESERVING","[41, 87, 128, 135, 206, 281]","[41, 87, 128, 135, 206, 281]","[21, 41, 87, 128, 135, 206, 281, 991]"
"Type3","Block",84,86,1,0.1667,0,"SIMILARITY_PRESERVING","[41]","[41, 87, 128, 135, 206, 281]","[41]"
"Type3","Block",85,86,1,0.1250,0,"SIMILARITY_PRESERVING","[41]","[21, 41, 87, 128, 135, 206, 281, 991]","[41]"
"Type3","Block",865,866,3,1.0000,0,"SIMILARITY_PRESERVING","[165, 232, 294]","[165, 232, 294]","[165, 232, 294]"
"Type3","Block",885,886,1,1.0000,0,"SIMILARITY_PRESERVING","[194]","[194]","[194]"
"Type3","Block",87,88,4,0.3636,0,"SIMILARITY_PRESERVING","[9, 20, 41, 48]","[9, 20, 41, 48]","[9, 20, 41, 48, 87, 94, 113, 145, 151, 206, 281]"
"Type3","Block",87,89,3,0.7500,0,"RESYNCHRONIZING","[20, 41, 48]","[9, 20, 41, 48]","[20, 41, 48]"
"Type3","Block",87,90,3,0.7500,0,"SIMILARITY_PRESERVING","[9, 20, 41]","[9, 20, 41, 48]","[9, 20, 41]"
"Type3","Block",87,282,2,0.5000,0,"SIMILARITY_PRESERVING","[9, 20]","[9, 20, 41, 48]","[9, 20]"
"Type3","Block",87,283,3,0.2500,0,"SIMILARITY_PRESERVING","[20, 41, 48]","[9, 20, 41, 48]","[20, 41, 48, 87, 113, 118, 128, 145, 151, 206, 281]"
"Type3","Block",88,89,3,0.2727,0,"RESYNCHRONIZING","[20, 41, 48]","[9, 20, 41, 48, 87, 94, 113, 145, 151, 206, 281]","[20, 41, 48]"
"Type3","Block",88,90,3,0.2727,0,"SIMILARITY_PRESERVING","[9, 20, 41]","[9, 20, 41, 48, 87, 94, 113, 145, 151, 206, 281]","[9, 20, 41]"
"Type3","Block",88,282,2,0.1818,0,"SIMILARITY_PRESERVING","[9, 20]","[9, 20, 41, 48, 87, 94, 113, 145, 151, 206, 281]","[9, 20]"
"Type3","Block",89,90,2,0.5000,0,"SIMILARITY_PRESERVING","[20, 41]","[20, 41, 48]","[9, 20, 41]"
"Type3","Block",89,282,1,0.2500,0,"SIMILARITY_PRESERVING","[20]","[20, 41, 48]","[9, 20]"
"Type3","Block",89,283,3,0.2727,0,"SIMILARITY_PRESERVING","[20, 41, 48]","[20, 41, 48]","[20, 41, 48, 87, 113, 118, 128, 145, 151, 206, 281]"
"Type3","Block",90,282,2,0.6667,0,"SIMILARITY_PRESERVING","[9, 20]","[9, 20, 41]","[9, 20]"
"Type3","Block",90,283,2,0.1667,0,"SIMILARITY_PRESERVING","[20, 41]","[9, 20, 41]","[20, 41, 48, 87, 113, 118, 128, 145, 151, 206, 281]"
"Type3","Block",282,283,1,0.0833,0,"SIMILARITY_PRESERVING","[20]","[9, 20]","[20, 41, 48, 87, 113, 118, 128, 145, 151, 206, 281]"
"Type3","Block",487,488,2,1.0000,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48]"
"Type3","Block",487,489,2,0.2222,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48, 108, 128, 248, 278, 756, 871, 1216]"
"Type3","Block",487,490,2,0.3333,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48, 108, 128, 248, 278]"
"Type3","Block",488,489,2,0.2222,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48, 108, 128, 248, 278, 756, 871, 1216]"
"Type3","Block",488,490,2,0.3333,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48, 108, 128, 248, 278]"
"Type3","Block",489,490,6,0.6667,0,"SIMILARITY_PRESERVING","[41, 48, 108, 128, 248, 278]","[41, 48, 108, 128, 248, 278, 756, 871, 1216]","[41, 48, 108, 128, 248, 278]"
"Type3","Block",716,717,7,1.0000,0,"SIMILARITY_PRESERVING","[71, 72, 87, 94, 98, 161, 162]","[71, 72, 87, 94, 98, 161, 162]","[71, 72, 87, 94, 98, 161, 162]"
"Type3","Block",792,793,2,1.0000,0,"SIMILARITY_PRESERVING","[131, 155]","[131, 155]","[131, 155]"
"Type3","Block",867,868,2,0.6667,0,"SIMILARITY_PRESERVING","[165, 232]","[165, 232]","[165, 232, 590]"
"Type3","Block",91,92,1,1.0000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41]"
"Type3","Block",91,93,1,0.3333,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 94, 248]"
"Type3","Block",91,94,1,0.3333,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 94, 248]"
"Type3","Block",92,93,1,0.3333,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 94, 248]"
"Type3","Block",92,94,1,0.3333,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 94, 248]"
"Type3","Block",93,94,3,1.0000,0,"SIMILARITY_PRESERVING","[41, 94, 248]","[41, 94, 248]","[41, 94, 248]"
"Type3","Block",718,719,3,0.7500,0,"SIMILARITY_PRESERVING","[87, 94, 162]","[87, 94, 162]","[87, 94, 162, 909]"
"Type3","Block",1003,1004,2,1.0000,0,"SIMILARITY_PRESERVING","[285, 288]","[285, 288]","[285, 288]"
"Type3","Block",722,723,1,1.0000,0,"SIMILARITY_PRESERVING","[207]","[207]","[207]"
"Type3","Block",722,724,1,1.0000,0,"SIMILARITY_PRESERVING","[207]","[207]","[207]"
"Type3","Block",723,724,1,1.0000,0,"SIMILARITY_PRESERVING","[207]","[207]","[207]"
"Type3","Block",1005,1006,2,1.0000,0,"SIMILARITY_PRESERVING","[285, 288]","[285, 288]","[285, 288]"
"Type3","Block",99,100,2,1.0000,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48]"
"Type3","Block",99,101,2,0.5000,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48, 87, 135]"
"Type3","Block",99,102,2,0.5000,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48, 87, 135]"
"Type3","Block",100,101,2,0.5000,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48, 87, 135]"
"Type3","Block",100,102,2,0.5000,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48, 87, 135]"
"Type3","Block",101,102,4,1.0000,0,"SIMILARITY_PRESERVING","[41, 48, 87, 135]","[41, 48, 87, 135]","[41, 48, 87, 135]"
"Type3","Block",308,309,1,0.5000,0,"SIMILARITY_PRESERVING","[9]","[9]","[9, 206]"
"Type3","Block",308,310,1,1.0000,0,"SIMILARITY_PRESERVING","[9]","[9]","[9]"
"Type3","Block",308,311,1,0.2500,0,"SIMILARITY_PRESERVING","[9]","[9]","[9, 206, 336, 991]"
"Type3","Block",309,310,1,0.5000,0,"SIMILARITY_PRESERVING","[9]","[9, 206]","[9]"
"Type3","Block",309,311,2,0.5000,0,"SIMILARITY_PRESERVING","[9, 206]","[9, 206]","[9, 206, 336, 991]"
"Type3","Block",310,311,1,0.2500,0,"SIMILARITY_PRESERVING","[9]","[9]","[9, 206, 336, 991]"
"Type3","Block",727,728,1,1.0000,0,"SIMILARITY_PRESERVING","[204]","[204]","[204]"
"Type3","Block",727,730,1,1.0000,0,"SIMILARITY_PRESERVING","[204]","[204]","[204]"
"Type3","Block",727,731,1,1.0000,0,"SIMILARITY_PRESERVING","[204]","[204]","[204]"
"Type3","Block",728,730,1,1.0000,0,"SIMILARITY_PRESERVING","[204]","[204]","[204]"
"Type3","Block",728,731,1,1.0000,0,"SIMILARITY_PRESERVING","[204]","[204]","[204]"
"Type3","Block",730,731,1,1.0000,0,"SIMILARITY_PRESERVING","[204]","[204]","[204]"
"Type3","Block",103,104,3,0.6000,0,"SIMILARITY_PRESERVING","[41, 43, 74]","[41, 43, 74]","[41, 43, 74, 232, 253]"
"Type3","Block",103,105,3,1.0000,0,"SIMILARITY_PRESERVING","[41, 43, 74]","[41, 43, 74]","[41, 43, 74]"
"Type3","Block",103,106,3,0.6000,0,"SIMILARITY_PRESERVING","[41, 43, 74]","[41, 43, 74]","[41, 43, 74, 232, 253]"
"Type3","Block",104,105,3,0.6000,0,"SIMILARITY_PRESERVING","[41, 43, 74]","[41, 43, 74, 232, 253]","[41, 43, 74]"
"Type3","Block",104,106,5,1.0000,0,"SIMILARITY_PRESERVING","[41, 43, 74, 232, 253]","[41, 43, 74, 232, 253]","[41, 43, 74, 232, 253]"
"Type3","Block",105,106,3,0.6000,0,"SIMILARITY_PRESERVING","[41, 43, 74]","[41, 43, 74]","[41, 43, 74, 232, 253]"
"Type3","Block",496,497,2,0.6667,0,"SIMILARITY_PRESERVING","[94, 248]","[94, 248, 1280]","[94, 248]"
"Type3","Block",1036,1037,3,0.5000,0,"SIMILARITY_PRESERVING","[343, 344, 977]","[343, 344, 977, 1013, 1210]","[343, 344, 756, 977]"
"Type3","Block",107,108,1,0.2500,0,"SIMILARITY_PRESERVING","[43]","[43]","[43, 183, 232, 253]"
"Type3","Block",107,109,1,0.2500,0,"SIMILARITY_PRESERVING","[43]","[43]","[43, 183, 232, 253]"
"Type3","Block",107,110,1,1.0000,0,"SIMILARITY_PRESERVING","[43]","[43]","[43]"
"Type3","Block",108,109,4,1.0000,0,"SIMILARITY_PRESERVING","[43, 183, 232, 253]","[43, 183, 232, 253]","[43, 183, 232, 253]"
"Type3","Block",108,110,1,0.2500,0,"SIMILARITY_PRESERVING","[43]","[43, 183, 232, 253]","[43]"
"Type3","Block",109,110,1,0.2500,0,"SIMILARITY_PRESERVING","[43]","[43, 183, 232, 253]","[43]"
"Type3","Block",499,500,1,0.1250,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 248, 267, 326, 1105, 1160, 1163]"
"Type3","Block",499,501,1,1.0000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41]"
"Type3","Block",499,502,1,0.2500,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 248, 267]"
"Type3","Block",500,501,1,0.1250,0,"SIMILARITY_PRESERVING","[41]","[41, 87, 248, 267, 326, 1105, 1160, 1163]","[41]"
"Type3","Block",500,502,4,0.5000,0,"SIMILARITY_PRESERVING","[41, 87, 248, 267]","[41, 87, 248, 267, 326, 1105, 1160, 1163]","[41, 87, 248, 267]"
"Type3","Block",501,502,1,0.2500,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 248, 267]"
"Type3","Block",660,661,1,1.0000,0,"SIMILARITY_PRESERVING","[94]","[94]","[94]"
"Type3","Block",732,733,1,1.0000,0,"SIMILARITY_PRESERVING","[102]","[102]","[102]"
"Type3","Block",1235,1236,1,0.5000,0,"SIMILARITY_PRESERVING","[1243]","[1243, 1444]","[1243]"
"Type3","Block",111,112,2,0.3333,0,"SIMILARITY_PRESERVING","[41, 43]","[41, 43]","[41, 43, 107, 183, 232, 253]"
"Type3","Block",111,113,2,0.3333,0,"SIMILARITY_PRESERVING","[41, 43]","[41, 43]","[41, 43, 107, 183, 232, 253]"
"Type3","Block",111,114,2,1.0000,0,"SIMILARITY_PRESERVING","[41, 43]","[41, 43]","[41, 43]"
"Type3","Block",112,113,6,1.0000,0,"SIMILARITY_PRESERVING","[41, 43, 107, 183, 232, 253]","[41, 43, 107, 183, 232, 253]","[41, 43, 107, 183, 232, 253]"
"Type3","Block",112,114,2,0.3333,0,"SIMILARITY_PRESERVING","[41, 43]","[41, 43, 107, 183, 232, 253]","[41, 43]"
"Type3","Block",113,114,2,0.3333,0,"SIMILARITY_PRESERVING","[41, 43]","[41, 43, 107, 183, 232, 253]","[41, 43]"
"Type3","Block",503,504,1,0.2000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48, 87, 108, 128, 278]"
"Type3","Block",503,505,1,0.1667,0,"SIMILARITY_PRESERVING","[48]","[48]","[48, 87, 108, 128, 278, 756]"
"Type3","Block",503,508,1,1.0000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48]"
"Type3","Block",504,505,5,0.8333,0,"SIMILARITY_PRESERVING","[48, 87, 108, 128, 278]","[48, 87, 108, 128, 278]","[48, 87, 108, 128, 278, 756]"
"Type3","Block",504,508,1,0.2000,0,"SIMILARITY_PRESERVING","[48]","[48, 87, 108, 128, 278]","[48]"
"Type3","Block",505,508,1,0.1667,0,"SIMILARITY_PRESERVING","[48]","[48, 87, 108, 128, 278, 756]","[48]"
"Type3","Block",506,507,1,0.1429,0,"SIMILARITY_PRESERVING","[48]","[48, 108, 128, 278, 279, 808, 866]","[48]"
"Type3","Block",506,509,5,0.4167,0,"SIMILARITY_PRESERVING","[48, 108, 128, 278, 866]","[48, 108, 128, 278, 279, 808, 866]","[48, 108, 128, 278, 756, 866, 871, 1013, 1210, 1216]"
"Type3","Block",506,510,1,0.1429,0,"SIMILARITY_PRESERVING","[48]","[48, 108, 128, 278, 279, 808, 866]","[48]"
"Type3","Block",506,513,3,0.5000,0,"SIMILARITY_PRESERVING","[48, 108, 128]","[48, 108, 128, 278, 279, 808, 866]","[48, 87, 108, 128, 278]"
"Type3","Block",506,515,3,0.5000,0,"SIMILARITY_PRESERVING","[48, 108, 128]","[48, 108, 128, 278, 279, 808, 866]","[48, 87, 108, 128, 278]"
"Type3","Block",506,516,1,0.1429,0,"SIMILARITY_PRESERVING","[48]","[48, 108, 128, 278, 279, 808, 866]","[48]"
"Type3","Block",506,517,1,0.1429,0,"SIMILARITY_PRESERVING","[48]","[48, 108, 128, 278, 279, 808, 866]","[48]"
"Type3","Block",506,992,1,0.1429,0,"SIMILARITY_PRESERVING","[279]","[48, 108, 128, 278, 279, 808, 866]","[279]"
"Type3","Block",507,509,1,0.1000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48, 108, 128, 278, 756, 866, 871, 1013, 1210, 1216]"
"Type3","Block",507,510,1,1.0000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48]"
"Type3","Block",507,513,1,0.2000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48, 87, 108, 128, 278]"
"Type3","Block",507,515,1,0.2000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48, 87, 108, 128, 278]"
"Type3","Block",507,516,1,1.0000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48]"
"Type3","Block",507,517,1,1.0000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48]"
"Type3","Block",509,510,1,0.1000,0,"SIMILARITY_PRESERVING","[48]","[48, 108, 128, 278, 756, 866, 871, 1013, 1210, 1216]","[48]"
"Type3","Block",509,513,4,0.3636,0,"SIMILARITY_PRESERVING","[48, 108, 128, 278]","[48, 108, 128, 278, 756, 866, 871, 1013, 1210, 1216]","[48, 87, 108, 128, 278]"
"Type3","Block",509,515,4,0.3636,0,"SIMILARITY_PRESERVING","[48, 108, 128, 278]","[48, 108, 128, 278, 756, 866, 871, 1013, 1210, 1216]","[48, 87, 108, 128, 278]"
"Type3","Block",509,516,1,0.1000,0,"SIMILARITY_PRESERVING","[48]","[48, 108, 128, 278, 756, 866, 871, 1013, 1210, 1216]","[48]"
"Type3","Block",509,517,1,0.1000,0,"SIMILARITY_PRESERVING","[48]","[48, 108, 128, 278, 756, 866, 871, 1013, 1210, 1216]","[48]"
"Type3","Block",510,513,1,0.2000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48, 87, 108, 128, 278]"
"Type3","Block",510,515,1,0.2000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48, 87, 108, 128, 278]"
"Type3","Block",510,516,1,1.0000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48]"
"Type3","Block",510,517,1,1.0000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48]"
"Type3","Block",511,512,2,0.4000,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48, 108, 128, 278]"
"Type3","Block",511,514,2,0.2500,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48, 108, 128, 278, 998, 1210, 1212]"
"Type3","Block",511,518,2,1.0000,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48]","[41, 48]"
"Type3","Block",512,514,5,0.6250,0,"SIMILARITY_PRESERVING","[41, 48, 108, 128, 278]","[41, 48, 108, 128, 278]","[41, 48, 108, 128, 278, 998, 1210, 1212]"
"Type3","Block",512,518,2,0.4000,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48, 108, 128, 278]","[41, 48]"
"Type3","Block",513,515,5,1.0000,0,"SIMILARITY_PRESERVING","[48, 87, 108, 128, 278]","[48, 87, 108, 128, 278]","[48, 87, 108, 128, 278]"
"Type3","Block",513,516,1,0.2000,0,"SIMILARITY_PRESERVING","[48]","[48, 87, 108, 128, 278]","[48]"
"Type3","Block",513,517,1,0.2000,0,"SIMILARITY_PRESERVING","[48]","[48, 87, 108, 128, 278]","[48]"
"Type3","Block",514,518,2,0.2500,0,"SIMILARITY_PRESERVING","[41, 48]","[41, 48, 108, 128, 278, 998, 1210, 1212]","[41, 48]"
"Type3","Block",515,516,1,0.2000,0,"SIMILARITY_PRESERVING","[48]","[48, 87, 108, 128, 278]","[48]"
"Type3","Block",515,517,1,0.2000,0,"SIMILARITY_PRESERVING","[48]","[48, 87, 108, 128, 278]","[48]"
"Type3","Block",516,517,1,1.0000,0,"SIMILARITY_PRESERVING","[48]","[48]","[48]"
"Type3","Block",596,597,1,1.0000,0,"SIMILARITY_PRESERVING","[91]","[91]","[91]"
"Type3","Block",115,116,3,0.3000,0,"RESYNCHRONIZING","[41, 43, 48]","[41, 43, 48]","[4, 41, 43, 48, 107, 128, 183, 829, 831, 1003]"
"Type3","Block",115,117,2,0.3333,0,"RESYNCHRONIZING","[41, 43]","[41, 43, 48]","[41, 43, 107, 183, 232]"
"Type3","Block",115,118,3,1.0000,0,"SIMILARITY_PRESERVING","[41, 43, 48]","[41, 43, 48]","[41, 43, 48]"
"Type3","Block",116,117,2,0.3636,0,"SIMILARITY_PRESERVING","[41, 43]","[4, 41, 43, 48, 107, 128, 183, 829, 831, 1003]","[41, 43, 107, 183, 232]"
"Type3","Block",116,118,3,0.3000,0,"SIMILARITY_PRESERVING","[41, 43, 48]","[4, 41, 43, 48, 107, 128, 183, 829, 831, 1003]","[41, 43, 48]"
"Type3","Block",117,118,2,0.3333,0,"SIMILARITY_PRESERVING","[41, 43]","[41, 43, 107, 183, 232]","[41, 43, 48]"
"Type3","Block",1039,1040,19,0.7500,1,"SIMILARITY_PRESERVING","[415, 528, 548, 560, 564, 569, 604, 631, 637, 693, 697, 699, 701, 704, 744, 747, 748, 750, 767]","[387, 389, 407, 415, 528, 548, 560, 564, 569, 604, 631, 637, 675, 693, 697, 699, 701, 704, 744, 747, 748, 750, 767]","[389, 407, 415, 528, 548, 560, 564, 569, 604, 631, 637, 693, 697, 699, 701, 704, 744, 747, 748, 750, 767, 781, 795, 797, 801, 826]"
"Type3","Block",1251,1252,1,1.0000,0,"SIMILARITY_PRESERVING","[1309]","[1309]","[1309]"
"Type3","Block",119,120,3,0.2143,0,"SIMILARITY_PRESERVING","[4, 41, 43]","[4, 41, 43]","[4, 41, 43, 48, 87, 107, 128, 183, 829, 831, 845, 1003, 1045, 1295]"
"Type3","Block",119,122,3,1.0000,0,"SIMILARITY_PRESERVING","[4, 41, 43]","[4, 41, 43]","[4, 41, 43]"
"Type3","Block",120,121,3,0.2222,0,"SIMILARITY_PRESERVING","[87, 107, 183]","[4, 41, 43, 48, 87, 107, 128, 183, 829, 831, 845, 1003, 1045, 1295]","[87, 107, 183, 232, 253, 693, 1131, 1295]"
"Type3","Block",120,122,3,0.2143,0,"SIMILARITY_PRESERVING","[4, 41, 43]","[4, 41, 43, 48, 87, 107, 128, 183, 829, 831, 845, 1003, 1045, 1295]","[4, 41, 43]"
"Type3","Block",123,124,1,0.1000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 94, 248, 756, 758, 1048, 1096, 1221, 1222]"
"Type3","Block",123,125,1,1.0000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41]"
"Type3","Block",123,126,1,0.2500,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 94, 248]"
"Type3","Block",124,125,1,0.1000,0,"SIMILARITY_PRESERVING","[41]","[41, 87, 94, 248, 756, 758, 1048, 1096, 1221, 1222]","[41]"
"Type3","Block",124,126,4,0.4000,0,"SIMILARITY_PRESERVING","[41, 87, 94, 248]","[41, 87, 94, 248, 756, 758, 1048, 1096, 1221, 1222]","[41, 87, 94, 248]"
"Type3","Block",125,126,1,0.2500,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 94, 248]"
"Type3","Block",127,128,2,0.4000,0,"SIMILARITY_PRESERVING","[8, 41]","[8, 41]","[8, 41, 87, 94, 248]"
"Type3","Block",127,129,2,0.4000,0,"SIMILARITY_PRESERVING","[8, 41]","[8, 41]","[8, 41, 87, 94, 248]"
"Type3","Block",127,130,2,1.0000,0,"SIMILARITY_PRESERVING","[8, 41]","[8, 41]","[8, 41]"
"Type3","Block",128,129,5,1.0000,0,"SIMILARITY_PRESERVING","[8, 41, 87, 94, 248]","[8, 41, 87, 94, 248]","[8, 41, 87, 94, 248]"
"Type3","Block",128,130,2,0.4000,0,"SIMILARITY_PRESERVING","[8, 41]","[8, 41, 87, 94, 248]","[8, 41]"
"Type3","Block",129,130,2,0.4000,0,"SIMILARITY_PRESERVING","[8, 41]","[8, 41, 87, 94, 248]","[8, 41]"
"Type3","Block",132,134,2,0.3333,0,"SIMILARITY_PRESERVING","[41, 44]","[4, 41, 44]","[41, 44, 87, 94, 248]"
"Type3","Block",887,888,11,1.0000,0,"SIMILARITY_PRESERVING","[182, 188, 194, 206, 214, 223, 232, 258, 266, 285, 299]","[182, 188, 194, 206, 214, 223, 232, 258, 266, 285, 299]","[182, 188, 194, 206, 214, 223, 232, 258, 266, 285, 299]"
"Type3","Block",1117,1118,1,0.5000,0,"SIMILARITY_PRESERVING","[907]","[907]","[907, 1316]"
"Type3","Block",519,520,1,1.0000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41]"
"Type3","Block",519,521,1,0.2500,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 94, 248]"
"Type3","Block",519,522,1,0.2500,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 94, 248]"
"Type3","Block",520,521,1,0.2500,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 94, 248]"
"Type3","Block",520,522,1,0.2500,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 87, 94, 248]"
"Type3","Block",521,522,4,1.0000,0,"SIMILARITY_PRESERVING","[41, 87, 94, 248]","[41, 87, 94, 248]","[41, 87, 94, 248]"
"Type3","Block",889,890,4,1.0000,0,"SIMILARITY_PRESERVING","[182, 219, 258, 266]","[182, 219, 258, 266]","[182, 219, 258, 266]"
"Type3","Block",139,141,1,0.2000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41, 576, 756, 759, 996]"
"Type3","Block",139,142,1,1.0000,0,"SIMILARITY_PRESERVING","[41]","[41]","[41]"
"Type3","Block",141,142,1,0.2000,0,"SIMILARITY_PRESERVING","[41]","[41, 576, 756, 759, 996]","[41]"
"Type3","Block",145,146,1,1.0000,0,"SIMILARITY_PRESERVING","[6]","[6]","[6]"
"Type3","Block",145,147,1,1.0000,0,"SIMILARITY_PRESERVING","[6]","[6]","[6]"
"Type3","Block",145,148,1,1.0000,0,"SIMILARITY_PRESERVING","[6]","[6]","[6]"
