Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | globalCloneId | Similarity
939 | Revision_939/Jmol/src/com/obrador/JpegEncoder.java | U | 963 | 983 | 19 | 161764 | 1 | 120 | 100
939 | Revision_939/Jmol/src/com/obrador/JpegEncoder.java | U | 992 | 1011 | 19 | 161765 | 1 | 121 | 100
939 | Revision_939/Jmol/src/com/obrador/JpegEncoder.java | U | 1062 | 1070 | 8 | 161766 | 2 | 122 | 100
939 | Revision_939/Jmol/src/com/obrador/JpegEncoder.java | U | 1169 | 1177 | 8 | 161767 | 2 | 123 | 100
939 | Revision_939/Jmol/src/com/obrador/JpegEncoder.java | U | 1133 | 1141 | 8 | 161768 | 2 | 124 | 100
939 | Revision_939/Jmol/src/com/obrador/JpegEncoder.java | U | 1098 | 1106 | 8 | 161769 | 2 | 125 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 479 | 483 | 5 | 161770 | 3 | 475 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 532 | 536 | 5 | 161771 | 3 | 476 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 669 | 687 | 20 | 161772 | 4 | 477 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 725 | 743 | 20 | 161773 | 4 | 479 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 697 | 715 | 20 | 161774 | 4 | 480 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 752 | 770 | 20 | 161775 | 4 | 478 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 1277 | 1283 | 7 | 161776 | 5 | 481 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 1599 | 1605 | 7 | 161777 | 5 | 482 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 1293 | 1299 | 8 | 161778 | 6 | 483 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 1618 | 1624 | 8 | 161779 | 6 | 484 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 1302 | 1327 | 27 | 161780 | 7 | 485 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 1627 | 1652 | 27 | 161781 | 7 | 486 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 1306 | 1310 | 5 | 161782 | 8 | 487 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 1318 | 1322 | 5 | 161783 | 8 | 488 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 1631 | 1635 | 5 | 161784 | 9 | 489 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 1643 | 1647 | 5 | 161785 | 9 | 490 | 100
939 | Revision_939/Jmol/src/freeware/PrintfFormat.java | U | 2082 | 2095 | 17 | 161786 | 10 | 491 | 100
