revision_number,method_name,method_signature,package_name,class_name,src,start_line,end_line,methodId,globalMethodId
639 | AsmParser | extern parserDefinition* AsmParser (void) |  | asm | asm.c | 365 | 385 | 407915 | 1
639 | AspParser | extern parserDefinition* AspParser (void) |  | asp | asp.c | 200 | 209 | 407916 | 2
639 | AwkParser | extern parserDefinition* AwkParser () |  | awk | awk.c | 70 | 79 | 407917 | 3
639 | BasicParser | parserDefinition *BasicParser (void) |  | basic | basic.c | 192 | 201 | 407918 | 619
639 | BetaParser | extern parserDefinition* BetaParser (void) |  | beta | beta.c | 310 | 319 | 407919 | 4
639 | CParser | extern parserDefinition* CParser (void) |  | c | c.c | 2847 | 2857 | 407920 | 5
639 | CobolParser | extern parserDefinition* CobolParser () |  | cobol | cobol.c | 39 | 48 | 407921 | 6
639 | CppParser | extern parserDefinition* CppParser (void) |  | c | c.c | 2859 | 2875 | 407922 | 7
639 | CsharpParser | extern parserDefinition* CsharpParser (void) |  | c | c.c | 2877 | 2887 | 407923 | 5
639 | ENTSEQNO | FUNCSTS func1(ENTSEQNO(seq)) {} |  | bug507864 | Test/bug507864.c | 1 | 2 | 407924 | 526
639 | EiffelParser | extern parserDefinition* EiffelParser (void) |  | eiffel | eiffel.c | 1246 | 1256 | 407925 | 8
639 | ErlangParser | extern parserDefinition *ErlangParser (void) |  | erlang | erlang.c | 178 | 187 | 407926 | 575
639 | FortranParser | extern parserDefinition* FortranParser (void) |  | fortran | fortran.c | 2194 | 2210 | 407927 | 9
639 | HtmlParser | extern parserDefinition* HtmlParser (void) |  | html | html.c | 39 | 47 | 407928 | 583
639 | JavaParser | extern parserDefinition* JavaParser (void) |  | c | c.c | 2889 | 2899 | 407929 | 10
639 | JavaScriptParser | extern parserDefinition* JavaScriptParser (void) |  | jscript | jscript.c | 1513 | 1527 | 407930 | 584
639 | L_getit | static void L_getit (vString *const name, const unsigned char *dbp) |  | lisp | lisp.c | 57 | 76 | 407931 | 11
639 | L_isdef | static int L_isdef (const unsigned char *strp) |  | lisp | lisp.c | 40 | 45 | 407932 | 12
639 | L_isquote | static int L_isquote (const unsigned char *strp) |  | lisp | lisp.c | 47 | 55 | 407933 | 13
639 | LispParser | extern parserDefinition* LispParser (void) |  | lisp | lisp.c | 126 | 137 | 407934 | 14
639 | LuaParser | extern parserDefinition* LuaParser (void) |  | lua | lua.c | 122 | 131 | 407935 | 520
639 | MEMTXT | FUNCSTS func2 (MEMTXT(form_msg), MEMTXT (text), MEMTXT (mail)) {} |  | bug507864 | Test/bug507864.c | 2 | 2 | 407936 | 527
639 | MakefileParser | extern parserDefinition* MakefileParser (void) |  | make | make.c | 198 | 209 | 407937 | 15
639 | PascalParser | extern parserDefinition* PascalParser (void) |  | pascal | pascal.c | 256 | 265 | 407938 | 16
639 | PerlParser | extern parserDefinition* PerlParser (void) |  | perl | perl.c | 371 | 380 | 407939 | 17
639 | PhpParser | extern parserDefinition* PhpParser (void) |  | php | php.c | 90 | 98 | 407940 | 18
639 | PythonParser | extern parserDefinition *PythonParser (void) |  | python | python.c | 447 | 456 | 407941 | 19
639 | RexxParser | extern parserDefinition* RexxParser (void) |  | rexx | rexx.c | 29 | 37 | 407942 | 20
639 | RubyParser | extern parserDefinition* RubyParser (void) |  | ruby | ruby.c | 397 | 406 | 407943 | 21
639 | SchemeParser | extern parserDefinition* SchemeParser (void) |  | scheme | scheme.c | 98 | 109 | 407944 | 22
639 | ShParser | extern parserDefinition* ShParser (void) |  | sh | sh.c | 102 | 113 | 407945 | 23
639 | SlangParser | extern parserDefinition* SlangParser (void) |  | slang | slang.c | 33 | 41 | 407946 | 24
639 | SmlParser | extern parserDefinition *SmlParser (void) |  | sml | sml.c | 201 | 210 | 407947 | 569
639 | SqlParser | extern parserDefinition* SqlParser (void) |  | sql | sql.c | 1904 | 1914 | 407948 | 554
639 | TclParser | extern parserDefinition* TclParser (void) |  | tcl | tcl.c | 105 | 114 | 407949 | 25
639 | VeraParser | extern parserDefinition* VeraParser (void) |  | c | c.c | 2901 | 2911 | 407950 | 5
639 | VerilogParser | extern parserDefinition* VerilogParser (void) |  | verilog | verilog.c | 328 | 338 | 407951 | 547
639 | VimParser | extern parserDefinition* VimParser (void) |  | vim | vim.c | 625 | 634 | 407952 | 26
639 | YaccParser | extern parserDefinition* YaccParser () |  | yacc | yacc.c | 30 | 38 | 407953 | 27
639 | absoluteDirname | extern char* absoluteDirname (char *file) |  | routines | routines.c | 791 | 806 | 407954 | 28
639 | absoluteFilename | extern char* absoluteFilename (const char *file) |  | routines | routines.c | 715 | 785 | 407955 | 29
639 | accessField | static const char* accessField (const statementInfo *const st) |  | c | c.c | 950 | 958 | 407956 | 30
639 | accessString | static const char *accessString (const accessType access) |  | c | c.c | 542 | 550 | 407957 | 31
639 | addContext | static void addContext (statementInfo *const st, const tokenInfo* const token) |  | c | c.c | 2299 | 2313 | 407958 | 32
639 | addContext | static void addContext (tokenInfo* const parent, const tokenInfo* const child) |  | jscript | jscript.c | 525 | 533 | 407959 | 32
639 | addContextSeparator | static void addContextSeparator (vString *const scope) |  | c | c.c | 960 | 966 | 407960 | 33
639 | addExtensionFields | static int addExtensionFields (const tagEntryInfo *const tag) |  | entry | entry.c | 705 | 766 | 407961 | 34
639 | addGenericName | static void addGenericName (tokenInfo *const token) |  | eiffel | eiffel.c | 227 | 232 | 407962 | 528
639 | addIgnoreListFromFile | static void addIgnoreListFromFile (const char *const fileName) |  | options | options.c | 1329 | 1338 | 407963 | 35
639 | addKeyword | extern void addKeyword (const char *const string, langType language, int value) |  | keyword | keyword.c | 123 | 154 | 407964 | 36
639 | addLanguageMap | static char* addLanguageMap (const langType language, char* map) |  | options | options.c | 973 | 1018 | 407965 | 37
639 | addLanguagePatternMap | extern void addLanguagePatternMap (const langType language, const char* ptrn) |  | parse | parse.c | 256 | 265 | 407966 | 38
639 | addParentClass | static void addParentClass (statementInfo *const st, tokenInfo *const token) |  | c | c.c | 1656 | 1664 | 407967 | 39
639 | addPseudoTags | static void addPseudoTags (void) |  | entry | entry.c | 142 | 167 | 407968 | 40
639 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) |  | jscript | jscript.c | 535 | 543 | 407969 | 628
639 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) |  | sql | sql.c | 651 | 659 | 407970 | 628
639 | add_item | static add_item (head, tail, value, count) |  | argproc | argproc.c | 230 | 231 | 407971 | 41
639 | advanceToken | static void advanceToken (statementInfo* const st) |  | c | c.c | 490 | 497 | 407972 | 42
639 | alt_match_null_string_p | alt_match_null_string_p (p, end, reg_info) |  | regex | gnu_regex/regex.c | 4470 | 4471 | 407973 | 666
639 | analyzeIdentifier | static void analyzeIdentifier (tokenInfo *const token) |  | c | c.c | 1433 | 1463 | 407974 | 43
639 | analyzeKeyword | static keywordId analyzeKeyword (const char *const name) |  | c | c.c | 1427 | 1431 | 407975 | 44
639 | analyzeOperator | static opKeyword analyzeOperator (const vString *const op) |  | asm | asm.c | 130 | 139 | 407976 | 551
639 | analyzeParens | static void analyzeParens (statementInfo *const st) |  | c | c.c | 2251 | 2293 | 407977 | 45
639 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) |  | c | c.c | 2028 | 2431 | 407978 | 46
639 | analyzeToken | static keywordId analyzeToken (vString *const name) |  | eiffel | eiffel.c | 602 | 612 | 407979 | 47
639 | analyzeToken | static keywordId analyzeToken (vString *const name) |  | fortran | fortran.c | 870 | 880 | 407980 | 47
639 | analyzeToken | static keywordId analyzeToken (vString *const name) |  | jscript | jscript.c | 335 | 343 | 407981 | 47
639 | analyzeToken | static keywordId analyzeToken (vString *const name) |  | sql | sql.c | 476 | 484 | 407982 | 47
639 | ancestorClear | static void ancestorClear (void) |  | fortran | fortran.c | 373 | 382 | 407983 | 48
639 | ancestorPop | static void ancestorPop (void) |  | fortran | fortran.c | 337 | 349 | 407984 | 49
639 | ancestorPush | static void ancestorPush (tokenInfo *const token) |  | fortran | fortran.c | 317 | 335 | 407985 | 50
639 | ancestorScope | static const tokenInfo* ancestorScope (void) |  | fortran | fortran.c | 351 | 363 | 407986 | 588
639 | ancestorTop | static const tokenInfo* ancestorTop (void) |  | fortran | fortran.c | 365 | 369 | 407987 | 51
639 | argDelete | extern void argDelete (Arguments* const current) |  | args | args.c | 265 | 272 | 407988 | 52
639 | argForth | extern void argForth (Arguments* const current) |  | args | args.c | 238 | 263 | 407989 | 53
639 | argItem | extern char *argItem (const Arguments* const current) |  | args | args.c | 213 | 218 | 407990 | 54
639 | argNewFromArgv | extern Arguments* argNewFromArgv (char* const* const argv) |  | args | args.c | 181 | 190 | 407991 | 55
639 | argNewFromFile | extern Arguments* argNewFromFile (FILE* const fp) |  | args | args.c | 192 | 200 | 407992 | 56
639 | argNewFromLineFile | extern Arguments* argNewFromLineFile (FILE* const fp) |  | args | args.c | 202 | 211 | 407993 | 57
639 | argNewFromString | extern Arguments* argNewFromString (const char* const string) |  | args | args.c | 169 | 179 | 407994 | 58
639 | argOff | extern boolean argOff (const Arguments* const current) |  | args | args.c | 220 | 224 | 407995 | 59
639 | argSetLineMode | extern void argSetLineMode (Arguments* const current) |  | args | args.c | 232 | 236 | 407996 | 60
639 | argSetWordMode | extern void argSetWordMode (Arguments* const current) |  | args | args.c | 226 | 230 | 407997 | 61
639 | at_begline_loc_p | at_begline_loc_p (pattern, p, syntax) |  | regex | gnu_regex/regex.c | 2135 | 2136 | 407998 | 667
639 | at_endline_loc_p | at_endline_loc_p (p, pend, syntax) |  | regex | gnu_regex/regex.c | 2154 | 2155 | 407999 | 668
639 | background_process | background_process (argc, argv) |  | argproc | argproc.c | 468 | 469 | 408000 | 62
639 | baseFilename | extern const char *baseFilename (const char *const filePath) |  | routines | routines.c | 567 | 599 | 408001 | 63
639 | bcmp_translate | bcmp_translate (s1, s2, len, translate) |  | regex | gnu_regex/regex.c | 4595 | 4596 | 408002 | 669
639 | beginEtagsFile | extern void beginEtagsFile (void) |  | entry | entry.c | 544 | 548 | 408003 | 64
639 | buildAsmKeywordHash | static void buildAsmKeywordHash (void) |  | asm | asm.c | 119 | 128 | 408004 | 552
639 | buildEiffelKeywordHash | static void buildEiffelKeywordHash (void) |  | eiffel | eiffel.c | 213 | 223 | 408005 | 65
639 | buildFortranKeywordHash | static void buildFortranKeywordHash (void) |  | fortran | fortran.c | 396 | 406 | 408006 | 66
639 | buildJsKeywordHash | static void buildJsKeywordHash (void) |  | jscript | jscript.c | 179 | 189 | 408007 | 629
639 | buildKeywordHash | static void buildKeywordHash (const langType language, unsigned int idx) |  | c | c.c | 2805 | 2815 | 408008 | 67
639 | buildSqlKeywordHash | static void buildSqlKeywordHash (void) |  | sql | sql.c | 347 | 357 | 408009 | 555
639 | cArgDelete | extern void cArgDelete (cookedArgs* const current) |  | options | options.c | 578 | 584 | 408010 | 68
639 | cArgForth | extern void cArgForth (cookedArgs* const current) |  | options | options.c | 613 | 634 | 408011 | 69
639 | cArgIsOption | extern boolean cArgIsOption (cookedArgs* const current) |  | options | options.c | 601 | 605 | 408012 | 70
639 | cArgItem | extern const char* cArgItem (cookedArgs* const current) |  | options | options.c | 607 | 611 | 408013 | 71
639 | cArgNewFromArgv | extern cookedArgs* cArgNewFromArgv (char* const* const argv) |  | options | options.c | 551 | 558 | 408014 | 72
639 | cArgNewFromFile | extern cookedArgs* cArgNewFromFile (FILE* const fp) |  | options | options.c | 560 | 567 | 408015 | 73
639 | cArgNewFromLineFile | extern cookedArgs* cArgNewFromLineFile (FILE* const fp) |  | options | options.c | 569 | 576 | 408016 | 74
639 | cArgNewFromString | extern cookedArgs* cArgNewFromString (const char* string) |  | options | options.c | 542 | 549 | 408017 | 75
639 | cArgOff | extern boolean cArgOff (cookedArgs* const current) |  | options | options.c | 595 | 599 | 408018 | 76
639 | cArgOptionPending | static boolean cArgOptionPending (cookedArgs* const current) |  | options | options.c | 586 | 593 | 408019 | 77
639 | cArgRead | static void cArgRead (cookedArgs *const current) |  | options | options.c | 507 | 540 | 408020 | 78
639 | cTagKind | static cKind cTagKind (const tagType type) |  | c | c.c | 796 | 818 | 408021 | 79
639 | canMatch | static boolean canMatch (const unsigned char** s, const char* literal) |  | ruby | ruby.c | 81 | 96 | 408022 | 608
639 | canonicalizePath | static void canonicalizePath (char *const path __unused__) |  | routines | routines.c | 529 | 537 | 408023 | 595
639 | catFile | extern void catFile (const char *const name) |  | sort | sort.c | 34 | 46 | 408024 | 81
639 | charIsIn | static boolean charIsIn (char ch, const char* list) |  | ruby | ruby.c | 157 | 160 | 408025 | 609
639 | checkForLabel | static void checkForLabel (void) |  | fortran | fortran.c | 882 | 909 | 408026 | 82
639 | checkOptionOrder | static void checkOptionOrder (const char* const option) |  | options | options.c | 1417 | 1421 | 408027 | 83
639 | checkOptions | extern void checkOptions (void) |  | options | options.c | 404 | 433 | 408028 | 84
639 | checkRegex | extern void checkRegex (void) |  | lregex | lregex.c | 691 | 702 | 408029 | 85
639 | checkSameFile | static boolean checkSameFile (const char *const fileName) |  | options | options.c | 1640 | 1643 | 408030 | 532
639 | checkStatementEnd | static void checkStatementEnd (statementInfo *const st) |  | c | c.c | 2602 | 2619 | 408031 | 86
639 | chooseBranch | static void chooseBranch (void) |  | get | get.c | 247 | 256 | 408032 | 87
639 | clearLanguageMap | extern void clearLanguageMap (const langType language) |  | parse | parse.c | 249 | 254 | 408033 | 88
639 | clearPatternSet | static void clearPatternSet (const langType language) |  | lregex | lregex.c | 102 | 135 | 408034 | 89
639 | clock | static clock_t clock (void) |  | main | main.c | 409 | 415 | 408035 | 91
639 | closeTagFile | extern void closeTagFile (const boolean resize) |  | entry | entry.c | 522 | 542 | 408036 | 92
639 | closedir | int closedir(DIR *dirp) |  | mac | mac.c | 132 | 137 | 408037 | 93
639 | common_op_match_null_string_p | common_op_match_null_string_p (p, end, reg_info) |  | regex | gnu_regex/regex.c | 4507 | 4508 | 408038 | 670
639 | compareTags | static int compareTags (const void *const one, const void *const two) |  | sort | sort.c | 125 | 131 | 408039 | 94
639 | compareTagsFolded | static int compareTagsFolded(const void *const one, const void *const two) |  | sort | sort.c | 117 | 123 | 408040 | 94
639 | compileRegex | static regex_t* compileRegex (const char* const regexp, const char* const flags) |  | lregex | lregex.c | 313 | 341 | 408041 | 525
639 | compile_range | compile_range (p_ptr, pend, translate, syntax, b) |  | regex | gnu_regex/regex.c | 2204 | 2205 | 408042 | 671
639 | concat | static char* concat (const char *s1, const char *s2, const char *s3) |  | routines | routines.c | 698 | 709 | 408043 | 95
639 | copyBytes | extern void copyBytes (FILE* const fromFp, FILE* const toFp, const long size) |  | entry | entry.c | 339 | 356 | 408044 | 96
639 | copyFile | extern void copyFile (const char *const from, const char *const to, const long size) |  | entry | entry.c | 358 | 375 | 408045 | 97
639 | copyName | static void copyName (tagFile *const file) |  | readtags | readtags.c | 153 | 171 | 408046 | 98
639 | copyToken | static void copyToken (tokenInfo *const dest, const tokenInfo *const src) |  | c | c.c | 1615 | 1622 | 408047 | 99
639 | copyToken | static void copyToken (tokenInfo *const dest, tokenInfo *const src) |  | jscript | jscript.c | 445 | 454 | 408048 | 99
639 | cppBeginStatement | extern void cppBeginStatement (void) |  | get | get.c | 144 | 147 | 408049 | 100
639 | cppEndStatement | extern void cppEndStatement (void) |  | get | get.c | 149 | 152 | 408050 | 101
639 | cppGetc | extern int cppGetc (void) |  | get | get.c | 534 | 667 | 408051 | 102
639 | cppInit | extern void cppInit (const boolean state, const boolean hasAtLiteralStrings) |  | get | get.c | 111 | 133 | 408052 | 103
639 | cppTerminate | extern void cppTerminate (void) |  | get | get.c | 135 | 142 | 408053 | 104
639 | cppUngetc | extern void cppUngetc (const int c) |  | get | get.c | 164 | 169 | 408054 | 105
639 | createTagsForAmigaWildcard | static boolean createTagsForAmigaWildcard (const char *const pattern) |  | main | main.c | 220 | 244 | 408055 | 108
639 | createTagsForArgs | static boolean createTagsForArgs (cookedArgs *const args) |  | main | main.c | 335 | 354 | 408056 | 106
639 | createTagsForEntry | static boolean createTagsForEntry (const char *const entryName) |  | main | main.c | 286 | 307 | 408057 | 107
639 | createTagsForWildcardArg | static boolean createTagsForWildcardArg (const char *const arg) |  | main | main.c | 311 | 331 | 408058 | 106
639 | createTagsForWildcardUsingFindfirst | static boolean createTagsForWildcardUsingFindfirst (const char *const pattern) |  | main | main.c | 189 | 216 | 408059 | 590
639 | createTagsFromFileInput | static boolean createTagsFromFileInput (FILE *const fp, const boolean filter) |  | main | main.c | 358 | 380 | 408060 | 109
639 | createTagsFromListFile | static boolean createTagsFromListFile (const char *const fileName) |  | main | main.c | 384 | 399 | 408061 | 110
639 | csharpTagKind | static csharpKind csharpTagKind (const tagType type) |  | c | c.c | 820 | 841 | 408062 | 79
639 | currentConditional | static conditionalInfo *currentConditional (void) |  | get | get.c | 209 | 212 | 408063 | 111
639 | custom_expand | int custom_expand (char * param, char ***argvptr, int *argcptr) |  | qdos | qdos.c | 43 | 104 | 408064 | 112
639 | debugCppIgnore | extern void debugCppIgnore (const boolean ignore) |  | debug | debug.c | 66 | 69 | 408065 | 113
639 | debugCppNest | extern void debugCppNest (const boolean begin, const unsigned int level) |  | debug | debug.c | 61 | 64 | 408066 | 114
639 | debugEntry | extern void debugEntry (const tagEntryInfo *const tag) |  | debug | debug.c | 71 | 109 | 408067 | 115
639 | debugParseNest | extern void debugParseNest (const boolean increase, const unsigned int level) |  | debug | debug.c | 56 | 59 | 408068 | 116
639 | debugPutc | extern void debugPutc (const int level, const int c) |  | debug | debug.c | 44 | 54 | 408069 | 117
639 | declString | static const char *declString (const declType declaration) |  | c | c.c | 591 | 601 | 408070 | 118
639 | declToTagType | static tagType declToTagType (const declType declaration) |  | c | c.c | 928 | 948 | 408071 | 119
639 | deleteAllStatements | static void deleteAllStatements (void) |  | c | c.c | 2577 | 2581 | 408072 | 120
639 | deleteStatement | static void deleteStatement (void) |  | c | c.c | 2560 | 2575 | 408073 | 121
