revision_number,method_name,method_signature,package_name,class_name,src,start_line,end_line,methodId,globalMethodId
772 | AntParser | extern parserDefinition* AntParser () |  | ant | ant.c | 32 | 40 | 526681 | 727
772 | AsmParser | extern parserDefinition* AsmParser (void) |  | asm | asm.c | 365 | 385 | 526682 | 1
772 | AspParser | extern parserDefinition* AspParser (void) |  | asp | asp.c | 316 | 325 | 526683 | 2
772 | AwkParser | extern parserDefinition* AwkParser () |  | awk | awk.c | 70 | 79 | 526684 | 3
772 | BasicParser | parserDefinition *BasicParser (void) |  | basic | basic.c | 192 | 201 | 526685 | 619
772 | BetaParser | extern parserDefinition* BetaParser (void) |  | beta | beta.c | 310 | 319 | 526686 | 4
772 | CParser | extern parserDefinition* CParser (void) |  | c | c.c | 2866 | 2876 | 526687 | 5
772 | CobolParser | extern parserDefinition* CobolParser () |  | cobol | cobol.c | 39 | 48 | 526688 | 6
772 | CppParser | extern parserDefinition* CppParser (void) |  | c | c.c | 2878 | 2894 | 526689 | 7
772 | CsharpParser | extern parserDefinition* CsharpParser (void) |  | c | c.c | 2896 | 2906 | 526690 | 5
772 | DosBatchParser | extern parserDefinition* DosBatchParser () |  | dosbatch | dosbatch.c | 32 | 40 | 526691 | 728
772 | ENTSEQNO | FUNCSTS func1(ENTSEQNO(seq)) {} |  | bug507864 | Test/bug507864.c | 1 | 2 | 526692 | 526
772 | EiffelParser | extern parserDefinition* EiffelParser (void) |  | eiffel | eiffel.c | 1258 | 1268 | 526693 | 8
772 | ErlangParser | extern parserDefinition *ErlangParser (void) |  | erlang | erlang.c | 178 | 187 | 526694 | 575
772 | FlexParser | extern parserDefinition* FlexParser (void) |  | flex | flex.c | 2408 | 2422 | 526695 | 717
772 | FortranParser | extern parserDefinition* FortranParser (void) |  | fortran | fortran.c | 2179 | 2195 | 526696 | 9
772 | HtmlParser | extern parserDefinition* HtmlParser (void) |  | html | html.c | 39 | 47 | 526697 | 583
772 | JavaParser | extern parserDefinition* JavaParser (void) |  | c | c.c | 2908 | 2918 | 526698 | 10
772 | JavaScriptParser | extern parserDefinition* JavaScriptParser (void) |  | jscript | jscript.c | 1620 | 1634 | 526699 | 584
772 | L_getit | static void L_getit (vString *const name, const unsigned char *dbp) |  | lisp | lisp.c | 57 | 76 | 526700 | 11
772 | L_isdef | static int L_isdef (const unsigned char *strp) |  | lisp | lisp.c | 40 | 45 | 526701 | 12
772 | L_isquote | static int L_isquote (const unsigned char *strp) |  | lisp | lisp.c | 47 | 55 | 526702 | 13
772 | LispParser | extern parserDefinition* LispParser (void) |  | lisp | lisp.c | 126 | 137 | 526703 | 14
772 | LuaParser | extern parserDefinition* LuaParser (void) |  | lua | lua.c | 122 | 131 | 526704 | 520
772 | MEMTXT | FUNCSTS func2 (MEMTXT(form_msg), MEMTXT (text), MEMTXT (mail)) {} |  | bug507864 | Test/bug507864.c | 2 | 2 | 526705 | 527
772 | MakefileParser | extern parserDefinition* MakefileParser (void) |  | make | make.c | 204 | 215 | 526706 | 15
772 | MatLabParser | extern parserDefinition* MatLabParser () |  | matlab | matlab.c | 34 | 42 | 526707 | 729
772 | ObjcParser | extern parserDefinition *ObjcParser (void) |  | objc | objc.c | 1136 | 1147 | 526708 | 883
772 | OcamlParser | extern parserDefinition *OcamlParser (void) |  | ocaml | ocaml.c | 1863 | 1874 | 526709 | 832
772 | PascalParser | extern parserDefinition* PascalParser (void) |  | pascal | pascal.c | 256 | 265 | 526710 | 16
772 | PerlParser | extern parserDefinition* PerlParser (void) |  | perl | perl.c | 371 | 380 | 526711 | 17
772 | PhpParser | extern parserDefinition* PhpParser (void) |  | php | php.c | 90 | 98 | 526712 | 18
772 | PythonParser | extern parserDefinition *PythonParser (void) |  | python | python.c | 762 | 771 | 526713 | 19
772 | RexxParser | extern parserDefinition* RexxParser (void) |  | rexx | rexx.c | 29 | 37 | 526714 | 20
772 | RubyParser | extern parserDefinition* RubyParser (void) |  | ruby | ruby.c | 397 | 406 | 526715 | 21
772 | SchemeParser | extern parserDefinition* SchemeParser (void) |  | scheme | scheme.c | 98 | 109 | 526716 | 22
772 | ShParser | extern parserDefinition* ShParser (void) |  | sh | sh.c | 102 | 113 | 526717 | 23
772 | SlangParser | extern parserDefinition* SlangParser (void) |  | slang | slang.c | 33 | 41 | 526718 | 24
772 | SmlParser | extern parserDefinition *SmlParser (void) |  | sml | sml.c | 201 | 210 | 526719 | 569
772 | SqlParser | extern parserDefinition* SqlParser (void) |  | sql | sql.c | 2359 | 2369 | 526720 | 554
772 | TclParser | extern parserDefinition* TclParser (void) |  | tcl | tcl.c | 105 | 114 | 526721 | 25
772 | TexParser | extern parserDefinition* TexParser (void) |  | tex | tex.c | 500 | 514 | 526722 | 730
772 | UNUSED | static void ignoreToken (vString * const UNUSED (ident), ocaToken UNUSED (what)) |  | ocaml | ocaml.c | 817 | 820 | 526723 | 833
772 | VeraParser | extern parserDefinition* VeraParser (void) |  | c | c.c | 2920 | 2930 | 526724 | 5
772 | VerilogParser | extern parserDefinition* VerilogParser (void) |  | verilog | verilog.c | 329 | 339 | 526725 | 547
772 | VhdlParser | extern parserDefinition *VhdlParser (void) |  | vhdl | vhdl.c | 823 | 833 | 526726 | 705
772 | VimParser | extern parserDefinition* VimParser (void) |  | vim | vim.c | 636 | 645 | 526727 | 26
772 | YaccParser | extern parserDefinition* YaccParser () |  | yacc | yacc.c | 30 | 38 | 526728 | 27
772 | absoluteDirname | extern char* absoluteDirname (char *file) |  | routines | routines.c | 791 | 806 | 526729 | 28
772 | absoluteFilename | extern char* absoluteFilename (const char *file) |  | routines | routines.c | 715 | 785 | 526730 | 29
772 | accessField | static const char* accessField (const statementInfo *const st) |  | c | c.c | 953 | 961 | 526731 | 30
772 | accessString | static const char *accessString (const accessType access) |  | c | c.c | 544 | 552 | 526732 | 31
772 | addContext | static void addContext (statementInfo *const st, const tokenInfo* const token) |  | c | c.c | 2338 | 2352 | 526733 | 32
772 | addContext | static void addContext (tokenInfo* const parent, const tokenInfo* const child) |  | flex | flex.c | 829 | 837 | 526734 | 32
772 | addContext | static void addContext (tokenInfo* const parent, const tokenInfo* const child) |  | jscript | jscript.c | 535 | 543 | 526735 | 32
772 | addContextSeparator | static void addContextSeparator (vString *const scope) |  | c | c.c | 963 | 969 | 526736 | 33
772 | addExtensionFields | static int addExtensionFields (const tagEntryInfo *const tag) |  | entry | entry.c | 705 | 766 | 526737 | 34
772 | addGenericName | static void addGenericName (tokenInfo *const token) |  | eiffel | eiffel.c | 235 | 240 | 526738 | 528
772 | addIgnoreListFromFile | static void addIgnoreListFromFile (const char *const fileName) |  | options | options.c | 1329 | 1338 | 526739 | 35
772 | addKeyword | extern void addKeyword (const char *const string, langType language, int value) |  | keyword | keyword.c | 123 | 153 | 526740 | 36
772 | addLanguageMap | static char* addLanguageMap (const langType language, char* map) |  | options | options.c | 973 | 1018 | 526741 | 37
772 | addLanguagePatternMap | extern void addLanguagePatternMap (const langType language, const char* ptrn) |  | parse | parse.c | 256 | 265 | 526742 | 38
772 | addParentClass | static void addParentClass (statementInfo *const st, tokenInfo *const token) |  | c | c.c | 1659 | 1667 | 526743 | 39
772 | addPseudoTags | static void addPseudoTags (void) |  | entry | entry.c | 142 | 167 | 526744 | 40
772 | addTag | static void addTag (vString * const ident, int kind) |  | objc | objc.c | 483 | 488 | 526745 | 834
772 | addTag | static void addTag (vString * const ident, int kind) |  | ocaml | ocaml.c | 887 | 895 | 526746 | 834
772 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) |  | flex | flex.c | 839 | 847 | 526747 | 628
772 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) |  | jscript | jscript.c | 545 | 553 | 526748 | 628
772 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) |  | sql | sql.c | 697 | 705 | 526749 | 628
772 | add_item | static add_item (head, tail, value, count) |  | argproc | argproc.c | 230 | 231 | 526750 | 41
772 | advanceToken | static void advanceToken (statementInfo* const st) |  | c | c.c | 492 | 499 | 526751 | 42
772 | analyze | analyze (regex_t *preg) |  | regcomp | gnu_regex/regcomp.c | 1112 | 1169 | 526752 | 739
772 | analyzeIdentifier | static void analyzeIdentifier (tokenInfo *const token) |  | c | c.c | 1436 | 1466 | 526753 | 43
772 | analyzeKeyword | static keywordId analyzeKeyword (const char *const name) |  | c | c.c | 1430 | 1434 | 526754 | 44
772 | analyzeOperator | static opKeyword analyzeOperator (const vString *const op) |  | asm | asm.c | 130 | 139 | 526755 | 551
772 | analyzeParens | static void analyzeParens (statementInfo *const st) |  | c | c.c | 2290 | 2332 | 526756 | 45
772 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) |  | c | c.c | 2032 | 2475 | 526757 | 46
772 | analyzeToken | extern int analyzeToken (vString *const name, langType language) |  | keyword | keyword.c | 194 | 202 | 526758 | 47
772 | ancestorClear | static void ancestorClear (void) |  | fortran | fortran.c | 374 | 383 | 526759 | 48
772 | ancestorPop | static void ancestorPop (void) |  | fortran | fortran.c | 338 | 350 | 526760 | 49
772 | ancestorPush | static void ancestorPush (tokenInfo *const token) |  | fortran | fortran.c | 318 | 336 | 526761 | 50
772 | ancestorScope | static const tokenInfo* ancestorScope (void) |  | fortran | fortran.c | 352 | 364 | 526762 | 588
772 | ancestorTop | static const tokenInfo* ancestorTop (void) |  | fortran | fortran.c | 366 | 370 | 526763 | 51
772 | argDelete | extern void argDelete (Arguments* const current) |  | args | args.c | 265 | 272 | 526764 | 52
772 | argForth | extern void argForth (Arguments* const current) |  | args | args.c | 238 | 263 | 526765 | 53
772 | argItem | extern char *argItem (const Arguments* const current) |  | args | args.c | 213 | 218 | 526766 | 54
772 | argNewFromArgv | extern Arguments* argNewFromArgv (char* const* const argv) |  | args | args.c | 181 | 190 | 526767 | 55
772 | argNewFromFile | extern Arguments* argNewFromFile (FILE* const fp) |  | args | args.c | 192 | 200 | 526768 | 56
772 | argNewFromLineFile | extern Arguments* argNewFromLineFile (FILE* const fp) |  | args | args.c | 202 | 211 | 526769 | 57
772 | argNewFromString | extern Arguments* argNewFromString (const char* const string) |  | args | args.c | 169 | 179 | 526770 | 58
772 | argOff | extern boolean argOff (const Arguments* const current) |  | args | args.c | 220 | 224 | 526771 | 59
772 | argSetLineMode | extern void argSetLineMode (Arguments* const current) |  | args | args.c | 232 | 236 | 526772 | 60
772 | argSetWordMode | extern void argSetWordMode (Arguments* const current) |  | args | args.c | 226 | 230 | 526773 | 61
