revision_number,method_name,method_signature,package_name,class_name,src,start_line,end_line,methodId,globalMethodId
751 | AntParser | extern parserDefinition* AntParser () |  | ant | ant.c | 32 | 40 | 506072 | 727
751 | AsmParser | extern parserDefinition* AsmParser (void) |  | asm | asm.c | 365 | 385 | 506073 | 1
751 | AspParser | extern parserDefinition* AspParser (void) |  | asp | asp.c | 316 | 325 | 506074 | 2
751 | AwkParser | extern parserDefinition* AwkParser () |  | awk | awk.c | 70 | 79 | 506075 | 3
751 | BasicParser | parserDefinition *BasicParser (void) |  | basic | basic.c | 192 | 201 | 506076 | 619
751 | BetaParser | extern parserDefinition* BetaParser (void) |  | beta | beta.c | 310 | 319 | 506077 | 4
751 | CParser | extern parserDefinition* CParser (void) |  | c | c.c | 2866 | 2876 | 506078 | 5
751 | CobolParser | extern parserDefinition* CobolParser () |  | cobol | cobol.c | 39 | 48 | 506079 | 6
751 | CppParser | extern parserDefinition* CppParser (void) |  | c | c.c | 2878 | 2894 | 506080 | 7
751 | CsharpParser | extern parserDefinition* CsharpParser (void) |  | c | c.c | 2896 | 2906 | 506081 | 5
751 | DosBatchParser | extern parserDefinition* DosBatchParser () |  | dosbatch | dosbatch.c | 32 | 40 | 506082 | 728
751 | ENTSEQNO | FUNCSTS func1(ENTSEQNO(seq)) {} |  | bug507864 | Test/bug507864.c | 1 | 2 | 506083 | 526
751 | EiffelParser | extern parserDefinition* EiffelParser (void) |  | eiffel | eiffel.c | 1258 | 1268 | 506084 | 8
751 | ErlangParser | extern parserDefinition *ErlangParser (void) |  | erlang | erlang.c | 178 | 187 | 506085 | 575
751 | FlexParser | extern parserDefinition* FlexParser (void) |  | flex | flex.c | 2273 | 2287 | 506086 | 717
751 | FortranParser | extern parserDefinition* FortranParser (void) |  | fortran | fortran.c | 2179 | 2195 | 506087 | 9
751 | HtmlParser | extern parserDefinition* HtmlParser (void) |  | html | html.c | 39 | 47 | 506088 | 583
751 | JavaParser | extern parserDefinition* JavaParser (void) |  | c | c.c | 2908 | 2918 | 506089 | 10
751 | JavaScriptParser | extern parserDefinition* JavaScriptParser (void) |  | jscript | jscript.c | 1557 | 1571 | 506090 | 584
751 | L_getit | static void L_getit (vString *const name, const unsigned char *dbp) |  | lisp | lisp.c | 57 | 76 | 506091 | 11
751 | L_isdef | static int L_isdef (const unsigned char *strp) |  | lisp | lisp.c | 40 | 45 | 506092 | 12
751 | L_isquote | static int L_isquote (const unsigned char *strp) |  | lisp | lisp.c | 47 | 55 | 506093 | 13
751 | LispParser | extern parserDefinition* LispParser (void) |  | lisp | lisp.c | 126 | 137 | 506094 | 14
751 | LuaParser | extern parserDefinition* LuaParser (void) |  | lua | lua.c | 122 | 131 | 506095 | 520
751 | MEMTXT | FUNCSTS func2 (MEMTXT(form_msg), MEMTXT (text), MEMTXT (mail)) {} |  | bug507864 | Test/bug507864.c | 2 | 2 | 506096 | 527
751 | MakefileParser | extern parserDefinition* MakefileParser (void) |  | make | make.c | 204 | 215 | 506097 | 15
751 | MatLabParser | extern parserDefinition* MatLabParser () |  | matlab | matlab.c | 34 | 42 | 506098 | 729
751 | OcamlParser | extern parserDefinition *OcamlParser (void) |  | ocaml | ocaml.c | 1831 | 1842 | 506099 | 832
751 | PascalParser | extern parserDefinition* PascalParser (void) |  | pascal | pascal.c | 256 | 265 | 506100 | 16
751 | PerlParser | extern parserDefinition* PerlParser (void) |  | perl | perl.c | 371 | 380 | 506101 | 17
751 | PhpParser | extern parserDefinition* PhpParser (void) |  | php | php.c | 90 | 98 | 506102 | 18
751 | PythonParser | extern parserDefinition *PythonParser (void) |  | python | python.c | 760 | 769 | 506103 | 19
751 | RexxParser | extern parserDefinition* RexxParser (void) |  | rexx | rexx.c | 29 | 37 | 506104 | 20
751 | RubyParser | extern parserDefinition* RubyParser (void) |  | ruby | ruby.c | 397 | 406 | 506105 | 21
751 | SchemeParser | extern parserDefinition* SchemeParser (void) |  | scheme | scheme.c | 98 | 109 | 506106 | 22
751 | ShParser | extern parserDefinition* ShParser (void) |  | sh | sh.c | 102 | 113 | 506107 | 23
751 | SlangParser | extern parserDefinition* SlangParser (void) |  | slang | slang.c | 33 | 41 | 506108 | 24
