Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | Similarity
1221 | Revision_1221/jnamed.java | U | 180 | 188 | 8 | 285437 | 1 | 100
1221 | Revision_1221/jnamed.java | U | 189 | 197 | 8 | 285438 | 1 | 100
1221 | Revision_1221/jnamed.java | U | 473 | 482 | 9 | 285439 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/Cache.java | U | 62 | 68 | 9 | 285440 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/RPRecord.java | U | 57 | 63 | 9 | 285441 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/MX_KXRecord.java | U | 52 | 58 | 9 | 285442 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/RTRecord.java | U | 58 | 64 | 9 | 285443 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/MINFORecord.java | U | 61 | 67 | 9 | 285444 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/AFSDBRecord.java | U | 56 | 62 | 9 | 285445 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/PXRecord.java | U | 63 | 71 | 9 | 285446 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/Cache.java | U | 98 | 107 | 9 | 285447 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/NSECRecord.java | U | 113 | 121 | 9 | 285448 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/DSRecord.java | U | 74 | 87 | 9 | 285449 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/A6Record.java | U | 72 | 82 | 9 | 285450 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/CERTRecord.java | U | 146 | 163 | 9 | 285451 | 2 | 71
1221 | Revision_1221/org/xbill/DNS/KEYBase.java | U | 67 | 86 | 9 | 285452 | 2 | 71
1221 | Revision_1221/jnamed.java | U | 537 | 542 | 7 | 285453 | 3 | 75
1221 | Revision_1221/org/xbill/DNS/FindServer.java | U | 238 | 244 | 7 | 285454 | 3 | 75
1221 | Revision_1221/org/xbill/DNS/Name.java | U | 193 | 199 | 7 | 285455 | 3 | 75
1221 | Revision_1221/org/xbill/DNS/SimpleResolver.java | U | 403 | 408 | 7 | 285456 | 3 | 75
1221 | Revision_1221/org/xbill/DNS/dns.java | U | 85 | 91 | 7 | 285457 | 3 | 75
1221 | Revision_1221/org/xbill/DNS/ExtendedResolver.java | U | 108 | 114 | 7 | 285458 | 3 | 75
1221 | Revision_1221/org/xbill/DNS/Name.java | U | 183 | 190 | 7 | 285459 | 3 | 75
1221 | Revision_1221/jnamed.java | U | 549 | 555 | 11 | 285460 | 4 | 75
1221 | Revision_1221/jnamed.java | U | 623 | 628 | 11 | 285461 | 4 | 75
1221 | Revision_1221/jnamed.java | U | 631 | 636 | 11 | 285462 | 4 | 75
1221 | Revision_1221/jnamed.java | U | 557 | 565 | 6 | 285463 | 5 | 100
1221 | Revision_1221/jnamed.java | U | 611 | 619 | 6 | 285464 | 5 | 100
1221 | Revision_1221/org/xbill/DNS/A6Record.java | M | 36 | 44 | 9 | 285465 | 6 | 70
1221 | Revision_1221/org/xbill/DNS/RTRecord.java | M | 35 | 42 | 9 | 285466 | 6 | 70
1221 | Revision_1221/org/xbill/DNS/MINFORecord.java | M | 38 | 45 | 9 | 285467 | 6 | 70
1221 | Revision_1221/org/xbill/DNS/RPRecord.java | M | 34 | 41 | 9 | 285468 | 6 | 70
1221 | Revision_1221/org/xbill/DNS/AFSDBRecord.java | M | 34 | 41 | 9 | 285469 | 6 | 70
1221 | Revision_1221/org/xbill/DNS/PXRecord.java | M | 36 | 45 | 9 | 285470 | 6 | 70
1221 | Revision_1221/org/xbill/DNS/NXTRecord.java | M | 36 | 41 | 9 | 285471 | 6 | 70
1221 | Revision_1221/org/xbill/DNS/MX_KXRecord.java | M | 30 | 36 | 9 | 285472 | 6 | 70
1221 | Revision_1221/org/xbill/DNS/SRVRecord.java | M | 40 | 50 | 9 | 285473 | 6 | 70
1221 | Revision_1221/org/xbill/DNS/KEYBase.java | U | 27 | 33 | 9 | 285474 | 6 | 70
1221 | Revision_1221/org/xbill/DNS/CERTRecord.java | U | 108 | 117 | 9 | 285475 | 6 | 70
