Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | Similarity
409 | Revision_409/asp.c | U | 73 | 88 | 12 | 3366 | 1 | 100
409 | Revision_409/asp.c | U | 96 | 111 | 12 | 3367 | 1 | 100
409 | Revision_409/erlang.c | U | 58 | 62 | 5 | 3368 | 2 | 100
409 | Revision_409/python.c | U | 105 | 109 | 5 | 3369 | 2 | 100
409 | Revision_409/sml.c | U | 84 | 88 | 5 | 3370 | 2 | 100
409 | Revision_409/erlang.c | U | 66 | 75 | 9 | 3371 | 3 | 100
409 | Revision_409/python.c | U | 113 | 122 | 9 | 3372 | 3 | 100
409 | Revision_409/readtags.c | U | 106 | 113 | 8 | 3373 | 4 | 100
409 | Revision_409/routines.c | U | 287 | 294 | 8 | 3374 | 4 | 100
409 | Revision_409/readtags.c | U | 116 | 123 | 8 | 3375 | 5 | 100
409 | Revision_409/routines.c | U | 297 | 304 | 8 | 3376 | 5 | 100
