revision,gcid,actual_label,pred_label,pred_proba,correct,threshold,nlines,totalChanges,totalUnchanged,stabilityIndex,changeProneness,lifespan,activePairs,meanWCS,maxWCS,minWCS,stronglyCoupledPairs,decoupledPairs,churn,distinctAuthors,majorAuthorProp,minorAuthorCount,pair_count_alive,max_co_change_count,sum_co_change_count,max_own_independent,sum_own_independent,mean_coupling_trend,min_coupling_trend,min_last_co_change_age,min_last_solo_change_age,mean_similarity,max_similarity,frac_same_file,mean_depth,mean_wcs_recent,max_wcs_recent,min_wcs_recent,max_solo_after_last_cochange,frac_is_spcp,class_size,mean_class_size,mean_same_author,mean_ir_decay_h10,mean_ir_decay_h20,mean_ir_decay_h30,mean_ir_decay_h50,mean_ir_decay_h75,mean_cs_decay_h10,mean_cs_decay_h20,mean_cs_decay_h30,mean_cs_decay_h50,mean_cs_decay_h75,mean_spcp_decay_h10,mean_spcp_decay_h20,mean_spcp_decay_h30,mean_spcp_decay_h50,mean_spcp_decay_h75
636,399,1,1.0,0.9253,1.0,0.165,7.0,1.0,0.0,0.0,1.0,0.0,3.0,0.3333,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,79.0,83.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,304,1,1.0,0.9993,1.0,0.149,10.0,5.0,165.0,0.9706,0.0294,169.0,25.0,0.3277,1.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,3.0,10.0,-0.261575,-0.4154,161.0,0.0,70.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,311,1,1.0,0.9979,1.0,0.149,5.0,4.0,165.0,0.9706,0.0235,169.0,21.0,0.4389,1.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,9.0,-0.30835,-0.4135,161.0,0.0,71.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,313,1,1.0,0.9985,1.0,0.149,10.0,4.0,109.0,0.9561,0.0351,113.0,26.0,0.1811,0.9525,0.0,3.0,23.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,2.0,4.0,-0.37777499999999997,-0.603,159.0,0.0,70.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,334,1,1.0,0.9979,1.0,0.149,5.0,4.0,165.0,0.9706,0.0235,169.0,21.0,0.4389,1.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,9.0,-0.30835,-0.4135,161.0,0.0,71.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,335,1,1.0,0.9979,1.0,0.149,5.0,4.0,165.0,0.9706,0.0235,169.0,21.0,0.4389,1.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,9.0,-0.30835,-0.4135,161.0,0.0,71.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,343,1,1.0,0.9979,1.0,0.149,5.0,4.0,165.0,0.9706,0.0235,169.0,21.0,0.4389,1.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,9.0,-0.30835,-0.4135,161.0,0.0,71.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,344,1,1.0,0.9985,1.0,0.149,5.0,5.0,164.0,0.9647,0.0294,169.0,21.0,0.4378,1.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,4.0,3.0,10.0,3.0,10.0,-0.435325,-0.603,159.0,0.0,71.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,345,1,1.0,0.9979,1.0,0.149,5.0,4.0,165.0,0.9706,0.0235,169.0,21.0,0.4389,1.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,9.0,-0.30835,-0.4135,161.0,0.0,71.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,346,1,1.0,0.9979,1.0,0.149,5.0,4.0,165.0,0.9706,0.0235,169.0,21.0,0.4389,1.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,9.0,-0.30835,-0.4135,161.0,0.0,71.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,347,0,0.0,0.0049,1.0,0.149,5.0,4.0,165.0,0.9706,0.0235,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,350,1,1.0,0.9979,1.0,0.149,5.0,4.0,165.0,0.9706,0.0235,169.0,21.0,0.4389,1.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,9.0,-0.30835,-0.4135,161.0,0.0,71.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,356,1,1.0,0.9993,1.0,0.149,10.0,4.0,159.0,0.9755,0.0245,162.0,25.0,0.329,1.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,2.0,6.0,-0.31232499999999996,-0.4891,161.0,0.0,70.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,359,1,1.0,0.9973,1.0,0.149,5.0,3.0,104.0,0.972,0.028,106.0,20.0,0.4184,1.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,2.0,5.0,-0.35487499999999994,-0.4891,161.0,0.0,71.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,397,1,1.0,0.9999,1.0,0.149,5.0,1.0,0.0,0.0,1.0,0.0,21.0,0.4286,1.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,9999.0,0.0,71.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,196,0,1.0,0.2721,0.0,0.149,8.0,5.0,354.0,0.9833,0.0139,359.0,3.0,0.0308,0.0581,0.0171,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,198,0,1.0,0.2718,0.0,0.149,10.0,6.0,353.0,0.9806,0.0167,359.0,4.0,0.0432,0.1236,0.0164,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,205,0,1.0,0.8866,0.0,0.149,12.0,6.0,348.0,0.9667,0.0167,359.0,1.0,0.0759,0.0759,0.0759,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,206,0,1.0,0.4889,0.0,0.149,5.0,7.0,408.0,0.9808,0.0168,415.0,2.0,0.0015,0.003,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,288,0,0.0,0.0337,1.0,0.149,5.0,4.0,110.0,0.9649,0.0351,113.0,2.0,0.038,0.0759,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,290,0,1.0,0.9015,0.0,0.149,16.0,3.0,12.0,0.8,0.2,14.0,1.0,0.7337,0.7337,0.7337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,292,0,0.0,0.1448,1.0,0.149,8.0,4.0,110.0,0.9649,0.0351,113.0,1.0,0.0601,0.0601,0.0601,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,296,0,0.0,0.0291,1.0,0.149,7.0,4.0,110.0,0.9649,0.0351,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,304,1,1.0,0.9993,1.0,0.149,10.0,6.0,171.0,0.9661,0.0339,176.0,23.0,0.2157,1.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,23.0,5.0,49.0,6.0,74.0,-0.28009999999999996,-0.7337,0.0,0.0,70.0,70.0,0.6086956521739131,0.391304347826087,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,310,1,1.0,0.9993,1.0,0.149,10.0,3.0,13.0,0.7647,0.1765,16.0,24.0,0.6258,1.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,1.0,2.0,-0.7144333333333334,-1.0,160.0,0.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,311,1,1.0,0.9998,1.0,0.149,5.0,5.0,171.0,0.9661,0.0282,176.0,21.0,0.4312,1.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,21.0,5.0,51.0,5.0,48.0,-0.13843809523809525,-1.0,0.0,0.0,72.38095238095238,100.0,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,313,1,1.0,0.9957,1.0,0.149,10.0,5.0,171.0,0.9661,0.0282,176.0,23.0,0.0577,0.5873,0.0,2.0,21.0,0.0,0.0,0.0,0.0,23.0,4.0,45.0,5.0,56.0,-0.45883478260869565,-1.0,0.0,0.0,70.0,70.0,0.6086956521739131,0.391304347826087,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,319,1,1.0,0.9995,1.0,0.149,10.0,2.0,12.0,0.8,0.1333,14.0,24.0,0.8499,1.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,-0.7879999999999999,-1.0,162.0,0.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,320,1,1.0,0.9864,1.0,0.149,10.0,3.0,166.0,0.9765,0.0176,169.0,25.0,0.3545,1.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0,1.0,-0.5125333333333333,-0.6303,7.0,0.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,321,1,1.0,0.9864,1.0,0.149,10.0,3.0,166.0,0.9765,0.0176,169.0,25.0,0.3545,1.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0,1.0,-0.5125333333333333,-0.6303,7.0,0.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,322,1,1.0,0.9864,1.0,0.149,10.0,3.0,166.0,0.9765,0.0176,169.0,25.0,0.3545,1.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0,1.0,-0.5125333333333333,-0.6303,7.0,0.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,323,1,1.0,0.9864,1.0,0.149,10.0,3.0,166.0,0.9765,0.0176,169.0,25.0,0.3545,1.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0,1.0,-0.5125333333333333,-0.6303,7.0,0.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,324,1,1.0,0.9864,1.0,0.149,10.0,3.0,166.0,0.9765,0.0176,169.0,25.0,0.3545,1.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0,1.0,-0.5125333333333333,-0.6303,7.0,0.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,327,1,1.0,0.9864,1.0,0.149,10.0,3.0,166.0,0.9765,0.0176,169.0,25.0,0.3545,1.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0,1.0,-0.5125333333333333,-0.6303,7.0,0.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,328,1,1.0,0.9993,1.0,0.149,10.0,3.0,13.0,0.7647,0.1765,16.0,24.0,0.6258,1.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,1.0,2.0,-0.7144333333333334,-1.0,160.0,0.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,329,1,1.0,0.9864,1.0,0.149,10.0,3.0,166.0,0.9765,0.0176,169.0,25.0,0.3545,1.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0,1.0,-0.5125333333333333,-0.6303,7.0,0.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,334,1,1.0,0.9998,1.0,0.149,5.0,5.0,171.0,0.9661,0.0282,176.0,21.0,0.4312,1.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,21.0,5.0,51.0,5.0,48.0,-0.13843809523809525,-1.0,0.0,0.0,72.38095238095238,100.0,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,335,1,1.0,0.9998,1.0,0.149,5.0,5.0,171.0,0.9661,0.0282,176.0,21.0,0.4312,1.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,21.0,5.0,51.0,5.0,48.0,-0.13843809523809525,-1.0,0.0,0.0,72.38095238095238,100.0,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,337,1,1.0,0.9995,1.0,0.149,10.0,2.0,12.0,0.8,0.1333,14.0,24.0,0.8499,1.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,-0.7879999999999999,-1.0,162.0,0.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,343,1,1.0,0.9998,1.0,0.149,5.0,5.0,171.0,0.9661,0.0282,176.0,21.0,0.4312,1.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,21.0,5.0,51.0,5.0,48.0,-0.13843809523809525,-1.0,0.0,0.0,72.38095238095238,100.0,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,344,1,1.0,0.9998,1.0,0.149,5.0,6.0,170.0,0.9605,0.0339,176.0,21.0,0.4304,1.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,21.0,5.0,55.0,6.0,63.0,-0.05699523809523811,-1.0,0.0,0.0,72.38095238095238,100.0,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,345,1,1.0,0.9998,1.0,0.149,5.0,5.0,171.0,0.9661,0.0282,176.0,21.0,0.4312,1.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,21.0,5.0,51.0,5.0,48.0,-0.13843809523809525,-1.0,0.0,0.0,72.38095238095238,100.0,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,346,1,1.0,0.9998,1.0,0.149,5.0,5.0,171.0,0.9661,0.0282,176.0,21.0,0.4312,1.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,21.0,5.0,51.0,5.0,48.0,-0.13843809523809525,-1.0,0.0,0.0,72.38095238095238,100.0,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,347,0,0.0,0.0243,1.0,0.149,5.0,5.0,171.0,0.9661,0.0282,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,350,1,1.0,0.9998,1.0,0.149,5.0,5.0,171.0,0.9661,0.0282,176.0,21.0,0.4312,1.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,21.0,5.0,51.0,5.0,48.0,-0.13843809523809525,-1.0,0.0,0.0,72.38095238095238,100.0,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,351,0,1.0,0.9682,0.0,0.149,24.0,3.0,166.0,0.9765,0.0176,169.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,353,0,1.0,0.9685,0.0,0.149,17.0,3.0,166.0,0.9765,0.0176,169.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,356,1,1.0,0.9992,1.0,0.149,10.0,5.0,165.0,0.9706,0.0294,169.0,23.0,0.2162,1.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,23.0,5.0,49.0,5.0,55.0,-0.4231652173913044,-1.0,0.0,0.0,70.0,70.0,0.6086956521739131,0.391304347826087,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,359,1,1.0,0.936,1.0,0.149,5.0,4.0,166.0,0.9765,0.0235,169.0,21.0,0.2524,0.5897,0.0,9.0,12.0,0.0,0.0,0.0,0.0,21.0,4.0,42.0,4.0,36.0,-0.18979523809523807,-0.6303,0.0,0.0,72.38095238095238,100.0,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,396,1,1.0,0.9999,1.0,0.149,5.0,1.0,0.0,0.0,1.0,0.0,21.0,0.4286,1.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,1.0,1.0,-0.9,-1.0,7.0,0.0,71.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,397,1,1.0,0.9998,1.0,0.149,5.0,2.0,6.0,0.75,0.25,7.0,21.0,0.4286,1.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,21.0,2.0,18.0,2.0,24.0,0.0,-1.0,0.0,0.0,72.38095238095238,100.0,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,402,0,1.0,0.9875,0.0,0.116,8.0,1.0,0.0,0.0,0.5,1.0,5.0,0.2,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,4.0,0.2,0.0,0.0,0.0,76.8,100.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,406,0,0.0,0.0066,1.0,0.116,5.0,1.0,0.0,0.0,0.5,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,9999.0,0.0,75.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,408,0,1.0,0.1195,0.0,0.116,8.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9999.0,0.0,100.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,411,0,0.0,0.0056,1.0,0.116,6.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
