n,n_pos,n_neg,mcc,auc_roc,pr_auc,balanced_acc,f1,TP,TN,FP,FN,sensitivity,specificity,gmean,model,verification_revision,threshold,train_size
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,691,0.476,358
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,691,0.835,358
10,9,1,0.408248290463863,0.7777777777777778,0.9765432098765432,0.8333333333333333,0.8,6,1,0,3,0.6667,1.0,0.816496580927726,RandomForest,699,0.541,360
10,9,1,0.3333333333333333,0.7777777777777778,0.9777777777777777,0.7777777777777778,0.7142857142857143,5,1,0,4,0.5556,1.0,0.7453559924999299,LightGBM,699,0.214,360
10,9,1,0.16666666666666666,0.2222222222222222,0.8864638447971781,0.6111111111111112,0.36363636363636365,2,1,0,7,0.2222,1.0,0.4714045207910317,XGBoost,699,0.476,360
10,9,1,0.16666666666666666,1.0,1.0,0.6111111111111112,0.36363636363636365,2,1,0,7,0.2222,1.0,0.4714045207910317,CatBoost,699,0.835,360
7,7,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,700,0.541,370
7,7,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,700,0.214,370
7,7,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,700,0.476,370
7,7,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,700,0.345,370
2,2,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,703,0.541,377
2,2,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,703,0.214,377
2,2,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,703,0.476,377
2,2,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,703,0.345,377
3,1,2,0.0,0.0,0.3333333333333333,0.5,0.5,1,0,2,0,1.0,0.0,0.0,RandomForest,711,0.541,379
3,1,2,-1.0,0.0,0.3333333333333333,0.0,0.0,0,0,2,1,0.0,0.0,0.0,LightGBM,711,0.214,379
3,1,2,-0.5,0.0,0.3333333333333333,0.25,0.0,0,1,1,1,0.0,0.5,0.0,XGBoost,711,0.476,379
3,1,2,0.0,0.0,0.3333333333333333,0.5,0.5,1,0,2,0,1.0,0.0,0.0,CatBoost,711,0.345,379
5,0,5,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,714,0.541,382
5,0,5,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,714,0.214,382
5,0,5,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,714,0.704,382
5,0,5,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,714,0.263,382
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,717,0.541,387
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,717,0.753,387
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,717,0.476,387
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,717,0.263,387
6,2,4,0.0,0.875,0.8333333333333333,0.5,0.0,0,4,0,2,0.0,1.0,0.0,RandomForest,720,0.541,388
6,2,4,0.0,0.875,0.8333333333333333,0.5,0.0,0,4,0,2,0.0,1.0,0.0,LightGBM,720,0.753,388
6,2,4,0.0,0.875,0.8333333333333333,0.5,0.0,0,4,0,2,0.0,1.0,0.0,XGBoost,720,0.476,388
6,2,4,0.0,0.875,0.8333333333333333,0.5,0.0,0,4,0,2,0.0,1.0,0.0,CatBoost,720,0.263,388
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,732,0.541,394
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,732,0.753,394
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,732,0.704,394
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,732,0.263,394
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,735,0.541,395
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,735,0.753,395
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,735,0.476,395
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,735,0.263,395
8,5,3,1.0,1.0,1.0,1.0,1.0,5,3,0,0,1.0,1.0,1.0,RandomForest,737,0.541,396
8,5,3,1.0,1.0,1.0,1.0,1.0,5,3,0,0,1.0,1.0,1.0,LightGBM,737,0.753,396
8,5,3,1.0,1.0,1.0,1.0,1.0,5,3,0,0,1.0,1.0,1.0,XGBoost,737,0.476,396
8,5,3,0.4879500364742666,1.0,1.0,0.6666666666666666,0.8333333333333334,5,1,2,0,1.0,0.3333,0.5773502691896257,CatBoost,737,0.263,396
5,3,2,0.0,1.0,1.0,0.5,0.75,3,0,2,0,1.0,0.0,0.0,RandomForest,740,0.541,404
5,3,2,0.0,1.0,1.0,0.5,0.75,3,0,2,0,1.0,0.0,0.0,LightGBM,740,0.753,404
5,3,2,0.0,1.0,1.0,0.5,0.75,3,0,2,0,1.0,0.0,0.0,XGBoost,740,0.476,404
5,3,2,0.0,0.6666666666666666,0.8666666666666667,0.5,0.75,3,0,2,0,1.0,0.0,0.0,CatBoost,740,0.263,404
1,1,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,741,0.541,409
1,1,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,741,0.753,409
1,1,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,741,0.476,409
1,1,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,741,0.263,409
1,1,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,742,0.541,410
1,1,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,742,0.753,410
1,1,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,742,0.476,410
1,1,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,742,0.263,410
2,1,1,0.0,0.0,0.5,0.5,0.6666666666666666,1,0,1,0,1.0,0.0,0.0,RandomForest,743,0.541,411
2,1,1,0.0,0.0,0.5,0.5,0.6666666666666666,1,0,1,0,1.0,0.0,0.0,LightGBM,743,0.753,411
2,1,1,0.0,0.0,0.5,0.5,0.6666666666666666,1,0,1,0,1.0,0.0,0.0,XGBoost,743,0.476,411
2,1,1,0.0,0.0,0.5,0.5,0.6666666666666666,1,0,1,0,1.0,0.0,0.0,CatBoost,743,0.263,411
4,3,1,1.0,1.0,1.0,1.0,1.0,3,1,0,0,1.0,1.0,1.0,RandomForest,745,0.541,413
4,3,1,1.0,1.0,1.0,1.0,1.0,3,1,0,0,1.0,1.0,1.0,LightGBM,745,0.753,413
4,3,1,1.0,1.0,1.0,1.0,1.0,3,1,0,0,1.0,1.0,1.0,XGBoost,745,0.476,413
4,3,1,1.0,1.0,1.0,1.0,1.0,3,1,0,0,1.0,1.0,1.0,CatBoost,745,0.263,413
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,751,0.541,417
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,751,0.753,417
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,751,0.476,417
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,751,0.263,417
11,11,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,755,0.541,418
11,11,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,755,0.753,418
11,11,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,755,0.476,418
11,11,0,0.0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,755,0.345,418
14,13,1,-0.07692307692307693,0.0,0.8603832065370527,0.46153846153846156,0.9230769230769231,12,0,1,1,0.9231,0.0,0.0,RandomForest,756,0.541,429
14,13,1,-0.11322770341445956,0.23076923076923078,0.9192965154503616,0.4230769230769231,0.88,11,0,1,2,0.8462,0.0,0.0,LightGBM,756,0.704,429
14,13,1,-0.11322770341445956,0.23076923076923078,0.9192965154503616,0.4230769230769231,0.88,11,0,1,2,0.8462,0.0,0.0,XGBoost,756,0.476,429
14,13,1,-0.07692307692307693,0.23076923076923078,0.9180755142293604,0.46153846153846156,0.9230769230769231,12,0,1,1,0.9231,0.0,0.0,CatBoost,756,0.345,429
6,3,3,0.4472135954999579,1.0,1.0,0.6666666666666666,0.75,3,1,2,0,1.0,0.3333,0.5773502691896257,RandomForest,760,0.541,443
6,3,3,0.7071067811865476,1.0,1.0,0.8333333333333333,0.8571428571428571,3,2,1,0,1.0,0.6667,0.816496580927726,LightGBM,760,0.704,443
6,3,3,0.4472135954999579,1.0,1.0,0.6666666666666666,0.75,3,1,2,0,1.0,0.3333,0.5773502691896257,XGBoost,760,0.476,443
6,3,3,0.4472135954999579,1.0,1.0,0.6666666666666666,0.75,3,1,2,0,1.0,0.3333,0.5773502691896257,CatBoost,760,0.345,443
7,3,4,0.3535533905932738,0.41666666666666663,0.4666666666666667,0.625,0.6666666666666666,3,1,3,0,1.0,0.25,0.5,RandomForest,763,0.541,449
7,3,4,0.16666666666666666,0.41666666666666663,0.47619047619047616,0.5833333333333333,0.5714285714285714,2,2,2,1,0.6667,0.5,0.5773502691896257,LightGBM,763,0.704,449
7,3,4,-0.09128709291752768,0.41666666666666663,0.4666666666666667,0.4583333333333333,0.5,2,1,3,1,0.6667,0.25,0.408248290463863,XGBoost,763,0.476,449
7,3,4,0.0,0.41666666666666663,0.4666666666666667,0.5,0.6,3,0,4,0,1.0,0.0,0.0,CatBoost,763,0.345,449
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,776,0.541,456
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,776,0.655,456
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,776,0.476,456
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,776,0.345,456
3,0,3,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,777,0.541,458
3,0,3,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,777,0.655,458
3,0,3,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,777,0.476,458
3,0,3,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,777,0.345,458
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,785,0.541,461
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,785,0.655,461
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,785,0.427,461
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,785,0.345,461
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,786,0.541,463
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,786,0.655,463
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,786,0.427,463
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,786,0.345,463
4,0,4,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,789,0.541,464
4,0,4,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,789,0.655,464
4,0,4,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,789,0.427,464
4,0,4,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,789,0.345,464
18,12,6,0.6324555320336759,0.888888888888889,0.9583333333333333,0.8333333333333333,0.8,8,6,0,4,0.6667,1.0,0.816496580927726,RandomForest,791,0.541,468
18,12,6,0.5,0.888888888888889,0.9583333333333334,0.75,0.6666666666666666,6,6,0,6,0.5,1.0,0.7071067811865476,LightGBM,791,0.655,468
18,12,6,0.5640760748177662,0.7222222222222223,0.8869047619047619,0.7916666666666667,0.7368421052631579,7,6,0,5,0.5833,1.0,0.7637626158259734,XGBoost,791,0.427,468
18,12,6,0.5,0.7777777777777778,0.8972222222222223,0.75,0.8333333333333334,10,4,2,2,0.8333,0.6667,0.7453559924999299,CatBoost,791,0.345,468
17,10,7,1.0,1.0,1.0,1.0,1.0,10,7,0,0,1.0,1.0,1.0,RandomForest,793,0.541,486
17,10,7,1.0,1.0,1.0,1.0,1.0,10,7,0,0,1.0,1.0,1.0,LightGBM,793,0.655,486
17,10,7,1.0,1.0,1.0,1.0,1.0,10,7,0,0,1.0,1.0,1.0,XGBoost,793,0.394,486
17,10,7,1.0,1.0,1.0,1.0,1.0,10,7,0,0,1.0,1.0,1.0,CatBoost,793,0.345,486
14,9,5,0.7453559924999299,1.0,1.0,0.8888888888888888,0.875,7,5,0,2,0.7778,1.0,0.8819171036881969,RandomForest,797,0.541,503
14,9,5,0.6454972243679028,0.9111111111111111,0.9595959595959598,0.8333333333333333,0.8,6,5,0,3,0.6667,1.0,0.816496580927726,LightGBM,797,0.655,503
14,9,5,0.7453559924999299,0.9111111111111111,0.9595959595959598,0.8888888888888888,0.875,7,5,0,2,0.7778,1.0,0.8819171036881969,XGBoost,797,0.394,503
14,9,5,0.7453559924999299,0.9111111111111111,0.9595959595959598,0.8888888888888888,0.875,7,5,0,2,0.7778,1.0,0.8819171036881969,CatBoost,797,0.345,503
7,2,5,0.6454972243679028,1.0,1.0,0.75,0.6666666666666666,1,5,0,1,0.5,1.0,0.7071067811865476,RandomForest,798,0.541,517
7,2,5,0.5477225575051661,0.8,0.75,0.8,0.6666666666666666,2,3,2,0,1.0,0.6,0.7745966692414834,LightGBM,798,0.655,517
7,2,5,0.09128709291752768,0.8,0.75,0.55,0.4,1,3,2,1,0.5,0.6,0.5477225575051661,XGBoost,798,0.394,517
7,2,5,1.0,1.0,1.0,1.0,1.0,2,5,0,0,1.0,1.0,1.0,CatBoost,798,0.345,517
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,799,0.541,524
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,799,0.655,524
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,799,0.247,524
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,799,0.345,524
14,10,4,0.6324555320336759,0.925,0.9707070707070706,0.85,0.8235294117647058,7,4,0,3,0.7,1.0,0.8366600265340756,RandomForest,800,0.541,525
14,10,4,0.6324555320336759,0.925,0.9707070707070707,0.85,0.8235294117647058,7,4,0,3,0.7,1.0,0.8366600265340756,LightGBM,800,0.655,525
14,10,4,0.6324555320336759,0.925,0.9707070707070707,0.85,0.8235294117647058,7,4,0,3,0.7,1.0,0.8366600265340756,XGBoost,800,0.247,525
14,10,4,0.41079191812887456,0.925,0.9707070707070707,0.725,0.7777777777777778,7,3,1,3,0.7,0.75,0.7245688373094719,CatBoost,800,0.345,525
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,805,0.541,539
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,805,0.655,539
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,805,0.394,539
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,805,0.345,539
9,4,5,1.0,1.0,1.0,1.0,1.0,4,5,0,0,1.0,1.0,1.0,RandomForest,809,0.541,541
9,4,5,0.6324555320336759,1.0,1.0,0.8,0.8,4,3,2,0,1.0,0.6,0.7745966692414834,LightGBM,809,0.655,541
9,4,5,1.0,1.0,1.0,1.0,1.0,4,5,0,0,1.0,1.0,1.0,XGBoost,809,0.394,541
9,4,5,1.0,1.0,1.0,1.0,1.0,4,5,0,0,1.0,1.0,1.0,CatBoost,809,0.345,541
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,813,0.541,550
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,813,0.655,550
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,813,0.394,550
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,813,0.345,550
5,0,5,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,816,0.541,551
5,0,5,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,816,0.655,551
5,0,5,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,816,0.394,551
5,0,5,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,816,0.345,551
