n,n_pos,n_neg,mcc,auc_roc,pr_auc,balanced_acc,f1,gmean,model,Revision,threshold,train_size,TP,TN,FP,FN,sensitivity,specificity
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,571,0.1,486,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,571,0.361,486,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,571,0.1,486,,,,,,
22,4,18,0.769800358919501,0.9722222222222222,0.9166666666666666,0.9444444444444444,0.8,0.9428090415820634,RandomForest,574,0.345,487,4.0,16.0,2.0,0.0,1.0,0.8889
22,4,18,0.5665577237325317,0.9027777777777778,0.6678571428571429,0.8611111111111112,0.6153846153846154,0.8498365855987975,LightGBM,574,0.1,487,4.0,13.0,5.0,0.0,1.0,0.7222
22,4,18,0.6900655593423543,0.986111111111111,0.95,0.9166666666666667,0.7272727272727273,0.9128709291752769,XGBoost,574,0.361,487,4.0,15.0,3.0,0.0,1.0,0.8333
22,4,18,0.18731716231633883,0.9166666666666667,0.6916666666666667,0.5833333333333334,0.34782608695652173,0.408248290463863,CatBoost,574,0.1,487,4.0,3.0,15.0,0.0,1.0,0.1667
2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,576,0.345,509,1.0,1.0,0.0,0.0,1.0,1.0
2,1,1,0.0,1.0,1.0,0.5,0.6666666666666666,0.0,LightGBM,576,0.1,509,1.0,0.0,1.0,0.0,1.0,0.0
2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,576,0.361,509,1.0,1.0,0.0,0.0,1.0,1.0
2,1,1,0.0,1.0,1.0,0.5,0.6666666666666666,0.0,CatBoost,576,0.182,509,1.0,0.0,1.0,0.0,1.0,0.0
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,579,0.345,511,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,579,0.1,511,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,579,0.361,511,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,579,0.182,511,,,,,,
24,2,22,0.5222329678670935,0.9545454545454545,0.75,0.9090909090909092,0.5,0.9045340337332909,RandomForest,586,0.345,512,2.0,18.0,4.0,0.0,1.0,0.8182
24,2,22,0.674199862463242,0.9545454545454545,0.75,0.9545454545454546,0.6666666666666666,0.9534625892455924,LightGBM,586,0.1,512,2.0,20.0,2.0,0.0,1.0,0.9091
24,2,22,0.5222329678670935,0.9545454545454546,0.75,0.9090909090909092,0.5,0.9045340337332909,XGBoost,586,0.361,512,2.0,18.0,4.0,0.0,1.0,0.8182
24,2,22,0.42640143271122083,0.9318181818181818,0.7,0.8636363636363636,0.4,0.8528028654224418,CatBoost,586,0.182,512,2.0,16.0,6.0,0.0,1.0,0.7273
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,598,0.28,536,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,598,0.1,536,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,598,0.312,536,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,598,0.182,536,,,,,,
25,1,24,0.5527707983925666,1.0,1.0,0.9583333333333333,0.5,0.9574271077563381,RandomForest,630,0.28,537,1.0,22.0,2.0,0.0,1.0,0.9167
25,1,24,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,LightGBM,630,0.1,537,1.0,24.0,0.0,0.0,1.0,1.0
25,1,24,0.6922186552431729,1.0,1.0,0.9791666666666667,0.6666666666666666,0.9789450103725609,XGBoost,630,0.312,537,1.0,23.0,1.0,0.0,1.0,0.9583
25,1,24,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,630,0.443,537,1.0,24.0,0.0,0.0,1.0,1.0
5,2,3,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,634,0.28,562,2.0,3.0,0.0,0.0,1.0,1.0
5,2,3,0.6123724356957946,0.5,0.7,0.75,0.6666666666666666,0.7071067811865476,LightGBM,634,0.1,562,1.0,3.0,0.0,1.0,0.5,1.0
5,2,3,0.6123724356957946,0.5,0.7,0.75,0.6666666666666666,0.7071067811865476,XGBoost,634,0.312,562,1.0,3.0,0.0,1.0,0.5,1.0
5,2,3,0.6123724356957946,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,CatBoost,634,0.443,562,1.0,3.0,0.0,1.0,0.5,1.0
8,1,7,0.6546536707079772,1.0,1.0,0.9285714285714286,0.6666666666666666,0.9258200997725514,RandomForest,635,0.28,567,1.0,6.0,1.0,0.0,1.0,0.8571
8,1,7,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,635,0.1,567,1.0,7.0,0.0,0.0,1.0,1.0
8,1,7,0.6546536707079772,0.8571428571428572,0.5,0.9285714285714286,0.6666666666666666,0.9258200997725514,XGBoost,635,0.312,567,1.0,6.0,1.0,0.0,1.0,0.8571
8,1,7,0.0,1.0,1.0,0.5,0.0,0.0,CatBoost,635,0.443,567,0.0,7.0,0.0,1.0,0.0,1.0
15,1,14,0.6813851438692469,1.0,1.0,0.9642857142857143,0.6666666666666666,0.9636241116594315,RandomForest,636,0.28,575,1.0,13.0,1.0,0.0,1.0,0.9286
15,1,14,0.5345224838248488,1.0,1.0,0.9285714285714286,0.5,0.9258200997725514,LightGBM,636,0.1,575,1.0,12.0,2.0,0.0,1.0,0.8571
15,1,14,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,636,0.312,575,1.0,14.0,0.0,0.0,1.0,1.0
15,1,14,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,636,0.41,575,1.0,14.0,0.0,0.0,1.0,1.0
14,1,13,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,637,0.28,590,1.0,13.0,0.0,0.0,1.0,1.0
14,1,13,0.0,0.9230769230769231,0.5,0.5,0.0,0.0,LightGBM,637,0.116,590,0.0,13.0,0.0,1.0,0.0,1.0
14,1,13,0.0,0.9230769230769231,0.5,0.5,0.0,0.0,XGBoost,637,0.312,590,0.0,13.0,0.0,1.0,0.0,1.0
14,1,13,0.0,0.9230769230769231,0.5,0.5,0.0,0.0,CatBoost,637,0.41,590,0.0,13.0,0.0,1.0,0.0,1.0
36,4,32,0.7905694150420948,0.984375,0.8875,0.96875,0.8,0.9682458365518543,RandomForest,644,0.28,604,4.0,30.0,2.0,0.0,1.0,0.9375
36,4,32,0.7905694150420948,0.9765625,0.8541666666666666,0.96875,0.8,0.9682458365518543,LightGBM,644,0.116,604,4.0,30.0,2.0,0.0,1.0,0.9375
36,4,32,0.7905694150420948,0.9765625,0.8541666666666666,0.96875,0.8,0.9682458365518543,XGBoost,644,0.312,604,4.0,30.0,2.0,0.0,1.0,0.9375
36,4,32,0.7905694150420948,0.9921875,0.95,0.96875,0.8,0.9682458365518543,CatBoost,644,0.41,604,4.0,30.0,2.0,0.0,1.0,0.9375
10,4,6,0.6666666666666666,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,RandomForest,656,0.28,640,4.0,4.0,2.0,0.0,1.0,0.6667
10,4,6,0.6666666666666666,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,LightGBM,656,0.116,640,4.0,4.0,2.0,0.0,1.0,0.6667
10,4,6,0.816496580927726,1.0,1.0,0.9166666666666667,0.8888888888888888,0.9128709291752769,XGBoost,656,0.312,640,4.0,5.0,1.0,0.0,1.0,0.8333
10,4,6,0.816496580927726,1.0,1.0,0.9166666666666667,0.8888888888888888,0.9128709291752769,CatBoost,656,0.41,640,4.0,5.0,1.0,0.0,1.0,0.8333
21,6,15,0.4472135954999579,1.0,1.0,0.7333333333333334,0.6,0.6831300510639732,RandomForest,657,0.28,650,6.0,7.0,8.0,0.0,1.0,0.4667
21,6,15,0.6633249580710799,0.9888888888888889,0.976190476190476,0.8666666666666667,0.75,0.8563488385776752,LightGBM,657,0.116,650,6.0,11.0,4.0,0.0,1.0,0.7333
21,6,15,0.6633249580710799,0.9777777777777779,0.9583333333333333,0.8666666666666667,0.75,0.8563488385776752,XGBoost,657,0.312,650,6.0,11.0,4.0,0.0,1.0,0.7333
21,6,15,0.7302967433402214,1.0,1.0,0.9,0.8,0.8944271909999159,CatBoost,657,0.41,650,6.0,12.0,3.0,0.0,1.0,0.8
36,3,33,0.6136964857512032,0.9393939393939393,0.6333333333333333,0.9393939393939394,0.6,0.937436866561092,RandomForest,658,0.345,671,3.0,29.0,4.0,0.0,1.0,0.8788
36,3,33,0.4601415057116587,0.9393939393939393,0.6333333333333333,0.7878787878787878,0.5,0.7784989441615229,LightGBM,658,0.116,671,2.0,30.0,3.0,1.0,0.6667,0.9091
36,3,33,0.2727272727272727,0.9191919191919192,0.44285714285714284,0.6363636363636364,0.3333333333333333,0.5595813731096785,XGBoost,658,0.427,671,1.0,31.0,2.0,2.0,0.3333,0.9394
36,3,33,0.4601415057116587,0.9393939393939393,0.6333333333333333,0.7878787878787878,0.5,0.7784989441615229,CatBoost,658,0.41,671,2.0,30.0,3.0,1.0,0.6667,0.9091
37,3,34,0.7514691493021795,0.9901960784313726,0.9166666666666665,0.9705882352941176,0.75,0.9701425001453319,RandomForest,659,0.427,707,3.0,32.0,2.0,0.0,1.0,0.9412
37,3,34,0.8531946884917816,1.0,1.0,0.9852941176470589,0.8571428571428571,0.985184366143778,LightGBM,659,0.116,707,3.0,33.0,1.0,0.0,1.0,0.9706
37,3,34,0.7514691493021795,1.0,1.0,0.9705882352941176,0.75,0.9701425001453319,XGBoost,659,0.427,707,3.0,32.0,2.0,0.0,1.0,0.9412
37,3,34,0.7514691493021795,1.0,1.0,0.9705882352941176,0.75,0.9701425001453319,CatBoost,659,0.345,707,3.0,32.0,2.0,0.0,1.0,0.9412
15,3,12,0.7844645405527361,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,RandomForest,663,0.492,744,2.0,12.0,0.0,1.0,0.6667,1.0
15,3,12,0.7844645405527361,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,LightGBM,663,0.72,744,2.0,12.0,0.0,1.0,0.6667,1.0
15,3,12,0.7844645405527361,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,XGBoost,663,0.867,744,2.0,12.0,0.0,1.0,0.6667,1.0
15,3,12,0.7844645405527361,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,CatBoost,663,0.557,744,2.0,12.0,0.0,1.0,0.6667,1.0
26,2,24,0.6928203230275508,0.9583333333333333,0.75,0.75,0.6666666666666666,0.7071067811865476,RandomForest,664,0.492,759,1.0,24.0,0.0,1.0,0.5,1.0
26,2,24,0.6928203230275508,0.9791666666666666,0.8333333333333333,0.75,0.6666666666666666,0.7071067811865476,LightGBM,664,0.72,759,1.0,24.0,0.0,1.0,0.5,1.0
26,2,24,0.6928203230275508,0.9791666666666667,0.8333333333333333,0.75,0.6666666666666666,0.7071067811865476,XGBoost,664,0.867,759,1.0,24.0,0.0,1.0,0.5,1.0
26,2,24,0.6928203230275508,0.9791666666666667,0.8333333333333333,0.75,0.6666666666666666,0.7071067811865476,CatBoost,664,0.557,759,1.0,24.0,0.0,1.0,0.5,1.0
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,666,0.443,785,,,,,,
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,666,0.72,785,,,,,,
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,666,0.867,785,,,,,,
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,666,0.557,785,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,667,0.443,794,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,667,0.72,794,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,667,0.867,794,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,667,0.557,794,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,668,0.443,795,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,668,0.72,795,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,668,0.671,795,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,668,0.557,795,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,669,0.443,796,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,669,0.72,796,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,669,0.671,796,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,669,0.557,796,,,,,,
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,670,0.443,797,,,,,,
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,670,0.72,797,,,,,,
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,670,0.671,797,,,,,,
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,670,0.557,797,,,,,,
3,2,1,0.0,1.0,1.0,0.5,0.8,0.0,RandomForest,672,0.443,799,2.0,0.0,1.0,0.0,1.0,0.0
3,2,1,0.0,1.0,1.0,0.5,0.8,0.0,LightGBM,672,0.72,799,2.0,0.0,1.0,0.0,1.0,0.0
3,2,1,0.0,0.5,0.8333333333333333,0.5,0.8,0.0,XGBoost,672,0.671,799,2.0,0.0,1.0,0.0,1.0,0.0
3,2,1,0.0,1.0,1.0,0.5,0.8,0.0,CatBoost,672,0.557,799,2.0,0.0,1.0,0.0,1.0,0.0
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,675,0.443,802,,,,,,
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,675,0.9,802,,,,,,
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,675,0.671,802,,,,,,
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,675,0.557,802,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,680,0.443,804,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,680,0.9,804,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,680,0.671,804,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,680,0.557,804,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,681,0.443,805,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,681,0.9,805,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,681,0.671,805,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,681,0.557,805,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,691,0.443,806,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,691,0.9,806,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,691,0.671,806,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,691,0.557,806,,,,,,
3,1,2,0.0,1.0,1.0,0.5,0.5,0.0,RandomForest,696,0.443,807,1.0,0.0,2.0,0.0,1.0,0.0
3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,696,0.9,807,1.0,2.0,0.0,0.0,1.0,1.0
3,1,2,0.5,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,XGBoost,696,0.671,807,1.0,1.0,1.0,0.0,1.0,0.5
3,1,2,0.0,1.0,1.0,0.5,0.5,0.0,CatBoost,696,0.557,807,1.0,0.0,2.0,0.0,1.0,0.0
5,3,2,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,697,0.573,810,3.0,2.0,0.0,0.0,1.0,1.0
5,3,2,0.4082482904638631,1.0,1.0,0.6666666666666666,0.5,0.5773502691896257,LightGBM,697,0.9,810,1.0,2.0,0.0,2.0,0.3333,1.0
5,3,2,0.0,1.0,1.0,0.5,0.75,0.0,XGBoost,697,0.671,810,3.0,0.0,2.0,0.0,1.0,0.0
5,3,2,0.0,1.0,1.0,0.5,0.75,0.0,CatBoost,697,0.557,810,3.0,0.0,2.0,0.0,1.0,0.0
9,7,2,0.47809144373375745,0.8571428571428571,0.9682539682539683,0.7857142857142857,0.7272727272727273,0.7559289460184544,RandomForest,698,0.573,815,4.0,2.0,0.0,3.0,0.5714,1.0
9,7,2,0.5976143046671968,0.8571428571428571,0.9682539682539683,0.8571428571428572,0.8333333333333334,0.8451542547285166,LightGBM,698,0.263,815,5.0,2.0,0.0,2.0,0.7143,1.0
9,7,2,0.47809144373375745,0.8571428571428571,0.9682539682539683,0.7857142857142857,0.7272727272727273,0.7559289460184544,XGBoost,698,0.769,815,4.0,2.0,0.0,3.0,0.5714,1.0
9,7,2,0.5976143046671968,1.0,1.0,0.8571428571428572,0.8333333333333334,0.8451542547285166,CatBoost,698,0.557,815,5.0,2.0,0.0,2.0,0.7143,1.0
31,1,30,0.695221787153807,1.0,1.0,0.9833333333333334,0.6666666666666666,0.983192080250175,RandomForest,699,0.573,824,1.0,29.0,1.0,0.0,1.0,0.9667
31,1,30,0.695221787153807,1.0,1.0,0.9833333333333334,0.6666666666666666,0.983192080250175,LightGBM,699,0.263,824,1.0,29.0,1.0,0.0,1.0,0.9667
31,1,30,0.695221787153807,1.0,1.0,0.9833333333333334,0.6666666666666666,0.983192080250175,XGBoost,699,0.671,824,1.0,29.0,1.0,0.0,1.0,0.9667
31,1,30,0.695221787153807,1.0,1.0,0.9833333333333334,0.6666666666666666,0.983192080250175,CatBoost,699,0.524,824,1.0,29.0,1.0,0.0,1.0,0.9667
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,700,0.639,855,,,,,,
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,700,0.263,855,,,,,,
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,700,0.671,855,,,,,,
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,700,0.296,855,,,,,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,703,0.639,864,,,,,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,703,0.263,864,,,,,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,703,0.671,864,,,,,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,703,0.263,864,,,,,,
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,711,0.639,866,,,,,,
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,711,0.263,866,,,,,,
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,711,0.671,866,,,,,,
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,711,0.263,866,,,,,,
8,4,4,0.0,0.625,0.6916666666666667,0.5,0.6666666666666666,0.0,RandomForest,714,0.41,868,4.0,0.0,4.0,0.0,1.0,0.0
8,4,4,0.0,0.625,0.775,0.5,0.6,0.4330127018922193,LightGBM,714,0.263,868,3.0,1.0,3.0,1.0,0.75,0.25
8,4,4,0.0,0.75,0.8303571428571428,0.5,0.6,0.4330127018922193,XGBoost,714,0.671,868,3.0,1.0,3.0,1.0,0.75,0.25
8,4,4,0.0,0.5,0.65,0.5,0.6666666666666666,0.0,CatBoost,714,0.198,868,4.0,0.0,4.0,0.0,1.0,0.0
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,717,0.639,876,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,717,0.818,876,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,717,0.769,876,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,717,0.704,876,,,,,,
7,6,1,0.6454972243679028,1.0,1.0,0.9166666666666667,0.9090909090909091,0.9128709291752769,RandomForest,720,0.639,877,5.0,1.0,0.0,1.0,0.8333,1.0
7,6,1,0.6454972243679028,0.8333333333333334,0.976190476190476,0.9166666666666667,0.9090909090909091,0.9128709291752769,LightGBM,720,0.818,877,5.0,1.0,0.0,1.0,0.8333,1.0
7,6,1,0.47140452079103173,0.8333333333333334,0.976190476190476,0.8333333333333333,0.8,0.816496580927726,XGBoost,720,0.769,877,4.0,1.0,0.0,2.0,0.6667,1.0
7,6,1,0.6454972243679028,1.0,1.0,0.9166666666666667,0.9090909090909091,0.9128709291752769,CatBoost,720,0.704,877,5.0,1.0,0.0,1.0,0.8333,1.0
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,731,0.639,884,,,,,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,731,0.263,884,,,,,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,731,0.247,884,,,,,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,731,0.786,884,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,732,0.639,885,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,732,0.263,885,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,732,0.247,885,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,732,0.786,885,,,,,,
9,4,5,0.31622776601683794,0.85,0.8541666666666666,0.65,0.5714285714285714,0.6324555320336759,RandomForest,735,0.639,886,2.0,4.0,1.0,2.0,0.5,0.8
9,4,5,0.55,0.85,0.8041666666666667,0.775,0.75,0.7745966692414834,LightGBM,735,0.263,886,3.0,4.0,1.0,1.0,0.75,0.8
9,4,5,0.31622776601683794,0.8,0.8303571428571428,0.65,0.5714285714285714,0.6324555320336759,XGBoost,735,0.671,886,2.0,4.0,1.0,2.0,0.5,0.8
9,4,5,0.31622776601683794,0.85,0.8041666666666667,0.65,0.5714285714285714,0.6324555320336759,CatBoost,735,0.786,886,2.0,4.0,1.0,2.0,0.5,0.8
30,2,28,0.6948083337796511,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,RandomForest,737,0.639,895,1.0,28.0,0.0,1.0,0.5,1.0
30,2,28,0.6948083337796511,0.9999999999999999,1.0,0.75,0.6666666666666666,0.7071067811865476,LightGBM,737,0.263,895,1.0,28.0,0.0,1.0,0.5,1.0
30,2,28,0.6948083337796511,0.9999999999999999,1.0,0.75,0.6666666666666666,0.7071067811865476,XGBoost,737,0.671,895,1.0,28.0,0.0,1.0,0.5,1.0
30,2,28,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,CatBoost,737,0.198,895,2.0,28.0,0.0,0.0,1.0,1.0
24,0,24,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,740,0.41,925,,,,,,
24,0,24,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,740,0.165,925,,,,,,
24,0,24,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,740,0.508,925,,,,,,
24,0,24,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,740,0.198,925,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,741,0.41,949,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,741,0.165,949,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,741,0.508,949,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,741,0.198,949,,,,,,
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,RandomForest,742,0.41,950,0.0,1.0,0.0,1.0,0.0,1.0
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,742,0.165,950,0.0,1.0,0.0,1.0,0.0,1.0
2,1,1,0.0,0.0,0.5,0.5,0.0,0.0,XGBoost,742,0.508,950,0.0,1.0,0.0,1.0,0.0,1.0
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,CatBoost,742,0.198,950,0.0,1.0,0.0,1.0,0.0,1.0
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,743,0.41,952,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,743,0.165,952,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,743,0.508,952,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,743,0.198,952,,,,,,
15,2,13,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,745,0.41,953,2.0,13.0,0.0,0.0,1.0,1.0
15,2,13,0.15384615384615385,1.0,1.0,0.5769230769230769,0.26666666666666666,0.3922322702763681,LightGBM,745,0.1,953,2.0,2.0,11.0,0.0,1.0,0.1538
15,2,13,0.15384615384615385,1.0,1.0,0.5769230769230769,0.26666666666666666,0.3922322702763681,XGBoost,745,0.182,953,2.0,2.0,11.0,0.0,1.0,0.1538
15,2,13,0.7844645405527361,1.0,1.0,0.9615384615384616,0.8,0.9607689228305228,CatBoost,745,0.198,953,2.0,12.0,1.0,0.0,1.0,0.9231
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,751,0.41,968,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,751,0.1,968,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,751,0.9,968,,,,,,
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,751,0.198,968,,,,,,
17,0,17,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,755,0.41,969,,,,,,
17,0,17,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,755,0.1,969,,,,,,
17,0,17,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,755,0.9,969,,,,,,
17,0,17,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,755,0.198,969,,,,,,
33,0,33,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,756,0.671,986,,,,,,
33,0,33,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,756,0.1,986,,,,,,
33,0,33,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,756,0.9,986,,,,,,
33,0,33,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,756,0.818,986,,,,,,
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,RandomForest,757,0.427,1019,0.0,1.0,0.0,1.0,0.0,1.0
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,757,0.116,1019,0.0,1.0,0.0,1.0,0.0,1.0
2,1,1,0.0,0.0,0.5,0.5,0.0,0.0,XGBoost,757,0.9,1019,0.0,1.0,0.0,1.0,0.0,1.0
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,CatBoost,757,0.72,1019,0.0,1.0,0.0,1.0,0.0,1.0
14,2,12,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,760,0.427,1021,2.0,12.0,0.0,0.0,1.0,1.0
14,2,12,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,760,0.116,1021,2.0,12.0,0.0,0.0,1.0,1.0
14,2,12,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,XGBoost,760,0.9,1021,2.0,12.0,0.0,0.0,1.0,1.0
14,2,12,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,760,0.198,1021,2.0,12.0,0.0,0.0,1.0,1.0
