n,n_pos,n_neg,mcc,auc_roc,pr_auc,balanced_acc,f1,gmean,model,Revision,threshold,train_size
3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,438,0.769,999
3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,438,0.688,999
3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,438,0.263,999
14,1,13,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,450,0.378,1002
14,1,13,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,450,0.769,1002
14,1,13,0.0,1.0,1.0,0.5,0.0,0.0,XGBoost,450,0.688,1002
14,1,13,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,450,0.263,1002
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,452,0.378,1016
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,452,0.769,1016
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,452,0.655,1016
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,452,0.263,1016
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,453,0.345,1021
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,453,0.769,1021
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,453,0.655,1021
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,453,0.231,1021
35,0,35,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,454,0.345,1023
35,0,35,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,454,0.769,1023
35,0,35,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,454,0.116,1023
35,0,35,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,454,0.231,1023
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,458,0.345,1058
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,458,0.786,1058
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,458,0.116,1058
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,458,0.231,1058
26,1,25,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,475,0.345,1061
26,1,25,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,475,0.786,1061
26,1,25,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,475,0.116,1061
26,1,25,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,475,0.231,1061
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,476,0.345,1087
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,476,0.786,1087
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,476,0.116,1087
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,476,0.231,1087
134,0,134,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,482,0.345,1092
134,0,134,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,482,0.786,1092
134,0,134,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,482,0.655,1092
134,0,134,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,482,0.231,1092
4,1,3,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,486,0.459,1226
4,1,3,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,486,0.835,1226
4,1,3,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,486,0.671,1226
4,1,3,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,486,0.622,1226
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,488,0.459,1230
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,488,0.492,1230
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,488,0.671,1230
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,488,0.622,1230
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,492,0.459,1231
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,492,0.492,1231
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,492,0.671,1231
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,492,0.622,1231
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,493,0.459,1237
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,493,0.557,1237
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,493,0.671,1237
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,493,0.622,1237
5,1,4,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,494,0.459,1238
5,1,4,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,494,0.557,1238
5,1,4,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,494,0.671,1238
5,1,4,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,494,0.622,1238
3,2,1,0.5,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,RandomForest,495,0.459,1243
3,2,1,0.5,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,LightGBM,495,0.557,1243
3,2,1,0.5,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,XGBoost,495,0.671,1243
3,2,1,0.5,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,CatBoost,495,0.622,1243
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,496,0.459,1246
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,496,0.557,1246
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,496,0.671,1246
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,496,0.622,1246
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,497,0.459,1249
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,497,0.557,1249
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,497,0.671,1249
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,497,0.622,1249
129,0,129,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,498,0.459,1257
129,0,129,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,498,0.557,1257
129,0,129,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,498,0.671,1257
129,0,129,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,498,0.622,1257
23,1,22,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,501,0.476,1386
23,1,22,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,501,0.573,1386
23,1,22,0.0,1.0,1.0,0.5,0.0,0.0,XGBoost,501,0.884,1386
23,1,22,0.0,1.0,1.0,0.5,0.0,0.0,CatBoost,501,0.671,1386
7,1,6,0.0,1.0,1.0,0.5,0.0,0.0,RandomForest,507,0.476,1409
7,1,6,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,507,0.573,1409
7,1,6,0.0,1.0,1.0,0.5,0.0,0.0,XGBoost,507,0.884,1409
7,1,6,0.0,1.0,1.0,0.5,0.0,0.0,CatBoost,507,0.508,1409
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,519,0.476,1416
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,519,0.573,1416
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,519,0.884,1416
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,519,0.508,1416
4,0,4,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,520,0.476,1417
4,0,4,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,520,0.573,1417
4,0,4,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,520,0.884,1417
4,0,4,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,520,0.508,1417
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,525,0.476,1421
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,525,0.573,1421
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,525,0.884,1421
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,525,0.508,1421
8,1,7,0.6546536707079772,1.0,1.0,0.9285714285714286,0.6666666666666666,0.9258200997725514,RandomForest,529,0.476,1423
8,1,7,0.0,0.8571428571428572,0.5,0.5,0.0,0.0,LightGBM,529,0.573,1423
8,1,7,0.0,1.0,1.0,0.5,0.0,0.0,XGBoost,529,0.884,1423
8,1,7,0.0,0.8571428571428572,0.5,0.5,0.0,0.0,CatBoost,529,0.508,1423
7,1,6,0.0,1.0,1.0,0.5,0.0,0.0,RandomForest,534,0.508,1431
7,1,6,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,534,0.165,1431
7,1,6,0.0,1.0,1.0,0.5,0.0,0.0,XGBoost,534,0.884,1431
7,1,6,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,534,0.182,1431
7,1,6,-0.16666666666666666,0.6666666666666667,0.3333333333333333,0.4166666666666667,0.0,0.0,RandomForest,535,0.508,1438
7,1,6,-0.16666666666666666,0.33333333333333337,0.2,0.4166666666666667,0.0,0.0,LightGBM,535,0.165,1438
7,1,6,0.0,0.6666666666666667,0.3333333333333333,0.5,0.0,0.0,XGBoost,535,0.884,1438
7,1,6,-0.16666666666666666,0.6666666666666667,0.3333333333333333,0.4166666666666667,0.0,0.0,CatBoost,535,0.182,1438
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,537,0.508,1445
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,537,0.165,1445
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,537,0.149,1445
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,537,0.182,1445
11,2,9,0.769800358919501,1.0,1.0,0.9444444444444444,0.8,0.9428090415820634,RandomForest,540,0.378,1453
11,2,9,0.3888888888888889,0.9444444444444444,0.8333333333333333,0.6944444444444444,0.5,0.6666666666666666,LightGBM,540,0.165,1453
11,2,9,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,540,0.149,1453
11,2,9,0.6236095644623235,1.0,1.0,0.8888888888888888,0.6666666666666666,0.8819171036881969,CatBoost,540,0.182,1453
16,1,15,0.53748384988657,0.9333333333333333,0.5,0.9333333333333333,0.5,0.9309493362512627,RandomForest,541,0.508,1464
16,1,15,0.4472135954999579,1.0,1.0,0.9,0.4,0.8944271909999159,LightGBM,541,0.165,1464
16,1,15,0.4472135954999579,0.8666666666666667,0.3333333333333333,0.9,0.4,0.8944271909999159,XGBoost,541,0.149,1464
16,1,15,0.4472135954999579,0.9333333333333333,0.5,0.9,0.4,0.8944271909999159,CatBoost,541,0.182,1464
20,1,19,-0.05263157894736842,0.9473684210526315,0.5,0.47368421052631576,0.0,0.0,RandomForest,562,0.263,1480
20,1,19,-0.05263157894736842,0.9473684210526316,0.5,0.47368421052631576,0.0,0.0,LightGBM,562,0.165,1480
20,1,19,0.6882472016116853,0.9473684210526316,0.5,0.9736842105263157,0.6666666666666666,0.9733285267845752,XGBoost,562,0.149,1480
20,1,19,0.0,0.9473684210526316,0.5,0.5,0.0,0.0,CatBoost,562,0.182,1480
7,1,6,0.0,1.0,1.0,0.5,0.0,0.0,RandomForest,563,0.508,1500
7,1,6,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,563,0.165,1500
7,1,6,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,563,0.149,1500
7,1,6,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,563,0.182,1500
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,565,0.263,1507
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,565,0.165,1507
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,565,0.149,1507
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,565,0.182,1507
5,1,4,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,568,0.263,1508
5,1,4,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,568,0.165,1508
5,1,4,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,568,0.149,1508
5,1,4,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,568,0.182,1508
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,574,0.263,1513
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,574,0.165,1513
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,574,0.149,1513
9,0,9,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,574,0.182,1513
4,1,3,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,575,0.263,1522
4,1,3,-0.3333333333333333,0.6666666666666667,0.5,0.3333333333333333,0.0,0.0,LightGBM,575,0.182,1522
4,1,3,0.5773502691896258,1.0,1.0,0.8333333333333333,0.6666666666666666,0.816496580927726,XGBoost,575,0.149,1522
4,1,3,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,575,0.182,1522
4,1,3,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,579,0.263,1526
4,1,3,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,579,0.182,1526
4,1,3,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,579,0.149,1526
4,1,3,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,579,0.182,1526
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,580,0.263,1530
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,580,0.182,1530
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,580,0.149,1530
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,580,0.182,1530
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,582,0.263,1531
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,582,0.182,1531
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,582,0.149,1531
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,582,0.182,1531
3,1,2,0.0,1.0,1.0,0.5,0.0,0.0,RandomForest,583,0.263,1532
3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,583,0.182,1532
3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,583,0.149,1532
3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,583,0.182,1532
7,2,5,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,584,0.231,1535
7,2,5,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,584,0.182,1535
7,2,5,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,584,0.149,1535
7,2,5,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,584,0.182,1535
2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,587,0.231,1542
2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,587,0.182,1542
2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,587,0.149,1542
2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,587,0.182,1542
8,2,6,0.7453559924999299,1.0,1.0,0.9166666666666667,0.8,0.9128709291752769,RandomForest,589,0.231,1544
8,2,6,0.7453559924999299,1.0,1.0,0.9166666666666667,0.8,0.9128709291752769,LightGBM,589,0.182,1544
8,2,6,0.7453559924999299,1.0,1.0,0.9166666666666667,0.8,0.9128709291752769,XGBoost,589,0.149,1544
8,2,6,0.7453559924999299,1.0,1.0,0.9166666666666667,0.8,0.9128709291752769,CatBoost,589,0.182,1544
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,590,0.231,1552
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,590,0.28,1552
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,590,0.149,1552
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,590,0.182,1552
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,597,0.231,1555
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,597,0.182,1555
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,597,0.149,1555
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,597,0.182,1555
7,2,5,0.0,1.0,1.0,0.5,0.0,0.0,RandomForest,598,0.231,1556
7,2,5,0.0,0.5,0.3666666666666667,0.5,0.0,0.0,LightGBM,598,0.182,1556
7,2,5,0.0,0.8,0.5833333333333333,0.5,0.0,0.0,XGBoost,598,0.149,1556
7,2,5,0.0,0.5,0.3666666666666667,0.5,0.0,0.0,CatBoost,598,0.182,1556
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,601,0.231,1563
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,601,0.182,1563
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,601,0.149,1563
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,601,0.182,1563
12,1,11,0.0,1.0,1.0,0.5,0.0,0.0,RandomForest,605,0.231,1569
12,1,11,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,605,0.28,1569
12,1,11,0.0,0.9090909090909091,0.5,0.5,0.0,0.0,XGBoost,605,0.149,1569
12,1,11,0.0,1.0,1.0,0.5,0.0,0.0,CatBoost,605,0.182,1569
7,0,7,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,606,0.231,1581
7,0,7,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,606,0.28,1581
7,0,7,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,606,0.116,1581
7,0,7,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,606,0.182,1581
13,2,11,0.4090909090909091,0.9090909090909091,0.75,0.7045454545454546,0.5,0.674199862463242,RandomForest,613,0.247,1588
13,2,11,0.4090909090909091,0.8636363636363635,0.5,0.7045454545454546,0.5,0.674199862463242,LightGBM,613,0.28,1588
13,2,11,0.6396021490668313,0.9545454545454545,0.8333333333333333,0.9090909090909092,0.6666666666666666,0.9045340337332909,XGBoost,613,0.116,1588
13,2,11,0.778498944161523,0.9545454545454545,0.8333333333333333,0.9545454545454546,0.8,0.9534625892455924,CatBoost,613,0.182,1588
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,616,0.247,1601
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,616,0.28,1601
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,616,0.133,1601
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,616,0.182,1601
21,3,18,0.33113308926626095,0.9074074074074076,0.6666666666666667,0.6388888888888888,0.4,0.5610836076867821,RandomForest,627,0.231,1603
21,3,18,0.5477225575051662,0.8518518518518519,0.6111111111111112,0.6666666666666666,0.5,0.5773502691896257,LightGBM,627,0.28,1603
21,3,18,0.4950737714883372,0.8888888888888891,0.6428571428571428,0.7777777777777777,0.5714285714285714,0.769800358919501,XGBoost,627,0.133,1603
21,3,18,0.2222222222222222,0.8703703703703703,0.625,0.611111111111111,0.3333333333333333,0.5443310539518174,CatBoost,627,0.182,1603
14,2,12,0.5477225575051662,1.0,1.0,0.875,0.5714285714285714,0.8660254037844386,RandomForest,629,0.116,1624
14,2,12,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,629,0.28,1624
14,2,12,0.7817359599705717,1.0,1.0,0.9583333333333333,0.8,0.9574271077563381,XGBoost,629,0.133,1624
14,2,12,0.7817359599705717,1.0,1.0,0.9583333333333333,0.8,0.9574271077563381,CatBoost,629,0.182,1624
12,2,10,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,630,0.312,1638
12,2,10,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,630,0.28,1638
12,2,10,0.7745966692414834,1.0,1.0,0.95,0.8,0.9486832980505138,XGBoost,630,0.133,1638
12,2,10,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,630,0.329,1638
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,631,0.312,1650
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,631,0.28,1650
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,631,0.165,1650
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,631,0.329,1650
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,632,0.312,1652
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,632,0.28,1652
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,632,0.165,1652
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,632,0.329,1652
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,633,0.312,1654
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,633,0.28,1654
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,633,0.165,1654
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,633,0.329,1654
6,4,2,0.25,0.625,0.8041666666666667,0.625,0.75,0.6123724356957945,RandomForest,637,0.312,1656
6,4,2,0.0,0.75,0.9166666666666666,0.5,0.0,0.0,LightGBM,637,0.28,1656
6,4,2,0.0,0.625,0.8541666666666666,0.5,0.0,0.0,XGBoost,637,0.165,1656
6,4,2,-0.6324555320336759,0.5,0.6791666666666667,0.25,0.0,0.0,CatBoost,637,0.182,1656
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,638,0.312,1662
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,638,0.28,1662
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,638,0.165,1662
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,638,0.312,1662
11,1,10,-0.1,0.9,0.5,0.45,0.0,0.0,RandomForest,645,0.312,1664
11,1,10,-0.1,0.7999999999999999,0.3333333333333333,0.45,0.0,0.0,LightGBM,645,0.28,1664
11,1,10,-0.1,0.9,0.5,0.45,0.0,0.0,XGBoost,645,0.165,1664
11,1,10,0.6708203932499369,0.9,0.5,0.95,0.6666666666666666,0.9486832980505138,CatBoost,645,0.182,1664
16,1,15,0.53748384988657,1.0,1.0,0.9333333333333333,0.5,0.9309493362512627,RandomForest,647,0.247,1675
16,1,15,0.6831300510639733,1.0,1.0,0.9666666666666667,0.6666666666666666,0.9660917830792959,LightGBM,647,0.28,1675
16,1,15,0.53748384988657,1.0,1.0,0.9333333333333333,0.5,0.9309493362512627,XGBoost,647,0.133,1675
16,1,15,0.53748384988657,1.0,1.0,0.9333333333333333,0.5,0.9309493362512627,CatBoost,647,0.182,1675
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,648,0.247,1691
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,648,0.28,1691
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,648,0.133,1691
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,648,0.182,1691
7,2,5,0.3,0.9,0.8333333333333333,0.65,0.5,0.6324555320336759,RandomForest,649,0.247,1693
7,2,5,0.3,0.9,0.8333333333333333,0.65,0.5,0.6324555320336759,LightGBM,649,0.28,1693
7,2,5,0.3,0.7,0.7,0.65,0.5,0.6324555320336759,XGBoost,649,0.133,1693
7,2,5,0.3,0.7,0.7,0.65,0.5,0.6324555320336759,CatBoost,649,0.182,1693
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,671,0.247,1700
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,671,0.28,1700
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,671,0.198,1700
8,0,8,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,671,0.182,1700
11,3,8,0.769800358919501,1.0,1.0,0.8333333333333333,0.8,0.816496580927726,RandomForest,672,0.247,1708
11,3,8,0.5163977794943222,0.7083333333333334,0.6095238095238096,0.6666666666666666,0.5,0.5773502691896257,LightGBM,672,0.28,1708
11,3,8,0.5163977794943222,0.75,0.6333333333333333,0.6666666666666666,0.5,0.5773502691896257,XGBoost,672,0.198,1708
11,3,8,0.769800358919501,0.875,0.8333333333333333,0.8333333333333333,0.8,0.816496580927726,CatBoost,672,0.182,1708
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,673,0.247,1719
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,673,0.28,1719
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,673,0.312,1719
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,673,0.198,1719
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,677,0.247,1720
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,677,0.28,1720
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,677,0.312,1720
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,677,0.198,1720
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,679,0.247,1721
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,679,0.28,1721
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,679,0.198,1721
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,679,0.198,1721
9,2,7,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,680,0.247,1723
9,2,7,0.6614378277661476,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,LightGBM,680,0.28,1723
9,2,7,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,680,0.133,1723
9,2,7,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,680,0.198,1723
5,2,3,0.6123724356957946,0.8333333333333334,0.8333333333333333,0.75,0.6666666666666666,0.7071067811865476,RandomForest,687,0.247,1732
5,2,3,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,687,0.28,1732
5,2,3,0.0,1.0,1.0,0.5,0.0,0.0,XGBoost,687,0.133,1732
5,2,3,0.6123724356957946,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,CatBoost,687,0.198,1732
7,1,6,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,688,0.247,1737
7,1,6,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,688,0.28,1737
7,1,6,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,688,0.133,1737
7,1,6,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,688,0.198,1737
8,2,6,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,689,0.247,1744
8,2,6,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,689,0.28,1744
8,2,6,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,689,0.133,1744
8,2,6,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,689,0.198,1744
9,2,7,0.5976143046671968,1.0,1.0,0.8571428571428572,0.6666666666666666,0.8451542547285166,RandomForest,690,0.247,1752
9,2,7,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,690,0.214,1752
9,2,7,0.7559289460184544,1.0,1.0,0.9285714285714286,0.8,0.9258200997725514,XGBoost,690,0.133,1752
9,2,7,0.5976143046671968,1.0,1.0,0.8571428571428572,0.6666666666666666,0.8451542547285166,CatBoost,690,0.198,1752
