n,n_pos,n_neg,mcc,balanced_acc,f1,auc_roc,pr_auc,gmean,model,total_predictions
2832,304,2528,0.39761115150989773,0.7452635742838107,0.4640198511166253,0.8765666638907396,0.581643264939834,0.7338143218444549,RandomForest,2832
2832,304,2528,0.38538073724298794,0.711223767488341,0.45588235294117646,0.8410213503497669,0.4154700577951621,0.6821255543534968,LightGBM,2832
2832,304,2528,0.40691391690191947,0.7317413391072618,0.4748603351955307,0.8523276149233843,0.5053521445598215,0.7111107550839059,XGBoost,2832
2832,304,2528,0.4056293296970764,0.7323971518987342,0.47368421052631576,0.8700931150066622,0.5313787331756822,0.7124187995035476,CatBoost,2832
