n,n_pos,n_neg,mcc,balanced_acc,f1,auc_roc,pr_auc,TP,TN,FP,FN,sensitivity,specificity,gmean,model,revision,threshold,train_size
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,525,0.867,466
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,525,0.263,466
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,525,0.671,466
2,1,1,0.0,0.5,0.6666666666666666,1.0,1.0,1,0,1,0,1.0,0.0,0.0,RandomForest,526,0.476,467
2,1,1,0.0,0.5,0.0,1.0,1.0,0,1,0,1,0.0,1.0,0.0,LightGBM,526,0.867,467
2,1,1,1.0,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,XGBoost,526,0.263,467
2,1,1,0.0,0.5,0.0,1.0,1.0,0,1,0,1,0.0,1.0,0.0,CatBoost,526,0.769,467
5,2,3,1.0,1.0,1.0,1.0,1.0,2,3,0,0,1.0,1.0,1.0,RandomForest,529,0.476,469
5,2,3,1.0,1.0,1.0,1.0,1.0,2,3,0,0,1.0,1.0,1.0,LightGBM,529,0.867,469
5,2,3,1.0,1.0,1.0,1.0,1.0,2,3,0,0,1.0,1.0,1.0,XGBoost,529,0.263,469
5,2,3,0.6666666666666666,0.8333333333333333,0.8,1.0,1.0,2,2,1,0,1.0,0.6667,0.816496580927726,CatBoost,529,0.671,469
4,0,4,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,536,0.476,474
4,0,4,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,536,0.867,474
4,0,4,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,536,0.263,474
4,0,4,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,536,0.769,474
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,544,0.476,478
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,544,0.867,478
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,544,0.263,478
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,544,0.769,478
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,557,0.476,479
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,557,0.867,479
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,557,0.671,479
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,557,0.769,479
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,568,0.476,480
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,568,0.867,480
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,568,0.671,480
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,568,0.769,480
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,571,0.476,482
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,571,0.867,482
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,571,0.263,482
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,571,0.769,482
22,13,9,0.651794907395869,0.7777777777777778,0.8666666666666667,1.0,1.0,13,5,4,0,1.0,0.5556,0.7453559924999299,RandomForest,574,0.476,483
22,13,9,0.821020142307163,0.8888888888888888,0.9285714285714286,0.9914529914529914,0.9945054945054945,13,7,2,0,1.0,0.7778,0.8819171036881969,LightGBM,574,0.867,483
22,13,9,0.7359800721939873,0.8333333333333333,0.896551724137931,1.0,1.0,13,6,3,0,1.0,0.6667,0.816496580927726,XGBoost,574,0.671,483
22,13,9,0.7359800721939873,0.8333333333333333,0.896551724137931,0.9914529914529914,0.9945054945054945,13,6,3,0,1.0,0.6667,0.816496580927726,CatBoost,574,0.671,483
2,2,0,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,576,0.851,505
2,2,0,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,576,0.867,505
2,2,0,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,576,0.851,505
2,2,0,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,576,0.9,505
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,579,0.541,507
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,579,0.867,507
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,579,0.851,507
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,579,0.9,507
24,16,8,0.36514837167011077,0.6875,0.7741935483870968,0.8671875,0.939093943498452,12,5,3,4,0.75,0.625,0.6846531968814576,RandomForest,586,0.541,508
24,16,8,0.3535533905932738,0.6875,0.7142857142857143,0.8125,0.9112176120448179,10,6,2,6,0.625,0.75,0.6846531968814576,LightGBM,586,0.867,508
24,16,8,0.5477225575051662,0.78125,0.72,0.78125,0.896640191164185,9,8,0,7,0.5625,1.0,0.75,XGBoost,586,0.867,508
24,16,8,0.3125,0.65625,0.5833333333333334,0.8125,0.90663297615697,7,7,1,9,0.4375,0.875,0.6187184335382291,CatBoost,586,0.9,508
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,598,0.737,532
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,598,0.867,532
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,598,0.867,532
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,598,0.835,532
25,22,3,0.5921565254637922,0.9090909090909092,0.9,1.0,1.0,18,3,0,4,0.8182,1.0,0.9045340337332909,RandomForest,630,0.737,533
25,22,3,0.5921565254637922,0.9090909090909092,0.9,1.0,1.0,18,3,0,4,0.8182,1.0,0.9045340337332909,LightGBM,630,0.867,533
25,22,3,0.5383054219239551,0.8863636363636364,0.8717948717948718,1.0,1.0,17,3,0,5,0.7727,1.0,0.8790490729915326,XGBoost,630,0.867,533
25,22,3,0.5921565254637922,0.9090909090909092,0.9,1.0,1.0,18,3,0,4,0.8182,1.0,0.9045340337332909,CatBoost,630,0.835,533
5,2,3,1.0,1.0,1.0,1.0,1.0,2,3,0,0,1.0,1.0,1.0,RandomForest,634,0.737,558
5,2,3,1.0,1.0,1.0,1.0,1.0,2,3,0,0,1.0,1.0,1.0,LightGBM,634,0.671,558
5,2,3,1.0,1.0,1.0,1.0,1.0,2,3,0,0,1.0,1.0,1.0,XGBoost,634,0.867,558
5,2,3,1.0,1.0,1.0,1.0,1.0,2,3,0,0,1.0,1.0,1.0,CatBoost,634,0.769,558
8,3,5,0.4666666666666667,0.7333333333333334,0.6666666666666666,0.8,0.8333333333333333,2,4,1,1,0.6667,0.8,0.7302967433402214,RandomForest,635,0.737,563
8,3,5,0.4666666666666667,0.7333333333333334,0.6666666666666666,0.8666666666666667,0.8666666666666667,2,4,1,1,0.6667,0.8,0.7302967433402214,LightGBM,635,0.671,563
8,3,5,0.7453559924999299,0.8333333333333333,0.8,0.7333333333333333,0.8095238095238095,2,5,0,1,0.6667,1.0,0.816496580927726,XGBoost,635,0.867,563
8,3,5,0.4666666666666667,0.7333333333333334,0.6666666666666666,0.8666666666666667,0.8666666666666667,2,4,1,1,0.6667,0.8,0.7302967433402214,CatBoost,635,0.769,563
15,12,3,0.35355339059327373,0.7083333333333334,0.5882352941176471,1.0,1.0,5,3,0,7,0.4167,1.0,0.6454972243679028,RandomForest,636,0.737,571
15,12,3,0.82915619758885,0.9583333333333333,0.9565217391304348,1.0,1.0,11,3,0,1,0.9167,1.0,0.9574271077563381,LightGBM,636,0.671,571
15,12,3,0.408248290463863,0.75,0.6666666666666666,1.0,1.0,6,3,0,6,0.5,1.0,0.7071067811865476,XGBoost,636,0.867,571
15,12,3,0.82915619758885,0.9583333333333333,0.9565217391304348,1.0,1.0,11,3,0,1,0.9167,1.0,0.9574271077563381,CatBoost,636,0.737,571
14,13,1,1.0,1.0,1.0,1.0,0.9999999999999998,13,1,0,0,1.0,1.0,1.0,RandomForest,637,0.639,586
14,13,1,1.0,1.0,1.0,1.0,1.0,13,1,0,0,1.0,1.0,1.0,LightGBM,637,0.476,586
14,13,1,1.0,1.0,1.0,1.0,1.0,13,1,0,0,1.0,1.0,1.0,XGBoost,637,0.59,586
14,13,1,1.0,1.0,1.0,1.0,1.0,13,1,0,0,1.0,1.0,1.0,CatBoost,637,0.476,586
36,25,11,0.8703882797784892,0.9090909090909092,0.9615384615384616,0.9927272727272727,0.9970370370370369,25,9,2,0,1.0,0.8182,0.9045340337332909,RandomForest,644,0.639,600
36,25,11,0.6741998624632421,0.7727272727272727,0.9090909090909091,1.0,1.0,25,6,5,0,1.0,0.5455,0.7385489458759964,LightGBM,644,0.737,600
36,25,11,0.7381818181818182,0.8690909090909091,0.92,0.9854545454545454,0.9939601139601141,23,9,2,2,0.92,0.8182,0.8675985665774655,XGBoost,644,0.59,600
36,25,11,0.8058229640253802,0.8636363636363636,0.9433962264150944,0.9781818181818182,0.990883190883191,25,8,3,0,1.0,0.7273,0.8528028654224418,CatBoost,644,0.476,600
10,3,7,0.8017837257372732,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.6388888888888888,3,6,1,0,1.0,0.8571,0.9258200997725514,RandomForest,656,0.459,636
10,3,7,-0.21821789023599236,0.42857142857142855,0.0,0.8095238095238095,0.5888888888888889,0,6,1,3,0.0,0.8571,0.0,LightGBM,656,0.818,636
10,3,7,0.6546536707079772,0.8571428571428572,0.75,0.8571428571428571,0.6944444444444444,3,5,2,0,1.0,0.7143,0.8451542547285166,XGBoost,656,0.41,636
10,3,7,0.5238095238095238,0.7619047619047619,0.6666666666666666,0.8571428571428572,0.6388888888888888,2,6,1,1,0.6667,0.8571,0.7559289460184544,CatBoost,656,0.753,636
21,9,12,0.408248290463863,0.6944444444444444,0.6956521739130435,0.9259259259259258,0.9390432098765433,8,6,6,1,0.8889,0.5,0.6666666666666666,RandomForest,657,0.345,646
21,9,12,0.5229577884350213,0.7638888888888888,0.7368421052631579,0.861111111111111,0.8905945419103314,7,9,3,2,0.7778,0.75,0.7637626158259734,LightGBM,657,0.818,646
21,9,12,0.28306925853614895,0.6388888888888888,0.6363636363636364,0.888888888888889,0.9079365079365078,7,6,6,2,0.7778,0.5,0.6236095644623235,XGBoost,657,0.394,646
21,9,12,0.4403855060505442,0.7222222222222222,0.7,0.8518518518518519,0.8440476190476192,7,8,4,2,0.7778,0.6667,0.7200822998230956,CatBoost,657,0.492,646
36,28,8,0.6141922686399942,0.8482142857142857,0.8846153846153846,0.8794642857142857,0.9695546121513202,23,7,1,5,0.8214,0.875,0.8477912478906585,RandomForest,658,0.459,667
36,28,8,0.5330017908890261,0.8125,0.84,0.8794642857142857,0.9690308132900829,21,7,1,7,0.75,0.875,0.8100925873009825,LightGBM,658,0.867,667
36,28,8,0.5976143046671968,0.8571428571428572,0.8333333333333334,0.8883928571428572,0.9736789665361095,20,8,0,8,0.7143,1.0,0.8451542547285166,XGBoost,658,0.867,667
36,28,8,0.6324555320336759,0.875,0.8571428571428571,0.9062500000000001,0.9771641142608886,21,8,0,7,0.75,1.0,0.8660254037844386,CatBoost,658,0.753,667
37,27,10,0.725925925925926,0.8629629629629629,0.9259259259259259,0.9407407407407407,0.9787396755484239,25,8,2,2,0.9259,0.8,0.8606629658238705,RandomForest,659,0.459,703
37,27,10,0.5719379428280168,0.8074074074074074,0.8627450980392157,0.874074074074074,0.959274239467476,22,8,2,5,0.8148,0.8,0.8073734277593312,LightGBM,659,0.9,703
37,27,10,0.6972166887783964,0.8888888888888888,0.875,0.9555555555555556,0.9855842374360892,21,10,0,6,0.7778,1.0,0.8819171036881969,XGBoost,659,0.867,703
37,27,10,0.6693419514856722,0.8444444444444444,0.9056603773584906,0.9185185185185185,0.9733912973768046,24,8,2,3,0.8889,0.8,0.8432740427115678,CatBoost,659,0.72,703
15,10,5,0.7071067811865475,0.8,0.9090909090909091,0.9800000000000001,0.9909090909090909,10,3,2,0,1.0,0.6,0.7745966692414834,RandomForest,663,0.459,740
15,10,5,0.8528028654224417,0.9,0.9523809523809523,0.9800000000000001,0.9909090909090909,10,4,1,0,1.0,0.8,0.8944271909999159,LightGBM,663,0.476,740
15,10,5,0.8528028654224417,0.9,0.9523809523809523,0.9600000000000001,0.9809090909090908,10,4,1,0,1.0,0.8,0.8944271909999159,XGBoost,663,0.867,740
15,10,5,0.8528028654224417,0.9,0.9523809523809523,0.9800000000000001,0.990909090909091,10,4,1,0,1.0,0.8,0.8944271909999159,CatBoost,663,0.72,740
26,21,5,0.7319250547113999,0.9285714285714286,0.9230769230769231,1.0,1.0,18,5,0,3,0.8571,1.0,0.9258200997725514,RandomForest,664,0.622,755
26,21,5,0.8908708063747479,0.9761904761904762,0.975609756097561,1.0,1.0,20,5,0,1,0.9524,1.0,0.9759000729485332,LightGBM,664,0.671,755
26,21,5,0.8908708063747479,0.9761904761904762,0.975609756097561,1.0,1.0,20,5,0,1,0.9524,1.0,0.9759000729485332,XGBoost,664,0.737,755
26,21,5,0.8908708063747479,0.9761904761904762,0.975609756097561,1.0,1.0,20,5,0,1,0.9524,1.0,0.9759000729485332,CatBoost,664,0.606,755
9,5,4,0.5976143046671968,0.75,0.8333333333333334,0.8,0.8761904761904762,5,2,2,0,1.0,0.5,0.7071067811865476,RandomForest,666,0.459,781
9,5,4,0.5976143046671968,0.75,0.8333333333333334,0.85,0.9028571428571428,5,2,2,0,1.0,0.5,0.7071067811865476,LightGBM,666,0.427,781
9,5,4,0.5976143046671968,0.75,0.8333333333333334,0.9,0.9428571428571428,5,2,2,0,1.0,0.5,0.7071067811865476,XGBoost,666,0.459,781
9,5,4,0.5976143046671968,0.75,0.8333333333333334,0.85,0.9028571428571428,5,2,2,0,1.0,0.5,0.7071067811865476,CatBoost,666,0.541,781
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,667,0.459,790
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,667,0.427,790
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,667,0.737,790
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,667,0.541,790
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,668,0.459,791
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,668,0.427,791
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,668,0.737,791
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,668,0.541,791
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,669,0.459,792
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,669,0.427,792
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,669,0.737,792
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,669,0.541,792
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,670,0.459,793
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,670,0.378,793
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,670,0.737,793
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,670,0.541,793
3,2,1,0.0,0.5,0.0,0.5,0.8333333333333333,0,1,0,2,0.0,1.0,0.0,RandomForest,672,0.769,795
3,2,1,0.5,0.75,0.6666666666666666,0.5,0.8333333333333333,1,1,0,1,0.5,1.0,0.7071067811865476,LightGBM,672,0.378,795
3,2,1,0.0,0.5,0.0,1.0,1.0,0,1,0,2,0.0,1.0,0.0,XGBoost,672,0.737,795
3,2,1,0.5,0.75,0.6666666666666666,1.0,1.0,1,1,0,1,0.5,1.0,0.7071067811865476,CatBoost,672,0.541,795
2,1,1,0.0,0.5,0.0,1.0,1.0,0,1,0,1,0.0,1.0,0.0,RandomForest,675,0.459,798
2,1,1,0.0,0.5,0.0,0.0,0.5,0,1,0,1,0.0,1.0,0.0,LightGBM,675,0.378,798
2,1,1,0.0,0.5,0.0,0.0,0.5,0,1,0,1,0.0,1.0,0.0,XGBoost,675,0.737,798
2,1,1,0.0,0.5,0.0,0.0,0.5,0,1,0,1,0.0,1.0,0.0,CatBoost,675,0.214,798
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,680,0.459,800
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,680,0.378,800
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,680,0.737,800
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,680,0.214,800
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,681,0.459,801
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,681,0.378,801
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,681,0.737,801
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,681,0.214,801
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,691,0.459,802
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,691,0.378,802
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,691,0.737,802
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,691,0.214,802
3,0,3,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,696,0.459,803
3,0,3,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,696,0.378,803
3,0,3,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,696,0.737,803
3,0,3,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,696,0.214,803
5,2,3,0.6666666666666666,0.8333333333333333,0.8,1.0,1.0,2,2,1,0,1.0,0.6667,0.816496580927726,RandomForest,697,0.41,806
5,2,3,0.6666666666666666,0.8333333333333333,0.8,1.0,1.0,2,2,1,0,1.0,0.6667,0.816496580927726,LightGBM,697,0.378,806
5,2,3,1.0,1.0,1.0,1.0,1.0,2,3,0,0,1.0,1.0,1.0,XGBoost,697,0.737,806
5,2,3,0.6666666666666666,0.8333333333333333,0.8,1.0,1.0,2,2,1,0,1.0,0.6667,0.816496580927726,CatBoost,697,0.263,806
9,2,7,0.5976143046671968,0.8571428571428572,0.6666666666666666,1.0,1.0,2,5,2,0,1.0,0.7143,0.8451542547285166,RandomForest,698,0.41,811
9,2,7,0.7559289460184544,0.9285714285714286,0.8,1.0,1.0,2,6,1,0,1.0,0.8571,0.9258200997725514,LightGBM,698,0.165,811
9,2,7,1.0,1.0,1.0,1.0,1.0,2,7,0,0,1.0,1.0,1.0,XGBoost,698,0.737,811
9,2,7,1.0,1.0,1.0,1.0,1.0,2,7,0,0,1.0,1.0,1.0,CatBoost,698,0.263,811
31,28,3,0.7464200272921789,0.9642857142857143,0.9629629629629629,1.0,0.9999999999999999,26,3,0,2,0.9286,1.0,0.9636241116594315,RandomForest,699,0.459,820
31,28,3,0.7464200272921789,0.9642857142857143,0.9629629629629629,0.9523809523809524,0.9951559934318555,26,3,0,2,0.9286,1.0,0.9636241116594315,LightGBM,699,0.198,820
31,28,3,0.7464200272921789,0.9642857142857143,0.9629629629629629,0.9523809523809524,0.9952380952380953,26,3,0,2,0.9286,1.0,0.9636241116594315,XGBoost,699,0.737,820
31,28,3,0.7464200272921789,0.9642857142857143,0.9629629629629629,0.9761904761904763,0.9975369458128078,26,3,0,2,0.9286,1.0,0.9636241116594315,CatBoost,699,0.263,820
8,6,2,0.7453559924999299,0.9166666666666667,0.9090909090909091,1.0,1.0,5,2,0,1,0.8333,1.0,0.9128709291752769,RandomForest,700,0.41,851
8,6,2,0.7453559924999299,0.9166666666666667,0.9090909090909091,0.8333333333333334,0.9583333333333334,5,2,0,1,0.8333,1.0,0.9128709291752769,LightGBM,700,0.378,851
8,6,2,0.7453559924999299,0.9166666666666667,0.9090909090909091,1.0,1.0,5,2,0,1,0.8333,1.0,0.9128709291752769,XGBoost,700,0.737,851
8,6,2,0.7453559924999299,0.9166666666666667,0.9090909090909091,0.9166666666666667,0.9761904761904762,5,2,0,1,0.8333,1.0,0.9128709291752769,CatBoost,700,0.263,851
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,703,0.443,859
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,703,0.737,859
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,703,0.737,859
2,0,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,703,0.263,859
2,2,0,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,711,0.443,861
2,2,0,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,711,0.737,861
2,2,0,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,711,0.737,861
2,2,0,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,711,0.263,861
8,4,4,0.7745966692414834,0.875,0.8571428571428571,1.0,1.0,3,4,0,1,0.75,1.0,0.8660254037844386,RandomForest,714,0.443,863
8,4,4,0.0,0.5,0.0,0.9375,0.95,0,4,0,4,0.0,1.0,0.0,LightGBM,714,0.737,863
8,4,4,0.0,0.5,0.0,0.9375,0.95,0,4,0,4,0.0,1.0,0.0,XGBoost,714,0.737,863
8,4,4,0.7745966692414834,0.875,0.8888888888888888,1.0,1.0,4,3,1,0,1.0,0.75,0.8660254037844386,CatBoost,714,0.263,863
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,717,0.443,871
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,717,0.378,871
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,717,0.1,871
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,717,0.28,871
7,2,5,0.7302967433402214,0.9,0.8,0.9,0.8333333333333333,2,4,1,0,1.0,0.8,0.8944271909999159,RandomForest,720,0.443,872
7,2,5,0.7302967433402214,0.9,0.8,1.0,1.0,2,4,1,0,1.0,0.8,0.8944271909999159,LightGBM,720,0.378,872
7,2,5,0.7302967433402214,0.9,0.8,0.9,0.8333333333333333,2,4,1,0,1.0,0.8,0.8944271909999159,XGBoost,720,0.263,872
7,2,5,0.5477225575051661,0.8,0.6666666666666666,1.0,1.0,2,3,2,0,1.0,0.6,0.7745966692414834,CatBoost,720,0.28,872
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,731,0.443,879
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,731,0.378,879
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,731,0.263,879
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,731,0.28,879
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,RandomForest,732,0.443,880
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,LightGBM,732,0.378,880
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,XGBoost,732,0.263,880
1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,CatBoost,732,0.28,880
9,2,7,0.7559289460184544,0.9285714285714286,0.8,1.0,1.0,2,6,1,0,1.0,0.8571,0.9258200997725514,RandomForest,735,0.443,881
9,2,7,0.7559289460184544,0.9285714285714286,0.8,0.8571428571428572,0.6666666666666666,2,6,1,0,1.0,0.8571,0.9258200997725514,LightGBM,735,0.378,881
9,2,7,0.7559289460184544,0.9285714285714286,0.8,0.8571428571428572,0.6666666666666666,2,6,1,0,1.0,0.8571,0.9258200997725514,XGBoost,735,0.737,881
9,2,7,0.7559289460184544,0.9285714285714286,0.8,0.8571428571428572,0.6666666666666666,2,6,1,0,1.0,0.8571,0.9258200997725514,CatBoost,735,0.28,881
30,27,3,0.8498365855987975,0.9814814814814814,0.9811320754716981,0.9629629629629629,0.9962962962962962,26,3,0,1,0.963,1.0,0.9813067629253163,RandomForest,737,0.443,890
30,27,3,0.1111111111111111,0.5740740740740741,0.8627450980392157,0.7654320987654322,0.9695273828400319,22,1,2,5,0.8148,0.3333,0.5211573066470477,LightGBM,737,0.214,890
30,27,3,0.2914915440650688,0.7407407407407407,0.65,0.7777777777777778,0.9759813621882587,13,3,0,14,0.4815,1.0,0.693888666488711,XGBoost,737,0.737,890
30,27,3,0.8498365855987975,0.9814814814814814,0.9811320754716981,0.9753086419753086,0.9974457215836525,26,3,0,1,0.963,1.0,0.9813067629253163,CatBoost,737,0.28,890
24,23,1,1.0,1.0,1.0,1.0,0.9999999999999998,23,1,0,0,1.0,1.0,1.0,RandomForest,740,0.296,920
24,23,1,1.0,1.0,1.0,1.0,0.9999999999999999,23,1,0,0,1.0,1.0,1.0,LightGBM,740,0.198,920
24,23,1,0.0,0.5,0.9787234042553191,1.0,1.0,23,0,1,0,1.0,0.0,0.0,XGBoost,740,0.133,920
24,23,1,1.0,1.0,1.0,1.0,0.9999999999999999,23,1,0,0,1.0,1.0,1.0,CatBoost,740,0.28,920
