n,n_pos,n_neg,mcc,balanced_acc,f1,auc_roc,pr_auc,TP,TN,FP,FN,sensitivity,specificity,gmean,model,total_predictions
1179,809,370,0.561057825848999,0.7840577289279391,0.85875,0.8609644873550929,0.9101892002290579,687,266,104,122,0.8492,0.7189,0.7813472068947622,RandomForest,1179
1179,809,370,0.5781539963014206,0.7901229412354258,0.8667079975201488,0.8245865766879363,0.8961551098255838,699,265,105,110,0.864,0.7162,0.7866587940546111,LightGBM,1179
1179,809,370,0.49721671107078375,0.7554388133498146,0.8324873096446701,0.8579277052082984,0.9211307236391408,656,259,111,153,0.8109,0.7,0.7534018440976504,XGBoost,1179
1179,809,370,0.5621736128054702,0.7830939097317342,0.8606965174129353,0.833835566097618,0.9004564107113491,692,263,107,117,0.8554,0.7108,0.7797507454753227,CatBoost,1179
