n,n_pos,n_neg,mcc,balanced_acc,f1,auc_roc,pr_auc,TP,TN,FP,FN,sensitivity,specificity,gmean,model,total_predictions
3544,2391,1153,0.5289106629229603,0.7685549634488684,0.8415463041631266,0.8509708457887938,0.8969912356049217,1981,817,336,410,0.8285,0.7086,0.7662117793667507,RandomForest,3544
3544,2391,1153,0.5091658101942849,0.7625897636518558,0.8276310090948462,0.8387887071458703,0.8929900188001527,1911,837,316,480,0.7992,0.7259,0.7617081998242922,LightGBM,3544
3544,2391,1153,0.5136660919124736,0.764951721601278,0.8291098115659519,0.8521016764587354,0.8968129072749113,1914,841,312,477,0.8005,0.7294,0.7641252007834061,XGBoost,3544
3544,2391,1153,0.497248375590845,0.757106459137928,0.8219952184307759,0.8484411222628366,0.9018278027274726,1891,834,319,500,0.7909,0.7233,0.7563526764390943,CatBoost,3544
