Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | globalCloneId | Similarity
2730 | Revision_2730/Jmol/examples/Integration.java | U | 97 | 102 | 6 | 1830605 | 1 | 2951 | 100
2730 | Revision_2730/Jmol/examples/JmolTable.java | U | 242 | 247 | 6 | 1830606 | 1 | 2952 | 100
2730 | Revision_2730/Jmol/examples/JmolTable.java | U | 177 | 182 | 6 | 1830607 | 2 | 2953 | 100
2730 | Revision_2730/Jmol/examples/JmolTable.java | U | 215 | 220 | 6 | 1830608 | 2 | 2954 | 100
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 312 | 318 | 7 | 1830609 | 3 | 284 | 71
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 972 | 980 | 7 | 1830610 | 3 | 285 | 71
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 1001 | 1008 | 7 | 1830611 | 3 | 286 | 71
2730 | Revision_2730/Jmol/src/org/openscience/jmol/app/LoopedStreams.java | U | 110 | 118 | 7 | 1830612 | 3 | 840 | 71
2730 | Revision_2730/Jmol/src/org/jmol/adapter/smarter/AtomSetCollection.java | U | 68 | 71 | 7 | 1830613 | 3 | 3066 | 71
2730 | Revision_2730/Jmol/src/org/jmol/viewer/script/Eval.java | U | 1905 | 1910 | 7 | 1830614 | 3 | 1509 | 71
2730 | Revision_2730/Jmol/src/org/jmol/viewer/script/Eval.java | U | 3054 | 3059 | 7 | 1830615 | 3 | 1551 | 71
2730 | Revision_2730/Jmol/src/org/jmol/viewer/script/Eval.java | U | 3116 | 3121 | 7 | 1830616 | 3 | 3048 | 71
2730 | Revision_2730/Jmol/src/org/jmol/viewer/script/Eval.java | U | 3126 | 3131 | 7 | 1830617 | 3 | 3128 | 71
2730 | Revision_2730/Jmol/src/org/openscience/jmol/app/JmolResourceHandler.java | U | 124 | 129 | 7 | 1830618 | 3 | 282 | 71
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 1289 | 1295 | 7 | 1830619 | 3 | 841 | 71
2730 | Revision_2730/Jmol/src/org/openscience/jmol/app/Jmol.java | U | 993 | 999 | 7 | 1830620 | 3 | 2264 | 71
2730 | Revision_2730/Jmol/src/org/jmol/viewer/script/Eval.java | U | 183 | 186 | 7 | 1830621 | 3 | 3052 | 71
2730 | Revision_2730/Jmol/src/JmolAppletRegistry.java | U | 76 | 82 | 7 | 1830622 | 3 | 2257 | 71
2730 | Revision_2730/Jmol/src/JmolApplet.java | U | 156 | 162 | 7 | 1830623 | 3 | 2062 | 71
2730 | Revision_2730/Jmol/src/org/openscience/jmol/app/HistoryFile.java | U | 109 | 118 | 7 | 1830624 | 3 | 1017 | 71
2730 | Revision_2730/Jmol/src/JmolAppletRegistry.java | U | 91 | 97 | 7 | 1830625 | 3 | 2258 | 71
2730 | Revision_2730/Jmol/src/org/openscience/jmol/app/HistoryFile.java | U | 95 | 104 | 7 | 1830626 | 3 | 1015 | 71
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 476 | 481 | 6 | 1830627 | 4 | 287 | 80
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 564 | 569 | 6 | 1830628 | 4 | 288 | 80
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 483 | 493 | 6 | 1830629 | 5 | 289 | 75
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 571 | 581 | 6 | 1830630 | 5 | 290 | 75
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 764 | 769 | 6 | 1830631 | 5 | 291 | 75
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 742 | 749 | 6 | 1830632 | 5 | 292 | 75
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 737 | 752 | 13 | 1830633 | 6 | 293 | 90
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 759 | 772 | 13 | 1830634 | 6 | 294 | 90
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 954 | 987 | 31 | 1830635 | 7 | 295 | 72
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 989 | 1022 | 31 | 1830636 | 7 | 296 | 72
2730 | Revision_2730/Jmol/src/com/obrador/JpegEncoder.java | U | 1049 | 1054 | 5 | 1830637 | 8 | 297 | 100
