globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_790/asp.c | 75 | 90 | 1 | 158 | findAspTags | 43 | 314
2 | Revision_790/asp.c | 98 | 113 | 1 | 158 | findAspTags | 43 | 314
140 | Revision_790/asp.c | 121 | 162 | 2 | 158 | findAspTags | 43 | 314
141 | Revision_790/asp.c | 168 | 209 | 2 | 158 | findAspTags | 43 | 314
13 | Revision_790/eiffel.c | 374 | 383 | 3 | 878 | skipToCharacter | 373 | 383
137 | Revision_790/read.c | 452 | 459 | 3 | 457 | fileSkipToCharacter | 451 | 459
52 | Revision_790/eiffel.c | 429 | 434 | 4 | 346 | parseNumeric | 412 | 441
53 | Revision_790/fortran.c | 813 | 818 | 4 | 347 | parseNumeric | 796 | 825
15 | Revision_790/eiffel.c | 691 | 695 | 5 | 415 | readToken | 645 | 783
62 | Revision_790/vhdl.c | 457 | 461 | 5 | 874 | readToken | 404 | 479
16 | Revision_790/sql.c | 588 | 592 | 5 | 818 | readToken | 530 | 679
54 | Revision_790/eiffel.c | 765 | 770 | 6 | 415 | readToken | 645 | 783
55 | Revision_790/fortran.c | 1027 | 1032 | 6 | 600 | readToken | 921 | 1037
29 | Revision_790/jscript.c | 208 | 212 | 7 | 701 | deleteToken | 207 | 212
117 | Revision_790/tex.c | 186 | 190 | 7 | 807 | deleteToken | 185 | 190
75 | Revision_790/flex.c | 245 | 249 | 7 | 125 | deleteToken | 244 | 249
61 | Revision_790/vhdl.c | 356 | 360 | 7 | 838 | deleteToken | 353 | 361
30 | Revision_790/sql.c | 436 | 440 | 7 | 800 | deleteToken | 435 | 440
31 | Revision_790/jscript.c | 240 | 256 | 8 | 713 | makeJsTag | 235 | 257
32 | Revision_790/sql.c | 468 | 484 | 8 | 588 | makeSqlTag | 463 | 485
31 | Revision_790/jscript.c | 246 | 254 | 9 | 713 | makeJsTag | 235 | 257
76 | Revision_790/flex.c | 295 | 303 | 9 | 836 | makeFlexTag | 272 | 306
77 | Revision_790/sql.c | 474 | 482 | 9 | 588 | makeSqlTag | 463 | 485
73 | Revision_790/jscript.c | 267 | 271 | 10 | 563 | makeClassTag | 259 | 284
78 | Revision_790/flex.c | 316 | 320 | 10 | 562 | makeClassTag | 308 | 333
79 | Revision_790/flex.c | 366 | 370 | 10 | 563 | makeFunctionTag | 358 | 383
80 | Revision_790/flex.c | 343 | 347 | 10 | 837 | makeMXTag | 335 | 356
81 | Revision_790/flex.c | 1884 | 1888 | 10 | NULL | NULL | NULL | NULL
24 | Revision_790/jscript.c | 1474 | 1478 | 10 | 846 | parseStatement | 1042 | 1520
74 | Revision_790/jscript.c | 1391 | 1395 | 10 | 846 | parseStatement | 1042 | 1520
150 | Revision_790/jscript.c | 294 | 298 | 10 | 713 | makeFunctionTag | 286 | 311
33 | Revision_790/jscript.c | 318 | 336 | 11 | 728 | parseString | 317 | 336
82 | Revision_790/flex.c | 390 | 408 | 11 | 360 | parseString | 389 | 408
63 | Revision_790/vhdl.c | 368 | 386 | 11 | 847 | parseString | 367 | 386
35 | Revision_790/jscript.c | 342 | 353 | 12 | 719 | parseIdentifier | 341 | 353
121 | Revision_790/tex.c | 289 | 301 | 12 | 843 | parseIdentifier | 288 | 301
83 | Revision_790/flex.c | 414 | 425 | 12 | 334 | parseIdentifier | 413 | 425
60 | Revision_790/jscript.c | 365 | 369 | 13 | 734 | readToken | 355 | 453
84 | Revision_790/flex.c | 437 | 441 | 13 | 416 | readToken | 427 | 746
