globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
1 | Revision_746/asp.c | 75 | 90 | 1 | 156 | findAspTags | static void findAspTags (void) | 43 | 314 |  | asp
2 | Revision_746/asp.c | 98 | 113 | 1 | 156 | findAspTags | static void findAspTags (void) | 43 | 314 |  | asp
129 | Revision_746/asp.c | 121 | 162 | 2 | 156 | findAspTags | static void findAspTags (void) | 43 | 314 |  | asp
130 | Revision_746/asp.c | 168 | 209 | 2 | 156 | findAspTags | static void findAspTags (void) | 43 | 314 |  | asp
13 | Revision_746/erlang.c | 58 | 62 | 3 | 173 | skipSpace | static const unsigned char *skipSpace (const unsigned char *cp) | 57 | 62 |  | erlang
11 | Revision_746/python.c | 278 | 282 | 3 | 173 | skipSpace | static const char *skipSpace (const char *cp) | 277 | 282 |  | python
12 | Revision_746/sml.c | 84 | 88 | 3 | 173 | skipSpace | static const unsigned char *skipSpace (const unsigned char *cp) | 83 | 88 |  | sml
14 | Revision_746/erlang.c | 66 | 75 | 4 | NULL | NULL | NULL | NULL | NULL |  | 
15 | Revision_746/python.c | 286 | 295 | 4 | 328 | parseIdentifier | static const char *parseIdentifier (const char *cp, vString *const identifier) | 285 | 295 |  | python
65 | Revision_746/flex.c | 239 | 243 | 5 | 122 | deleteToken | static void deleteToken (tokenInfo *const token) | 238 | 243 |  | flex
109 | Revision_746/tex.c | 175 | 179 | 5 | 122 | deleteToken | static void deleteToken (tokenInfo *const token) | 174 | 179 |  | tex
21 | Revision_746/sql.c | 436 | 440 | 5 | 122 | deleteToken | static void deleteToken (tokenInfo *const token) | 435 | 440 |  | sql
20 | Revision_746/jscript.c | 208 | 212 | 5 | 122 | deleteToken | static void deleteToken (tokenInfo *const token) | 207 | 212 |  | jscript
50 | Revision_746/vhdl.c | 356 | 360 | 5 | 122 | deleteToken | static void deleteToken (tokenInfo * const token) | 353 | 361 |  | vhdl
66 | Revision_746/flex.c | 289 | 297 | 6 | 720 | makeFlexTag | static void makeFlexTag (tokenInfo *const token, flexKind kind) | 266 | 300 |  | flex
110 | Revision_746/tex.c | 213 | 221 | 6 | 736 | makeTexTag | static void makeTexTag (tokenInfo *const token, texKind kind) | 202 | 224 |  | tex
67 | Revision_746/sql.c | 474 | 482 | 6 | 559 | makeSqlTag | static void makeSqlTag (tokenInfo *const token, const sqlKind kind) | 463 | 485 |  | sql
22 | Revision_746/jscript.c | 246 | 254 | 6 | 635 | makeJsTag | static void makeJsTag (tokenInfo *const token, const jsKind kind) | 235 | 257 |  | jscript
68 | Revision_746/flex.c | 310 | 314 | 7 | 542 | makeClassTag | static void makeClassTag (tokenInfo *const token) | 302 | 327 |  | flex
63 | Revision_746/jscript.c | 267 | 271 | 7 | 542 | makeClassTag | static void makeClassTag (tokenInfo *const token) | 259 | 284 |  | jscript
69 | Revision_746/flex.c | 1843 | 1847 | 7 | NULL | NULL | NULL | NULL | NULL |  | 
24 | Revision_746/jscript.c | 294 | 298 | 7 | 543 | makeFunctionTag | static void makeFunctionTag (tokenInfo *const token) | 286 | 311 |  | jscript
64 | Revision_746/jscript.c | 1411 | 1415 | 7 | 647 | parseStatement | static boolean parseStatement (tokenInfo *const token, boolean is_inside_class) | 1026 | 1457 |  | jscript
70 | Revision_746/flex.c | 360 | 364 | 7 | 543 | makeFunctionTag | static void makeFunctionTag (tokenInfo *const token) | 352 | 377 |  | flex
71 | Revision_746/flex.c | 337 | 341 | 7 | 721 | makeMXTag | static void makeMXTag (tokenInfo *const token) | 329 | 350 |  | flex
72 | Revision_746/flex.c | 384 | 402 | 8 | 352 | parseString | static void parseString (vString *const string, const int delimiter) | 383 | 402 |  | flex
111 | Revision_746/tex.c | 231 | 249 | 8 | 352 | parseString | static void parseString (vString *const string, const int delimiter) | 230 | 249 |  | tex
51 | Revision_746/vhdl.c | 368 | 386 | 8 | 352 | parseString | static void parseString (vString * const string, const int delimiter) | 367 | 386 |  | vhdl
26 | Revision_746/jscript.c | 318 | 336 | 8 | 352 | parseString | static void parseString (vString *const string, const int delimiter) | 317 | 336 |  | jscript
73 | Revision_746/flex.c | 408 | 419 | 9 | 329 | parseIdentifier | static void parseIdentifier (vString *const string, const int firstChar) | 407 | 419 |  | flex
112 | Revision_746/tex.c | 256 | 268 | 9 | 329 | parseIdentifier | static void parseIdentifier (vString *const string, const int firstChar) | 255 | 268 |  | tex
28 | Revision_746/jscript.c | 342 | 353 | 9 | 329 | parseIdentifier | static void parseIdentifier (vString *const string, const int firstChar) | 341 | 353 |  | jscript
74 | Revision_746/flex.c | 431 | 435 | 10 | 408 | readToken | static void readToken (tokenInfo *const token) | 421 | 705 |  | flex
49 | Revision_746/jscript.c | 365 | 369 | 10 | 408 | readToken | static void readToken (tokenInfo *const token) | 355 | 453 |  | jscript
29 | Revision_746/sql.c | 540 | 553 | 10 | 408 | readToken | static void readToken (tokenInfo *const token) | 530 | 679 |  | sql
52 | Revision_746/vhdl.c | 414 | 418 | 10 | 408 | readToken | static void readToken (tokenInfo * const token) | 404 | 479 |  | vhdl
113 | Revision_746/tex.c | 280 | 284 | 10 | 408 | readToken | static void readToken (tokenInfo *const token) | 270 | 346 |  | tex
75 | Revision_746/flex.c | 486 | 497 | 11 | 408 | readToken | static void readToken (tokenInfo *const token) | 421 | 705 |  | flex
31 | Revision_746/sql.c | 636 | 647 | 11 | 408 | readToken | static void readToken (tokenInfo *const token) | 530 | 679 |  | sql
76 | Revision_746/jscript.c | 416 | 427 | 11 | 408 | readToken | static void readToken (tokenInfo *const token) | 355 | 453 |  | jscript
77 | Revision_746/flex.c | 537 | 543 | 12 | 408 | readToken | static void readToken (tokenInfo *const token) | 421 | 705 |  | flex
78 | Revision_746/flex.c | 591 | 597 | 12 | 408 | readToken | static void readToken (tokenInfo *const token) | 421 | 705 |  | flex
79 | Revision_746/flex.c | 628 | 634 | 12 | 408 | readToken | static void readToken (tokenInfo *const token) | 421 | 705 |  | flex
80 | Revision_746/flex.c | 550 | 557 | 13 | 408 | readToken | static void readToken (tokenInfo *const token) | 421 | 705 |  | flex
81 | Revision_746/flex.c | 604 | 611 | 13 | 408 | readToken | static void readToken (tokenInfo *const token) | 421 | 705 |  | flex
82 | Revision_746/flex.c | 693 | 702 | 14 | 408 | readToken | static void readToken (tokenInfo *const token) | 421 | 705 |  | flex
83 | Revision_746/jscript.c | 441 | 450 | 14 | 408 | readToken | static void readToken (tokenInfo *const token) | 355 | 453 |  | jscript
114 | Revision_746/tex.c | 317 | 326 | 14 | 408 | readToken | static void readToken (tokenInfo *const token) | 270 | 346 |  | tex
84 | Revision_746/flex.c | 724 | 754 | 15 | 567 | skipArgumentList | static void skipArgumentList (tokenInfo *const token) | 723 | 754 |  | flex
85 | Revision_746/jscript.c | 471 | 501 | 15 | 567 | skipArgumentList | static void skipArgumentList (tokenInfo *const token) | 470 | 501 |  | jscript
86 | Revision_746/flex.c | 745 | 750 | 16 | 567 | skipArgumentList | static void skipArgumentList (tokenInfo *const token) | 723 | 754 |  | flex
55 | Revision_746/vhdl.c | 524 | 529 | 16 | 701 | skipToMatched | static void skipToMatched (tokenInfo * const token) | 492 | 533 |  | vhdl
46 | Revision_746/sql.c | 775 | 780 | 16 | 701 | skipToMatched | static void skipToMatched(tokenInfo *const token) | 734 | 784 |  | sql
87 | Revision_746/flex.c | 777 | 782 | 16 | 567 | skipArrayList | static void skipArrayList (tokenInfo *const token) | 756 | 786 |  | flex
34 | Revision_746/jscript.c | 524 | 529 | 16 | 567 | skipArrayList | static void skipArrayList (tokenInfo *const token) | 503 | 533 |  | jscript
45 | Revision_746/jscript.c | 492 | 497 | 16 | 567 | skipArgumentList | static void skipArgumentList (tokenInfo *const token) | 470 | 501 |  | jscript
88 | Revision_746/flex.c | 757 | 786 | 17 | 567 | skipArrayList | static void skipArrayList (tokenInfo *const token) | 756 | 786 |  | flex
89 | Revision_746/jscript.c | 504 | 533 | 17 | 567 | skipArrayList | static void skipArrayList (tokenInfo *const token) | 503 | 533 |  | jscript
90 | Revision_746/flex.c | 789 | 796 | 18 | 32 | addContext | static void addContext (tokenInfo* const parent, const tokenInfo* const child) | 788 | 796 |  | flex
34 | Revision_746/jscript.c | 536 | 543 | 18 | 32 | addContext | static void addContext (tokenInfo* const parent, const tokenInfo* const child) | 535 | 543 |  | jscript
91 | Revision_746/flex.c | 799 | 806 | 19 | 628 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) | 798 | 806 |  | flex
34 | Revision_746/jscript.c | 546 | 553 | 19 | 628 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) | 545 | 553 |  | jscript
35 | Revision_746/sql.c | 698 | 705 | 19 | 628 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) | 697 | 705 |  | sql
92 | Revision_746/flex.c | 813 | 835 | 20 | 631 | findCmdTerm | static void findCmdTerm (tokenInfo *const token) | 812 | 835 |  | flex
93 | Revision_746/jscript.c | 560 | 582 | 20 | 631 | findCmdTerm | static void findCmdTerm (tokenInfo *const token) | 559 | 582 |  | jscript
96 | Revision_746/flex.c | 945 | 956 | 21 | 644 | parseLoop | static void parseLoop (tokenInfo *const token) | 871 | 958 |  | flex
38 | Revision_746/jscript.c | 696 | 707 | 21 | 644 | parseLoop | static void parseLoop (tokenInfo *const token) | 622 | 709 |  | jscript
39 | Revision_746/sql.c | 991 | 1011 | 21 | 562 | parseRecord | static void parseRecord (tokenInfo *const token) | 946 | 1013 |  | sql
126 | Revision_746/sql.c | 898 | 905 | 21 | 565 | parseSubProgram | static void parseSubProgram (tokenInfo *const token) | 801 | 944 |  | sql
97 | Revision_746/flex.c | 961 | 1068 | 22 | 640 | parseIf | static boolean parseIf (tokenInfo *const token) | 960 | 1068 |  | flex
98 | Revision_746/jscript.c | 712 | 819 | 22 | 640 | parseIf | static boolean parseIf (tokenInfo *const token) | 711 | 819 |  | jscript
99 | Revision_746/flex.c | 1541 | 1549 | 23 | NULL | NULL | NULL | NULL | NULL |  | 
100 | Revision_746/jscript.c | 1110 | 1118 | 23 | 647 | parseStatement | static boolean parseStatement (tokenInfo *const token, boolean is_inside_class) | 1026 | 1457 |  | jscript
101 | Revision_746/flex.c | 1611 | 1633 | 24 | NULL | NULL | NULL | NULL | NULL |  | 
102 | Revision_746/jscript.c | 1180 | 1202 | 24 | 647 | parseStatement | static boolean parseStatement (tokenInfo *const token, boolean is_inside_class) | 1026 | 1457 |  | jscript
103 | Revision_746/flex.c | 1773 | 1790 | 25 | NULL | NULL | NULL | NULL | NULL |  | 
104 | Revision_746/jscript.c | 1341 | 1358 | 25 | 647 | parseStatement | static boolean parseStatement (tokenInfo *const token, boolean is_inside_class) | 1026 | 1457 |  | jscript
105 | Revision_746/flex.c | 1792 | 1820 | 26 | NULL | NULL | NULL | NULL | NULL |  | 
106 | Revision_746/jscript.c | 1360 | 1388 | 26 | 647 | parseStatement | static boolean parseStatement (tokenInfo *const token, boolean is_inside_class) | 1026 | 1457 |  | jscript
127 | Revision_746/gnu_regex/regex_internal.c | 1103 | 1108 | 27 | NULL | NULL | NULL | NULL | NULL |  | 
128 | Revision_746/gnu_regex/regex_internal.c | 1236 | 1241 | 27 | 800 | re_node_set_merge | re_node_set_merge (re_node_set *dest, const re_node_set *src) | 1182 | 1257 |  | regex_internal
22 | Revision_746/jscript.c | 240 | 256 | 28 | 635 | makeJsTag | static void makeJsTag (tokenInfo *const token, const jsKind kind) | 235 | 257 |  | jscript
123 | Revision_746/tex.c | 207 | 223 | 28 | 736 | makeTexTag | static void makeTexTag (tokenInfo *const token, texKind kind) | 202 | 224 |  | tex
23 | Revision_746/sql.c | 468 | 484 | 28 | 559 | makeSqlTag | static void makeSqlTag (tokenInfo *const token, const sqlKind kind) | 463 | 485 |  | sql
61 | Revision_746/jscript.c | 405 | 435 | 29 | 408 | readToken | static void readToken (tokenInfo *const token) | 355 | 453 |  | jscript
62 | Revision_746/sql.c | 625 | 655 | 29 | 408 | readToken | static void readToken (tokenInfo *const token) | 530 | 679 |  | sql
6 | Revision_746/readtags.c | 106 | 113 | 30 | 460 | struppercmp | static int struppercmp (const char *s1, const char *s2) | 105 | 113 |  | readtags
9 | Revision_746/routines.c | 288 | 295 | 30 | 460 | struppercmp | extern int struppercmp (const char *s1, const char *s2) | 287 | 295 |  | routines
8 | Revision_746/readtags.c | 116 | 123 | 31 | 460 | strnuppercmp | static int strnuppercmp (const char *s1, const char *s2, size_t n) | 115 | 123 |  | readtags
10 | Revision_746/routines.c | 298 | 305 | 31 | 460 | strnuppercmp | extern int strnuppercmp (const char *s1, const char *s2, size_t n) | 297 | 305 |  | routines
29 | Revision_746/sql.c | 517 | 528 | 32 | 329 | parseIdentifier | static void parseIdentifier (vString *const string, const int firstChar) | 516 | 528 |  | sql
56 | Revision_746/vhdl.c | 391 | 402 | 32 | 328 | parseIdentifier | static void parseIdentifier (vString * const string, const int firstChar) | 390 | 402 |  | vhdl
57 | Revision_746/sql.c | 588 | 592 | 33 | 408 | readToken | static void readToken (tokenInfo *const token) | 530 | 679 |  | sql
58 | Revision_746/vhdl.c | 457 | 461 | 33 | 408 | readToken | static void readToken (tokenInfo * const token) | 404 | 479 |  | vhdl
59 | Revision_746/sql.c | 765 | 783 | 34 | 701 | skipToMatched | static void skipToMatched(tokenInfo *const token) | 734 | 784 |  | sql
60 | Revision_746/vhdl.c | 514 | 532 | 34 | 701 | skipToMatched | static void skipToMatched (tokenInfo * const token) | 492 | 533 |  | vhdl
131 | Revision_746/sql.c | 1372 | 1383 | 35 | 560 | parseStatements | static void parseStatements (tokenInfo *const token, const boolean exit_on_endif ) | 1193 | 1499 |  | sql
132 | Revision_746/sql.c | 1528 | 1533 | 35 | 560 | parseBlock | static void parseBlock (tokenInfo *const token, const boolean local) | 1501 | 1557 |  | sql
125 | Revision_746/tex.c | 395 | 399 | 36 | 737 | parseTag | static boolean parseTag (tokenInfo *const token, texKind kind) | 362 | 437 |  | tex
118 | Revision_746/tex.c | 419 | 423 | 36 | 737 | parseTag | static boolean parseTag (tokenInfo *const token, texKind kind) | 362 | 437 |  | tex
