globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_566/asp.c | 74 | 89 | 1 | 158 | findAspTags | 42 | 198
2 | Revision_566/asp.c | 97 | 112 | 1 | 158 | findAspTags | 42 | 198
13 | Revision_566/eiffel.c | 366 | 375 | 2 | 457 | skipToCharacter | 365 | 375
14 | Revision_566/sql.c | 414 | 421 | 2 | 736 | skipToCharacter | 413 | 421
24 | Revision_566/jscript.c | 274 | 281 | 2 | 602 | skipToCharacter | 273 | 281
52 | Revision_566/eiffel.c | 421 | 426 | 3 | 346 | parseNumeric | 404 | 433
53 | Revision_566/fortran.c | 812 | 817 | 3 | 347 | parseNumeric | 795 | 824
15 | Revision_566/eiffel.c | 660 | 664 | 4 | 415 | readToken | 614 | 747
16 | Revision_566/sql.c | 518 | 522 | 4 | 734 | readToken | 466 | 600
54 | Revision_566/eiffel.c | 729 | 734 | 5 | 415 | readToken | 614 | 747
55 | Revision_566/fortran.c | 1043 | 1048 | 5 | 416 | readToken | 937 | 1053
29 | Revision_566/jscript.c | 200 | 204 | 6 | 582 | deleteToken | 199 | 204
30 | Revision_566/sql.c | 358 | 362 | 6 | 701 | deleteToken | 357 | 362
31 | Revision_566/jscript.c | 232 | 248 | 7 | 713 | makeJsTag | 227 | 249
32 | Revision_566/sql.c | 390 | 406 | 7 | 588 | makeSqlTag | 385 | 407
33 | Revision_566/jscript.c | 284 | 298 | 8 | 596 | parseString | 283 | 298
32 | Revision_566/sql.c | 424 | 438 | 8 | 728 | parseString | 423 | 438
35 | Revision_566/jscript.c | 304 | 315 | 9 | 591 | parseIdentifier | 303 | 315
36 | Revision_566/sql.c | 443 | 454 | 9 | 728 | parseIdentifier | 442 | 454
49 | Revision_566/jscript.c | 369 | 399 | 10 | 600 | readToken | 327 | 417
50 | Revision_566/sql.c | 546 | 576 | 10 | 734 | readToken | 466 | 600
51 | Revision_566/jscript.c | 435 | 465 | 11 | 601 | skipArgumentList | 434 | 465
26 | Revision_566/sql.c | 654 | 684 | 11 | 735 | skipArgumentList | 653 | 684
41 | Revision_566/jscript.c | 478 | 485 | 12 | 696 | addToScope | 477 | 485
42 | Revision_566/sql.c | 619 | 626 | 12 | 697 | addToScope | 618 | 626
45 | Revision_566/jscript.c | 624 | 635 | 13 | 724 | parseLoop | 550 | 637
46 | Revision_566/sql.c | 832 | 852 | 13 | 593 | parseRecord | 787 | 854
17 | Revision_566/python.c | 198 | 202 | 14 | 612 | skipSpace | 197 | 202
19 | Revision_566/erlang.c | 58 | 62 | 14 | 566 | skipSpace | 57 | 62
18 | Revision_566/sml.c | 84 | 88 | 14 | 619 | skipSpace | 83 | 88
20 | Revision_566/python.c | 206 | 215 | 15 | 719 | parseIdentifier | 205 | 215
21 | Revision_566/erlang.c | 66 | 75 | 15 | NULL | NULL | NULL | NULL
11 | Revision_566/routines.c | 288 | 295 | 16 | 570 | struppercmp | 287 | 295
8 | Revision_566/readtags.c | 106 | 113 | 16 | 528 | struppercmp | 105 | 113
12 | Revision_566/routines.c | 298 | 305 | 17 | 528 | strnuppercmp | 297 | 305
10 | Revision_566/readtags.c | 116 | 123 | 17 | 528 | strnuppercmp | 115 | 123
