globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_611/asp.c | 74 | 89 | 1 | 158 | findAspTags | 42 | 198
2 | Revision_611/asp.c | 97 | 112 | 1 | 158 | findAspTags | 42 | 198
13 | Revision_611/eiffel.c | 366 | 375 | 2 | 457 | skipToCharacter | 365 | 375
24 | Revision_611/jscript.c | 294 | 301 | 2 | 602 | skipToCharacter | 293 | 301
14 | Revision_611/sql.c | 426 | 433 | 2 | 736 | skipToCharacter | 425 | 433
52 | Revision_611/eiffel.c | 421 | 426 | 3 | 346 | parseNumeric | 404 | 433
53 | Revision_611/fortran.c | 812 | 817 | 3 | 347 | parseNumeric | 795 | 824
15 | Revision_611/eiffel.c | 660 | 664 | 4 | 415 | readToken | 614 | 747
16 | Revision_611/sql.c | 530 | 534 | 4 | 734 | readToken | 478 | 612
54 | Revision_611/eiffel.c | 729 | 734 | 5 | 415 | readToken | 614 | 747
55 | Revision_611/fortran.c | 1043 | 1048 | 5 | 416 | readToken | 937 | 1053
29 | Revision_611/jscript.c | 214 | 218 | 6 | 582 | deleteToken | 213 | 218
30 | Revision_611/sql.c | 370 | 374 | 6 | 701 | deleteToken | 369 | 374
31 | Revision_611/jscript.c | 246 | 262 | 7 | 713 | makeJsTag | 241 | 263
32 | Revision_611/sql.c | 402 | 418 | 7 | 588 | makeSqlTag | 397 | 419
33 | Revision_611/jscript.c | 304 | 318 | 8 | 596 | parseString | 303 | 318
32 | Revision_611/sql.c | 436 | 450 | 8 | 728 | parseString | 435 | 450
35 | Revision_611/jscript.c | 324 | 335 | 9 | 591 | parseIdentifier | 323 | 335
36 | Revision_611/sql.c | 455 | 466 | 9 | 728 | parseIdentifier | 454 | 466
49 | Revision_611/jscript.c | 391 | 421 | 10 | 600 | readToken | 347 | 439
50 | Revision_611/sql.c | 558 | 588 | 10 | 734 | readToken | 478 | 612
51 | Revision_611/jscript.c | 457 | 487 | 11 | 601 | skipArgumentList | 456 | 487
26 | Revision_611/sql.c | 666 | 696 | 11 | 735 | skipArgumentList | 665 | 696
41 | Revision_611/jscript.c | 478 | 483 | 12 | 601 | skipArgumentList | 456 | 487
56 | Revision_611/jscript.c | 510 | 515 | 12 | 758 | skipArrayList | 489 | 519
57 | Revision_611/sql.c | 687 | 692 | 12 | 735 | skipArgumentList | 665 | 696
41 | Revision_611/jscript.c | 532 | 539 | 13 | 696 | addToScope | 531 | 539
42 | Revision_611/sql.c | 631 | 638 | 13 | 697 | addToScope | 630 | 638
45 | Revision_611/jscript.c | 682 | 693 | 14 | 724 | parseLoop | 608 | 695
46 | Revision_611/sql.c | 844 | 864 | 14 | 593 | parseRecord | 799 | 866
58 | Revision_611/gnu_regex/regex.c | 1773 | 1778 | 15 | NULL | NULL | NULL | NULL
59 | Revision_611/gnu_regex/regex.c | 1788 | 1793 | 15 | NULL | NULL | NULL | NULL
17 | Revision_611/python.c | 198 | 202 | 16 | 612 | skipSpace | 197 | 202
19 | Revision_611/erlang.c | 58 | 62 | 16 | 566 | skipSpace | 57 | 62
18 | Revision_611/sml.c | 84 | 88 | 16 | 619 | skipSpace | 83 | 88
20 | Revision_611/python.c | 206 | 215 | 17 | 719 | parseIdentifier | 205 | 215
21 | Revision_611/erlang.c | 66 | 75 | 17 | NULL | NULL | NULL | NULL
11 | Revision_611/routines.c | 288 | 295 | 18 | 570 | struppercmp | 287 | 295
8 | Revision_611/readtags.c | 106 | 113 | 18 | 528 | struppercmp | 105 | 113
12 | Revision_611/routines.c | 298 | 305 | 19 | 528 | strnuppercmp | 297 | 305
10 | Revision_611/readtags.c | 116 | 123 | 19 | 528 | strnuppercmp | 115 | 123
