globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_757/asp.c | 75 | 90 | 1 | 158 | findAspTags | 43 | 314
2 | Revision_757/asp.c | 98 | 113 | 1 | 158 | findAspTags | 43 | 314
140 | Revision_757/asp.c | 121 | 162 | 2 | 158 | findAspTags | 43 | 314
141 | Revision_757/asp.c | 168 | 209 | 2 | 158 | findAspTags | 43 | 314
13 | Revision_757/eiffel.c | 374 | 383 | 3 | 878 | skipToCharacter | 373 | 383
137 | Revision_757/read.c | 453 | 460 | 3 | 457 | fileSkipToCharacter | 452 | 460
52 | Revision_757/eiffel.c | 429 | 434 | 4 | 346 | parseNumeric | 412 | 441
53 | Revision_757/fortran.c | 813 | 818 | 4 | 347 | parseNumeric | 796 | 825
15 | Revision_757/eiffel.c | 691 | 695 | 5 | 415 | readToken | 645 | 783
62 | Revision_757/vhdl.c | 457 | 461 | 5 | 874 | readToken | 404 | 479
16 | Revision_757/sql.c | 588 | 592 | 5 | 818 | readToken | 530 | 679
54 | Revision_757/eiffel.c | 765 | 770 | 6 | 415 | readToken | 645 | 783
55 | Revision_757/fortran.c | 1027 | 1032 | 6 | 600 | readToken | 921 | 1037
29 | Revision_757/jscript.c | 208 | 212 | 7 | 701 | deleteToken | 207 | 212
75 | Revision_757/flex.c | 244 | 248 | 7 | 125 | deleteToken | 243 | 248
30 | Revision_757/sql.c | 436 | 440 | 7 | 800 | deleteToken | 435 | 440
61 | Revision_757/vhdl.c | 356 | 360 | 7 | 838 | deleteToken | 353 | 361
117 | Revision_757/tex.c | 175 | 179 | 7 | 807 | deleteToken | 174 | 179
31 | Revision_757/jscript.c | 240 | 256 | 8 | 713 | makeJsTag | 235 | 257
118 | Revision_757/tex.c | 207 | 223 | 8 | 868 | makeTexTag | 202 | 224
32 | Revision_757/sql.c | 468 | 484 | 8 | 588 | makeSqlTag | 463 | 485
31 | Revision_757/jscript.c | 246 | 254 | 9 | 713 | makeJsTag | 235 | 257
76 | Revision_757/flex.c | 294 | 302 | 9 | 836 | makeFlexTag | 271 | 305
119 | Revision_757/tex.c | 213 | 221 | 9 | 868 | makeTexTag | 202 | 224
77 | Revision_757/sql.c | 474 | 482 | 9 | 588 | makeSqlTag | 463 | 485
73 | Revision_757/jscript.c | 267 | 271 | 10 | 563 | makeClassTag | 259 | 284
78 | Revision_757/flex.c | 365 | 369 | 10 | 563 | makeFunctionTag | 357 | 382
79 | Revision_757/flex.c | 1883 | 1887 | 10 | NULL | NULL | NULL | NULL
24 | Revision_757/jscript.c | 294 | 298 | 10 | 713 | makeFunctionTag | 286 | 311
80 | Revision_757/flex.c | 315 | 319 | 10 | 562 | makeClassTag | 307 | 332
74 | Revision_757/jscript.c | 1411 | 1415 | 10 | 846 | parseStatement | 1026 | 1457
81 | Revision_757/flex.c | 342 | 346 | 10 | 837 | makeMXTag | 334 | 355
33 | Revision_757/jscript.c | 318 | 336 | 11 | 728 | parseString | 317 | 336
82 | Revision_757/flex.c | 389 | 407 | 11 | 360 | parseString | 388 | 407
120 | Revision_757/tex.c | 231 | 249 | 11 | 847 | parseString | 230 | 249
63 | Revision_757/vhdl.c | 368 | 386 | 11 | 871 | parseString | 367 | 386
35 | Revision_757/jscript.c | 342 | 353 | 12 | 719 | parseIdentifier | 341 | 353
83 | Revision_757/flex.c | 413 | 424 | 12 | 334 | parseIdentifier | 412 | 424
121 | Revision_757/tex.c | 256 | 268 | 12 | 843 | parseIdentifier | 255 | 268
60 | Revision_757/jscript.c | 365 | 369 | 13 | 734 | readToken | 355 | 453
84 | Revision_757/flex.c | 436 | 440 | 13 | 416 | readToken | 426 | 745
122 | Revision_757/tex.c | 280 | 284 | 13 | 850 | readToken | 270 | 346
64 | Revision_757/vhdl.c | 414 | 418 | 13 | 874 | readToken | 404 | 479
36 | Revision_757/sql.c | 540 | 553 | 13 | 818 | readToken | 530 | 679
71 | Revision_757/jscript.c | 405 | 435 | 14 | 734 | readToken | 355 | 453
72 | Revision_757/sql.c | 625 | 655 | 14 | 818 | readToken | 530 | 679
85 | Revision_757/jscript.c | 416 | 427 | 15 | 734 | readToken | 355 | 453
86 | Revision_757/flex.c | 491 | 502 | 15 | 416 | readToken | 426 | 745
38 | Revision_757/sql.c | 636 | 647 | 15 | 818 | readToken | 530 | 679
87 | Revision_757/jscript.c | 441 | 450 | 16 | 734 | readToken | 355 | 453
123 | Revision_757/tex.c | 317 | 326 | 16 | 850 | readToken | 270 | 346
88 | Revision_757/flex.c | 733 | 742 | 16 | 416 | readToken | 426 | 745
89 | Revision_757/jscript.c | 471 | 501 | 17 | 735 | skipArgumentList | 470 | 501
90 | Revision_757/flex.c | 764 | 794 | 17 | 601 | skipArgumentList | 763 | 794
41 | Revision_757/jscript.c | 492 | 497 | 18 | 735 | skipArgumentList | 470 | 501
57 | Revision_757/sql.c | 775 | 780 | 18 | 794 | skipToMatched | 734 | 784
91 | Revision_757/flex.c | 817 | 822 | 18 | 758 | skipArrayList | 796 | 826
56 | Revision_757/jscript.c | 524 | 529 | 18 | 852 | skipArrayList | 503 | 533
67 | Revision_757/vhdl.c | 524 | 529 | 18 | 821 | skipToMatched | 492 | 533
92 | Revision_757/flex.c | 785 | 790 | 18 | 601 | skipArgumentList | 763 | 794
93 | Revision_757/jscript.c | 504 | 533 | 19 | 852 | skipArrayList | 503 | 533
94 | Revision_757/flex.c | 797 | 826 | 19 | 758 | skipArrayList | 796 | 826
41 | Revision_757/jscript.c | 536 | 543 | 20 | 829 | addContext | 535 | 543
95 | Revision_757/flex.c | 829 | 836 | 20 | 694 | addContext | 828 | 836
41 | Revision_757/jscript.c | 546 | 553 | 21 | 697 | addToScope | 545 | 553
96 | Revision_757/flex.c | 839 | 846 | 21 | 696 | addToScope | 838 | 846
42 | Revision_757/sql.c | 698 | 705 | 21 | 830 | addToScope | 697 | 705
97 | Revision_757/jscript.c | 560 | 582 | 22 | 705 | findCmdTerm | 559 | 582
98 | Revision_757/flex.c | 853 | 875 | 22 | 704 | findCmdTerm | 852 | 875
45 | Revision_757/jscript.c | 696 | 707 | 23 | 727 | parseLoop | 622 | 709
101 | Revision_757/flex.c | 985 | 996 | 23 | 724 | parseLoop | 911 | 998
136 | Revision_757/sql.c | 926 | 933 | 23 | 597 | parseSubProgram | 811 | 974
46 | Revision_757/sql.c | 1021 | 1041 | 23 | 593 | parseRecord | 976 | 1043
102 | Revision_757/jscript.c | 712 | 819 | 24 | 724 | parseIf | 711 | 819
103 | Revision_757/flex.c | 1001 | 1108 | 24 | 720 | parseIf | 1000 | 1108
104 | Revision_757/jscript.c | 1110 | 1118 | 25 | 846 | parseStatement | 1026 | 1457
105 | Revision_757/flex.c | 1581 | 1589 | 25 | NULL | NULL | NULL | NULL
106 | Revision_757/jscript.c | 1180 | 1202 | 26 | 846 | parseStatement | 1026 | 1457
107 | Revision_757/flex.c | 1651 | 1673 | 26 | NULL | NULL | NULL | NULL
108 | Revision_757/jscript.c | 1341 | 1358 | 27 | 846 | parseStatement | 1026 | 1457
109 | Revision_757/flex.c | 1813 | 1830 | 27 | NULL | NULL | NULL | NULL
110 | Revision_757/jscript.c | 1360 | 1388 | 28 | 846 | parseStatement | 1026 | 1457
