globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_793/asp.c | 75 | 90 | 1 | 158 | findAspTags | 43 | 314
2 | Revision_793/asp.c | 98 | 113 | 1 | 158 | findAspTags | 43 | 314
140 | Revision_793/asp.c | 121 | 162 | 2 | 158 | findAspTags | 43 | 314
141 | Revision_793/asp.c | 168 | 209 | 2 | 158 | findAspTags | 43 | 314
13 | Revision_793/eiffel.c | 374 | 383 | 3 | 878 | skipToCharacter | 373 | 383
137 | Revision_793/read.c | 452 | 459 | 3 | 457 | fileSkipToCharacter | 451 | 459
52 | Revision_793/eiffel.c | 429 | 434 | 4 | 346 | parseNumeric | 412 | 441
53 | Revision_793/fortran.c | 813 | 818 | 4 | 347 | parseNumeric | 796 | 825
15 | Revision_793/eiffel.c | 691 | 695 | 5 | 415 | readToken | 645 | 783
16 | Revision_793/sql.c | 588 | 592 | 5 | 818 | readToken | 530 | 679
62 | Revision_793/vhdl.c | 457 | 461 | 5 | 874 | readToken | 404 | 479
54 | Revision_793/eiffel.c | 765 | 770 | 6 | 415 | readToken | 645 | 783
55 | Revision_793/fortran.c | 1027 | 1032 | 6 | 600 | readToken | 921 | 1037
29 | Revision_793/jscript.c | 208 | 212 | 7 | 701 | deleteToken | 207 | 212
61 | Revision_793/vhdl.c | 356 | 360 | 7 | 838 | deleteToken | 353 | 361
30 | Revision_793/sql.c | 436 | 440 | 7 | 800 | deleteToken | 435 | 440
117 | Revision_793/tex.c | 186 | 190 | 7 | 807 | deleteToken | 185 | 190
75 | Revision_793/flex.c | 245 | 249 | 7 | 125 | deleteToken | 244 | 249
73 | Revision_793/jscript.c | 269 | 273 | 8 | 563 | makeClassTag | 261 | 286
24 | Revision_793/jscript.c | 1477 | 1481 | 8 | 846 | parseStatement | 1045 | 1523
78 | Revision_793/flex.c | 1884 | 1888 | 8 | NULL | NULL | NULL | NULL
79 | Revision_793/flex.c | 343 | 347 | 8 | 837 | makeMXTag | 335 | 356
74 | Revision_793/jscript.c | 296 | 300 | 8 | 713 | makeFunctionTag | 288 | 313
150 | Revision_793/jscript.c | 1394 | 1398 | 8 | 846 | parseStatement | 1045 | 1523
80 | Revision_793/flex.c | 316 | 320 | 8 | 562 | makeClassTag | 308 | 333
81 | Revision_793/flex.c | 366 | 370 | 8 | 563 | makeFunctionTag | 358 | 383
33 | Revision_793/jscript.c | 320 | 338 | 9 | 728 | parseString | 319 | 338
63 | Revision_793/vhdl.c | 368 | 386 | 9 | 847 | parseString | 367 | 386
82 | Revision_793/flex.c | 390 | 408 | 9 | 360 | parseString | 389 | 408
35 | Revision_793/jscript.c | 344 | 355 | 10 | 719 | parseIdentifier | 343 | 355
121 | Revision_793/tex.c | 289 | 301 | 10 | 843 | parseIdentifier | 288 | 301
83 | Revision_793/flex.c | 414 | 425 | 10 | 334 | parseIdentifier | 413 | 425
71 | Revision_793/jscript.c | 408 | 438 | 11 | 734 | readToken | 357 | 456
72 | Revision_793/sql.c | 625 | 655 | 11 | 818 | readToken | 530 | 679
85 | Revision_793/jscript.c | 419 | 430 | 12 | 734 | readToken | 357 | 456
86 | Revision_793/flex.c | 492 | 503 | 12 | 416 | readToken | 427 | 746
38 | Revision_793/sql.c | 636 | 647 | 12 | 818 | readToken | 530 | 679
87 | Revision_793/jscript.c | 444 | 453 | 13 | 734 | readToken | 357 | 456
88 | Revision_793/flex.c | 734 | 743 | 13 | 416 | readToken | 427 | 746
123 | Revision_793/tex.c | 342 | 351 | 13 | 850 | readToken | 303 | 371
89 | Revision_793/jscript.c | 474 | 504 | 14 | 735 | skipArgumentList | 473 | 504
90 | Revision_793/flex.c | 765 | 795 | 14 | 601 | skipArgumentList | 764 | 795
41 | Revision_793/jscript.c | 495 | 500 | 15 | 735 | skipArgumentList | 473 | 504
67 | Revision_793/vhdl.c | 524 | 529 | 15 | 821 | skipToMatched | 492 | 533
91 | Revision_793/flex.c | 818 | 823 | 15 | 758 | skipArrayList | 797 | 827
56 | Revision_793/jscript.c | 527 | 532 | 15 | 852 | skipArrayList | 506 | 536
57 | Revision_793/sql.c | 775 | 780 | 15 | 794 | skipToMatched | 734 | 784
92 | Revision_793/flex.c | 786 | 791 | 15 | 601 | skipArgumentList | 764 | 795
93 | Revision_793/jscript.c | 507 | 536 | 16 | 852 | skipArrayList | 506 | 536
94 | Revision_793/flex.c | 798 | 827 | 16 | 758 | skipArrayList | 797 | 827
41 | Revision_793/jscript.c | 539 | 546 | 17 | 829 | addContext | 538 | 546
95 | Revision_793/flex.c | 830 | 837 | 17 | 694 | addContext | 829 | 837
41 | Revision_793/jscript.c | 549 | 556 | 18 | 697 | addToScope | 548 | 556
42 | Revision_793/sql.c | 698 | 705 | 18 | 830 | addToScope | 697 | 705
96 | Revision_793/flex.c | 840 | 847 | 18 | 696 | addToScope | 839 | 847
97 | Revision_793/jscript.c | 563 | 585 | 19 | 705 | findCmdTerm | 562 | 585
98 | Revision_793/flex.c | 854 | 876 | 19 | 704 | findCmdTerm | 853 | 876
45 | Revision_793/jscript.c | 699 | 710 | 20 | 727 | parseLoop | 625 | 712
101 | Revision_793/flex.c | 986 | 997 | 20 | 724 | parseLoop | 912 | 999
46 | Revision_793/sql.c | 1032 | 1052 | 20 | 593 | parseRecord | 987 | 1054
136 | Revision_793/sql.c | 937 | 944 | 20 | 597 | parseSubProgram | 811 | 985
102 | Revision_793/jscript.c | 715 | 822 | 21 | 724 | parseIf | 714 | 822
103 | Revision_793/flex.c | 1002 | 1109 | 21 | 720 | parseIf | 1001 | 1109
104 | Revision_793/jscript.c | 1130 | 1138 | 22 | 846 | parseStatement | 1045 | 1523
105 | Revision_793/flex.c | 1582 | 1590 | 22 | NULL | NULL | NULL | NULL
106 | Revision_793/jscript.c | 1200 | 1222 | 23 | 846 | parseStatement | 1045 | 1523
107 | Revision_793/flex.c | 1652 | 1674 | 23 | NULL | NULL | NULL | NULL
110 | Revision_793/jscript.c | 1426 | 1454 | 24 | 846 | parseStatement | 1045 | 1523
111 | Revision_793/flex.c | 1833 | 1861 | 24 | NULL | NULL | NULL | NULL
138 | Revision_793/gnu_regex/regex_internal.c | 1103 | 1108 | 25 | NULL | NULL | NULL | NULL
139 | Revision_793/gnu_regex/regex_internal.c | 1236 | 1241 | 25 | 942 | re_node_set_merge | 1182 | 1257
17 | Revision_793/python.c | 299 | 303 | 26 | 612 | skipSpace | 298 | 303
18 | Revision_793/sml.c | 84 | 88 | 26 | 619 | skipSpace | 83 | 88
19 | Revision_793/erlang.c | 58 | 62 | 26 | 566 | skipSpace | 57 | 62
20 | Revision_793/python.c | 307 | 316 | 27 | 728 | parseIdentifier | 306 | 316
