globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_64/asp.c | 73 | 88 | 1 | 158 | findAspTags | 41 | 159
2 | Revision_64/asp.c | 96 | 111 | 1 | 158 | findAspTags | 41 | 159
3 | Revision_64/eiffel.c | 629 | 636 | 2 | 415 | readToken | 530 | 654
4 | Revision_64/fortran.c | 878 | 885 | 2 | 416 | readToken | 790 | 902
5 | Revision_64/python.c | 97 | 101 | 3 | 175 | findPythonTags | 40 | 105
6 | Revision_64/ruby.c | 120 | 124 | 3 | 177 | findRubyTags | 42 | 128
7 | Revision_64/main.c | 297 | 304 | 4 | 468 | stricmp | 296 | 304
8 | Revision_64/readtags.c | 496 | 503 | 4 | 528 | stricmp | 495 | 503
9 | Revision_64/main.c | 309 | 316 | 5 | 479 | strnicmp | 308 | 316
10 | Revision_64/readtags.c | 508 | 515 | 5 | 529 | strnicmp | 507 | 515
