globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_641/asp.c | 74 | 89 | 1 | 158 | findAspTags | 42 | 198
2 | Revision_641/asp.c | 97 | 112 | 1 | 158 | findAspTags | 42 | 198
13 | Revision_641/eiffel.c | 366 | 375 | 2 | 457 | skipToCharacter | 365 | 375
24 | Revision_641/jscript.c | 288 | 295 | 2 | 602 | skipToCharacter | 287 | 295
14 | Revision_641/sql.c | 430 | 437 | 2 | 736 | skipToCharacter | 429 | 437
52 | Revision_641/eiffel.c | 421 | 426 | 3 | 346 | parseNumeric | 404 | 433
53 | Revision_641/fortran.c | 813 | 818 | 3 | 347 | parseNumeric | 796 | 825
15 | Revision_641/eiffel.c | 660 | 664 | 4 | 415 | readToken | 614 | 747
16 | Revision_641/sql.c | 542 | 546 | 4 | 734 | readToken | 486 | 633
54 | Revision_641/eiffel.c | 729 | 734 | 5 | 415 | readToken | 614 | 747
55 | Revision_641/fortran.c | 1043 | 1048 | 5 | 416 | readToken | 937 | 1053
29 | Revision_641/jscript.c | 208 | 212 | 6 | 582 | deleteToken | 207 | 212
30 | Revision_641/sql.c | 374 | 378 | 6 | 701 | deleteToken | 373 | 378
31 | Revision_641/jscript.c | 240 | 256 | 7 | 713 | makeJsTag | 235 | 257
32 | Revision_641/sql.c | 406 | 422 | 7 | 588 | makeSqlTag | 401 | 423
33 | Revision_641/jscript.c | 298 | 316 | 8 | 596 | parseString | 297 | 316
36 | Revision_641/sql.c | 440 | 458 | 8 | 728 | parseString | 439 | 458
60 | Revision_641/jscript.c | 355 | 359 | 9 | 600 | readToken | 345 | 443
36 | Revision_641/sql.c | 496 | 509 | 9 | 734 | readToken | 486 | 633
49 | Revision_641/jscript.c | 395 | 425 | 10 | 600 | readToken | 345 | 443
50 | Revision_641/sql.c | 579 | 609 | 10 | 734 | readToken | 486 | 633
51 | Revision_641/jscript.c | 461 | 491 | 11 | 601 | skipArgumentList | 460 | 491
26 | Revision_641/sql.c | 687 | 717 | 11 | 735 | skipArgumentList | 686 | 717
41 | Revision_641/jscript.c | 482 | 487 | 12 | 601 | skipArgumentList | 460 | 491
56 | Revision_641/jscript.c | 514 | 519 | 12 | 758 | skipArrayList | 493 | 523
57 | Revision_641/sql.c | 708 | 713 | 12 | 735 | skipArgumentList | 686 | 717
41 | Revision_641/jscript.c | 536 | 543 | 13 | 696 | addToScope | 535 | 543
42 | Revision_641/sql.c | 652 | 659 | 13 | 697 | addToScope | 651 | 659
45 | Revision_641/jscript.c | 686 | 697 | 14 | 724 | parseLoop | 612 | 699
46 | Revision_641/sql.c | 865 | 885 | 14 | 593 | parseRecord | 820 | 887
58 | Revision_641/gnu_regex/regex.c | 1777 | 1782 | 15 | NULL | NULL | NULL | NULL
59 | Revision_641/gnu_regex/regex.c | 1792 | 1797 | 15 | NULL | NULL | NULL | NULL
17 | Revision_641/python.c | 199 | 203 | 16 | 612 | skipSpace | 198 | 203
19 | Revision_641/erlang.c | 58 | 62 | 16 | 566 | skipSpace | 57 | 62
18 | Revision_641/sml.c | 84 | 88 | 16 | 619 | skipSpace | 83 | 88
20 | Revision_641/python.c | 207 | 216 | 17 | 719 | parseIdentifier | 206 | 216
21 | Revision_641/erlang.c | 66 | 75 | 17 | NULL | NULL | NULL | NULL
11 | Revision_641/routines.c | 288 | 295 | 18 | 570 | struppercmp | 287 | 295
8 | Revision_641/readtags.c | 106 | 113 | 18 | 528 | struppercmp | 105 | 113
12 | Revision_641/routines.c | 298 | 305 | 19 | 528 | strnuppercmp | 297 | 305
10 | Revision_641/readtags.c | 116 | 123 | 19 | 528 | strnuppercmp | 115 | 123
