globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_809/asp.c | 75 | 90 | 1 | 158 | findAspTags | 43 | 314
2 | Revision_809/asp.c | 98 | 113 | 1 | 158 | findAspTags | 43 | 314
140 | Revision_809/asp.c | 121 | 162 | 2 | 158 | findAspTags | 43 | 314
141 | Revision_809/asp.c | 168 | 209 | 2 | 158 | findAspTags | 43 | 314
13 | Revision_809/eiffel.c | 374 | 383 | 3 | 878 | skipToCharacter | 373 | 383
137 | Revision_809/read.c | 452 | 459 | 3 | 457 | fileSkipToCharacter | 451 | 459
52 | Revision_809/eiffel.c | 429 | 434 | 4 | 346 | parseNumeric | 412 | 441
53 | Revision_809/fortran.c | 813 | 818 | 4 | 347 | parseNumeric | 796 | 825
15 | Revision_809/eiffel.c | 691 | 695 | 5 | 415 | readToken | 645 | 783
62 | Revision_809/vhdl.c | 457 | 461 | 5 | 874 | readToken | 404 | 479
16 | Revision_809/sql.c | 588 | 592 | 5 | 818 | readToken | 530 | 679
54 | Revision_809/eiffel.c | 765 | 770 | 6 | 415 | readToken | 645 | 783
55 | Revision_809/fortran.c | 1027 | 1032 | 6 | 600 | readToken | 921 | 1037
29 | Revision_809/jscript.c | 213 | 217 | 7 | 701 | deleteToken | 212 | 217
117 | Revision_809/tex.c | 186 | 190 | 7 | 807 | deleteToken | 185 | 190
30 | Revision_809/sql.c | 436 | 440 | 7 | 800 | deleteToken | 435 | 440
61 | Revision_809/vhdl.c | 356 | 360 | 7 | 838 | deleteToken | 353 | 361
75 | Revision_809/flex.c | 245 | 249 | 7 | 125 | deleteToken | 244 | 249
73 | Revision_809/jscript.c | 275 | 279 | 8 | 563 | makeClassTag | 267 | 292
78 | Revision_809/flex.c | 366 | 370 | 8 | 563 | makeFunctionTag | 358 | 383
79 | Revision_809/flex.c | 343 | 347 | 8 | 837 | makeMXTag | 335 | 356
24 | Revision_809/jscript.c | 302 | 306 | 8 | 713 | makeFunctionTag | 294 | 319
80 | Revision_809/flex.c | 316 | 320 | 8 | 562 | makeClassTag | 308 | 333
74 | Revision_809/jscript.c | 1555 | 1559 | 8 | 846 | parseStatement | 1116 | 1607
150 | Revision_809/jscript.c | 1472 | 1476 | 8 | 846 | parseStatement | 1116 | 1607
81 | Revision_809/flex.c | 1884 | 1888 | 8 | NULL | NULL | NULL | NULL
33 | Revision_809/jscript.c | 326 | 345 | 9 | 728 | parseString | 325 | 345
82 | Revision_809/flex.c | 390 | 408 | 9 | 360 | parseString | 389 | 408
63 | Revision_809/vhdl.c | 368 | 386 | 9 | 847 | parseString | 367 | 386
35 | Revision_809/jscript.c | 377 | 388 | 10 | 719 | parseIdentifier | 376 | 388
121 | Revision_809/tex.c | 289 | 301 | 10 | 843 | parseIdentifier | 288 | 301
83 | Revision_809/flex.c | 414 | 425 | 10 | 334 | parseIdentifier | 413 | 425
161 | Revision_809/jscript.c | 468 | 487 | 11 | 734 | readToken | 390 | 509
162 | Revision_809/sql.c | 634 | 653 | 11 | 818 | readToken | 530 | 679
85 | Revision_809/jscript.c | 470 | 481 | 12 | 734 | readToken | 390 | 509
86 | Revision_809/flex.c | 492 | 503 | 12 | 416 | readToken | 427 | 746
38 | Revision_809/sql.c | 636 | 647 | 12 | 818 | readToken | 530 | 679
87 | Revision_809/jscript.c | 495 | 504 | 13 | 734 | readToken | 390 | 509
