globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_751/asp.c | 75 | 90 | 1 | 158 | findAspTags | 43 | 314
2 | Revision_751/asp.c | 98 | 113 | 1 | 158 | findAspTags | 43 | 314
140 | Revision_751/asp.c | 121 | 162 | 2 | 158 | findAspTags | 43 | 314
141 | Revision_751/asp.c | 168 | 209 | 2 | 158 | findAspTags | 43 | 314
13 | Revision_751/eiffel.c | 374 | 383 | 3 | 878 | skipToCharacter | 373 | 383
137 | Revision_751/read.c | 453 | 460 | 3 | 457 | fileSkipToCharacter | 452 | 460
52 | Revision_751/eiffel.c | 429 | 434 | 4 | 346 | parseNumeric | 412 | 441
53 | Revision_751/fortran.c | 813 | 818 | 4 | 347 | parseNumeric | 796 | 825
15 | Revision_751/eiffel.c | 691 | 695 | 5 | 415 | readToken | 645 | 783
62 | Revision_751/vhdl.c | 457 | 461 | 5 | 874 | readToken | 404 | 479
16 | Revision_751/sql.c | 588 | 592 | 5 | 818 | readToken | 530 | 679
54 | Revision_751/eiffel.c | 765 | 770 | 6 | 415 | readToken | 645 | 783
55 | Revision_751/fortran.c | 1027 | 1032 | 6 | 600 | readToken | 921 | 1037
29 | Revision_751/jscript.c | 208 | 212 | 7 | 701 | deleteToken | 207 | 212
61 | Revision_751/vhdl.c | 356 | 360 | 7 | 838 | deleteToken | 353 | 361
117 | Revision_751/tex.c | 175 | 179 | 7 | 807 | deleteToken | 174 | 179
75 | Revision_751/flex.c | 239 | 243 | 7 | 125 | deleteToken | 238 | 243
30 | Revision_751/sql.c | 436 | 440 | 7 | 800 | deleteToken | 435 | 440
31 | Revision_751/jscript.c | 240 | 256 | 8 | 713 | makeJsTag | 235 | 257
118 | Revision_751/tex.c | 207 | 223 | 8 | 868 | makeTexTag | 202 | 224
32 | Revision_751/sql.c | 468 | 484 | 8 | 588 | makeSqlTag | 463 | 485
31 | Revision_751/jscript.c | 246 | 254 | 9 | 713 | makeJsTag | 235 | 257
76 | Revision_751/flex.c | 289 | 297 | 9 | 836 | makeFlexTag | 266 | 300
77 | Revision_751/sql.c | 474 | 482 | 9 | 588 | makeSqlTag | 463 | 485
119 | Revision_751/tex.c | 213 | 221 | 9 | 868 | makeTexTag | 202 | 224
73 | Revision_751/jscript.c | 267 | 271 | 10 | 563 | makeClassTag | 259 | 284
78 | Revision_751/flex.c | 310 | 314 | 10 | 562 | makeClassTag | 302 | 327
24 | Revision_751/jscript.c | 1411 | 1415 | 10 | 846 | parseStatement | 1026 | 1457
74 | Revision_751/jscript.c | 294 | 298 | 10 | 713 | makeFunctionTag | 286 | 311
79 | Revision_751/flex.c | 337 | 341 | 10 | 837 | makeMXTag | 329 | 350
80 | Revision_751/flex.c | 360 | 364 | 10 | 563 | makeFunctionTag | 352 | 377
81 | Revision_751/flex.c | 1843 | 1847 | 10 | NULL | NULL | NULL | NULL
33 | Revision_751/jscript.c | 318 | 336 | 11 | 728 | parseString | 317 | 336
82 | Revision_751/flex.c | 384 | 402 | 11 | 360 | parseString | 383 | 402
120 | Revision_751/tex.c | 231 | 249 | 11 | 847 | parseString | 230 | 249
63 | Revision_751/vhdl.c | 368 | 386 | 11 | 871 | parseString | 367 | 386
35 | Revision_751/jscript.c | 342 | 353 | 12 | 719 | parseIdentifier | 341 | 353
121 | Revision_751/tex.c | 256 | 268 | 12 | 843 | parseIdentifier | 255 | 268
83 | Revision_751/flex.c | 408 | 419 | 12 | 334 | parseIdentifier | 407 | 419
60 | Revision_751/jscript.c | 365 | 369 | 13 | 734 | readToken | 355 | 453
64 | Revision_751/vhdl.c | 414 | 418 | 13 | 874 | readToken | 404 | 479
84 | Revision_751/flex.c | 431 | 435 | 13 | 416 | readToken | 421 | 705
36 | Revision_751/sql.c | 540 | 553 | 13 | 818 | readToken | 530 | 679
122 | Revision_751/tex.c | 280 | 284 | 13 | 850 | readToken | 270 | 346
71 | Revision_751/jscript.c | 405 | 435 | 14 | 734 | readToken | 355 | 453
72 | Revision_751/sql.c | 625 | 655 | 14 | 818 | readToken | 530 | 679
85 | Revision_751/jscript.c | 416 | 427 | 15 | 734 | readToken | 355 | 453
86 | Revision_751/flex.c | 486 | 497 | 15 | 416 | readToken | 421 | 705
38 | Revision_751/sql.c | 636 | 647 | 15 | 818 | readToken | 530 | 679
87 | Revision_751/jscript.c | 441 | 450 | 16 | 734 | readToken | 355 | 453
88 | Revision_751/flex.c | 693 | 702 | 16 | 416 | readToken | 421 | 705
123 | Revision_751/tex.c | 317 | 326 | 16 | 850 | readToken | 270 | 346
89 | Revision_751/jscript.c | 471 | 501 | 17 | 735 | skipArgumentList | 470 | 501
90 | Revision_751/flex.c | 724 | 754 | 17 | 601 | skipArgumentList | 723 | 754
41 | Revision_751/jscript.c | 492 | 497 | 18 | 735 | skipArgumentList | 470 | 501
91 | Revision_751/flex.c | 777 | 782 | 18 | 758 | skipArrayList | 756 | 786
