globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_740/asp.c | 75 | 90 | 1 | 158 | findAspTags | 43 | 314
2 | Revision_740/asp.c | 98 | 113 | 1 | 158 | findAspTags | 43 | 314
140 | Revision_740/asp.c | 121 | 162 | 2 | 158 | findAspTags | 43 | 314
141 | Revision_740/asp.c | 168 | 209 | 2 | 158 | findAspTags | 43 | 314
13 | Revision_740/eiffel.c | 370 | 379 | 3 | 878 | skipToCharacter | 369 | 379
137 | Revision_740/read.c | 453 | 460 | 3 | 457 | fileSkipToCharacter | 452 | 460
52 | Revision_740/eiffel.c | 425 | 430 | 4 | 346 | parseNumeric | 408 | 437
53 | Revision_740/fortran.c | 813 | 818 | 4 | 347 | parseNumeric | 796 | 825
15 | Revision_740/eiffel.c | 687 | 691 | 5 | 415 | readToken | 641 | 779
62 | Revision_740/vhdl.c | 457 | 461 | 5 | 874 | readToken | 404 | 479
16 | Revision_740/sql.c | 581 | 585 | 5 | 818 | readToken | 524 | 672
54 | Revision_740/eiffel.c | 761 | 766 | 6 | 415 | readToken | 641 | 779
55 | Revision_740/fortran.c | 1027 | 1032 | 6 | 600 | readToken | 921 | 1037
29 | Revision_740/jscript.c | 208 | 212 | 7 | 701 | deleteToken | 207 | 212
30 | Revision_740/sql.c | 430 | 434 | 7 | 800 | deleteToken | 429 | 434
75 | Revision_740/flex.c | 239 | 243 | 7 | 125 | deleteToken | 238 | 243
61 | Revision_740/vhdl.c | 356 | 360 | 7 | 838 | deleteToken | 353 | 361
117 | Revision_740/tex.c | 175 | 179 | 7 | 807 | deleteToken | 174 | 179
31 | Revision_740/jscript.c | 240 | 256 | 8 | 713 | makeJsTag | 235 | 257
118 | Revision_740/tex.c | 207 | 223 | 8 | 868 | makeTexTag | 202 | 224
32 | Revision_740/sql.c | 462 | 478 | 8 | 588 | makeSqlTag | 457 | 479
31 | Revision_740/jscript.c | 246 | 254 | 9 | 713 | makeJsTag | 235 | 257
76 | Revision_740/flex.c | 289 | 297 | 9 | 836 | makeFlexTag | 266 | 300
77 | Revision_740/sql.c | 468 | 476 | 9 | 588 | makeSqlTag | 457 | 479
119 | Revision_740/tex.c | 213 | 221 | 9 | 868 | makeTexTag | 202 | 224
73 | Revision_740/jscript.c | 267 | 271 | 10 | 563 | makeClassTag | 259 | 284
24 | Revision_740/jscript.c | 1411 | 1415 | 10 | 846 | parseStatement | 1026 | 1457
78 | Revision_740/flex.c | 360 | 364 | 10 | 563 | makeFunctionTag | 352 | 377
79 | Revision_740/flex.c | 310 | 314 | 10 | 562 | makeClassTag | 302 | 327
74 | Revision_740/jscript.c | 294 | 298 | 10 | 713 | makeFunctionTag | 286 | 311
80 | Revision_740/flex.c | 1843 | 1847 | 10 | NULL | NULL | NULL | NULL
81 | Revision_740/flex.c | 337 | 341 | 10 | 837 | makeMXTag | 329 | 350
33 | Revision_740/jscript.c | 318 | 336 | 11 | 728 | parseString | 317 | 336
82 | Revision_740/flex.c | 384 | 402 | 11 | 360 | parseString | 383 | 402
63 | Revision_740/vhdl.c | 368 | 386 | 11 | 871 | parseString | 367 | 386
120 | Revision_740/tex.c | 231 | 249 | 11 | 847 | parseString | 230 | 249
35 | Revision_740/jscript.c | 342 | 353 | 12 | 719 | parseIdentifier | 341 | 353
83 | Revision_740/flex.c | 408 | 419 | 12 | 334 | parseIdentifier | 407 | 419
121 | Revision_740/tex.c | 256 | 268 | 12 | 843 | parseIdentifier | 255 | 268
60 | Revision_740/jscript.c | 365 | 369 | 13 | 734 | readToken | 355 | 453
64 | Revision_740/vhdl.c | 414 | 418 | 13 | 874 | readToken | 404 | 479
84 | Revision_740/flex.c | 431 | 435 | 13 | 416 | readToken | 421 | 705
122 | Revision_740/tex.c | 280 | 284 | 13 | 850 | readToken | 270 | 346
36 | Revision_740/sql.c | 534 | 547 | 13 | 818 | readToken | 524 | 672
71 | Revision_740/jscript.c | 405 | 435 | 14 | 734 | readToken | 355 | 453
72 | Revision_740/sql.c | 618 | 648 | 14 | 818 | readToken | 524 | 672
85 | Revision_740/jscript.c | 416 | 427 | 15 | 734 | readToken | 355 | 453
86 | Revision_740/flex.c | 486 | 497 | 15 | 416 | readToken | 421 | 705
38 | Revision_740/sql.c | 629 | 640 | 15 | 818 | readToken | 524 | 672
87 | Revision_740/jscript.c | 441 | 450 | 16 | 734 | readToken | 355 | 453
88 | Revision_740/flex.c | 693 | 702 | 16 | 416 | readToken | 421 | 705
123 | Revision_740/tex.c | 317 | 326 | 16 | 850 | readToken | 270 | 346
89 | Revision_740/jscript.c | 471 | 501 | 17 | 735 | skipArgumentList | 470 | 501
90 | Revision_740/flex.c | 724 | 754 | 17 | 601 | skipArgumentList | 723 | 754
41 | Revision_740/jscript.c | 492 | 497 | 18 | 735 | skipArgumentList | 470 | 501
56 | Revision_740/jscript.c | 524 | 529 | 18 | 852 | skipArrayList | 503 | 533
57 | Revision_740/sql.c | 768 | 773 | 18 | 794 | skipToMatched | 727 | 777
67 | Revision_740/vhdl.c | 524 | 529 | 18 | 821 | skipToMatched | 492 | 533
91 | Revision_740/flex.c | 777 | 782 | 18 | 758 | skipArrayList | 756 | 786
92 | Revision_740/flex.c | 745 | 750 | 18 | 601 | skipArgumentList | 723 | 754
93 | Revision_740/jscript.c | 504 | 533 | 19 | 852 | skipArrayList | 503 | 533
94 | Revision_740/flex.c | 757 | 786 | 19 | 758 | skipArrayList | 756 | 786
41 | Revision_740/jscript.c | 536 | 543 | 20 | 829 | addContext | 535 | 543
95 | Revision_740/flex.c | 789 | 796 | 20 | 694 | addContext | 788 | 796
41 | Revision_740/jscript.c | 546 | 553 | 21 | 697 | addToScope | 545 | 553
96 | Revision_740/flex.c | 799 | 806 | 21 | 696 | addToScope | 798 | 806
42 | Revision_740/sql.c | 691 | 698 | 21 | 830 | addToScope | 690 | 698
97 | Revision_740/jscript.c | 560 | 582 | 22 | 705 | findCmdTerm | 559 | 582
98 | Revision_740/flex.c | 813 | 835 | 22 | 704 | findCmdTerm | 812 | 835
45 | Revision_740/jscript.c | 696 | 707 | 23 | 727 | parseLoop | 622 | 709
101 | Revision_740/flex.c | 945 | 956 | 23 | 724 | parseLoop | 871 | 958
136 | Revision_740/sql.c | 890 | 897 | 23 | 597 | parseSubProgram | 794 | 930
46 | Revision_740/sql.c | 977 | 997 | 23 | 593 | parseRecord | 932 | 999
102 | Revision_740/jscript.c | 712 | 819 | 24 | 724 | parseIf | 711 | 819
103 | Revision_740/flex.c | 961 | 1068 | 24 | 720 | parseIf | 960 | 1068
104 | Revision_740/jscript.c | 1110 | 1118 | 25 | 846 | parseStatement | 1026 | 1457
105 | Revision_740/flex.c | 1541 | 1549 | 25 | NULL | NULL | NULL | NULL
106 | Revision_740/jscript.c | 1180 | 1202 | 26 | 846 | parseStatement | 1026 | 1457
107 | Revision_740/flex.c | 1611 | 1633 | 26 | NULL | NULL | NULL | NULL
108 | Revision_740/jscript.c | 1341 | 1358 | 27 | 846 | parseStatement | 1026 | 1457
109 | Revision_740/flex.c | 1773 | 1790 | 27 | NULL | NULL | NULL | NULL
110 | Revision_740/jscript.c | 1360 | 1388 | 28 | 846 | parseStatement | 1026 | 1457
111 | Revision_740/flex.c | 1792 | 1820 | 28 | NULL | NULL | NULL | NULL
138 | Revision_740/gnu_regex/regex_internal.c | 1103 | 1108 | 29 | NULL | NULL | NULL | NULL
139 | Revision_740/gnu_regex/regex_internal.c | 1236 | 1241 | 29 | 942 | re_node_set_merge | 1182 | 1257
17 | Revision_740/python.c | 278 | 282 | 30 | 612 | skipSpace | 277 | 282
18 | Revision_740/sml.c | 84 | 88 | 30 | 619 | skipSpace | 83 | 88
19 | Revision_740/erlang.c | 58 | 62 | 30 | 566 | skipSpace | 57 | 62
20 | Revision_740/python.c | 286 | 295 | 31 | 728 | parseIdentifier | 285 | 295
21 | Revision_740/erlang.c | 66 | 75 | 31 | NULL | NULL | NULL | NULL
11 | Revision_740/routines.c | 288 | 295 | 32 | 570 | struppercmp | 287 | 295
8 | Revision_740/readtags.c | 106 | 113 | 32 | 528 | struppercmp | 105 | 113
12 | Revision_740/routines.c | 298 | 305 | 33 | 528 | strnuppercmp | 297 | 305
10 | Revision_740/readtags.c | 116 | 123 | 33 | 528 | strnuppercmp | 115 | 123
112 | Revision_740/flex.c | 537 | 543 | 34 | 416 | readToken | 421 | 705
113 | Revision_740/flex.c | 628 | 634 | 34 | 416 | readToken | 421 | 705
114 | Revision_740/flex.c | 591 | 597 | 34 | 416 | readToken | 421 | 705
115 | Revision_740/flex.c | 550 | 557 | 35 | 416 | readToken | 421 | 705
116 | Revision_740/flex.c | 604 | 611 | 35 | 416 | readToken | 421 | 705
68 | Revision_740/vhdl.c | 391 | 402 | 36 | 870 | parseIdentifier | 390 | 402
36 | Revision_740/sql.c | 511 | 522 | 36 | 809 | parseIdentifier | 510 | 522
69 | Revision_740/vhdl.c | 514 | 532 | 37 | 821 | skipToMatched | 492 | 533
70 | Revision_740/sql.c | 758 | 776 | 37 | 794 | skipToMatched | 727 | 777
135 | Revision_740/tex.c | 395 | 399 | 38 | 872 | parseTag | 362 | 437
125 | Revision_740/tex.c | 419 | 423 | 38 | 872 | parseTag | 362 | 437
