globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_668/asp.c | 74 | 89 | 1 | 158 | findAspTags | 42 | 198
2 | Revision_668/asp.c | 97 | 112 | 1 | 158 | findAspTags | 42 | 198
52 | Revision_668/eiffel.c | 421 | 426 | 2 | 346 | parseNumeric | 404 | 433
53 | Revision_668/fortran.c | 813 | 818 | 2 | 347 | parseNumeric | 796 | 825
15 | Revision_668/eiffel.c | 648 | 652 | 3 | 415 | readToken | 602 | 736
16 | Revision_668/sql.c | 560 | 564 | 3 | 734 | readToken | 504 | 651
62 | Revision_668/vhdl.c | 457 | 461 | 3 | 818 | readToken | 404 | 479
54 | Revision_668/eiffel.c | 718 | 723 | 4 | 415 | readToken | 602 | 736
55 | Revision_668/fortran.c | 1027 | 1032 | 4 | 416 | readToken | 921 | 1037
29 | Revision_668/jscript.c | 208 | 212 | 5 | 582 | deleteToken | 207 | 212
30 | Revision_668/sql.c | 412 | 416 | 5 | 701 | deleteToken | 411 | 416
61 | Revision_668/vhdl.c | 356 | 360 | 5 | 800 | deleteToken | 353 | 361
31 | Revision_668/jscript.c | 240 | 256 | 6 | 713 | makeJsTag | 235 | 257
32 | Revision_668/sql.c | 444 | 460 | 6 | 588 | makeSqlTag | 439 | 461
73 | Revision_668/jscript.c | 267 | 271 | 7 | 562 | makeClassTag | 259 | 284
24 | Revision_668/jscript.c | 1411 | 1415 | 7 | 727 | parseStatement | 1026 | 1457
74 | Revision_668/jscript.c | 294 | 298 | 7 | 563 | makeFunctionTag | 286 | 311
33 | Revision_668/jscript.c | 318 | 336 | 8 | 596 | parseString | 317 | 336
63 | Revision_668/vhdl.c | 368 | 386 | 8 | 814 | parseString | 367 | 386
36 | Revision_668/sql.c | 468 | 486 | 8 | 728 | parseString | 467 | 486
60 | Revision_668/jscript.c | 365 | 369 | 9 | 600 | readToken | 355 | 453
36 | Revision_668/sql.c | 514 | 527 | 9 | 734 | readToken | 504 | 651
64 | Revision_668/vhdl.c | 414 | 418 | 9 | 818 | readToken | 404 | 479
71 | Revision_668/jscript.c | 405 | 435 | 10 | 600 | readToken | 355 | 453
72 | Revision_668/sql.c | 597 | 627 | 10 | 734 | readToken | 504 | 651
41 | Revision_668/jscript.c | 492 | 497 | 11 | 601 | skipArgumentList | 470 | 501
56 | Revision_668/jscript.c | 524 | 529 | 11 | 758 | skipArrayList | 503 | 533
57 | Revision_668/sql.c | 747 | 752 | 11 | 794 | skipToMatched | 706 | 756
67 | Revision_668/vhdl.c | 524 | 529 | 11 | 821 | skipToMatched | 492 | 533
41 | Revision_668/jscript.c | 546 | 553 | 12 | 696 | addToScope | 545 | 553
42 | Revision_668/sql.c | 670 | 677 | 12 | 697 | addToScope | 669 | 677
45 | Revision_668/jscript.c | 696 | 707 | 13 | 724 | parseLoop | 622 | 709
46 | Revision_668/sql.c | 929 | 949 | 13 | 593 | parseRecord | 884 | 951
58 | Revision_668/gnu_regex/regex.c | 1777 | 1782 | 14 | NULL | NULL | NULL | NULL
59 | Revision_668/gnu_regex/regex.c | 1792 | 1797 | 14 | NULL | NULL | NULL | NULL
17 | Revision_668/python.c | 202 | 206 | 15 | 612 | skipSpace | 201 | 206
19 | Revision_668/erlang.c | 58 | 62 | 15 | 566 | skipSpace | 57 | 62
18 | Revision_668/sml.c | 84 | 88 | 15 | 619 | skipSpace | 83 | 88
20 | Revision_668/python.c | 210 | 219 | 16 | 719 | parseIdentifier | 209 | 219
21 | Revision_668/erlang.c | 66 | 75 | 16 | NULL | NULL | NULL | NULL
11 | Revision_668/routines.c | 288 | 295 | 17 | 570 | struppercmp | 287 | 295
8 | Revision_668/readtags.c | 106 | 113 | 17 | 528 | struppercmp | 105 | 113
12 | Revision_668/routines.c | 298 | 305 | 18 | 528 | strnuppercmp | 297 | 305
10 | Revision_668/readtags.c | 116 | 123 | 18 | 528 | strnuppercmp | 115 | 123
68 | Revision_668/vhdl.c | 391 | 402 | 19 | 809 | parseIdentifier | 390 | 402
36 | Revision_668/sql.c | 491 | 502 | 19 | 728 | parseIdentifier | 490 | 502
69 | Revision_668/vhdl.c | 514 | 532 | 20 | 821 | skipToMatched | 492 | 533
70 | Revision_668/sql.c | 737 | 755 | 20 | 794 | skipToMatched | 706 | 756
