globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_466/asp.c | 74 | 89 | 1 | 158 | findAspTags | 42 | 198
2 | Revision_466/asp.c | 97 | 112 | 1 | 158 | findAspTags | 42 | 198
13 | Revision_466/eiffel.c | 367 | 376 | 2 | 457 | skipToCharacter | 366 | 376
24 | Revision_466/jscript.c | 356 | 363 | 2 | 602 | skipToCharacter | 355 | 363
14 | Revision_466/sql.c | 458 | 465 | 2 | 736 | skipToCharacter | 457 | 465
15 | Revision_466/eiffel.c | 660 | 664 | 3 | 415 | readToken | 614 | 745
16 | Revision_466/sql.c | 563 | 567 | 3 | 734 | readToken | 510 | 646
25 | Revision_466/jscript.c | 233 | 264 | 4 | 601 | skipArgumentList | 232 | 264
26 | Revision_466/sql.c | 698 | 729 | 4 | 735 | skipArgumentList | 697 | 729
27 | Revision_466/jscript.c | 279 | 288 | 5 | 589 | newToken | 278 | 288
28 | Revision_466/sql.c | 390 | 399 | 5 | 714 | newToken | 389 | 399
29 | Revision_466/jscript.c | 291 | 295 | 6 | 582 | deleteToken | 290 | 295
30 | Revision_466/sql.c | 402 | 406 | 6 | 701 | deleteToken | 401 | 406
31 | Revision_466/jscript.c | 306 | 322 | 7 | 713 | makeJsTag | 301 | 323
32 | Revision_466/sql.c | 417 | 433 | 7 | 588 | makeSqlTag | 412 | 434
33 | Revision_466/jscript.c | 366 | 381 | 8 | 596 | parseString | 365 | 381
34 | Revision_466/sql.c | 468 | 483 | 8 | 728 | parseString | 467 | 483
35 | Revision_466/jscript.c | 387 | 398 | 9 | 591 | parseIdentifier | 386 | 398
36 | Revision_466/sql.c | 488 | 499 | 9 | 719 | parseIdentifier | 487 | 499
37 | Revision_466/jscript.c | 473 | 484 | 10 | 600 | readToken | 419 | 516
38 | Revision_466/sql.c | 602 | 613 | 10 | 734 | readToken | 510 | 646
39 | Revision_466/jscript.c | 523 | 530 | 11 | 694 | addContext | 522 | 530
40 | Revision_466/sql.c | 653 | 660 | 11 | 695 | addContext | 652 | 660
41 | Revision_466/jscript.c | 533 | 540 | 12 | 696 | addToScope | 532 | 540
42 | Revision_466/sql.c | 663 | 670 | 12 | 697 | addToScope | 662 | 670
43 | Revision_466/jscript.c | 547 | 552 | 13 | 584 | findToken | 546 | 552
44 | Revision_466/sql.c | 677 | 682 | 13 | 601 | findToken | 676 | 682
45 | Revision_466/jscript.c | 677 | 686 | 14 | 724 | parseLoop | 609 | 688
46 | Revision_466/sql.c | 877 | 897 | 14 | 593 | parseRecord | 834 | 899
47 | Revision_466/jscript.c | 899 | 909 | 15 | 717 | parseFunction | 866 | 914
48 | Revision_466/jscript.c | 1055 | 1065 | 15 | 727 | parseStatement | 961 | 1095
17 | Revision_466/python.c | 107 | 111 | 16 | 612 | skipSpace | 106 | 111
19 | Revision_466/erlang.c | 58 | 62 | 16 | 566 | skipSpace | 57 | 62
18 | Revision_466/sml.c | 84 | 88 | 16 | 619 | skipSpace | 83 | 88
20 | Revision_466/python.c | 116 | 125 | 17 | NULL | NULL | NULL | NULL
21 | Revision_466/erlang.c | 66 | 75 | 17 | NULL | NULL | NULL | NULL
11 | Revision_466/routines.c | 287 | 294 | 18 | 570 | struppercmp | 286 | 294
8 | Revision_466/readtags.c | 106 | 113 | 18 | 528 | struppercmp | 105 | 113
12 | Revision_466/routines.c | 297 | 304 | 19 | 528 | strnuppercmp | 296 | 304
10 | Revision_466/readtags.c | 116 | 123 | 19 | 528 | strnuppercmp | 115 | 123
