globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_690/asp.c | 74 | 89 | 1 | 158 | findAspTags | 42 | 198
2 | Revision_690/asp.c | 97 | 112 | 1 | 158 | findAspTags | 42 | 198
52 | Revision_690/eiffel.c | 421 | 426 | 2 | 346 | parseNumeric | 404 | 433
53 | Revision_690/fortran.c | 813 | 818 | 2 | 347 | parseNumeric | 796 | 825
15 | Revision_690/eiffel.c | 648 | 652 | 3 | 415 | readToken | 602 | 736
16 | Revision_690/sql.c | 560 | 564 | 3 | 818 | readToken | 504 | 651
62 | Revision_690/vhdl.c | 457 | 461 | 3 | 850 | readToken | 404 | 479
54 | Revision_690/eiffel.c | 718 | 723 | 4 | 415 | readToken | 602 | 736
55 | Revision_690/fortran.c | 1027 | 1032 | 4 | 600 | readToken | 921 | 1037
29 | Revision_690/jscript.c | 208 | 212 | 5 | 701 | deleteToken | 207 | 212
30 | Revision_690/sql.c | 412 | 416 | 5 | 800 | deleteToken | 411 | 416
75 | Revision_690/flex.c | 238 | 242 | 5 | 125 | deleteToken | 237 | 242
61 | Revision_690/vhdl.c | 356 | 360 | 5 | 807 | deleteToken | 353 | 361
31 | Revision_690/jscript.c | 240 | 256 | 6 | 713 | makeJsTag | 235 | 257
32 | Revision_690/sql.c | 444 | 460 | 6 | 588 | makeSqlTag | 439 | 461
31 | Revision_690/jscript.c | 246 | 254 | 7 | 713 | makeJsTag | 235 | 257
76 | Revision_690/flex.c | 287 | 295 | 7 | 836 | makeFlexTag | 265 | 298
77 | Revision_690/sql.c | 450 | 458 | 7 | 588 | makeSqlTag | 439 | 461
73 | Revision_690/jscript.c | 267 | 271 | 8 | 563 | makeClassTag | 259 | 284
78 | Revision_690/flex.c | 1821 | 1825 | 8 | NULL | NULL | NULL | NULL
79 | Revision_690/flex.c | 358 | 362 | 8 | 563 | makeFunctionTag | 350 | 375
24 | Revision_690/jscript.c | 1411 | 1415 | 8 | 846 | parseStatement | 1026 | 1457
80 | Revision_690/flex.c | 335 | 339 | 8 | 837 | makeMXTag | 327 | 348
81 | Revision_690/flex.c | 308 | 312 | 8 | 562 | makeClassTag | 300 | 325
