globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_472/asp.c | 74 | 89 | 1 | 158 | findAspTags | 42 | 198
2 | Revision_472/asp.c | 97 | 112 | 1 | 158 | findAspTags | 42 | 198
13 | Revision_472/eiffel.c | 367 | 376 | 2 | 457 | skipToCharacter | 366 | 376
14 | Revision_472/sql.c | 413 | 420 | 2 | 736 | skipToCharacter | 412 | 420
24 | Revision_472/jscript.c | 309 | 316 | 2 | 602 | skipToCharacter | 308 | 316
15 | Revision_472/eiffel.c | 660 | 664 | 3 | 415 | readToken | 614 | 745
16 | Revision_472/sql.c | 518 | 522 | 3 | 734 | readToken | 465 | 600
51 | Revision_472/jscript.c | 177 | 207 | 4 | 601 | skipArgumentList | 176 | 207
26 | Revision_472/sql.c | 654 | 685 | 4 | 735 | skipArgumentList | 653 | 685
29 | Revision_472/jscript.c | 235 | 239 | 5 | 582 | deleteToken | 234 | 239
30 | Revision_472/sql.c | 357 | 361 | 5 | 701 | deleteToken | 356 | 361
31 | Revision_472/jscript.c | 250 | 266 | 6 | 713 | makeJsTag | 245 | 267
32 | Revision_472/sql.c | 372 | 388 | 6 | 588 | makeSqlTag | 367 | 389
33 | Revision_472/jscript.c | 319 | 334 | 7 | 596 | parseString | 318 | 334
34 | Revision_472/sql.c | 423 | 438 | 7 | 728 | parseString | 422 | 438
35 | Revision_472/jscript.c | 340 | 351 | 8 | 591 | parseIdentifier | 339 | 351
36 | Revision_472/sql.c | 443 | 454 | 8 | 728 | parseIdentifier | 442 | 454
49 | Revision_472/jscript.c | 416 | 446 | 9 | 600 | readToken | 373 | 464
50 | Revision_472/sql.c | 546 | 576 | 9 | 734 | readToken | 465 | 600
41 | Revision_472/jscript.c | 481 | 488 | 10 | 696 | addToScope | 480 | 488
42 | Revision_472/sql.c | 619 | 626 | 10 | 697 | addToScope | 618 | 626
45 | Revision_472/jscript.c | 617 | 626 | 11 | 724 | parseLoop | 549 | 628
46 | Revision_472/sql.c | 831 | 851 | 11 | 593 | parseRecord | 788 | 853
17 | Revision_472/python.c | 107 | 111 | 12 | 612 | skipSpace | 106 | 111
19 | Revision_472/erlang.c | 58 | 62 | 12 | 566 | skipSpace | 57 | 62
18 | Revision_472/sml.c | 84 | 88 | 12 | 619 | skipSpace | 83 | 88
20 | Revision_472/python.c | 115 | 124 | 13 | 719 | parseIdentifier | 114 | 124
21 | Revision_472/erlang.c | 66 | 75 | 13 | NULL | NULL | NULL | NULL
11 | Revision_472/routines.c | 287 | 294 | 14 | 570 | struppercmp | 286 | 294
8 | Revision_472/readtags.c | 106 | 113 | 14 | 528 | struppercmp | 105 | 113
12 | Revision_472/routines.c | 297 | 304 | 15 | 528 | strnuppercmp | 296 | 304
10 | Revision_472/readtags.c | 116 | 123 | 15 | 528 | strnuppercmp | 115 | 123
